train_loss,val_loss
1.3290018662810326,1.2563172578811646
1.044889196753502,0.9422597289085388
0.8218845501542091,0.7022988796234131
0.6526605878025293,0.562951922416687
0.5566287161782384,0.4856641888618469
0.5156412636861205,0.4654274880886078
0.4939365070313215,0.4502057731151581
0.4880877733230591,0.4466366469860077
0.4793298663571477,0.4366588890552521
0.4747828282415867,0.4301799535751343
0.4797232002019882,0.42462462186813354
0.46422307193279266,0.41947370767593384
0.4659258658066392,0.42628955841064453
0.45949491020292044,0.4207412600517273
0.46997261326760054,0.4323280453681946
0.47418091259896755,0.4284548759460449
0.45340567361563444,0.43117767572402954
0.46282981615513563,0.423766165971756
0.4676290871575475,0.4169028401374817
0.4521039677783847,0.4117836654186249
0.45292364340275526,0.4252642095088959
0.45384212397038937,0.4142763316631317
0.44987849425524473,0.40827780961990356
0.43863982055336237,0.41405683755874634
0.4480760805308819,0.4230414032936096
0.45163756515830755,0.41255369782447815
0.44719793274998665,0.4129309058189392
0.4424056811258197,0.41101035475730896
0.4482299108058214,0.41630086302757263
0.44213953521102667,0.40864062309265137
0.43484685476869345,0.4152539372444153
0.4443199513480067,0.4083743393421173
0.4371786564588547,0.4156557023525238
0.4459013920277357,0.416278600692749
0.42972878459841013,0.4120103418827057
0.43694800697267056,0.4127124547958374
0.441873200237751,0.41194456815719604
0.4379468187689781,0.411401629447937
0.4349712859839201,0.4102497398853302
0.4387519611045718,0.41407573223114014
0.4325385335832834,0.4115253984928131
0.43498216941952705,0.41167518496513367
0.4349394626915455,0.40690183639526367
0.43168055173009634,0.4087406396865845
0.431387173011899,0.40993985533714294
0.43362356442958117,0.4079962372779846
0.43090582359582186,0.40425965189933777
0.4388311477378011,0.4053006172180176
0.4335527280345559,0.40204674005508423
0.4362011346966028,0.40436267852783203
0.4388077100738883,0.40611645579338074
0.4233278566971421,0.418526828289032
0.4284802684560418,0.4031558036804199
0.4292326932772994,0.4037301242351532
0.43322636652737856,0.4133281707763672
0.4281140035018325,0.4029659628868103
0.42545262537896633,0.4072016179561615
0.4325726581737399,0.4089337885379791
0.4252917617559433,0.4065364897251129
0.43175207264721394,0.40585803985595703
0.426265056245029,0.404729425907135
0.4238341888412833,0.4046274721622467
0.4219997236505151,0.404729962348938
0.42611698620021343,0.4063354432582855
0.43206515815109015,0.40444841980934143
0.4297061897814274,0.4070429503917694
0.4282300565391779,0.4047665297985077
0.4223130317404866,0.4071006178855896
0.42380468267947435,0.40431466698646545
0.4317158441990614,0.4020834267139435
0.42696544248610735,0.4060116708278656
0.4202850637957454,0.4071909189224243
0.4281750712543726,0.40469008684158325
0.4277027854695916,0.4025821387767792
0.4283614745363593,0.41101595759391785
0.4314881218597293,0.4040061831474304
0.42356389947235584,0.4080485999584198
0.41905371379107237,0.4068644046783447
0.4247833602130413,0.41160812973976135
