budget_policy,domain_id,domain_label,train_beta_min,train_beta_max,train_beta_width,n_train_per_n,beta,n_total,n_valid,failure_rate,J1,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.90_rmse,x0.95_rmse,x0.99_rmse
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,3.75,6000,6000,0.0,0.35931306928347095,-0.15349926305399947,0.20585630969545254,0.2567718465801448,-0.053572430437547724,0.17608759876136537,0.1840426035825851,0.04431950084415208,0.16535646222570075,0.17117949827089232,0.1180534296541566,0.13301849360094273,0.18074626954786496
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,4.0,6000,6000,0.0,0.35865259247337977,-0.17246865302699055,0.19037176753550827,0.25686729242268075,-0.06217031504175105,0.1723861417968112,0.18324076272944004,0.053703236831376615,0.16184568907036687,0.17051011420338194,0.11493486918333687,0.1294177040863011,0.17120834866704532
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,4.25,6000,6000,0.0,0.3645184500453535,-0.1942820229605831,0.17652289898980716,0.2624893234484867,-0.07283118193588532,0.16838375702769093,0.18344684564745184,0.06536827673041376,0.16140520641673373,0.1741272819549614,0.10863435932386663,0.1225626166405398,0.16113683484363248
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,4.5,6000,6000,0.0,0.3718040841067713,-0.21507958510214178,0.16583623626994962,0.27158111417834013,-0.08054689037853661,0.16545104258771176,0.1840034964389642,0.07448272418185392,0.15837042866517625,0.1749991105073467,0.105024370660946,0.11829131148005853,0.1522105345075989
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,4.75,6000,6000,0.0,0.38201383396577,-0.23554663722579788,0.15352394890663934,0.28115457123995347,-0.09142019386818,0.1635034656593993,0.18731412003810483,0.08411851488015944,0.15725232488930715,0.1783258165450401,0.10147326914052023,0.1143232196604929,0.14532806219972183
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,5.0,6000,6000,0.0,0.39372354751824346,-0.2538037509415698,0.14342951871863102,0.2915217696171738,-0.10043299970848578,0.1621569363647822,0.19072828044888415,0.09338417839614303,0.15792265374545028,0.18345575146785048,0.09774913359932244,0.1106611007260119,0.14032147493756564
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,5.25,6000,6000,0.0,0.407896599708647,-0.27453101624150555,0.1346939088034348,0.3057886593806747,-0.10726168185462821,0.16180054740405234,0.19411368395438902,0.10196045840917776,0.15748335776208383,0.18759746679979847,0.09551784090178878,0.1084436565275578,0.13616859494272704
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,5.5,6000,6000,0.0,0.42180270595003216,-0.294382880603417,0.1262648342894344,0.320314582302733,-0.11412080620235134,0.16051449303848217,0.19693696131824262,0.10827198073596395,0.15752218289792444,0.19113326339947204,0.09255250144458355,0.10526901604213165,0.13091634066702984
fixed_density,center_w5_0.5_5.5,"[0.5, 5.5]",0.5,5.5,5.0,16500,5.75,6000,6000,0.0,0.43769644644644007,-0.31393729588346253,0.1202560478567677,0.33617812620679066,-0.12187323445477291,0.16083400608492304,0.20178293170353687,0.11545547304546629,0.15658932151174235,0.19454072880776993,0.09292707096744382,0.10538512494632855,0.1286333823290688
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,0.75,6000,6000,0.0,3.974853099113331,2.620834618435715,0.8278223459998515,2.748444963748596,2.291776405707636,1.6232520198099705,2.808335281928078,-0.5073317255812226,0.3184207969127276,0.5989660967481992,3.5727409540260844,3.1042448841548733,1.6089361110580758
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,1.0,6000,6000,0.0,2.6496240324194096,2.100484416972537,0.45063680853024596,2.1482724393237276,1.2134880614129175,0.7765470006619101,1.4406519410396519,-0.48579866715386544,0.3065458222033137,0.5744171170806625,1.8600970432598396,1.846345305492954,1.2328160385495452
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,1.25,6000,6000,0.0,1.9968833598536304,1.6552012131327565,0.27626890404800475,1.6780950040295128,0.8073708787022064,0.48490706922305277,0.9417767317228464,-0.45036166392433696,0.28598059441329116,0.5334762392993212,1.0724717924930387,1.1354290400768765,0.9350219750811603
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,1.5,6000,6000,0.0,1.5649316527216957,1.3130545771912938,0.18521762304392672,1.3260513462812826,0.5797643865469605,0.36209622412885734,0.6835338814991503,-0.3969236323173345,0.2565987947948242,0.47263129134512577,0.6552735583027343,0.7182266708534024,0.6830461120057179
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,1.75,6000,6000,0.0,1.2438091218321634,1.0415748612467903,0.13393047940713987,1.0501488348483168,0.4371005946450515,0.2927630094836629,0.5260730220521057,-0.3411750110693061,0.2260616305802029,0.40926242398806234,0.43048795865699285,0.4814462219789612,0.504778077573497
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,2.0,6000,6000,0.0,0.99706517547703,0.8257937529458118,0.10008528456675961,0.8318357512636975,0.33737454058053445,0.2573418715507467,0.4243057647640738,-0.2823497243697798,0.20600624092512643,0.3495037411195696,0.3077428077588712,0.35489957669077066,0.42232286103472627
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,2.25,6000,6000,0.0,0.8003881046105905,0.6488618236122794,0.0761531565115197,0.6533146277541776,0.26117671740269816,0.23320037256807166,0.35012373204841263,-0.23503446003228154,0.1896820670652344,0.30201736278076,0.23002011214748427,0.2720969157908967,0.35224363764058975
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,2.5,6000,6000,0.0,0.6349609408153561,0.5035140444474232,0.0626040650561047,0.5073903908292481,0.19315527690128578,0.2097507794263172,0.28512631919878656,-0.18162131466633263,0.17734799087086978,0.25383728992292837,0.18547197649284553,0.22409296641880186,0.30840684739127944
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,2.75,6000,6000,0.0,0.5048543331269659,0.3815338833303539,0.050695546787068474,0.38488662519427186,0.1426454081932449,0.19668223716892713,0.24295095714839637,-0.13499387836880386,0.1717456978929071,0.21843767038749445,0.16232267559545707,0.19969242309154292,0.28795174172132054
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,3.0,6000,6000,0.0,0.39324513673368067,0.2775098262700474,0.043238598845290174,0.2808575591122021,0.09803371307815568,0.1782770760043118,0.20344047682118852,-0.09365623938202515,0.16001724237131662,0.18539887120744436,0.14223142021791899,0.17575029189755673,0.25961824422005286
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,3.25,6000,6000,0.0,0.30862359709314197,0.1883895053651453,0.03823823151028015,0.1922303940250684,0.05509811615405467,0.16712124264817027,0.1759564071857106,-0.05868122080892575,0.1545827934485354,0.16533403480824327,0.12330225523851239,0.1539738188213227,0.2337719776767459
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,3.5,6000,6000,0.0,0.24843285437421758,0.1112700235157549,0.03334182499801249,0.11615726472264103,0.02161680745687966,0.15796141073935366,0.15942062292202813,-0.022729035230312708,0.14932697463470163,0.15103455886593647,0.11223891884405111,0.14032701739724737,0.2155529058703473
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,3.75,6000,6000,0.0,0.2178214892839948,0.04329959563961427,0.03009357274979459,0.052728807745050274,-0.005816625085063473,0.15136194441041448,0.15146106079356605,0.001904277378371005,0.14739543996086563,0.1473954581761959,0.10063365506187724,0.12573895344089206,0.19514151756048753
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,4.0,6000,6000,0.0,0.214057391879735,-0.016395182824386175,0.027398287735722646,0.031927152702144024,-0.03200496738839048,0.1482560676244285,0.15165921078103523,0.026291393263079936,0.14530309424021456,0.14765062723863373,0.09308145520327997,0.11587704424304464,0.18057991647384428
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,4.25,6000,6000,0.0,0.22883733799636805,-0.06983154168071598,0.02527721620082576,0.07426490007236966,-0.05475989062735035,0.1440061540832919,0.1540550607412099,0.04809356341476705,0.1442524433917878,0.15204699976825284,0.0874156725879721,0.10826440131704072,0.16864683756201165
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,4.5,6000,6000,0.0,0.25431110126280737,-0.11752191387623431,0.02355349100737319,0.11985856130711317,-0.07354634844596272,0.14238467996561938,0.16024694555320548,0.06656021999749459,0.14213402856221036,0.15693622254839348,0.08135451327217481,0.10003741052247754,0.15507138236454449
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,4.75,6000,6000,0.0,0.2874281539802385,-0.16088101177245248,0.02195642425945395,0.16237211634933327,-0.09288357692052542,0.14221250211172323,0.169848120053776,0.08339400136388171,0.14300596013529523,0.16553505866409202,0.07806224932992605,0.09503401406178953,0.14533787340101398
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,5.0,6000,6000,0.0,0.3221282657424964,-0.19955432733230566,0.02054351280428366,0.20060881121244162,-0.10981438743991688,0.14317705269064582,0.18043129300257554,0.09921633241284313,0.14535100100932002,0.17597520552514798,0.07567688483342686,0.09135224373753074,0.13780275533329478
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,5.25,6000,6000,0.0,0.3541346190877825,-0.23499243534157357,0.01915355422909983,0.23577158896750916,-0.12273071418875436,0.14379605077911684,0.18904149334889978,0.11261334368794489,0.14631542270671155,0.18462502556425706,0.07424099912374892,0.08877473715878399,0.13094155067491453
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,5.5,6000,6000,0.0,0.383980841149046,-0.26763727042446456,0.017775250571801838,0.26822679842481467,-0.1340497600901894,0.14425406869965007,0.1969139566170581,0.12234723517271993,0.1474969308225641,0.19162610643051248,0.07317887650481558,0.08654283673868862,0.12411845171686899
fixed_density,location_high_3.5_4.5,"[3.5, 4.5]",3.5,4.5,1.0,4500,5.75,6000,6000,0.0,0.41278129954791204,-0.29766751027047045,0.01712427591060854,0.298159585830495,-0.14579596338842027,0.14478101072143404,0.20546170060548996,0.13227611830124406,0.14758526681369466,0.19817858667916352,0.07382737774749541,0.0861772570025652,0.11916532246620642
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,0.75,6000,5988,0.0020000000000000018,1.2334495710781943,0.8734846194270316,0.295985837888627,0.9222626340017176,0.5314671948671158,0.5698000247460906,0.7791503237298275,-0.21055070759481775,0.13085424623506248,0.24789428130101987,0.5162474928466082,0.428751223643593,0.49595190888739155
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,1.0,6000,5990,0.0016666666666667052,0.7407335594387132,0.5554526931118148,0.17508962224550445,0.5823907212322283,0.22925544051116745,0.34845375040678184,0.4170824891110511,-0.13603106170240556,0.11621147525986926,0.17890584708475513,0.36019120072267297,0.37087219292359075,0.4097805066552872
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,1.25,6000,5987,0.00216666666666665,0.4720952653490809,0.3214459176890167,0.12815986888462985,0.3460486765692787,0.10925526059346276,0.25365084785653974,0.2761606745653039,-0.08256393211925854,0.12136981422840105,0.1467820638108892,0.29567217797857115,0.351189277785641,0.4475358120509176
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,1.5,6000,5995,0.0008333333333333526,0.32074218488795403,0.15791546575949833,0.1085083583098321,0.191596957618103,0.036242924245386755,0.21293704064094512,0.21598187308535044,-0.03867138505691191,0.12603072181413583,0.13182021607031003,0.23604812001808748,0.2964318043783141,0.43257131450182085
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,1.75,6000,5999,0.0001666666666666483,0.24792348707156836,0.03627704031518102,0.09750419133690792,0.10402646878051286,-0.012515079996430962,0.18463614563155079,0.18504445628775357,-0.007280157350798292,0.12616596517637615,0.12636533560504068,0.19028080466936292,0.24343030974999877,0.3893346476133678
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,2.0,6000,6000,0.0,0.2461115631446216,-0.05754534525192087,0.08856429592350354,0.10561152399321742,-0.0467024027690084,0.1700269072381886,0.1763106503245095,0.025746038908207227,0.13293513029851325,0.1353944684817947,0.17449873482151423,0.22518823367786497,0.3807929861011059
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,2.25,6000,6000,0.0,0.2791278014161138,-0.13706727185170875,0.07924186053674613,0.1583213912545779,-0.0772626085039452,0.16356275043107332,0.1808806932921718,0.04965636493839115,0.132913622884871,0.14187614806144003,0.1562528019702732,0.19589910416771464,0.33482838986170194
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,2.5,6000,6000,0.0,0.32503081285497304,-0.20204874296437678,0.07082709865849217,0.21410122923097347,-0.10432234452595106,0.1570829824024253,0.18855795506228798,0.07588465337887892,0.1360007081232102,0.15572922182326243,0.14586880505617283,0.1789440442719603,0.3063562048978738
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,2.75,6000,6000,0.0,0.3741062680689112,-0.2586937727987581,0.0635020890847303,0.2663725048068853,-0.12357135021750555,0.15530781199858548,0.19846000850621623,0.10006461715632387,0.14001840391176146,0.17208955085962224,0.13994064952002233,0.16918394135080503,0.287678088742935
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,3.0,6000,6000,0.0,0.41696909701530016,-0.30787356856224585,0.05603426921019646,0.3129304239581354,-0.1381599146139883,0.15355091075018296,0.20654809258698847,0.1176763009553372,0.139395802666062,0.18241618095940204,0.13354100326667961,0.15612658977075758,0.256488247476669
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,3.25,6000,6000,0.0,0.4586595859285244,-0.35092441128824037,0.05062443707055073,0.35455655250999113,-0.15568175792855274,0.15234240368428537,0.21780989343317309,0.13189260151612384,0.1408004366166978,0.19291738428401206,0.13136031545969515,0.14857166265829397,0.23113019937003768
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,3.5,6000,6000,0.0,0.49755948154445573,-0.3888960723386622,0.04521673069094665,0.3915154748615008,-0.16768798668489932,0.15220874995477254,0.22645728778433177,0.15024782779553725,0.1429236236522186,0.20735999476303393,0.12743079676527147,0.14218416406655432,0.21438526361407956
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,3.75,6000,6000,0.0,0.5308345557638099,-0.4235147107716709,0.040820001934354984,0.4254770323834646,-0.17703149185134165,0.15112336716308597,0.23275440883286563,0.1596393736882459,0.14525423405129248,0.2158240155218709,0.12775217286761972,0.13926107650197295,0.19539899190119722
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,4.0,6000,6000,0.0,0.5606841315686704,-0.4537626712035679,0.03714694665258608,0.4552803833252645,-0.18562083049015032,0.15165718121727242,0.23968971611200304,0.16898723991452214,0.14519688143137346,0.22278982908171927,0.1303559821596848,0.13983199978664398,0.1812051868388993
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,4.25,6000,6000,0.0,0.5901946365326953,-0.4816237833215241,0.033969958226124176,0.4828200849141214,-0.19513810880366642,0.15136669871024389,0.2469553407797914,0.1798752865534997,0.1479055832393533,0.23286806190591702,0.1304176799571391,0.1387490086628507,0.17106958739114725
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,4.5,6000,6000,0.0,0.6145156415316317,-0.506507315769623,0.03147624387699508,0.5074842359434408,-0.2011827026399566,0.15138508080159996,0.25176994053508966,0.18733915757115255,0.14699919217410617,0.23811997186059866,0.13314051312918762,0.14072332099674703,0.16203055456062002
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,4.75,6000,6000,0.0,0.6384774005452962,-0.5296718345829213,0.029283845268776785,0.5304805868457685,-0.20906351752041455,0.15165388819626865,0.25826850952594704,0.19452031489390129,0.14733153033541832,0.244010481279173,0.13601849900466004,0.14305182542855177,0.1553827282115247
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,5.0,6000,6000,0.0,0.6600946897146066,-0.5501836785885489,0.02708874046174056,0.5508500319915163,-0.215457216905414,0.15192895331084705,0.263629232261802,0.2010416720908256,0.14958223412270677,0.2505770730562178,0.13901110244929724,0.1463531206694099,0.15333840290891784
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,5.25,6000,6000,0.0,0.679364145413372,-0.5693475547196672,0.025526554387660546,0.5699194104812898,-0.21970173480722457,0.15260543458924308,0.267494653293042,0.20694818326187286,0.14950014241769033,0.2552922209734084,0.14180827811825658,0.14953040269903334,0.15158281581249441
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,5.5,6000,6000,0.0,0.697004740588894,-0.5870801375721871,0.02407452937802566,0.5875734628958246,-0.2241344438870302,0.15232708459643615,0.270990631538093,0.21107215125008694,0.15029778306142313,0.25910830114565225,0.14567784124530297,0.1541311254016987,0.15312173782299332
fixed_density,location_low_1.5_2.5,"[1.5, 2.5]",1.5,2.5,1.0,4500,5.75,6000,6000,0.0,0.713669471696729,-0.603559317998469,0.02295548360061109,0.6039956264282137,-0.22890254407597613,0.15312841280751582,0.2753920431704621,0.2151049170537403,0.14968710591361115,0.26205461386107354,0.15039045575162446,0.15947957208402802,0.15571008345495296
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,0.75,6000,6000,0.0,2.6134031558494164,1.7105459923227109,0.6154228472308049,1.817869563123679,1.4541714653205218,1.0553825047728465,1.7967362753692624,-0.4609466091516527,0.2907015158506792,0.5449450093765452,1.626921665147336,1.2764974941321938,0.6642552023269761
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,1.0,6000,6000,0.0,1.717911472125483,1.3156057835327708,0.3395181362471757,1.3587022964621394,0.7686073632743287,0.5487920678067759,0.9443938887516892,-0.39023146518053664,0.24697701997371752,0.46180956956013147,0.879018062995497,0.8074429469012439,0.5521287945888386
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,1.25,6000,6000,0.0,1.2398522392958307,0.9823231601493073,0.21008804066664097,1.0045339315487214,0.501368662896346,0.3697065577558435,0.6229210981274729,-0.31381535946614453,0.20406205317307255,0.37431866258819885,0.5362130198078673,0.5476337272058823,0.5003398455910592
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,1.5,6000,6000,0.0,0.9184681921124832,0.7281953033246986,0.1410904864946592,0.7417355373778579,0.34026398533417185,0.2939517368830662,0.44963629975955244,-0.2425887756723518,0.17998748739495946,0.3020586208862305,0.3641062736108917,0.4009973147075088,0.44551385896894946
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,1.75,6000,6000,0.0,0.6763124824573875,0.5265882308352603,0.10405741957670482,0.5367693236069012,0.2310501217451158,0.23841017839415418,0.33198508804589144,-0.1825254317946251,0.1604740702215787,0.24302915149715185,0.2657110871137223,0.30687329572381783,0.38471297320054587
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,2.0,6000,6000,0.0,0.49941923334967575,0.36842004824597635,0.08146949813046472,0.3773188371417597,0.15231158168425116,0.20825200756252035,0.2579931945211011,-0.12565252278869982,0.15717868302752455,0.20122022104740214,0.21791078710778122,0.26470742082238297,0.37151619471594854
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,2.25,6000,6000,0.0,0.36384693879208657,0.23845648992303722,0.06567806886007696,0.24733456568141937,0.0906593037481628,0.18554029677089035,0.20649109798805065,-0.08285896967022797,0.1473419266818735,0.169031458430806,0.1775939081406652,0.21963079661602353,0.3241466198015116
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,2.5,6000,6000,0.0,0.26900699881641676,0.13362467900209393,0.057840998970310184,0.14560418401761588,0.03705685500522922,0.1667318281899196,0.1707866498998371,-0.040525465773189384,0.14267861336965898,0.14831084661875002,0.14975512147496423,0.1881953169045169,0.29034069694217934
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,2.75,6000,6000,0.0,0.22511859820121866,0.045322842815550476,0.05095939938377131,0.0681952172543907,-0.0007740562085547597,0.15960929108539626,0.15959786687013278,-0.004634314075104471,0.14331176737115034,0.14337474146519527,0.13404786800317844,0.1702816269265595,0.27145811376812307
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,3.0,6000,6000,0.0,0.21713613648326835,-0.029682218987908446,0.04669201875326264,0.055324636301247454,-0.03126049727093509,0.15204921378690064,0.1552170381829002,0.023497367165233127,0.13944917422156874,0.14140352698127215,0.11960414877989602,0.1509109499597503,0.243541312766814
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,3.25,6000,6000,0.0,0.24055423195062572,-0.09413009743137571,0.043428784605723546,0.10366397750206463,-0.061194633939016856,0.14761269092860738,0.1597831598188442,0.046780523609753974,0.13929923464627753,0.14693352277854294,0.10944808552056128,0.13692326445415187,0.22155118882052302
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,3.5,6000,6000,0.0,0.2789934886770234,-0.15012093028555107,0.039903452133637406,0.15533291287124376,-0.0839859757465702,0.14683607779496802,0.16914752257134305,0.07232459422157152,0.14096323405058028,0.15842401494435115,0.10230514478410023,0.12713123773915905,0.20602867124226543
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,3.75,6000,6000,0.0,0.3178948568672806,-0.1999208072174678,0.03722188364680026,0.20335576428826113,-0.10090628207406065,0.14612146123372877,0.17756689053664018,0.08746655683570134,0.14327105455408887,0.1678498511722749,0.0977444022474156,0.11907442223776858,0.1886456736963925
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,4.0,6000,6000,0.0,0.3571005585562028,-0.2434914057599075,0.03467835093669581,0.24594806824060897,-0.11685742289451445,0.14804418176414375,0.1885976781223367,0.10310537854724532,0.14433996573706015,0.17737325744522,0.09601264820191056,0.11466404391577971,0.1756958253332409
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,4.25,6000,6000,0.0,0.3953915068436408,-0.2829513390167577,0.03250767217748269,0.28481227655595026,-0.13218721031846078,0.14864890959225238,0.1989127299722723,0.11824083167125332,0.1472170320655587,0.18881243778437823,0.09469233822247924,0.11135363700716051,0.165927831203762
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,4.5,6000,6000,0.0,0.4283296075068016,-0.3182848067863439,0.030369820387301155,0.3197301839057095,-0.14295908493814666,0.14965022085098006,0.20695109575855325,0.1297844773612778,0.14686623340770083,0.19598496404287258,0.09335585454610065,0.10801663432505157,0.15424775054041043
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,4.75,6000,6000,0.0,0.45988719747888945,-0.350290819424441,0.028437550278454668,0.3514430503744644,-0.1542560274396565,0.15062441063776869,0.21558954936621091,0.13981430019527497,0.14819171550466584,0.2037281594491859,0.09428129527400553,0.1073718213506323,0.14576199429593678
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,5.0,6000,6000,0.0,0.4894135540101214,-0.3788853470733149,0.026667979768328083,0.37982254914841407,-0.16431014686880804,0.15175519909944252,0.22365962206967924,0.1498667194804094,0.15093241739539334,0.21268951893045132,0.09518832135178677,0.10744986062699856,0.1403960842082613
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,5.25,6000,6000,0.0,0.5155732997945526,-0.4055565187144573,0.025198306463366564,0.40633845337924507,-0.17111417892858383,0.15331938426336597,0.22974546353672054,0.15800546960768483,0.15152560507361287,0.21891073694705798,0.09648343047433597,0.10815559023161225,0.13544797984922372
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,5.5,6000,6000,0.0,0.5394518628182638,-0.4301501811909861,0.023566063196455097,0.43079513130179214,-0.1776070550779099,0.15374766587682634,0.23490140708793733,0.16397810371855615,0.15284067185221195,0.2241544023499733,0.09862985091215196,0.11008197104189958,0.13282108502591816
fixed_total,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,12000,5.75,6000,6000,0.0,0.5615878847757821,-0.45276394899106587,0.022468174958733315,0.4533209991335937,-0.1840399789751893,0.15460158692587497,0.24035053761691552,0.16976386471202715,0.15263274933463206,0.22828193782846062,0.10193455308574964,0.1132929670553799,0.13178570266641865
fixed_total,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,12000,0.75,6000,5949,0.008499999999999952,1.7450898858067887,1.0225422420326993,0.6811990670307952,1.2286361560509014,0.9047950084027729,0.7504655735405433,1.175481991850985,-0.3329357573678419,0.21542884811681817,0.3965450868350876,0.7146655057496181,0.6141798614526477,0.6372403723795316
fixed_total,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,12000,1.0,6000,5996,0.0006666666666667043,1.167731895280306,0.8457592144802386,0.39963369651349073,0.9354085228720294,0.4663832003289821,0.42643524475176237,0.631925612284047,-0.24987056941650565,0.16117047145524374,0.29733296171354867,0.4657207178656606,0.4567162354033291,0.4960397362231208
fixed_total,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,12000,1.25,6000,6000,0.0,0.8435164892225414,0.6388387951553239,0.26123638031817226,0.6901797436341104,0.2936749098551047,0.303508750993629,0.422311687833913,-0.18783195381343096,0.14679092538575292,0.2383795867651995,0.369155393068578,0.40809382259848653,0.47646424341365445
fixed_total,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,12000,1.5,6000,6000,0.0,0.627014154431243,0.4674222614427598,0.19471182385827196,0.5063496282807826,0.1885540622734189,0.24897160665545864,0.31229659648629216,-0.1349495158820044,0.1449819681150398,0.1980596870140868,0.2945628957996272,0.34526281029612027,0.43955194918770807
fixed_total,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,12000,1.75,6000,6000,0.0,0.47144827023443703,0.32636748098344104,0.1647937074163542,0.36560658156890863,0.11997477308099634,0.21075075729382736,0.24249211374559856,-0.0979755706332162,0.14211624650996355,0.17260612327415092,0.2315277280788305,0.280770489293562,0.38892924605904267
