budget_policy,domain_id,domain_label,train_beta_min,train_beta_max,train_beta_width,n_train_per_n,n,beta,n_total,n_valid,failure_rate,J1,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.90_rmse,x0.95_rmse,x0.99_rmse
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,7,5.5,1500,1500,0.0,0.5459316580957075,-0.4459013625769135,0.013958352427683184,0.4461196373844597,-0.15117682960903672,0.16835949122803875,0.2262309781727797,0.14711588233221035,0.16190299931073873,0.218719429786368,0.10990355895241515,0.12312468328949937,0.14552340379624093
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,7,5.75,1500,1500,0.0,0.5676966742930749,-0.4682496679377664,0.013001054964409856,0.4684300014613311,-0.15851337136210047,0.1687016747653471,0.23144712239695925,0.15236725533978188,0.16151373902552765,0.22200242626719616,0.11335352028639058,0.1267070503417606,0.14578554692251602
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,0.75,1500,1500,0.0,2.653146092049816,1.8400025483334752,0.494588860713131,1.9052727994317333,1.3763956339279193,1.115748715212412,1.771589739884394,-0.44096497239225163,0.27602576989837296,0.5201822171519548,1.7497548601160695,1.3441903634280834,0.5896097525096186
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,1.0,1500,1500,0.0,1.719462859553909,1.382813172814294,0.2740304176205552,1.40968609233055,0.697286203877972,0.5541399448244734,0.8905472556334803,-0.3555557257319251,0.22333071649612188,0.4198371493315077,0.8857156781859669,0.810088120862079,0.4960874675303673
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,1.25,1500,1500,0.0,1.2298377316434417,1.0144398148742053,0.18415246373347374,1.0310080794128242,0.44759847768566957,0.3699573780113621,0.5806217470354866,-0.279399654352205,0.18536535073253146,0.33526343855067847,0.5483004023488258,0.5616227273684643,0.4820396684319509
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,1.5,1500,1500,0.0,0.9121174019338547,0.75209897805551,0.12522810228681497,0.7624463887225763,0.2978365310477908,0.2961259406867884,0.41992703127136893,-0.20995140392356282,0.17388361809277547,0.27257099559946185,0.37579090091171313,0.41765232953575804,0.4547194370171454
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,1.75,1500,1500,0.0,0.6753942671759644,0.542067413711671,0.09779806443623534,0.5508131862146448,0.19946803629866383,0.24690001388999974,0.31734283451679596,-0.15879381350078922,0.16388473288076197,0.22815734791383455,0.29322754642513144,0.34316333102557334,0.4300191464846593
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,2.0,1500,1500,0.0,0.5041837343744638,0.37826822473836286,0.0782136713050516,0.38626435244981466,0.13449572332904192,0.21808910451327665,0.2561644950603684,-0.10819909082384767,0.16640990882406723,0.1984460619532968,0.2346512291336607,0.28536922243919394,0.39797211412681605
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,2.25,1500,1500,0.0,0.3709138768537577,0.24420449134293049,0.06278665325000736,0.2521415660084202,0.07504659761392382,0.19627639430576452,0.21007315827220058,-0.07339174973961887,0.156527914344968,0.17283229706003744,0.1876171057198491,0.23438624649518824,0.3508456605851208
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,2.5,1500,1500,0.0,0.2801720204968324,0.13677775365895012,0.05356491849755555,0.146885811395482,0.02819790000580565,0.17722652299408592,0.17939738717070441,-0.03092125685069596,0.15426353313784222,0.1572815849242776,0.16203738119195793,0.20453938766342067,0.31740348568986115
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,2.75,1500,1500,0.0,0.23910796482383448,0.04617820592620312,0.04745328731167733,0.06620226559262377,-0.003802393286813403,0.16989044629101366,0.16987636708257398,0.00282670023234364,0.15472513841495789,0.15469938196200522,0.1486381519172783,0.18934895223576162,0.30317059527261253
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,3.0,1500,1500,0.0,0.23119097618079795,-0.030628706458339285,0.041022558707458884,0.05118443202774408,-0.03166725898924403,0.16358667273808872,0.16657002848575544,0.027119800874812753,0.14954354631462896,0.15193369275997398,0.12889554832833844,0.1622533013250229,0.26068063842356015
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,3.25,1500,1500,0.0,0.24771671485594748,-0.09785293011783106,0.03760805306596096,0.10482661244941727,-0.062320984119869874,0.15465877677398435,0.16669521909782548,0.0472169694475931,0.14272979739432476,0.15029190288013006,0.1130336211523637,0.14045542759778185,0.22559485554272352
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,3.5,1500,1500,0.0,0.28652888969616896,-0.15414544882516176,0.033162730283014086,0.15767007609419093,-0.08070506620200892,0.15404768854869808,0.17386252499499674,0.07529936936096722,0.14613355462852617,0.16434954863745613,0.10853578586308914,0.13541414423998008,0.2191182020557998
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,3.75,1500,1500,0.0,0.32543836526276493,-0.20517865266380944,0.028842422687217283,0.20719461929590086,-0.09578721507029474,0.1549574760209363,0.1821290807809636,0.08798257968224826,0.14860452593876566,0.17265432880066686,0.10257397100523676,0.12495584778741095,0.19642512899777287
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,4.0,1500,1500,0.0,0.3635032565281517,-0.2502015957984938,0.02687614942364699,0.2516399896605264,-0.1119288704166477,0.1550430870985978,0.19118160297800288,0.10033041150755631,0.14903067832416797,0.17961494312273324,0.10189371125099386,0.12174701381493563,0.18441890302343858
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,4.25,1500,1500,0.0,0.40000172820118063,-0.2905090639386105,0.024211552770294725,0.2915155651393445,-0.1232320016104359,0.15456865781051243,0.19764025033278573,0.11432692420516807,0.15133741232924852,0.1896269740670181,0.1004284237354559,0.1186686894343383,0.17507861530907537
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,4.5,1500,1500,0.0,0.4336957035465037,-0.3257765848276129,0.021902321301008106,0.32651152367493846,-0.1337023563602653,0.15637386969176198,0.20570076655321912,0.12985298311524435,0.14940705218457861,0.19791256357691142,0.09812937268272748,0.11419506854455472,0.16214269959883953
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,4.75,1500,1500,0.0,0.4647005075252307,-0.3587683018322138,0.020541957472491688,0.3593555135262214,-0.1449234497984046,0.15473564939248516,0.21196689697589458,0.13748205783571957,0.1516384662120261,0.2046465518373646,0.10069200717966495,0.11519615236100696,0.15506340506039526
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,5.0,1500,1500,0.0,0.4944715495054946,-0.38775598461023825,0.01814406350794256,0.38817997265479215,-0.1544811733814199,0.1557790657768899,0.21935216476113933,0.14842507499755678,0.15391179157681678,0.2137827165948912,0.0993143993522718,0.11302850694292321,0.14843316381325167
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,5.25,1500,1500,0.0,0.5209950294126925,-0.41492981123857364,0.016633103895941966,0.41526283720024204,-0.16134846230698477,0.15726632988170045,0.22527657742786314,0.1547910366667736,0.1558813480597765,0.2196430294262162,0.10156698206638747,0.11465934545063798,0.14387595697469618
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,5.5,1500,1500,0.0,0.5439273188100596,-0.4396964243496011,0.01531383932404757,0.43996284265630575,-0.1670834353347285,0.15742871172795178,0.2295302836375324,0.16008027812172457,0.15490569990590103,0.22272286394296584,0.1025612145813781,0.11504057695749778,0.13837554750808143
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,10,5.75,1500,1500,0.0,0.5641660990661527,-0.46228498035685184,0.014352693992445499,0.4625075843217699,-0.17056847807080608,0.1574416007160962,0.23208821191308637,0.16481830376089154,0.1528256551454743,0.2247335837638585,0.10544835647788493,0.11808736070920363,0.1371019604546859
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,0.75,1500,1500,0.0,2.3167109333912297,1.5328448335077147,0.5886467104252303,1.6419157195197147,1.2931933986000481,0.8252968353779826,1.5339523969439208,-0.4805861287881855,0.295546218596108,0.564138602471522,1.229625990330413,0.9405458331094916,0.61523176730197
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,1.0,1500,1500,0.0,1.6019620311416412,1.2440610437501427,0.33465547067031554,1.288257544814014,0.6919032442183125,0.45160001447892606,0.8261578001337319,-0.4078034806993501,0.2405681605771989,0.47343229370989587,0.6771466251725042,0.6009861225930258,0.46345976722079096
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,1.25,1500,1500,0.0,1.1921760634477656,0.9579022048464352,0.21120884919224042,0.9808955462100883,0.46313982147029914,0.32163050286136874,0.563804674051351,-0.32449074780254683,0.18968849624710749,0.37583504786125604,0.42161962416943516,0.41658053424400443,0.3814844534726373
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,1.5,1500,1500,0.0,0.8914925326115478,0.7255502500353774,0.14033757916083542,0.7389889523488872,0.311456788167188,0.2555299730066683,0.4028118265668716,-0.24585057147625167,0.16115739934201578,0.29393348973246713,0.30064430443631407,0.32518297253735756,0.35158947546694463
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,1.75,1500,1500,0.0,0.6645192205566597,0.5327558178090103,0.10581238791813623,0.5431551883872547,0.2159685678772569,0.21106683022391307,0.30193033908587197,-0.18435033496572276,0.14640884714308408,0.23538544168390416,0.22819586426114483,0.2645698670880297,0.33182281150080306
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,2.0,1500,1500,0.0,0.48875962413323254,0.37628216758030947,0.07977612190260108,0.3846404248710791,0.14801359595903538,0.18383044718293687,0.2359642532489377,-0.12613681924352774,0.13914379284650022,0.1877726948374701,0.1930228869741059,0.23180938923352,0.31435761930706696
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,2.25,1500,1500,0.0,0.3539830457512669,0.24715548053796654,0.062361678477715725,0.25489648457733344,0.09410484093339402,0.16580951221807924,0.19060479243590764,-0.0823775023192371,0.13125175703224728,0.15492447169484003,0.16112141058980586,0.1979929064594182,0.28650380088544714
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,2.5,1500,1500,0.0,0.25818396704349034,0.14266268067943297,0.0558605042983324,0.15320233723786839,0.03873488602466889,0.15157579698674042,0.15639787982158898,-0.040305742523496044,0.13082264605152769,0.1368492158928226,0.13289405680398256,0.16635639317162665,0.25329439996042147
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,2.75,1500,1500,0.0,0.20797159272231983,0.05374667496912648,0.04769050651059486,0.07184408970263219,-0.0006081645196240686,0.14306140178355906,0.1430149998003927,-0.004119516648356869,0.13278593413889755,0.13280557212087263,0.12115706906514875,0.15556183248899022,0.25026707551173366
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,3.0,1500,1500,0.0,0.19876511504594332,-0.02323119030796527,0.04276004801985022,0.04865070361238732,-0.03157608380574178,0.14013956968192642,0.14360729551969956,0.02534799244821355,0.12603846402012145,0.12852091141430813,0.10221640792280896,0.12996158562553514,0.21243992113645827
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,3.25,1500,1500,0.0,0.22426081943002235,-0.08769026634407961,0.03873194348028687,0.09585794775756425,-0.05817962182884995,0.13577467557166323,0.14767308854714864,0.04915963668592633,0.12996699184395336,0.13891302279512602,0.09951498418273158,0.12650404738998314,0.20964698608711033
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,3.5,1500,1500,0.0,0.266881809781291,-0.14534018142331281,0.03370193082432846,0.14919393842921963,-0.08406114609966953,0.13593816843364726,0.1597909336088667,0.07802341149185898,0.13174917768588976,0.15308143801428756,0.09304651353896795,0.11781154047527805,0.19607714374619659
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,3.75,1500,1500,0.0,0.3075204257326267,-0.1960453144409421,0.031290772577895656,0.19852512440781167,-0.10374805884755958,0.13556008259811958,0.17066910875917082,0.09370014479255576,0.1313789646699519,0.1613339472553412,0.08773345049741268,0.10828575845863996,0.17597327242743688
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,4.0,1500,1500,0.0,0.35315347402607355,-0.24056469484353654,0.027885683638987538,0.24217445230579038,-0.12296352601987873,0.13984499330079958,0.18618166702025526,0.11285463923218113,0.13668058576388217,0.17721539925365928,0.0887910354196173,0.10811999330257933,0.172281321682155
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,4.25,1500,1500,0.0,0.39052315017514116,-0.28109366547228143,0.02503582007925994,0.2822056399049446,-0.13872698900875305,0.13857546269754367,0.19604982589985925,0.12754548414929087,0.1348222566699463,0.18556070002344652,0.08522995114532268,0.10103534481472495,0.15444556894463232
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,4.5,1500,1500,0.0,0.42580521111190206,-0.317387643472818,0.022110383960647618,0.31815634426394307,-0.1515220970984779,0.1378542093212472,0.204817137339681,0.13892992754770947,0.13728655784233723,0.1952858383668234,0.08670609343102718,0.10124727554944614,0.14822989790483124
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,4.75,1500,1500,0.0,0.45999792603159834,-0.3498722060806827,0.020046335368886628,0.35044564235524145,-0.16577416292652444,0.13805134290699242,0.21570011804253048,0.1529070900707106,0.13744605803509355,0.20557091911073525,0.08548016471736293,0.09837306340689093,0.13883197191895552
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,5.0,1500,1500,0.0,0.49057224577511827,-0.37918077388737187,0.01744128676013512,0.37958142073959084,-0.17684998688736694,0.1390093130382887,0.22491470512329306,0.16220498926991167,0.1403393042223491,0.21445850128511768,0.08709963270880745,0.09872583323823055,0.13209977335304
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,5.25,1500,1500,0.0,0.5204445902441174,-0.40635929577308383,0.01585774567009395,0.40666838789551313,-0.1865518001323087,0.1413343780372721,0.23401637466249509,0.17406904620177477,0.14294516276564792,0.2252104131488028,0.08859335288490347,0.09988487026988344,0.12941198260319428
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,5.5,1500,1500,0.0,0.5451457722906837,-0.43113725804518493,0.013633415051973229,0.43135261836154704,-0.19377813587023382,0.1412885001500006,0.23978969519656818,0.1816546167682009,0.14364919314254937,0.2315593525569209,0.08991565104205629,0.10090314296730163,0.1260353308436275
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,15,5.75,1500,1500,0.0,0.5679796499338643,-0.45449388236881927,0.012555058141051591,0.4546671458432905,-0.20036685116270542,0.14144858746077765,0.24523710867425952,0.18787018691173368,0.14302398354284152,0.23608775859582476,0.09316790004279664,0.10353192010022153,0.12285571935437374
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,0.75,1500,1500,0.0,1.986200710314194,0.8848611163481561,0.6905679174413566,1.1222946676898766,1.3510549612661233,0.73717313438057,1.538964410112932,-0.4809420778608741,0.2928965601358129,0.5630599301435274,0.6537895843109702,0.6223734144386859,0.7746073625402801
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,1.0,1500,1500,0.0,1.3759535459058396,0.9117978990237,0.42490786118485296,1.0058835592156723,0.71864094320878,0.3968568329450118,0.8208746275856704,-0.3965697755815422,0.22444881269033776,0.45564379901031427,0.4727184850156664,0.444564021704333,0.5472097851123848
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,1.25,1500,1500,0.0,1.0362571246622503,0.775384480938151,0.26366250184832035,0.8189582790863367,0.45314302135963075,0.27801376731293,0.5315813435896578,-0.30768055475008277,0.160957722702727,0.34721382558394026,0.3040171729916572,0.29928165278972074,0.37104686438125467
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,1.5,1500,1500,0.0,0.7901396498811156,0.6023961121765447,0.1756340950726097,0.6274614302307002,0.31832560512260877,0.22970886337247373,0.3925075481405093,-0.24017090311263223,0.13740876712958935,0.2766778714314206,0.22780348997629832,0.24263375295511241,0.3032560972644206
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,1.75,1500,1500,0.0,0.5978491051808124,0.4535011265718382,0.12656630286306675,0.47082015830853263,0.22173935760249985,0.19259655624316918,0.2936614500254441,-0.18254293737951782,0.12729399980319048,0.22251940109747725,0.1842066819465581,0.21093004101081786,0.27761027588086956
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,2.0,1500,1500,0.0,0.4476162108749955,0.3240744445366687,0.10016144159771635,0.33919002310665697,0.14970650218068893,0.175796943776297,0.23085926273952226,-0.12565255699138364,0.12742315579323404,0.17892568644651938,0.1645818328739587,0.19831624040051474,0.27441982068138054
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,2.25,1500,1500,0.0,0.3196009890116684,0.2122199871735428,0.08113535397162962,0.22719128502122957,0.08459763845583325,0.14894290889664785,0.17124824441774175,-0.07984220165272195,0.12181159981966781,0.1456123311106597,0.14001563925859242,0.17232458477118717,0.2510956452010854
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,2.5,1500,1500,0.0,0.23619325892606144,0.11720047260296228,0.06881446900257643,0.13589784754869444,0.04167863575855304,0.14078004433163416,0.14677505537428015,-0.040104674741001406,0.11906796475554689,0.12560300041648018,0.11928047600401749,0.15054074568440878,0.23416402689865856
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,2.75,1500,1500,0.0,0.19021168567548563,0.03652442943139216,0.05762318937472339,0.0682074209870268,-0.0014659280962548375,0.1303232428259708,0.13028804166453606,-0.0029639897107471428,0.12064069312873675,0.12063689024932792,0.10661983912512588,0.13580277757864884,0.21754056339243133
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,3.0,1500,1500,0.0,0.18756625996521006,-0.034020443382701986,0.05301146943434359,0.06297406595006327,-0.03082233532967128,0.1269545463988982,0.13060140977527945,0.024229401865754188,0.11653596225482057,0.11899008639278907,0.091848974254457,0.1176885053592115,0.19484079976848032
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,3.25,1500,1500,0.0,0.21919461103744087,-0.09700549855190414,0.046545947801136224,0.1075878601694375,-0.0666924945586573,0.12353522221443812,0.1403519361840397,0.05184940618747326,0.11871604190315224,0.12950854744536294,0.08767462262455998,0.10969479804327,0.17935399997932105
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,3.5,1500,1500,0.0,0.26266266223754575,-0.1494688193074811,0.04238320538634586,0.1553578658665032,-0.09683205846211257,0.12140466793437767,0.1552601522606568,0.08053517220995085,0.11947173082871965,0.14404823069763245,0.08319547161766742,0.10477032398623912,0.1754932973097986
fixed_density,center_w1_2.5_3.5,"[2.5, 3.5]",2.5,3.5,1.0,4500,20,3.75,1500,1500,0.0,0.30556324459395473,-0.19814491080269825,0.03778064426387008,0.20171224844634913,-0.11399291568499245,0.12325006874311799,0.16785361842565577,0.09690813995495205,0.12298424241060314,0.15654465195246275,0.08111291069981115,0.10011196042668265,0.16393933155077126
