budget_policy,domain_id,domain_label,train_beta_min,train_beta_max,train_beta_width,n_train_per_n,n,beta,n_total,n_valid,failure_rate,J1,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.90_rmse,x0.95_rmse,x0.99_rmse
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,15,4.25,1500,1500,0.0,0.36260738696772454,-0.23205702023407587,0.08457693662578335,0.24697965505303077,-0.12467121854446289,0.14966441786329335,0.19474962836696283,0.11106184312567643,0.14225507840070856,0.18043766049352586,0.08536644226112947,0.10040440587440336,0.15190875294068434
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,15,4.5,1500,1500,0.0,0.3875554058911165,-0.262985595165845,0.07621408750674293,0.2737994485162382,-0.1349435729975564,0.14776763697407863,0.2000761994355117,0.12040514069278269,0.14394090383796235,0.18762347680147384,0.08529589887707918,0.09940662014650256,0.14571419095704907
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,15,4.75,1500,1500,0.0,0.41231623676192836,-0.2886054827682077,0.06930578617364842,0.29680501088484496,-0.14659448164436134,0.14839087375519447,0.2085548214773912,0.13329871343146224,0.14374135950671232,0.19600089553290087,0.0808398924204343,0.09364668458645978,0.13543468324733765
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,15,5.0,1500,1500,0.0,0.434842057055212,-0.31323698555674445,0.06079136250578428,0.31907763185388327,-0.1550158321801017,0.14843826374248376,0.21459062675385124,0.14111763834890537,0.146040998146077,0.20304665065919025,0.08017988106390839,0.09202096241701688,0.12831568553574496
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,15,5.25,1500,1500,0.0,0.45972616960114576,-0.3373996922370279,0.05561219258393036,0.3419491284898832,-0.16264211171363505,0.15110190571817372,0.22196626145368722,0.15220555271713057,0.1483174245049161,0.21248511316660323,0.08058067369501284,0.09229345489968487,0.12594267263791753
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,15,5.5,1500,1500,0.0,0.4801649293107899,-0.3598989440604646,0.048751667207362424,0.36318368700695314,-0.16866098621761405,0.15089231246352755,0.2262738147448396,0.15898006717466834,0.1489841110463017,0.21784427831111217,0.07822676412520863,0.08952052252031494,0.11982246701024701
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,15,5.75,1500,1500,0.0,0.5008802258954027,-0.3827837730936196,0.045219731001535556,0.3854437414196669,-0.17365577385926728,0.15177466682684324,0.23060034746735888,0.16489121262179796,0.14819963808988082,0.22167003099510765,0.07976439051904569,0.09021612819906161,0.11508491344389314
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,0.75,1500,1499,0.0006666666666667043,1.529616451400288,0.7645768811610866,0.6290523988192305,0.9899599724562278,0.9408406895171989,0.5652502038675504,1.097486149675701,-0.3440224559807664,0.19152622573203976,0.39371217175069845,0.46877060826185735,0.48883360522603153,0.6776181589181738
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,1.0,1500,1500,0.0,1.076536297021726,0.7519301931556911,0.3763125402394305,0.8407828113740077,0.5013283762776243,0.3329023648210687,0.601731038511629,-0.2688086384006685,0.13299672252214648,0.2998906804070217,0.30480529085277513,0.28819417482614396,0.45422145650074985
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,1.25,1500,1500,0.0,0.8017284330576662,0.6074216332375546,0.2339909426424149,0.6509042176768445,0.31252770720428985,0.24835924153363598,0.3991425297855765,-0.21298563629732267,0.12010060588806466,0.24449421404189886,0.2280246324441329,0.23344485217774363,0.32893922650328705
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,1.5,1500,1500,0.0,0.5948307205531315,0.4417642049255861,0.16815309562691141,0.47266502516412456,0.21407492480517235,0.21019999747997462,0.29997109251553083,-0.16159555994787078,0.11968763029831316,0.20106890300440286,0.20023970405112557,0.22537810553316787,0.2981096169820475
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,1.75,1500,1500,0.0,0.44884611102721955,0.3118852744038945,0.13974081845951172,0.3417409873030026,0.14701452549783647,0.1821725389502764,0.23404696131114142,-0.12413487588203011,0.12040825097754365,0.1729102335966532,0.16402584452016686,0.19689606441420082,0.2782532268331195
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,2.0,1500,1500,0.0,0.3548871201805576,0.2136807790361466,0.13708088059713,0.2538466381687224,0.10129127861340896,0.16934182978450907,0.19727508881684744,-0.08742955322399085,0.12229200766718888,0.1502973442639365,0.1404114133700975,0.17388790840653842,0.2572481714888858
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,2.25,1500,1500,0.0,0.28255095779552847,0.13077942375536208,0.13032749947486394,0.18460008475731798,0.05791586989336986,0.1533661396640384,0.16388941393235698,-0.05887549780142305,0.12426617778086242,0.13747040575945826,0.12529222129081402,0.15658107358192183,0.24070387643931326
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,2.5,1500,1500,0.0,0.24594022827992604,0.061420762177212075,0.12807234429380396,0.14200035345880316,0.027720629397834293,0.15154075929939959,0.15400560148502593,-0.029418276758161364,0.1254983469924523,0.12885949796267449,0.11247069581755928,0.1421030243548206,0.228304776695855
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,2.75,1500,1500,0.0,0.22911750671919268,0.005355046173143421,0.12132681636875663,0.121404528026955,-0.0018847329044346661,0.14385613591999866,0.1438205258927238,-0.002191974479990672,0.13068285801579776,0.13065767789040175,0.10463940648769421,0.13227445596108542,0.2147380665434538
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,3.0,1500,1500,0.0,0.23042137800074236,-0.0442050264978908,0.11803344316657334,0.12600273863808975,-0.02224670900652646,0.14208061304839628,0.14376494263934111,0.018065226802040868,0.12741048792092513,0.1286427711275267,0.09377790208239763,0.1174628858906293,0.19190502358492958
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,3.25,1500,1500,0.0,0.24674242378674144,-0.09194204337023204,0.10908626757066998,0.14263667095951085,-0.05134070676881893,0.13948468022929245,0.14858961450757824,0.04114477847677519,0.12952228176126943,0.13585922955115515,0.09067995159764997,0.11099722297067467,0.1774490893065069
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,3.5,1500,1500,0.0,0.26986151594683916,-0.12903083286365608,0.10361774263665006,0.1654643002610464,-0.0740758815261096,0.13705780074751958,0.1557547872216234,0.06542753272273963,0.13006831227544316,0.1455584054110076,0.08499683296000092,0.10513981267288433,0.17274726353253955
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,3.75,1500,1500,0.0,0.2953445346836156,-0.1683928786565136,0.09415415300814943,0.19291256078309207,-0.08664833713788332,0.13712941120630404,0.16217235716854683,0.0785510666956572,0.1324941420695702,0.15399111867243684,0.0823686194344147,0.10062639173075506,0.16174338560838325
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,4.0,1500,1500,0.0,0.3173591246589054,-0.2004589356240108,0.08415636954338471,0.21739677522112466,-0.10173152517823465,0.13355026251293997,0.16784840000415094,0.09161986911735448,0.1299978331271962,0.15900431045656907,0.0805854168286981,0.09611589348985146,0.1472467941092576
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,4.25,1500,1500,0.0,0.35282670032801683,-0.23305295997003972,0.07869094175281574,0.24597117369426175,-0.1196526177786269,0.1379027452364876,0.18254105832280204,0.11106469652671573,0.13542704448236423,0.17511032009055003,0.07520698003103049,0.09006999338962081,0.14096601067120532
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,4.5,1500,1500,0.0,0.3772648167061985,-0.2604227370986454,0.06897251280458257,0.2693956904793519,-0.13078686944602136,0.1366400467991244,0.18911176750050404,0.12340318011327182,0.13702414197239227,0.18436768498939848,0.074117637782943,0.08870582688097378,0.1367893976410792
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,4.75,1500,1500,0.0,0.4042210831837563,-0.29070772617841223,0.0629031521669914,0.2974309175948784,-0.14404060959687118,0.13535447623395291,0.1976267126683914,0.13293398691789482,0.13495893271632392,0.18940225919667114,0.07386044166063102,0.08566348648613065,0.12345655269689834
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,5.0,1500,1500,0.0,0.43338913561108766,-0.31509760166512657,0.05892537450116962,0.3205563656135654,-0.1577020350506079,0.13834901130005295,0.20975609761701852,0.14777035586459863,0.13874038116588466,0.20266262320128917,0.07276390545490413,0.08442988589999136,0.12101675377400697
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,5.25,1500,1500,0.0,0.4563508244283814,-0.33939156214399924,0.053223183787196315,0.34353668112075236,-0.16701655179832417,0.13750479163675502,0.2163087868130211,0.1570145530007771,0.13714263125903914,0.2084445548065021,0.07140698550527275,0.08174669921491802,0.11214918083787552
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,5.5,1500,1500,0.0,0.47922482143492806,-0.3622953073723523,0.04731402053170443,0.3653696947912838,-0.1743291054362947,0.13819715841416835,0.222432819729704,0.16384048340807775,0.14090631179486707,0.21606724951865286,0.07410359097025511,0.08461197136862457,0.11276192979255607
fixed_density,center_w2_2.0_4.0,"[2.0, 4.0]",2.0,4.0,2.0,7500,20,5.75,1500,1500,0.0,0.503855026749757,-0.3845623642332824,0.04493969976655355,0.38717753320071363,-0.18556556036221253,0.13958144539835446,0.23217357394580765,0.1728577510474435,0.1421004465895163,0.22373841272083633,0.07639018806919981,0.0862170254102894,0.11012185434927166
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,0.75,1500,1370,0.08666666666666667,0.9603543495535546,0.6165852847638164,0.35406657694444066,0.710949399292355,0.13614379477641925,0.4552410617342346,0.4750034566638819,-0.08013960265307045,0.13751894345070467,0.159122631124328,0.5004683481561351,0.51336500171713,0.4942687054890796
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,1.0,1500,1471,0.019333333333333313,0.6386302869038414,0.3343513356158826,0.33087196317880446,0.4703112252862704,0.028285367023027367,0.3378810272139249,0.3389484341743037,-0.06215396296758892,0.15269907037725416,0.16481586719980965,0.38968750883968684,0.47376460115751295,0.5792563439519061
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,1.25,1500,1497,0.0020000000000000018,0.4962841392835489,0.16382079372971978,0.31856455487350444,0.3581240524090911,0.002978618660823798,0.29244443421380817,0.29236191472244816,-0.03566573900176571,0.16265688528542563,0.16646811630870087,0.35078380134212217,0.45160580428417724,0.6539686342259712
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,1.5,1500,1500,0.0,0.4598959424627387,0.07434105623784085,0.3167475125434129,0.32525173843326705,-0.010223771492908242,0.2749467839701618,0.2750452005817656,-0.02366072600354078,0.17183007867961494,0.17339470054406103,0.2894460461526244,0.3682372341012612,0.5824725315511684
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,1.75,1500,1500,0.0,0.4329340534552953,0.001409172498932956,0.30024722277174504,0.30015043164956945,-0.019932314038043197,0.25944401620211544,0.2601223184471093,-0.014808471753329807,0.17169261448225714,0.17227301723575375,0.23782253819217158,0.29365152352057206,0.4866823476631265
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,2.0,1500,1500,0.0,0.4210462710400349,-0.038866136798401195,0.28758681446883455,0.29010621330022046,-0.030015324975477264,0.2428362096248332,0.24460382558033744,-0.0005227000452200059,0.18250821576941223,0.1824481183043261,0.233886080822784,0.28741708203171373,0.472177572280311
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,2.25,1500,1500,0.0,0.41049701238075503,-0.08681236082073038,0.2717174897237688,0.2851623396422476,-0.035626935793602155,0.23359567683014928,0.2362198993049086,0.00953741456922911,0.17697546250413093,0.17717335125707825,0.20626140510826746,0.24334323601421573,0.3877895389574327
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,2.5,1500,1500,0.0,0.4027014016549759,-0.11708345435161957,0.2534085276269558,0.27907276214108273,-0.04867809702532291,0.22085187908103812,0.2260809425595985,0.018529532595518778,0.18125335310275323,0.18213791405743177,0.18995807252315522,0.22009498410826234,0.3427803471764973
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,2.75,1500,1500,0.0,0.4012328566489195,-0.1481586352640675,0.23596756470003277,0.2785579873791359,-0.04959949621976221,0.21892218519724987,0.22439938037944493,0.030459102833872844,0.17925355027261777,0.1817640531217842,0.17692298145017346,0.20187243529668825,0.3011946671849392
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,3.0,1500,1500,0.0,0.39573716184814595,-0.17578564803378113,0.21662741050609616,0.278920677040226,-0.05459412572167344,0.20353584972011365,0.2106650013406476,0.04298322036698488,0.18057019196670773,0.1855570381235714,0.1667126100694723,0.19095624219994997,0.28275611142023627
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,3.25,1500,1500,0.0,0.397812187160229,-0.19482734027788465,0.2072498550286382,0.28439683529803905,-0.06666933209458775,0.1974417363199892,0.20833158727574144,0.051502737344144844,0.1770290568603843,0.18431203451981976,0.1590251756972726,0.18004952183372483,0.25423455224724706
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,3.5,1500,1500,0.0,0.4054519908942994,-0.22929703630146026,0.18758812530632119,0.29621440896092355,-0.07061290160882751,0.19258722804202463,0.2050641258686141,0.05821255112650916,0.176717750832996,0.1860028094568009,0.15108185745890063,0.16834566261319472,0.2253567359389809
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,3.75,1500,1500,0.0,0.41309344309449775,-0.2505912088727382,0.17560723330954486,0.30596289931080345,-0.07928876542480374,0.18495965994710356,0.20118145394924597,0.06773040506097576,0.17886542525142016,0.19120386910275025,0.1420392583770008,0.158049958946011,0.2084334086793333
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,4.0,1500,1500,0.0,0.4208897907125519,-0.2724038809878491,0.16245853181333247,0.31714200881174126,-0.08539104775879096,0.18220995138393145,0.2011714785361564,0.07644839467615394,0.1739971973846803,0.1899978905053578,0.13879791419183407,0.15373510772189714,0.19442610421511436
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,4.25,1500,1500,0.0,0.43090675082599855,-0.29247888516441334,0.1492914366585112,0.328354949261528,-0.09470554260296415,0.1758804749006313,0.19970593036602413,0.08398381419035154,0.17592199378936588,0.19488765117246218,0.13438600951981067,0.1493804797905679,0.18794051776707865
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,4.5,1500,1500,0.0,0.4453595223023689,-0.31801810926708013,0.1404219489970521,0.3476214838481157,-0.10125850667803017,0.1743198851541215,0.20154515437796405,0.08822089207205522,0.170647140768615,0.19205196905887495,0.13054947638092537,0.14360059543151973,0.17123258058055232
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,4.75,1500,1500,0.0,0.45539748861651663,-0.33227843237470667,0.12770586403378018,0.3559590872626625,-0.10832161726723173,0.17487204412507806,0.20565363542291418,0.0958934417795122,0.17091080879830403,0.19592494244149147,0.12645027593868471,0.13987477798324016,0.16661569910053445
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,5.0,1500,1500,0.0,0.4687960371464463,-0.3503261693827703,0.1183238856060654,0.36975618069846977,-0.11608168609382918,0.17314136398811944,0.2084056248811525,0.10108494970453137,0.17151860587721374,0.19904066619007593,0.12517651918699285,0.13866373985784725,0.16284371660645827
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,5.25,1500,1500,0.0,0.484343472127069,-0.3738125710132326,0.10754868319017497,0.3889663820400075,-0.11710694861750416,0.17211983316814736,0.20813342890163933,0.1053796602669078,0.16996651048646952,0.19993556064006748,0.12250447012757003,0.13611638017600763,0.15731603940802535
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,5.5,1500,1500,0.0,0.4966963442168257,-0.38896059735076355,0.09986100447451193,0.40156682925673975,-0.12541910406564175,0.16977308577638062,0.21102994349513501,0.11042034795494175,0.16954118235207552,0.20228124714735152,0.11970535760924834,0.13305997178162599,0.15164272604433995
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,7,5.75,1500,1500,0.0,0.5101285631170561,-0.4040767810066427,0.0936545099717881,0.414781104610517,-0.13374350064882423,0.16925253011923047,0.2156725418427866,0.11531038338305498,0.16850990100357158,0.2041400030886233,0.11994066445224895,0.13335220613394233,0.15074783195715497
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,0.75,1500,1493,0.004666666666666708,0.7756999408214502,0.495863051277898,0.3024341346183737,0.5807626950009813,0.19562448186500656,0.44260033988335884,0.4837693559474727,-0.09797826897332212,0.10535981195768487,0.1438506030900893,0.36576256934120316,0.3769763509557508,0.40223428276586753
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,1.0,1500,1500,0.0,0.5455259072260649,0.2810183354714652,0.3100338961623851,0.41836376631220723,0.0634779529389151,0.31333486742033195,0.31959777401895534,-0.07583088690116248,0.12118995528772002,0.14292493601193149,0.2778911627790453,0.32527747049262234,0.39158308530952146
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,1.25,1500,1500,0.0,0.4586209969816472,0.14576272715130018,0.3116707037426952,0.34397767531193596,0.023050874345962286,0.25941324026936297,0.26034920500937236,-0.05843975024367232,0.1443244649022737,0.15566267764118738,0.2644569627645275,0.3249501788343956,0.4511813359147119
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,1.5,1500,1500,0.0,0.4434412797205945,0.08533569575964547,0.32075769398024173,0.33181182752599425,0.013289268667590268,0.24791613764738085,0.24818952642455286,-0.042742073471765035,0.15209067970290124,0.15793365267495904,0.23672929224763983,0.2915591812102661,0.4402982582828927
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,1.75,1500,1500,0.0,0.43124380434005816,0.040568213918643875,0.3215755951107763,0.3240180593359238,0.0004511098169949245,0.2327367816984713,0.2326596271718093,-0.0339624094043244,0.16036431371413204,0.16386889238089952,0.21205152531987148,0.26010432919108256,0.41991493348966397
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,2.0,1500,1500,0.0,0.41681504085455046,0.011808493323672394,0.30858830619467814,0.30871135181513637,-0.0020836574654947903,0.22271753805584477,0.2226530364751064,-0.01868535993414838,0.16890109710320528,0.16987555707477936,0.19981786039680338,0.24435809575340894,0.399751821783268
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,2.25,1500,1500,0.0,0.3917346092888426,-0.027587384914361714,0.27890357609417243,0.2801721085833234,-0.014285461346152896,0.21438547354629808,0.21478958289303618,-0.013586308997732374,0.16929130910948617,0.1697793531831598,0.18254310056955153,0.2176904613615961,0.34568110586160894
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,2.5,1500,1500,0.0,0.3786583893485865,-0.04815088563611957,0.263991504532729,0.26826024909284063,-0.023381801027337987,0.20373841230716702,0.2050082348954815,0.0020032952977509714,0.17148127856893003,0.1714358136614164,0.16850481888670607,0.19923393333407316,0.31168368737927094
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,2.75,1500,1500,0.0,0.373359671353867,-0.07450583218385778,0.2504815066151071,0.2612475394374953,-0.03393865592897304,0.19776445154557482,0.20059047038478792,0.018959874028378114,0.17484717533351102,0.17581419317601021,0.15816905495345995,0.1876749251617843,0.294870744646991
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,3.0,1500,1500,0.0,0.35586676472852374,-0.09481655819239358,0.22531581925471497,0.24438402832755662,-0.04113700880074535,0.18974260192589948,0.19408891512747248,0.02689947088173497,0.16894537812024155,0.17101781767226254,0.14428342780837053,0.1679110496622794,0.2536124842728211
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,3.25,1500,1500,0.0,0.35327257336070317,-0.12458868977706551,0.2116691061970613,0.24555301450321582,-0.05995152059516562,0.18153529734980864,0.19112111071979138,0.03587197221499614,0.16342875137227264,0.16726610294530736,0.1334815293992663,0.1515049487169787,0.21756156929662568
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,3.5,1500,1500,0.0,0.3494914483688781,-0.14206886892791093,0.1909378244569211,0.23794224402487338,-0.06777635190463516,0.17544074649078129,0.1880227905593469,0.05423832869348371,0.16508047319600766,0.17371007806589625,0.12324776483858375,0.14326503665165424,0.2113480846431234
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,3.75,1500,1500,0.0,0.35033411730523173,-0.16831598368339562,0.1701694849500704,0.2393086268170788,-0.07625046467042611,0.1702669785512205,0.18650911537534665,0.060586489128722276,0.16439896626599293,0.17515628667240474,0.11454774684943043,0.13226659204040167,0.18952547353112287
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,4.0,1500,1500,0.0,0.35818494417355656,-0.19370189823922798,0.1564164401488309,0.24893817986630165,-0.0895958062080857,0.16651175143461044,0.18903726549806996,0.0687281402477974,0.16088768875881737,0.17490325637471388,0.11420567072910857,0.13064568960030756,0.17978098124878106
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,4.25,1500,1500,0.0,0.3708513936074006,-0.21977951221189793,0.14347464163286816,0.2624391042977119,-0.09800744334883539,0.16277458505103362,0.18995620753203177,0.07924586017869217,0.1622058754728426,0.18048022577560552,0.1081926123787517,0.12352936735580118,0.1682720869604068
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,4.5,1500,1500,0.0,0.38032801925827436,-0.2369560852087648,0.1312503522779349,0.27085670908045956,-0.10680260824877298,0.16237866136531182,0.19430915806797924,0.09125677726047426,0.15880494245185078,0.183111977953215,0.10321860113823546,0.1172223674340967,0.15633974436952133
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,4.75,1500,1500,0.0,0.40001580458848707,-0.26313175591203714,0.12311581440398241,0.29049220251704433,-0.11931491456293156,0.16044706405121215,0.19990534516675218,0.09890326410147897,0.1609353544545599,0.18885120378523615,0.10341127317020522,0.11658301552366027,0.15119601671944194
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,5.0,1500,1500,0.0,0.4116961876399832,-0.28220399924196843,0.10848675577867853,0.30232536631377344,-0.12697212683517317,0.15732325150875917,0.20212873634070952,0.10672054054934837,0.1608262023083751,0.1929691626811053,0.09682595090160086,0.10959192903079806,0.1422587274394129
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,5.25,1500,1500,0.0,0.42881508513768835,-0.3036980520083077,0.09859459196886394,0.3192912773055932,-0.1347575434983986,0.1574456953015728,0.20720090830095114,0.11322654323832317,0.16186555518620127,0.19749238232769017,0.09592085751497095,0.1081452056841702,0.13700745201343598
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,5.5,1500,1500,0.0,0.4459762143834501,-0.32566026838541573,0.09211010340446305,0.33842757773750615,-0.14077336918942604,0.15724916917942658,0.21101648706461454,0.117769342550018,0.16118716894876906,0.1995835679845079,0.0941409847464477,0.10554494584851731,0.12972984648230168
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,10,5.75,1500,1500,0.0,0.4611411482283427,-0.34443211933645335,0.08641335713430588,0.35509966902682566,-0.14633786130758122,0.15719066306383134,0.21472587548660158,0.12341495949143459,0.15885135290005759,0.20111733401898907,0.09472266971827047,0.10588147081057314,0.12653002422043821
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,15,0.75,1500,1452,0.03200000000000003,0.6845631652629153,0.43679969868839424,0.20273987967813173,0.4815279092835113,0.17784929643513117,0.35267550840790496,0.3948730496076173,-0.06005970361602511,0.06664656864511416,0.08969879622230745,0.2643476921109365,0.2509226002406787,0.3026129239608466
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,15,1.0,1500,1494,0.0040000000000000036,0.4129277969517134,0.19456174456621303,0.211556913868364,0.2873684792609635,0.039294082180215587,0.2579644499826544,0.2608546346336304,-0.0460885986069898,0.0878904879466454,0.09921555465640894,0.1978127992638339,0.23514473188474894,0.30395952443878055
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,15,1.25,1500,1499,0.0006666666666667043,0.383812331167058,0.08361584472461055,0.2603353072463421,0.27335118175070894,0.015553285752532968,0.23787566661469592,0.23830440423468754,-0.035867398154558534,0.11331787506309124,0.11882274496532237,0.2057700674224155,0.25388262965516,0.3658290086589363
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,15,1.5,1500,1500,0.0,0.38594022648696996,0.04516958653890351,0.2832606627610684,0.28674623545431827,0.00464853040329074,0.2198414368620167,0.21981730146849687,-0.029967785184923493,0.13236472710077357,0.1356716950903848,0.1892814708746854,0.23840523107506742,0.386027239551785
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,15,1.75,1500,1500,0.0,0.39665746336332913,0.023031389777622507,0.2934605859842301,0.2942654374839362,0.007243974903718945,0.21781595523032896,0.21786380225209,-0.03190296663384536,0.14925619431076842,0.1525790261224677,0.17062065745270055,0.20916470566543324,0.3503559374767653
fixed_density,center_w4_1.0_5.0,"[1.0, 5.0]",1.0,5.0,4.0,13500,15,2.0,1500,1500,0.0,0.3891444289134101,-0.0006630146167284844,0.2901598694225287,0.2900638910857377,0.008373450618317074,0.20570646956362734,0.2058082996249391,-0.023047939224256842,0.15628290003104323,0.15792171936765595,0.1574475180962077,0.19074869527700297,0.31838640397312157
