beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,1000,1000,7,1,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,2,1.329867,802.006096,1058.617452,-0.170133,-197.993904,58.617452,0.635261
1.5,1000,1000,7,3,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,4,5.196559,2469.471818,0.0,3.696559,1469.471818,-1000.0,0.424054
1.5,1000,1000,7,5,5.505564,2113.071117,0.0,4.005564,1113.071117,-1000.0,0.495746
1.5,1000,1000,7,6,2.426706,1387.20771,855.449885,0.926706,387.20771,-144.550115,0.791522
1.5,1000,1000,7,7,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,8,4.753522,2392.141773,0.000135,3.253522,1392.141773,-999.999865,0.719947
1.5,1000,1000,7,9,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,10,7.58317,1943.329621,0.00016,6.08317,943.329621,-999.99984,0.847209
1.5,1000,1000,7,11,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,12,5.68318,2279.599647,0.0,4.18318,1279.599647,-1000.0,0.931145
1.5,1000,1000,7,13,3.050123,2714.412202,0.0,1.550123,1714.412202,-1000.0,0.811427
1.5,1000,1000,7,14,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,15,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,16,5.089986,1808.981479,7.9e-05,3.589986,808.981479,-999.999921,0.955625
1.5,1000,1000,7,17,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,18,5.526359,2012.961604,1e-05,4.026359,1012.961604,-999.99999,0.763516
1.5,1000,1000,7,19,3.799216,1754.377727,271.646033,2.299216,754.377727,-728.353967,0.835172
1.5,1000,1000,7,20,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,21,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,22,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,23,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,24,6.020617,2056.981937,0.000165,4.520617,1056.981937,-999.999835,0.943613
1.5,1000,1000,7,25,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,26,2.969518,1299.87826,653.732618,1.469518,299.87826,-346.267382,0.73083
1.5,1000,1000,7,27,1.51251,1792.85574,1136.30707,0.01251,792.85574,136.30707,0.723748
1.5,1000,1000,7,28,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,29,5.809748,1935.386542,6.7e-05,4.309748,935.386542,-999.999933,0.901936
1.5,1000,1000,7,30,1.742761,417.256565,1150.828388,0.242761,-582.743435,150.828388,0.680682
1.5,1000,1000,7,31,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,32,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,7,33,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
