beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,1000,1000,5,1,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,2,1.603521,673.097765,1020.850297,0.103521,-326.902235,20.850297,0.596965
1.5,1000,1000,5,3,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,4,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,5,7.234609,1798.385991,0.000232,5.734609,798.385991,-999.999768,0.715124
1.5,1000,1000,5,6,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,7,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,8,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,9,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,10,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,11,2.048864,1777.230041,1014.09556,0.548864,777.230041,14.09556,0.688514
1.5,1000,1000,5,12,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,13,4.707924,2280.320985,0.000319,3.207924,1280.320985,-999.999681,0.818965
1.5,1000,1000,5,14,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,15,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,16,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,17,4.652206,2019.302059,0.0,3.152206,1019.302059,-1000.0,0.731675
1.5,1000,1000,5,18,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,19,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,20,5.991026,2050.860482,0.0,4.491026,1050.860482,-1000.0,0.754622
1.5,1000,1000,5,21,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,22,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,23,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,24,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,25,3.478447,1829.159621,434.93663,1.978447,829.159621,-565.06337,0.799534
1.5,1000,1000,5,26,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,5,27,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
