beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,1000,1000,20,1,6.225078,1960.05668,5.3e-05,4.225078,960.05668,-999.999947,0.933647
2.0,1000,1000,20,2,1.743138,979.050855,1070.053039,-0.256862,-20.949145,70.053039,0.896432
2.0,1000,1000,20,3,1.553973,637.05216,1198.574505,-0.446027,-362.94784,198.574505,0.890002
2.0,1000,1000,20,4,1.969085,1085.123538,1030.069991,-0.030915,85.123538,30.069991,0.908231
2.0,1000,1000,20,5,1.262798,849.092357,1230.564133,-0.737202,-150.907643,230.564133,0.882988
2.0,1000,1000,20,6,5.114394,2082.602571,0.000148,3.114394,1082.602571,-999.999852,0.957939
2.0,1000,1000,20,7,1.473974,818.556963,993.699437,-0.526026,-181.443037,-6.300563,0.916412
2.0,1000,1000,20,8,1.356253,570.393479,1279.096156,-0.643747,-429.606521,279.096156,0.878742
2.0,1000,1000,20,9,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,20,10,1.529889,858.053697,1093.168461,-0.470111,-141.946303,93.168461,0.914244
2.0,1000,1000,20,11,1.68796,814.925533,1143.820184,-0.31204,-185.074467,143.820184,0.881593
2.0,1000,1000,20,12,2.283942,784.459427,1185.246626,0.283942,-215.540573,185.246626,0.94789
2.0,1000,1000,20,13,1.530971,715.749698,1157.47724,-0.469029,-284.250302,157.47724,0.926801
2.0,1000,1000,20,14,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,20,15,2.1058,883.301933,1002.033023,0.1058,-116.698067,2.033023,0.942931
2.0,1000,1000,20,16,3.924214,1577.988945,508.847402,1.924214,577.988945,-491.152598,0.951175
2.0,1000,1000,20,17,1.757747,869.551055,997.575956,-0.242253,-130.448945,-2.424044,0.928121
2.0,1000,1000,20,18,1.129711,670.359724,1263.981301,-0.870289,-329.640276,263.981301,0.76948
2.0,1000,1000,20,19,1.30874,744.202613,1120.54166,-0.69126,-255.797387,120.54166,0.829507
2.0,1000,1000,20,20,1.636138,801.638132,1189.739186,-0.363862,-198.361868,189.739186,0.915403
2.0,1000,1000,20,21,1.875709,854.826468,1220.418647,-0.124291,-145.173532,220.418647,0.917873
2.0,1000,1000,20,22,6.844561,2074.592696,0.0,4.844561,1074.592696,-1000.0,0.897528
2.0,1000,1000,20,23,1.225946,711.712912,1231.641715,-0.774054,-288.287088,231.641715,0.840837
2.0,1000,1000,20,24,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,20,25,1.70474,780.993049,1125.931707,-0.29526,-219.006951,125.931707,0.903903
2.0,1000,1000,20,26,1.691995,823.854537,1217.494036,-0.308005,-176.145463,217.494036,0.908614
2.0,1000,1000,20,27,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,20,28,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,20,29,5.935724,2024.215121,0.000144,3.935724,1024.215121,-999.999856,0.919384
2.0,1000,1000,20,30,1.844588,944.003405,1114.896722,-0.155412,-55.996595,114.896722,0.879935
2.0,1000,1000,20,31,2.024415,767.395186,1118.809417,0.024415,-232.604814,118.809417,0.923768
2.0,1000,1000,20,32,2.768859,1175.685237,997.889057,0.768859,175.685237,-2.110943,0.939037
2.0,1000,1000,20,33,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,20,34,2.395158,1257.469516,823.052717,0.395158,257.469516,-176.947283,0.915419
2.0,1000,1000,20,35,4.217325,2211.52134,6.8e-05,2.217325,1211.52134,-999.999932,0.892978
2.0,1000,1000,20,36,1.635316,833.688263,1153.442433,-0.364684,-166.311737,153.442433,0.900157
2.0,1000,1000,20,37,1.533041,769.869706,1024.060382,-0.466959,-230.130294,24.060382,0.914496
2.0,1000,1000,20,38,3.572068,1130.065646,765.889568,1.572068,130.065646,-234.110432,0.907341
2.0,1000,1000,20,39,1.598704,661.166123,1282.182459,-0.401296,-338.833877,282.182459,0.919997
2.0,1000,1000,20,40,1.46281,604.775784,1287.072945,-0.53719,-395.224216,287.072945,0.915048
2.0,1000,1000,20,41,2.470499,1277.763324,940.785858,0.470499,277.763324,-59.214142,0.882273
2.0,1000,1000,20,42,1.446346,914.341796,1181.824053,-0.553654,-85.658204,181.824053,0.864742
2.0,1000,1000,20,43,1.56621,755.076113,1253.807914,-0.43379,-244.923887,253.807914,0.907803
2.0,1000,1000,20,44,4.774704,2055.588206,6e-05,2.774704,1055.588206,-999.99994,0.933405
2.0,1000,1000,20,45,1.723946,824.503543,1059.673516,-0.276054,-175.496457,59.673516,0.900951
2.0,1000,1000,20,46,6.231292,1884.725932,5.5e-05,4.231292,884.725932,-999.999945,0.95874
2.0,1000,1000,20,47,2.12207,1080.028751,925.265095,0.12207,80.028751,-74.734905,0.945788
2.0,1000,1000,20,48,1.327036,680.514479,1282.401448,-0.672964,-319.485521,282.401448,0.87978
2.0,1000,1000,20,49,1.165497,577.266729,1186.163735,-0.834503,-422.733271,186.163735,0.829857
2.0,1000,1000,20,50,1.873744,780.868769,1141.602844,-0.126256,-219.131231,141.602844,0.871524
2.0,1000,1000,20,51,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,20,52,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,20,53,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,20,54,1.318242,826.650721,1123.110461,-0.681758,-173.349279,123.110461,0.85181
2.0,1000,1000,20,55,2.815506,1180.895919,800.741095,0.815506,180.895919,-199.258905,0.952148
2.0,1000,1000,20,56,1.716281,1035.74674,1069.995595,-0.283719,35.74674,69.995595,0.933326
2.0,1000,1000,20,57,1.720686,1077.712585,1016.269981,-0.279314,77.712585,16.269981,0.889779
2.0,1000,1000,20,58,1.710467,825.670658,1281.147791,-0.289533,-174.329342,281.147791,0.911327
2.0,1000,1000,20,59,2.519063,1169.219778,790.494374,0.519063,169.219778,-209.505626,0.954313
2.0,1000,1000,20,60,1.326868,833.152605,1096.189881,-0.673132,-166.847395,96.189881,0.886608
2.0,1000,1000,20,61,2.633833,1228.326585,852.723746,0.633833,228.326585,-147.276254,0.938882
2.0,1000,1000,20,62,2.023313,1077.531678,879.601063,0.023313,77.531678,-120.398937,0.918864
2.0,1000,1000,20,63,1.683022,842.318234,992.709419,-0.316978,-157.681766,-7.290581,0.882767
