beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,1000,1000,3,1,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,2,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,3,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,4,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,5,24.45272,1321.115081,0.000537,22.95272,321.115081,-999.999463,0.792429
1.5,1000,1000,3,6,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,7,6.889156,2748.314599,0.000171,5.389156,1748.314599,-999.999829,0.764404
1.5,1000,1000,3,8,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,9,3.688634,2260.961948,0.0,2.188634,1260.961948,-1000.0,0.271695
1.5,1000,1000,3,10,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,11,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,12,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,13,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,14,8.683481,1832.082167,7.3e-05,7.183481,832.082167,-999.999927,0.792244
1.5,1000,1000,3,15,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,16,6.492618,2131.261344,0.0,4.992618,1131.261344,-1000.0,0.078136
1.5,1000,1000,3,17,5.060403,1836.653375,0.000616,3.560403,836.653375,-999.999384,0.733552
1.5,1000,1000,3,18,24.319429,1568.601736,0.000313,22.819429,568.601736,-999.999687,0.716798
1.5,1000,1000,3,19,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,20,23.632914,1332.998905,7.9e-05,22.132914,332.998905,-999.999921,0.791913
1.5,1000,1000,3,21,10.112514,1604.550844,0.000717,8.612514,604.550844,-999.999283,-0.010679
1.5,1000,1000,3,22,18.997479,1625.301226,0.000155,17.497479,625.301226,-999.999845,0.525882
1.5,1000,1000,3,23,14.903645,1906.463178,0.000286,13.403645,906.463178,-999.999714,0.60017
1.5,1000,1000,3,24,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,25,20.216972,2455.531232,0.0,18.716972,1455.531232,-1000.0,-0.007933
1.5,1000,1000,3,26,6.466179,1596.214529,0.000534,4.966179,596.214529,-999.999466,-0.13156
1.5,1000,1000,3,27,4.196617,2440.022,0.0,2.696617,1440.022,-1000.0,-0.029884
1.5,1000,1000,3,28,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,29,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,30,9.848141,1884.744994,0.000176,8.348141,884.744994,-999.999824,0.757489
1.5,1000,1000,3,31,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,32,8.409517,1973.989527,0.000331,6.909517,973.989527,-999.999669,0.296846
1.5,1000,1000,3,33,12.136425,1831.016269,0.0,10.636425,831.016269,-1000.0,-0.218719
1.5,1000,1000,3,34,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,35,8.566343,2190.41384,4.9e-05,7.066343,1190.41384,-999.999951,0.796107
1.5,1000,1000,3,36,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,37,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,38,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,39,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,40,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,41,23.818514,1431.042709,5.1e-05,22.318514,431.042709,-999.999949,0.782532
1.5,1000,1000,3,42,6.676891,1920.573143,0.000227,5.176891,920.573143,-999.999773,0.414529
1.5,1000,1000,3,43,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,44,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,45,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,46,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,47,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,48,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,49,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,50,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,51,6.298834,2551.995769,0.0,4.798834,1551.995769,-1000.0,0.426401
1.5,1000,1000,3,52,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,53,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,54,12.754876,1729.523399,0.000128,11.254876,729.523399,-999.999872,0.665707
1.5,1000,1000,3,55,7.735391,3208.88908,0.000288,6.235391,2208.88908,-999.999712,0.777571
1.5,1000,1000,3,56,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,57,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,58,10.745581,2040.569593,0.000101,9.245581,1040.569593,-999.999899,0.568546
1.5,1000,1000,3,59,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,60,4.198888,2053.561003,0.0,2.698888,1053.561003,-1000.0,0.178868
1.5,1000,1000,3,61,0.0,0.0,0.0,-1.5,-1000.0,-1000.0,0.0
1.5,1000,1000,3,62,6.098691,2651.735793,0.0,4.598691,1651.735793,-1000.0,-0.121605
1.5,1000,1000,3,63,70.171555,2160.486444,4.2e-05,68.671555,1160.486444,-999.999958,0.715256
1.5,1000,1000,3,64,8.826883,1735.843914,0.000381,7.326883,735.843914,-999.999619,0.488662
1.5,1000,1000,3,65,10.85729,1367.743514,0.0,9.35729,367.743514,-1000.0,-0.008119
