beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
3,5000,1000,10,1,3.569119,5880.81446,0.000277,0.569119,880.81446,-999.999723,0.917703
3,5000,1000,10,2,2.127277,3505.679731,1942.948804,-0.872723,-1494.320269,942.948804,0.734374
3,5000,1000,10,3,3.538891,6585.840997,0.0,0.538891,1585.840997,-1000.0,0.893938
3,5000,1000,10,4,0.0,0.0,0.0,-3.0,-5000.0,-1000.0,0.0
3,5000,1000,10,5,0.0,0.0,0.0,-3.0,-5000.0,-1000.0,0.0
3,5000,1000,10,6,5.664485,6735.352147,0.0,2.664485,1735.352147,-1000.0,0.85832
3,5000,1000,10,7,4.349616,6539.384328,0.0,1.349616,1539.384328,-1000.0,0.338042
3,5000,1000,10,8,3.913939,5947.80411,0.0,0.913939,947.80411,-1000.0,0.88958
3,5000,1000,10,9,1.534254,2676.692844,3386.815452,-1.465746,-2323.307156,2386.815452,0.821657
3,5000,1000,10,10,4.819945,4753.571839,742.627037,1.819945,-246.428161,-257.372963,0.867776
3,5000,1000,10,11,4.382286,6893.607844,0.0,1.382286,1893.607844,-1000.0,0.818428
3,5000,1000,10,12,2.094574,2096.210752,3171.710352,-0.905426,-2903.789248,2171.710352,0.75949
3,5000,1000,10,13,0.0,0.0,0.0,-3.0,-5000.0,-1000.0,0.0
3,5000,1000,10,14,0.0,0.0,0.0,-3.0,-5000.0,-1000.0,0.0
3,5000,1000,10,15,3.195219,5415.228038,0.0,0.195219,415.228038,-1000.0,0.791418
3,5000,1000,10,16,3.397314,3884.972383,2480.395239,0.397314,-1115.027617,1480.395239,0.870436
3,5000,1000,10,17,0.0,0.0,0.0,-3.0,-5000.0,-1000.0,0.0
3,5000,1000,10,18,4.572271,6702.725663,0.000142,1.572271,1702.725663,-999.999858,0.888832
3,5000,1000,10,19,2.04432,2602.2858,2421.04148,-0.95568,-2397.7142,1421.04148,0.846653
3,5000,1000,10,20,0.0,0.0,0.0,-3.0,-5000.0,-1000.0,0.0
3,5000,1000,10,21,1.502048,2991.623874,2433.958039,-1.497952,-2008.376126,1433.958039,0.785549
3,5000,1000,10,22,2.281982,5263.890707,409.479819,-0.718018,263.890707,-590.520181,0.885125
3,5000,1000,10,23,3.890047,6195.376956,0.0,0.890047,1195.376956,-1000.0,0.642463
3,5000,1000,10,24,4.534822,5383.680844,0.0,1.534822,383.680844,-1000.0,0.909475
3,5000,1000,10,25,2.833206,6428.093619,0.0,-0.166794,1428.093619,-1000.0,0.811846
3,5000,1000,10,26,6.745388,6174.454023,0.0,3.745388,1174.454023,-1000.0,0.727783
