beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
3,1000,1000,3,1,8.552193,1970.064419,0.000309,5.552193,970.064419,-999.999691,0.76448
3,1000,1000,3,2,0.0,0.0,0.0,-3.0,-1000.0,-1000.0,0.0
3,1000,1000,3,3,7.284557,1714.924473,0.000344,4.284557,714.924473,-999.999656,0.669015
3,1000,1000,3,4,21.164423,2167.461884,0.0,18.164423,1167.461884,-1000.0,0.166631
3,1000,1000,3,5,18.049922,1843.569729,0.000231,15.049922,843.569729,-999.999769,0.720948
3,1000,1000,3,6,7.708773,1721.45086,0.000237,4.708773,721.45086,-999.999763,0.722858
3,1000,1000,3,7,0.0,0.0,0.0,-3.0,-1000.0,-1000.0,0.0
3,1000,1000,3,8,9.835681,1971.019033,0.0,6.835681,971.019033,-1000.0,-0.057029
3,1000,1000,3,9,0.0,0.0,0.0,-3.0,-1000.0,-1000.0,0.0
3,1000,1000,3,10,15.894606,2078.267641,0.0,12.894606,1078.267641,-1000.0,-0.12565
3,1000,1000,3,11,24.283575,1692.081144,0.000265,21.283575,692.081144,-999.999735,0.252703
3,1000,1000,3,12,0.0,0.0,0.0,-3.0,-1000.0,-1000.0,0.0
3,1000,1000,3,13,9.564361,1955.956283,0.0,6.564361,955.956283,-1000.0,-0.009068
3,1000,1000,3,14,8.457135,2199.563486,0.000379,5.457135,1199.563486,-999.999621,0.628728
3,1000,1000,3,15,8.936028,1956.128545,0.0,5.936028,956.128545,-1000.0,-0.095485
3,1000,1000,3,16,16.488356,2044.005637,0.000324,13.488356,1044.005637,-999.999676,0.735633
3,1000,1000,3,17,0.0,0.0,0.0,-3.0,-1000.0,-1000.0,0.0
3,1000,1000,3,18,25.486548,1891.502329,0.000361,22.486548,891.502329,-999.999639,0.783683
3,1000,1000,3,19,0.0,0.0,0.0,-3.0,-1000.0,-1000.0,0.0
3,1000,1000,3,20,8.314997,2284.897873,0.0,5.314997,1284.897873,-1000.0,-0.150694
3,1000,1000,3,21,38.232821,1752.846519,7.2e-05,35.232821,752.846519,-999.999928,0.734524
3,1000,1000,3,22,0.0,0.0,0.0,-3.0,-1000.0,-1000.0,0.0
3,1000,1000,3,23,5.850672,1932.493458,0.000195,2.850672,932.493458,-999.999805,0.568015
3,1000,1000,3,24,0.0,0.0,0.0,-3.0,-1000.0,-1000.0,0.0
3,1000,1000,3,25,25.026674,1938.830294,0.000262,22.026674,938.830294,-999.999738,0.684739
