beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,1000,1000,3,1,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,3,2,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,3,3,5.604375,2464.062191,0.0,3.604375,1464.062191,-1000.0,0.379994
2.0,1000,1000,3,4,6.20857,1888.985004,0.0,4.20857,888.985004,-1000.0,0.440734
2.0,1000,1000,3,5,7.707576,1966.695283,0.00036,5.707576,966.695283,-999.99964,0.796438
2.0,1000,1000,3,6,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,3,7,8.120075,1871.463658,0.000372,6.120075,871.463658,-999.999628,0.652809
2.0,1000,1000,3,8,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,3,9,11.619628,1544.694045,0.00143,9.619628,544.694045,-999.99857,0.250728
2.0,1000,1000,3,10,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,3,11,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,3,12,4.715665,2215.549765,0.0,2.715665,1215.549765,-1000.0,-0.143167
2.0,1000,1000,3,13,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,3,14,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,3,15,0.0,0.0,0.0,-2.0,-1000.0,-1000.0,0.0
2.0,1000,1000,3,16,12.406676,1894.016609,0.000326,10.406676,894.016609,-999.999674,0.718988
2.0,1000,1000,3,17,16.884532,2271.045845,0.000813,14.884532,1271.045845,-999.999187,0.676507
2.0,1000,1000,3,18,11.189497,2223.489898,0.000224,9.189497,1223.489898,-999.999776,0.791945
2.0,1000,1000,3,19,9.812153,2287.657686,0.000131,7.812153,1287.657686,-999.999869,0.467071
2.0,1000,1000,3,20,7.579733,1528.058603,0.000303,5.579733,528.058603,-999.999697,0.787505
