beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
5,200,1000,10,1,33.657709,1188.296733,8.6e-05,28.657709,988.296733,-999.999914,0.961656
5,200,1000,10,2,39.574092,1197.249922,0.000291,34.574092,997.249922,-999.999709,0.928908
5,200,1000,10,3,32.433806,1213.484678,0.0001,27.433806,1013.484678,-999.9999,0.902311
5,200,1000,10,4,36.95443,1195.075009,0.000398,31.95443,995.075009,-999.999602,0.768242
5,200,1000,10,5,33.13459,1190.044085,6e-05,28.13459,990.044085,-999.99994,0.961345
5,200,1000,10,6,40.057992,1213.997087,7.9e-05,35.057992,1013.997087,-999.999921,0.899567
5,200,1000,10,7,29.608895,1195.138973,0.000285,24.608895,995.138973,-999.999715,0.896232
5,200,1000,10,8,39.282507,1194.198211,0.000132,34.282507,994.198211,-999.999868,0.885167
5,200,1000,10,9,35.157165,1206.162079,2e-05,30.157165,1006.162079,-999.99998,0.913464
5,200,1000,10,10,28.135111,1216.473168,0.000377,23.135111,1016.473168,-999.999623,0.884302
5,200,1000,10,11,5.942187,214.606012,980.423409,0.942187,14.606012,-19.576591,0.85232
5,200,1000,10,12,30.537375,1206.907706,0.000184,25.537375,1006.907706,-999.999816,0.91357
5,200,1000,10,13,33.59345,1201.068974,0.000285,28.59345,1001.068974,-999.999715,0.829649
5,200,1000,10,14,31.675345,1194.9489,0.000111,26.675345,994.9489,-999.999889,0.871127
5,200,1000,10,15,1.337205,79.632413,1109.319554,-3.662795,-120.367587,109.319554,0.772644
5,200,1000,10,16,29.807271,1208.064008,5.4e-05,24.807271,1008.064008,-999.999946,0.956334
5,200,1000,10,17,45.299202,1183.447783,0.000404,40.299202,983.447783,-999.999596,0.871397
5,200,1000,10,18,31.755444,1225.413753,0.000139,26.755444,1025.413753,-999.999861,0.967169
5,200,1000,10,19,26.076604,1195.252143,3.7e-05,21.076604,995.252143,-999.999963,0.896911
5,200,1000,10,20,33.011212,1203.594687,9.3e-05,28.011212,1003.594687,-999.999907,0.954427
5,200,1000,10,21,35.093545,1178.428793,8.8e-05,30.093545,978.428793,-999.999912,0.918343
5,200,1000,10,22,45.574516,1200.497931,4.9e-05,40.574516,1000.497931,-999.999951,0.956457
5,200,1000,10,23,31.823786,1187.474717,7.9e-05,26.823786,987.474717,-999.999921,0.791151
5,200,1000,10,24,67.093484,1223.489335,0.00024,62.093484,1023.489335,-999.99976,0.873634
5,200,1000,10,25,31.841829,1186.230623,3.1e-05,26.841829,986.230623,-999.999969,0.793359
5,200,1000,10,26,44.677313,1205.346504,1.3e-05,39.677313,1005.346504,-999.999987,0.899656
5,200,1000,10,27,39.456056,1214.034445,0.000148,34.456056,1014.034445,-999.999852,0.915681
5,200,1000,10,28,33.209694,1198.125105,0.000409,28.209694,998.125105,-999.999591,0.918982
5,200,1000,10,29,34.502878,1213.365079,0.000366,29.502878,1013.365079,-999.999634,0.920345
5,200,1000,10,30,32.406151,1204.967684,0.000264,27.406151,1004.967684,-999.999736,0.867259
5,200,1000,10,31,28.999583,1187.92537,5.2e-05,23.999583,987.92537,-999.999948,0.863491
5,200,1000,10,32,33.014498,1214.794326,8.2e-05,28.014498,1014.794326,-999.999918,0.872882
5,200,1000,10,33,35.413717,1199.12217,3e-05,30.413717,999.12217,-999.99997,0.932507
5,200,1000,10,34,35.478518,1206.71467,0.000274,30.478518,1006.71467,-999.999726,0.846524
5,200,1000,10,35,42.194936,1206.531419,0.000306,37.194936,1006.531419,-999.999694,0.839926
5,200,1000,10,36,31.221449,1185.963333,7.1e-05,26.221449,985.963333,-999.999929,0.766726
5,200,1000,10,37,32.984942,1206.979601,0.000118,27.984942,1006.979601,-999.999882,0.922696
5,200,1000,10,38,27.685692,1218.461035,0.000323,22.685692,1018.461035,-999.999677,0.89662
5,200,1000,10,39,27.326617,1206.296781,5.2e-05,22.326617,1006.296781,-999.999948,0.947958
