beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,5000,1000,5,1,3.449876,5086.198709,0.0,1.449876,86.198709,-1000.0,0.714891
2.0,5000,1000,5,2,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,3,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,4,2.631264,4958.580441,0.0,0.631264,-41.419559,-1000.0,0.50518
2.0,5000,1000,5,5,4.404558,5630.979928,0.0,2.404558,630.979928,-1000.0,0.275914
2.0,5000,1000,5,6,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,7,3.624199,6041.5464,0.0,1.624199,1041.5464,-1000.0,0.617907
2.0,5000,1000,5,8,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,9,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,10,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,11,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,12,2.261707,7413.475609,0.000289,0.261707,2413.475609,-999.999711,0.589048
2.0,5000,1000,5,13,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,14,2.640809,6721.675655,0.000218,0.640809,1721.675655,-999.999782,0.699268
2.0,5000,1000,5,15,2.453133,5856.016012,0.0,0.453133,856.016012,-1000.0,0.307249
2.0,5000,1000,5,16,2.479668,7153.913723,0.0,0.479668,2153.913723,-1000.0,0.05111
2.0,5000,1000,5,17,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,18,6.215271,6735.022854,0.000289,4.215271,1735.022854,-999.999711,0.691672
2.0,5000,1000,5,19,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,20,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,21,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,22,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,23,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,24,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,25,3.038717,6007.177091,0.0,1.038717,1007.177091,-1000.0,0.711935
2.0,5000,1000,5,26,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,27,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,28,4.113077,6598.46926,0.0,2.113077,1598.46926,-1000.0,0.089854
2.0,5000,1000,5,29,2.344634,2648.253258,3757.982836,0.344634,-2351.746742,2757.982836,0.700973
2.0,5000,1000,5,30,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,31,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,32,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,33,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,34,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,35,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,36,2.547452,4959.95348,1920.507543,0.547452,-40.04652,920.507543,0.730274
2.0,5000,1000,5,37,4.985519,5991.486662,0.0,2.985519,991.486662,-1000.0,0.726074
2.0,5000,1000,5,38,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,39,7.955365,6148.900665,0.0,5.955365,1148.900665,-1000.0,-0.740965
2.0,5000,1000,5,40,12.581725,4803.024057,0.0,10.581725,-196.975943,-1000.0,0.718689
2.0,5000,1000,5,41,19.036798,6748.85818,0.000114,17.036798,1748.85818,-999.999886,0.92562
2.0,5000,1000,5,42,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,43,3.623266,6314.864155,0.0,1.623266,1314.864155,-1000.0,-0.071892
2.0,5000,1000,5,44,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,45,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,46,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,47,4.578192,6652.120861,0.0,2.578192,1652.120861,-1000.0,0.66125
2.0,5000,1000,5,48,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
2.0,5000,1000,5,49,0.0,0.0,0.0,-2.0,-5000.0,-1000.0,0.0
