beta_true,eta_true,sample_size,offset_value,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,5000,20,0,1,1.826843,5807.307759,369.655329,0.326843,807.307759,-630.344671,0.971958
1.5,5000,20,0,2,1.929111,4773.651199,752.811086,0.429111,-226.348801,-247.188914,0.977779
1.5,5000,20,0,3,0.939727,3572.712983,2913.580120,-0.560273,-1427.287017,1913.580120,0.971691
1.5,5000,20,0,4,1.290176,4483.123565,1666.398341,-0.209824,-516.876435,666.398341,0.985390
1.5,5000,20,0,5,1.542563,5162.696505,739.353986,0.042563,162.696505,-260.646014,0.966590
1.5,5000,20,0,6,1.196949,4373.881932,1824.895471,-0.303051,-626.118068,824.895471,0.984814
1.5,5000,20,0,7,2.288491,5214.232059,436.277566,0.788491,214.232059,-563.722434,0.961757
1.5,5000,20,0,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,20,0,9,1.376462,6015.860035,466.949040,-0.123538,1015.860035,-533.050960,0.943712
1.5,5000,20,0,10,2.458893,6186.084866,257.282052,0.958893,1186.084866,-742.717948,0.960403
1.5,5000,20,0,11,1.747574,6139.733256,1003.193981,0.247574,1139.733256,3.193981,0.940272
1.5,5000,20,0,12,1.961101,6163.855994,496.423489,0.461101,1163.855994,-503.576511,0.962715
1.5,5000,20,0,13,1.301716,4576.680399,1042.582835,-0.198284,-423.319601,42.582835,0.950820
1.5,5000,20,0,14,1.153092,4335.298412,1433.019159,-0.346908,-664.701588,433.019159,0.987261
1.5,5000,20,0,15,1.578756,4626.883633,1186.827795,0.078756,-373.116367,186.827795,0.976866
1.5,5000,20,0,16,1.196975,4047.445552,1035.181066,-0.303025,-952.554448,35.181066,0.939826
1.5,5000,20,0,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,20,0,18,0.888382,3613.547302,1769.551409,-0.611618,-1386.452698,769.551409,0.979132
1.5,5000,20,0,19,1.666451,4476.095459,797.825993,0.166451,-523.904541,-202.174007,0.985848
1.5,5000,20,0,20,2.482488,5320.264919,549.761458,0.982488,320.264919,-450.238542,0.976948
1.5,5000,20,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,20,0,22,1.781439,5614.663678,400.773560,0.281439,614.663678,-599.226440,0.982138
1.5,5000,20,0,23,1.386357,4909.290541,1424.826746,-0.113643,-90.709459,424.826746,0.968546
1.5,5000,20,0,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,20,0,25,1.453864,4216.791042,1157.746699,-0.046136,-783.208958,157.746699,0.990139
1.5,5000,20,0,26,1.191695,3567.599000,1682.044493,-0.308305,-1432.401000,682.044493,0.968901
