beta_true,eta_true,sample_size,offset_value,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,1000,3,0,1,0.475868,474.793502,2128.930234,-1.024132,-525.206498,1128.930234,0.999885
1.5,1000,3,0,2,0.407435,671.996081,1725.529613,-1.092565,-328.003919,725.529613,0.998526
1.5,1000,3,0,3,0.429819,293.772747,1281.915417,-1.070181,-706.227253,281.915417,1.000000
1.5,1000,3,0,4,2.869482,2006.960536,521.954282,1.369482,1006.960536,-478.045718,1.000000
1.5,1000,3,0,5,1.330519,125.575150,1188.171286,-0.169481,-874.424850,188.171286,0.998812
1.5,1000,3,0,6,0.413036,158.635155,1835.004564,-1.086964,-841.364845,835.004564,1.000000
1.5,1000,3,0,7,0.769570,558.367907,2087.754485,-0.730430,-441.632093,1087.754485,0.999575
1.5,1000,3,0,8,3.014541,1778.335812,26.883871,1.514541,778.335812,-973.116129,1.000000
1.5,1000,3,0,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,1000,3,0,10,0.230974,179.354615,1221.712974,-1.269026,-820.645385,221.712974,0.999081
1.5,1000,3,0,11,0.379424,505.725483,1043.775299,-1.120576,-494.274517,43.775299,0.999994
1.5,1000,3,0,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,1000,3,0,13,0.384460,543.530155,1168.626885,-1.115540,-456.469845,168.626885,0.999899
1.5,1000,3,0,14,1.026918,393.669876,1405.014854,-0.473082,-606.330124,405.014854,0.999961
1.5,1000,3,0,15,0.320097,284.208066,1105.361392,-1.179903,-715.791934,105.361392,1.000000
1.5,1000,3,0,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,1000,3,0,17,2.674961,1536.479735,332.802141,1.174961,536.479735,-667.197859,1.000000
1.5,1000,3,0,18,0.606751,74.773789,1467.033958,-0.893249,-925.226211,467.033958,1.000000
1.5,1000,3,0,19,0.648259,882.749924,1101.913625,-0.851741,-117.250076,101.913625,0.999991
1.5,1000,3,0,20,1.874775,182.690086,1147.656492,0.374775,-817.309914,147.656492,0.999970
1.5,1000,3,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,1000,3,0,22,0.313326,36.367705,1518.827738,-1.186674,-963.632295,518.827738,0.992733
1.5,1000,3,0,23,0.371834,82.592578,1738.827976,-1.128166,-917.407422,738.827976,0.999996
