beta_true,eta_true,sample_size,offset_value,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,5000,5,0,1,0.597056,2133.989011,1993.492597,-0.902944,-2866.010989,993.492597,0.986229
1.5,5000,5,0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,7,1.863262,4920.807399,898.957705,0.363262,-79.192601,-101.042295,0.950085
1.5,5000,5,0,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,9,0.507890,1369.333997,2215.326026,-0.992110,-3630.666003,1215.326026,0.976331
1.5,5000,5,0,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,16,3.346257,4721.200511,267.971660,1.846257,-278.799489,-732.028340,0.995155
1.5,5000,5,0,17,0.603682,1766.698318,3811.491332,-0.896318,-3233.301682,2811.491332,0.951085
1.5,5000,5,0,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,20,1.469619,3097.565748,499.341915,-0.030381,-1902.434252,-500.658085,0.934996
1.5,5000,5,0,21,0.808593,3606.593379,2218.215668,-0.691407,-1393.406621,1218.215668,0.944379
1.5,5000,5,0,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,23,1.356312,4245.664319,294.610081,-0.143688,-754.335681,-705.389919,0.968519
1.5,5000,5,0,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,27,2.315653,4197.079571,2460.024604,0.815653,-802.920429,1460.024604,0.987809
1.5,5000,5,0,28,1.163198,4537.658967,1834.069369,-0.336802,-462.341033,834.069369,0.998554
1.5,5000,5,0,29,0.342922,4490.319150,1288.481578,-1.157078,-509.680850,288.481578,0.937928
1.5,5000,5,0,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,31,0.699899,6093.251463,1415.528983,-0.800101,1093.251463,415.528983,0.987738
1.5,5000,5,0,32,3.178524,2380.158468,3210.956197,1.678524,-2619.841532,2210.956197,0.903618
1.5,5000,5,0,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,34,1.240639,3047.383493,1333.185904,-0.259361,-1952.616507,333.185904,0.984665
1.5,5000,5,0,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,38,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,39,0.782605,3058.965939,2481.877479,-0.717395,-1941.034061,1481.877479,0.970035
1.5,5000,5,0,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,41,0.783942,1757.829606,1989.693205,-0.716058,-3242.170394,989.693205,0.968228
1.5,5000,5,0,42,1.472445,2813.227052,2649.948500,-0.027555,-2186.772948,1649.948500,0.873859
1.5,5000,5,0,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,45,0.965521,7421.241086,166.909918,-0.534479,2421.241086,-833.090082,0.955364
1.5,5000,5,0,46,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,47,0.786315,5517.932588,1332.559390,-0.713685,517.932588,332.559390,0.915097
1.5,5000,5,0,48,1.026538,2072.999468,2012.392155,-0.473462,-2927.000532,1012.392155,0.906333
1.5,5000,5,0,49,0.786581,3115.823294,2579.822898,-0.713419,-1884.176706,1579.822898,0.973872
1.5,5000,5,0,50,0.842340,2027.688226,1386.368292,-0.657660,-2972.311774,386.368292,0.957630
1.5,5000,5,0,51,2.004235,4081.027753,1172.304290,0.504235,-918.972247,172.304290,0.992709
1.5,5000,5,0,52,1.859915,4462.558459,359.902251,0.359915,-537.441541,-640.097749,0.984013
1.5,5000,5,0,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,55,0.869174,6376.441940,506.599271,-0.630826,1376.441940,-493.400729,0.957904
1.5,5000,5,0,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,57,1.707107,3415.421200,2018.145945,0.207107,-1584.578800,1018.145945,0.999743
1.5,5000,5,0,58,1.266541,5664.885093,671.451822,-0.233459,664.885093,-328.548178,0.990744
1.5,5000,5,0,59,0.993496,3200.904944,3221.103196,-0.506504,-1799.095056,2221.103196,0.984096
1.5,5000,5,0,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,62,0.876493,3776.183154,1925.513132,-0.623507,-1223.816846,925.513132,0.995286
1.5,5000,5,0,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,65,1.685472,7319.013897,1290.498291,0.185472,2319.013897,290.498291,0.948177
1.5,5000,5,0,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,67,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,69,1.228857,3239.095269,1558.746435,-0.271143,-1760.904731,558.746435,0.989562
1.5,5000,5,0,70,0.440265,2415.124829,1283.251546,-1.059735,-2584.875171,283.251546,0.979253
1.5,5000,5,0,71,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,74,1.782001,3777.453319,777.589733,0.282001,-1222.546681,-222.410267,0.962640
1.5,5000,5,0,75,1.225362,3037.574778,3569.403911,-0.274638,-1962.425222,2569.403911,0.905254
1.5,5000,5,0,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,77,0.862412,5781.713479,2949.728398,-0.637588,781.713479,1949.728398,0.992769
1.5,5000,5,0,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,79,0.928919,1679.122697,4871.068534,-0.571081,-3320.877303,3871.068534,0.966654
1.5,5000,5,0,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,81,1.160964,6487.169278,2815.642556,-0.339036,1487.169278,1815.642556,0.970275
1.5,5000,5,0,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,84,0.814351,2043.771101,3817.878644,-0.685649,-2956.228899,2817.878644,0.837072
1.5,5000,5,0,85,0.628012,4320.977419,2313.602862,-0.871988,-679.022581,1313.602862,0.983503
1.5,5000,5,0,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,89,0.974729,4984.540766,1380.624373,-0.525271,-15.459234,380.624373,0.979302
1.5,5000,5,0,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,95,0.463477,1169.100677,3086.249725,-1.036523,-3830.899323,2086.249725,0.954083
1.5,5000,5,0,96,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,97,0.848221,1748.208295,896.879283,-0.651779,-3251.791705,-103.120717,0.976145
1.5,5000,5,0,98,1.037116,5320.659822,1792.030641,-0.462884,320.659822,792.030641,0.970575
1.5,5000,5,0,99,0.886471,3725.496194,1260.899094,-0.613529,-1274.503806,260.899094,0.980764
1.5,5000,5,0,100,2.156037,2786.460693,577.296678,0.656037,-2213.539307,-422.703322,0.930133
1.5,5000,5,0,101,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,102,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,103,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,104,0.737667,2728.464678,1230.777177,-0.762333,-2271.535322,230.777177,0.954158
1.5,5000,5,0,105,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,106,0.635925,3105.499665,2494.093266,-0.864075,-1894.500335,1494.093266,0.993720
1.5,5000,5,0,107,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,108,0.909452,4052.255561,6640.960116,-0.590548,-947.744439,5640.960116,0.921850
1.5,5000,5,0,109,1.513480,4349.599206,211.014706,0.013480,-650.400794,-788.985294,0.935048
1.5,5000,5,0,110,2.189956,3426.433768,1486.558038,0.689956,-1573.566232,486.558038,0.946585
1.5,5000,5,0,111,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,112,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,114,0.792912,3806.545620,2352.859487,-0.707088,-1193.454380,1352.859487,0.988355
1.5,5000,5,0,115,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,116,1.332467,2710.590001,1505.045939,-0.167533,-2289.409999,505.045939,0.993229
1.5,5000,5,0,117,1.075150,3487.481812,1225.310796,-0.424850,-1512.518188,225.310796,0.966352
1.5,5000,5,0,118,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,119,0.354541,367.204673,2286.989570,-1.145459,-4632.795327,1286.989570,0.996187
1.5,5000,5,0,120,1.398053,4132.905727,1663.057913,-0.101947,-867.094273,663.057913,0.952241
1.5,5000,5,0,121,1.115582,3781.601635,712.228280,-0.384418,-1218.398365,-287.771720,0.976453
1.5,5000,5,0,122,0.674098,2639.217816,2786.050128,-0.825902,-2360.782184,1786.050128,0.999104
1.5,5000,5,0,123,1.131030,3572.030715,2247.652692,-0.368970,-1427.969285,1247.652692,0.825541
1.5,5000,5,0,124,0.769816,4016.386306,806.612213,-0.730184,-983.613694,-193.387787,0.998233
1.5,5000,5,0,125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,126,0.693755,4194.464433,1422.367911,-0.806245,-805.535567,422.367911,0.983674
1.5,5000,5,0,127,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,128,0.941834,4758.164813,2690.240751,-0.558166,-241.835187,1690.240751,0.983529
1.5,5000,5,0,129,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,130,1.540111,2624.646572,1712.309896,0.040111,-2375.353428,712.309896,0.909873
1.5,5000,5,0,131,1.206895,4421.429975,2943.085799,-0.293105,-578.570025,1943.085799,0.991426
1.5,5000,5,0,132,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,133,3.725701,4614.760079,1789.281613,2.225701,-385.239921,789.281613,0.956605
1.5,5000,5,0,134,1.257518,3812.436723,571.726720,-0.242482,-1187.563277,-428.273280,0.989710
1.5,5000,5,0,135,0.704620,1368.059333,2920.648148,-0.795380,-3631.940667,1920.648148,0.934871
1.5,5000,5,0,136,0.777977,6163.071731,1417.744884,-0.722023,1163.071731,417.744884,0.979924
1.5,5000,5,0,137,0.656314,3198.386055,3676.190134,-0.843686,-1801.613945,2676.190134,0.897803
1.5,5000,5,0,138,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,139,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,140,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,141,0.774364,2732.428101,1453.355371,-0.725636,-2267.571899,453.355371,0.864361
1.5,5000,5,0,142,0.726395,1930.872803,2369.099649,-0.773605,-3069.127197,1369.099649,0.840100
1.5,5000,5,0,143,1.157326,3322.642657,2598.616822,-0.342674,-1677.357343,1598.616822,0.922614
1.5,5000,5,0,144,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,145,0.758782,4114.206570,3568.117970,-0.741218,-885.793430,2568.117970,0.992966
1.5,5000,5,0,146,1.007177,2598.597199,1305.606499,-0.492823,-2401.402801,305.606499,0.932964
1.5,5000,5,0,147,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,148,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,149,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,150,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,151,1.111727,3868.491016,751.340642,-0.388273,-1131.508984,-248.659358,0.920001
1.5,5000,5,0,152,1.667052,6808.054512,62.035099,0.167052,1808.054512,-937.964901,0.975903
1.5,5000,5,0,153,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,154,0.916790,2588.961230,1332.084440,-0.583210,-2411.038770,332.084440,0.957115
1.5,5000,5,0,155,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,156,0.439548,2015.556661,2408.850008,-1.060452,-2984.443339,1408.850008,0.797036
1.5,5000,5,0,157,1.103368,4051.341553,1546.031018,-0.396632,-948.658447,546.031018,0.909775
1.5,5000,5,0,158,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,159,0.628230,3836.084520,2327.030902,-0.871770,-1163.915480,1327.030902,0.968801
1.5,5000,5,0,160,0.597773,1246.554588,4877.315133,-0.902227,-3753.445412,3877.315133,0.877818
1.5,5000,5,0,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,162,1.748799,5284.202739,514.073109,0.248799,284.202739,-485.926891,0.972971
1.5,5000,5,0,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,164,0.294534,1549.713593,1866.434362,-1.205466,-3450.286407,866.434362,0.923025
1.5,5000,5,0,165,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,166,1.455486,4261.333326,1570.880544,-0.044514,-738.666674,570.880544,0.938925
1.5,5000,5,0,167,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,168,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,169,1.750588,4220.059051,1863.847990,0.250588,-779.940949,863.847990,0.998077
1.5,5000,5,0,170,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,171,0.547752,3005.013386,1465.167218,-0.952248,-1994.986614,465.167218,0.976178
1.5,5000,5,0,172,0.374091,2735.566771,3082.796191,-1.125909,-2264.433229,2082.796191,0.956758
1.5,5000,5,0,173,4.152994,7361.941154,99.177799,2.652994,2361.941154,-900.822201,0.959516
1.5,5000,5,0,174,1.414009,4189.712806,845.146868,-0.085991,-810.287194,-154.853132,0.956300
1.5,5000,5,0,175,0.343401,2871.038183,1971.844639,-1.156599,-2128.961817,971.844639,0.956726
1.5,5000,5,0,176,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,177,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,178,1.913608,3070.028739,3963.656206,0.413608,-1929.971261,2963.656206,0.937708
1.5,5000,5,0,179,0.712974,1958.548595,1596.027430,-0.787026,-3041.451405,596.027430,0.984503
1.5,5000,5,0,180,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,181,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,182,1.116554,6017.611202,2138.174149,-0.383446,1017.611202,1138.174149,0.972415
1.5,5000,5,0,183,0.383120,1561.034642,4840.630428,-1.116880,-3438.965358,3840.630428,0.936679
1.5,5000,5,0,184,0.651716,1988.983630,1821.568936,-0.848284,-3011.016370,821.568936,0.913960
1.5,5000,5,0,185,0.463698,4182.757807,1358.273132,-1.036302,-817.242193,358.273132,0.958091
1.5,5000,5,0,186,1.069272,3413.323480,892.619853,-0.430728,-1586.676520,-107.380147,0.942838
1.5,5000,5,0,187,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,188,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,189,1.607443,5938.744003,921.781918,0.107443,938.744003,-78.218082,0.997571
1.5,5000,5,0,190,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,191,0.426358,1138.861393,2618.694668,-1.073642,-3861.138607,1618.694668,0.982833
1.5,5000,5,0,192,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,193,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,194,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,195,0.852686,2793.451436,2943.504752,-0.647314,-2206.548564,1943.504752,0.997129
1.5,5000,5,0,196,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,197,0.791586,2928.489162,3042.174873,-0.708414,-2071.510838,2042.174873,0.960249
1.5,5000,5,0,198,2.004746,3284.247505,901.777066,0.504746,-1715.752495,-98.222934,0.924996
1.5,5000,5,0,199,1.766900,7487.256018,680.165435,0.266900,2487.256018,-319.834565,0.995821
1.5,5000,5,0,200,1.674371,2963.122155,2284.259926,0.174371,-2036.877845,1284.259926,0.984722
1.5,5000,5,0,201,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,202,1.064255,4919.995844,3470.869217,-0.435745,-80.004156,2470.869217,0.952371
1.5,5000,5,0,203,2.054767,3392.383358,188.735020,0.554767,-1607.616642,-811.264980,0.989455
1.5,5000,5,0,204,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,205,1.363126,4759.228775,728.058616,-0.136874,-240.771225,-271.941384,0.906513
1.5,5000,5,0,206,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,207,1.841486,1075.651345,1507.895302,0.341486,-3924.348655,507.895302,0.969107
1.5,5000,5,0,208,0.801689,3508.767774,3713.174046,-0.698311,-1491.232226,2713.174046,0.959508
1.5,5000,5,0,209,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,210,1.213512,6895.159510,157.791984,-0.286488,1895.159510,-842.208016,0.846422
1.5,5000,5,0,211,0.606333,2190.595600,1465.025134,-0.893667,-2809.404400,465.025134,0.984633
1.5,5000,5,0,212,1.520872,4075.740924,888.352861,0.020872,-924.259076,-111.647139,0.990367
1.5,5000,5,0,213,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,214,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,215,1.346699,6244.753178,54.282403,-0.153301,1244.753178,-945.717597,0.968923
1.5,5000,5,0,216,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,217,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,218,0.705474,2194.273398,3208.205543,-0.794526,-2805.726602,2208.205543,0.973440
1.5,5000,5,0,219,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,220,0.588072,3621.024922,2871.295915,-0.911928,-1378.975078,1871.295915,0.966359
1.5,5000,5,0,221,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,222,2.473027,5859.436443,1450.837928,0.973027,859.436443,450.837928,0.990459
1.5,5000,5,0,223,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,224,1.027572,5512.847462,3123.879219,-0.472428,512.847462,2123.879219,0.980008
1.5,5000,5,0,225,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,226,0.961136,4996.709584,1871.527647,-0.538864,-3.290416,871.527647,0.943103
1.5,5000,5,0,227,1.543647,884.640299,2648.782007,0.043647,-4115.359701,1648.782007,0.969094
1.5,5000,5,0,228,1.557326,2999.984725,794.431094,0.057326,-2000.015275,-205.568906,0.929947
1.5,5000,5,0,229,1.523924,3032.440358,1117.754349,0.023924,-1967.559642,117.754349,0.997524
1.5,5000,5,0,230,0.398482,3847.672682,2750.197367,-1.101518,-1152.327318,1750.197367,0.922597
1.5,5000,5,0,231,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,232,0.662562,2243.593989,3127.806884,-0.837438,-2756.406011,2127.806884,0.935848
1.5,5000,5,0,233,1.157020,5442.190206,1590.018193,-0.342980,442.190206,590.018193,0.959025
1.5,5000,5,0,234,1.265057,3197.974410,1297.246470,-0.234943,-1802.025590,297.246470,0.977285
1.5,5000,5,0,235,0.676648,1808.656451,1369.281230,-0.823352,-3191.343549,369.281230,0.791429
1.5,5000,5,0,236,0.843112,5176.070453,1219.504386,-0.656888,176.070453,219.504386,0.944065
1.5,5000,5,0,237,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,238,0.981809,2861.268996,1648.684851,-0.518191,-2138.731004,648.684851,0.966601
1.5,5000,5,0,239,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,240,3.467746,5356.621422,23.077928,1.967746,356.621422,-976.922072,0.949906
1.5,5000,5,0,241,0.883433,1854.772087,1377.821287,-0.616567,-3145.227913,377.821287,0.991419
1.5,5000,5,0,242,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,243,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,244,1.762048,5182.733170,2694.988406,0.262048,182.733170,1694.988406,0.908757
1.5,5000,5,0,245,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,246,0.633539,3015.850307,2664.383940,-0.866461,-1984.149693,1664.383940,0.915467
1.5,5000,5,0,247,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,248,0.361323,1214.527011,1214.942757,-1.138677,-3785.472989,214.942757,0.923039
1.5,5000,5,0,249,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,250,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,251,1.571478,4110.321657,3108.636745,0.071478,-889.678343,2108.636745,0.983276
1.5,5000,5,0,252,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,253,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,254,0.370588,1178.369118,2738.072581,-1.129412,-3821.630882,1738.072581,0.907896
1.5,5000,5,0,255,0.551908,4477.652317,1316.995212,-0.948092,-522.347683,316.995212,0.989891
1.5,5000,5,0,256,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,257,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,258,1.585566,2905.474683,3272.113390,0.085566,-2094.525317,2272.113390,0.965551
1.5,5000,5,0,259,0.508577,3670.005075,2080.004553,-0.991423,-1329.994925,1080.004553,0.906994
1.5,5000,5,0,260,0.759564,2619.321054,973.772619,-0.740436,-2380.678946,-26.227381,0.927413
1.5,5000,5,0,261,0.978174,3247.946068,1699.296194,-0.521826,-1752.053932,699.296194,0.933806
1.5,5000,5,0,262,1.497702,5776.056290,278.400900,-0.002298,776.056290,-721.599100,0.971540
1.5,5000,5,0,263,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,264,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,265,2.477168,3776.480495,1597.320635,0.977168,-1223.519505,597.320635,0.966970
1.5,5000,5,0,266,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,267,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.5,5000,5,0,268,0.985838,2774.219083,2339.422611,-0.514162,-2225.780917,1339.422611,0.963226
