beta_true,eta_true,sample_size,offset_value,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,200,5,0,1,1.689724,137.471188,1011.936158,-0.310276,-62.528812,11.936158,0.958380
2.0,200,5,0,2,3.489554,285.944458,874.640181,1.489554,85.944458,-125.359819,0.559900
2.0,200,5,0,3,0.705227,50.347751,1069.225158,-1.294773,-149.652249,69.225158,0.998796
2.0,200,5,0,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,200,5,0,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,200,5,0,6,0.963280,81.374468,1098.883236,-1.036720,-118.625532,98.883236,0.950890
2.0,200,5,0,7,1.250898,71.572072,1128.898293,-0.749102,-128.427928,128.898293,0.986658
2.0,200,5,0,8,14.999996,876.493327,285.393055,12.999996,676.493327,-714.606945,0.817055
2.0,200,5,0,9,1.600636,158.834643,1061.802896,-0.399364,-41.165357,61.802896,0.927187
2.0,200,5,0,10,0.562375,47.485742,1120.631105,-1.437625,-152.514258,120.631105,0.971334
2.0,200,5,0,11,2.258428,198.383398,983.670172,0.258428,-1.616602,-16.329828,0.973229
2.0,200,5,0,12,1.356520,202.673187,1020.512450,-0.643480,2.673187,20.512450,0.827699
2.0,200,5,0,13,0.611480,55.184097,1201.630335,-1.388520,-144.815903,201.630335,0.990466
2.0,200,5,0,14,14.999993,1162.600507,89.724529,12.999993,962.600507,-910.275471,0.834309
2.0,200,5,0,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,200,5,0,16,1.299857,113.485979,1007.976035,-0.700143,-86.514021,7.976035,0.989347
2.0,200,5,0,17,0.642052,62.850827,1089.323189,-1.357948,-137.149173,89.323189,0.974717
2.0,200,5,0,18,1.108356,275.259156,1008.609032,-0.891644,75.259156,8.609032,0.939624
2.0,200,5,0,19,0.768180,141.884720,1041.292845,-1.231820,-58.115280,41.292845,0.974770
2.0,200,5,0,20,0.712995,141.805554,1035.549806,-1.287005,-58.194446,35.549806,0.994428
2.0,200,5,0,21,14.903382,1078.373606,50.874731,12.903382,878.373606,-949.125269,0.853613
2.0,200,5,0,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,200,5,0,23,14.812189,1223.465201,32.808554,12.812189,1023.465201,-967.191446,0.934393
2.0,200,5,0,24,14.603128,579.973418,578.206626,12.603128,379.973418,-421.793374,0.979365
2.0,200,5,0,25,1.321076,110.337487,1148.894781,-0.678924,-89.662513,148.894781,0.949765
2.0,200,5,0,26,4.210770,324.908237,882.933515,2.210770,124.908237,-117.066485,0.953620
2.0,200,5,0,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,200,5,0,28,1.520131,95.907541,1057.093982,-0.479869,-104.092459,57.093982,0.882833
2.0,200,5,0,29,14.763176,797.020641,508.893900,12.763176,597.020641,-491.106100,0.945755
2.0,200,5,0,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,200,5,0,31,14.999995,1016.469962,164.934072,12.999995,816.469962,-835.065928,0.951395
2.0,200,5,0,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,200,5,0,33,1.629437,210.668598,1038.834261,-0.370563,10.668598,38.834261,0.961670
2.0,200,5,0,34,6.305080,327.474094,869.085015,4.305080,127.474094,-130.914985,0.974597
2.0,200,5,0,35,0.699249,152.581690,1034.494944,-1.300751,-47.418310,34.494944,0.976577
2.0,200,5,0,36,14.999993,1065.402384,227.148011,12.999993,865.402384,-772.851989,0.826352
2.0,200,5,0,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,200,5,0,38,1.407312,85.384718,1062.690196,-0.592688,-114.615282,62.690196,0.976528
