beta_true,eta_true,sample_size,offset_value,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
7,200,5,0.15,1,2.428584,38.511144,1145.696436,-4.571416,-161.488856,145.696436,0.686838
7,200,5,0.15,2,1.771780,104.322929,1087.361864,-5.228220,-95.677071,87.361864,0.938153
7,200,5,0.15,3,1.098013,3.445837,1165.163182,-5.901987,-196.554163,165.163182,0.987697
7,200,5,0.15,4,1.740063,72.298567,1118.817733,-5.259937,-127.701433,118.817733,0.978872
7,200,5,0.15,5,1.410174,52.091336,1125.960351,-5.589826,-147.908664,125.960351,0.981148
7,200,5,0.15,6,2.229528,113.085419,1070.768863,-4.770472,-86.914581,70.768863,0.923996
7,200,5,0.15,7,2.014321,64.921117,1136.306078,-4.985679,-135.078883,136.306078,0.946710
7,200,5,0.15,8,3.054158,102.436569,1109.027133,-3.945842,-97.563431,109.027133,0.790898
7,200,5,0.15,9,3.531708,112.893274,1071.968055,-3.468292,-87.106726,71.968055,0.289590
7,200,5,0.15,10,1.399893,65.445908,1125.969964,-5.600107,-134.554092,125.969964,0.873764
7,200,5,0.15,11,2.194860,87.826401,1132.032999,-4.805140,-112.173599,132.032999,0.969670
7,200,5,0.15,12,2.791966,128.211880,1070.312565,-4.208034,-71.788120,70.312565,0.876259
7,200,5,0.15,13,3.047242,100.946515,1105.315749,-3.952758,-99.053485,105.315749,0.819626
7,200,5,0.15,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,200,5,0.15,15,1.282571,18.562189,1174.663551,-5.717429,-181.437811,174.663551,0.886359
7,200,5,0.15,16,2.183811,120.584993,1071.952895,-4.816189,-79.415007,71.952895,0.977481
7,200,5,0.15,17,2.965783,201.929334,1003.686343,-4.034217,1.929334,3.686343,0.748557
7,200,5,0.15,18,0.485028,19.857546,1154.541252,-6.514972,-180.142454,154.541252,0.992109
7,200,5,0.15,19,2.818464,180.701453,1007.298763,-4.181536,-19.298547,7.298763,0.835849
7,200,5,0.15,20,1.225274,26.637670,1156.721221,-5.774726,-173.362330,156.721221,0.947229
7,200,5,0.15,21,1.972367,41.257394,1169.332357,-5.027633,-158.742606,169.332357,0.898323
7,200,5,0.15,22,1.659137,35.246841,1196.600414,-5.340863,-164.753159,196.600414,0.763211
7,200,5,0.15,23,2.015232,75.723798,1119.248601,-4.984768,-124.276202,119.248601,0.992006
7,200,5,0.15,24,2.780236,106.063065,1101.303789,-4.219764,-93.936935,101.303789,0.918484
7,200,5,0.15,25,2.980424,122.755404,1069.813255,-4.019576,-77.244596,69.813255,0.804647
7,200,5,0.15,26,2.894016,120.255636,1083.100875,-4.105984,-79.744364,83.100875,0.836021
7,200,5,0.15,27,0.806755,31.287322,1155.400563,-6.193245,-168.712678,155.400563,0.907107
7,200,5,0.15,28,2.451421,37.107558,1160.891931,-4.548579,-162.892442,160.891931,0.731206
7,200,5,0.15,29,1.301749,55.071488,1130.769543,-5.698251,-144.928512,130.769543,0.981436
7,200,5,0.15,30,2.734192,103.443787,1109.082318,-4.265808,-96.556213,109.082318,0.905740
7,200,5,0.15,31,2.803320,77.127364,1127.706964,-4.196680,-122.872636,127.706964,0.908107
7,200,5,0.15,32,1.224899,85.359935,1103.741697,-5.775101,-114.640065,103.741697,0.934722
7,200,5,0.15,33,2.934597,126.100837,1076.066221,-4.065403,-73.899163,76.066221,0.814074
7,200,5,0.15,34,2.890145,116.464609,1086.086463,-4.109855,-83.535391,86.086463,0.821157
7,200,5,0.15,35,1.647888,75.360035,1115.452371,-5.352112,-124.639965,115.452371,0.926166
7,200,5,0.15,36,1.244242,49.698934,1160.662731,-5.755758,-150.301066,160.662731,0.983401
7,200,5,0.15,37,2.868958,50.399912,1147.287533,-4.131042,-149.600088,147.287533,0.613282
7,200,5,0.15,38,2.629291,133.329867,1060.312783,-4.370709,-66.670133,60.312783,0.901200
7,200,5,0.15,39,1.325961,48.037001,1127.352943,-5.674039,-151.962999,127.352943,0.766014
7,200,5,0.15,40,2.231294,37.309333,1163.596587,-4.768706,-162.690667,163.596587,0.812098
7,200,5,0.15,41,1.796383,91.981965,1114.486714,-5.203617,-108.018035,114.486714,0.984773
7,200,5,0.15,42,1.133681,67.061781,1134.627768,-5.866319,-132.938219,134.627768,0.989393
7,200,5,0.15,43,2.868868,162.278293,1035.013034,-4.131132,-37.721707,35.013034,0.792965
7,200,5,0.15,44,0.817216,34.268962,1163.099514,-6.182784,-165.731038,163.099514,0.989859
7,200,5,0.15,45,1.214932,36.480286,1170.970880,-5.785068,-163.519714,170.970880,0.965063
7,200,5,0.15,46,1.663586,81.287477,1101.614462,-5.336414,-118.712523,101.614462,0.869755
7,200,5,0.15,47,2.611781,31.546040,1178.469700,-4.388219,-168.453960,178.469700,0.832116
7,200,5,0.15,48,1.157347,36.959043,1149.183824,-5.842653,-163.040957,149.183824,0.966521
7,200,5,0.15,49,2.920684,73.998374,1129.192238,-4.079316,-126.001626,129.192238,0.899747
7,200,5,0.15,50,3.052477,102.867684,1097.254667,-3.947523,-97.132316,97.254667,0.805403
7,200,5,0.15,51,1.787876,56.051647,1142.551941,-5.212124,-143.948353,142.551941,0.996192
7,200,5,0.15,52,0.947796,70.516431,1112.188882,-6.052204,-129.483569,112.188882,0.966032
7,200,5,0.15,53,2.445154,99.434182,1114.948269,-4.554846,-100.565818,114.948269,0.962750
7,200,5,0.15,54,2.283008,102.901311,1094.454390,-4.716992,-97.098689,94.454390,0.976903
7,200,5,0.15,55,0.816555,25.943693,1146.698833,-6.183445,-174.056307,146.698833,0.829205
7,200,5,0.15,56,3.096751,135.388443,1054.201271,-3.903249,-64.611557,54.201271,0.707432
7,200,5,0.15,57,2.632852,154.652075,1054.298089,-4.367148,-45.347925,54.298089,0.887241
7,200,5,0.15,58,2.018188,37.740825,1174.798564,-4.981812,-162.259175,174.798564,0.914386
7,200,5,0.15,59,1.486500,42.908515,1168.379751,-5.513500,-157.091485,168.379751,0.925737
7,200,5,0.15,60,0.996174,53.484638,1132.911459,-6.003826,-146.515362,132.911459,0.982789
7,200,5,0.15,61,2.557877,103.712975,1094.843902,-4.442123,-96.287025,94.843902,0.962213
7,200,5,0.15,62,1.508106,45.824800,1145.364013,-5.491894,-154.175200,145.364013,0.955188
7,200,5,0.15,63,2.204559,105.730302,1076.199413,-4.795441,-94.269698,76.199413,0.933220
7,200,5,0.15,64,0.989596,42.983345,1133.919546,-6.010404,-157.016655,133.919546,0.957053
7,200,5,0.15,65,1.784139,79.897046,1135.693720,-5.215861,-120.102954,135.693720,0.997652
7,200,5,0.15,66,1.705098,111.102650,1094.674855,-5.294902,-88.897350,94.674855,0.935481
7,200,5,0.15,67,0.957016,39.145826,1145.693467,-6.042984,-160.854174,145.693467,0.974656
7,200,5,0.15,68,0.930981,26.976050,1160.275819,-6.069019,-173.023950,160.275819,0.991862
7,200,5,0.15,69,2.581282,147.971024,1065.125845,-4.418718,-52.028976,65.125845,0.879063
