seed,pooled_J1,J1_n7,J1_n10,J1_n20,n_samples,endpoint_rate,failure_rate
42,0.5497564385200201,0.6607295652624967,0.5556831286786456,0.40168286890604876,45000,0.49848888888888887,0.0
2026,0.5519473100158948,0.6694833305789871,0.5521350572888319,0.4010940633951989,45000,0.44575555555555557,0.0
3407,0.5532015599509352,0.6690022434888301,0.5550022790238499,0.4031183030844537,45000,0.5228,0.0
