sim_id,est_beta,est_eta,est_gamma,r_squared,has_intersection,gradient_type,grad_min,grad_max,sigma_min_min,sigma_min_max
406,2.106306,1064.728397,1109.756124,0.973582,True,normal,0.000593,1.122083,43.727864,268.975015
407,1.015018,558.141473,1364.147984,0.975146,True,normal,-0.139502,1.781124,94.074201,141.731477
408,1.109043,726.338985,1472.522176,0.963641,True,normal,-0.193792,2.304208,120.090007,210.235069
409,1.362881,713.112227,1072.618564,0.875337,True,normal,-0.068698,1.282920,192.694002,269.032548
410,2.929717,1504.811813,947.522357,0.719929,True,normal,0.041336,0.381777,179.852171,407.284443
411,1.702738,738.019523,1346.850683,0.878697,True,normal,0.003163,1.501690,102.274158,260.881126
412,1.915481,1302.180314,820.281086,0.980176,True,normal,-0.002304,1.409053,68.512039,352.627092
413,2.901537,985.348541,976.090907,0.766226,True,normal,0.023823,0.409424,93.362825,258.207681
414,2.104829,1401.730209,761.919027,0.958936,True,normal,0.020619,1.025671,92.249419,377.238213
415,0.928104,473.424632,1215.936193,0.934076,True,normal,-0.379915,0.987994,145.764279,238.959737
416,1.252599,415.989034,1279.533873,0.940542,True,normal,-0.185928,1.297904,83.847048,156.183336
417,0.976388,911.375766,1056.464411,0.978330,True,normal,-0.350029,3.705183,151.369124,289.284283
418,1.052910,971.123337,1378.269735,0.961567,True,normal,-0.014338,3.139942,194.259416,322.446467
419,1.537557,828.457884,1021.118570,0.942060,True,normal,-0.044694,1.417410,132.500055,254.707250
420,1.669175,651.068802,1197.885565,0.955800,True,normal,-0.052273,1.244450,84.805394,180.847123
421,0.872834,737.989759,1187.454521,0.995565,True,normal,-0.699099,4.360832,64.411807,246.185864
422,1.026327,711.907517,1362.689619,0.992734,True,normal,-0.245057,3.288165,62.938089,168.590649
423,1.356273,797.926730,1508.661549,0.924262,True,normal,-0.009169,1.573363,173.164983,274.316987
424,1.847580,747.034845,1179.116866,0.975671,True,normal,-0.014696,1.368504,54.414723,195.030197
425,1.612698,627.947598,1420.500076,0.968560,True,normal,-0.001284,1.643546,60.699529,170.052461
426,1.575571,542.587623,1464.449824,0.976435,True,normal,-0.052008,1.480064,52.868710,136.240879
427,0.927050,604.492655,1276.810883,0.912650,True,normal,-0.085125,1.329101,172.962499,212.046052
428,1.521026,802.407171,1151.585780,0.920531,True,normal,-0.000568,1.994501,119.944481,280.486085
429,1.794569,777.246927,1179.015554,0.900750,True,normal,-0.001023,1.011079,127.769582,245.272184
430,4.788777,2039.048273,0.000000,0.776953,False,below_offset,-0.534728,-0.005741,133.144002,213.322313
431,1.284069,1493.104222,950.728548,0.982394,True,normal,-0.038117,3.534378,146.243022,476.437496
432,2.375813,1447.282118,1037.767805,0.927491,True,normal,0.016160,0.730527,102.922830,374.011264
433,1.405757,549.543544,1178.345303,0.872774,True,normal,0.004944,1.538331,118.904780,213.112346
434,6.364858,2099.179508,0.000000,0.691240,False,below_offset,-0.867144,-0.006713,85.304807,197.061247
435,1.611995,1025.669303,1201.658119,0.954105,True,normal,0.005796,1.851016,111.713320,323.358036
436,1.983428,711.534828,1135.840919,0.990991,True,normal,-0.024966,1.422957,22.194714,167.699071
437,2.310258,1045.410354,941.957794,0.958646,True,normal,0.016799,0.877904,38.518183,260.382922
438,1.027661,654.805106,1351.589291,0.960134,True,normal,-0.205345,2.457077,127.429164,226.433656
439,1.987742,1191.985203,884.747918,0.980774,True,normal,-0.003181,1.303682,51.825105,306.594286
440,1.249995,763.097759,1277.344849,0.928437,True,normal,-0.027321,2.577248,141.765664,268.965482
441,2.194417,1551.148392,665.265435,0.955592,True,normal,0.029217,0.922786,104.204314,406.801155
442,1.048575,600.767153,1402.587958,0.961430,True,normal,-0.038992,1.727580,127.514961,181.248090
443,2.200239,1157.075558,915.777276,0.926653,True,normal,0.009406,0.810484,106.330402,321.602634
444,1.559094,980.770416,975.474518,0.902104,True,normal,0.013503,2.007789,156.026642,366.675174
445,0.830963,701.717668,1037.673987,0.957867,True,normal,-0.108097,1.969598,178.757648,228.984375
446,1.659009,1319.173532,928.634463,0.967714,True,normal,-0.037482,1.492192,137.533034,380.440617
447,1.171061,702.414994,1266.510010,0.948398,True,normal,-0.250699,1.819978,152.303454,282.109844
448,1.943464,1101.098851,1048.807967,0.843547,True,normal,0.018505,1.012221,159.054013,395.093780
449,1.075003,474.587538,1727.920716,0.976271,True,normal,-0.296827,0.986573,69.259276,164.526567
450,2.692562,896.154808,1370.001471,0.806036,True,normal,0.006131,0.468026,91.862564,239.973523
451,1.201538,538.281665,1457.575374,0.986663,True,normal,-0.093313,2.021367,51.469001,122.929876
452,1.457699,1118.355541,956.284309,0.912263,True,normal,0.008562,1.933350,204.747026,421.478041
453,2.215449,1176.834114,1120.710054,0.853615,True,normal,0.015416,0.660333,155.066746,355.820871
454,2.895113,845.920001,1378.149140,0.647886,True,normal,0.005984,0.370792,112.982118,240.415864
455,1.742934,1165.324386,893.399163,0.846301,True,normal,-0.018809,0.902157,261.642133,409.574734
456,1.949561,966.701553,1148.876571,0.920475,True,normal,0.010791,1.082629,98.483857,304.425000
457,0.840089,457.333119,1296.751544,0.969672,True,normal,-0.190803,0.448987,97.371532,131.178785
458,1.171306,801.204778,1270.177517,0.983931,True,normal,-0.218448,2.823714,89.164415,225.456137
459,1.460915,1151.485631,964.916231,0.997051,True,normal,-0.148790,2.595788,42.786964,314.560274
460,1.388268,684.897371,1237.902584,0.940636,True,normal,-0.006667,2.343694,97.659187,223.073326
461,1.021302,737.275720,1258.312983,0.954585,True,normal,-0.257103,2.294888,173.488552,277.513895
462,1.210180,771.403960,1329.688274,0.953682,True,normal,-0.030884,2.636216,132.751788,253.444013
463,1.846688,1309.540706,868.536747,0.933067,True,normal,0.022909,1.229640,151.094780,414.771119
464,1.090518,407.264030,1230.483428,0.900574,True,normal,-0.054011,1.293423,101.761963,137.225324
465,1.613931,960.622837,972.501213,0.617596,True,normal,0.023411,1.346204,292.932489,492.283126
466,2.050524,1330.009240,902.655350,0.960690,True,normal,-0.008634,0.999609,109.659721,353.446882
467,1.201039,802.726842,1054.753937,0.994425,True,normal,-0.192959,3.339568,53.300999,217.874847
468,0.978701,748.077141,1258.700167,0.975864,True,normal,-0.091185,2.873942,127.804972,211.853743
469,1.273076,569.776063,1201.234946,0.933631,True,normal,0.001008,1.957230,96.054492,183.931588
470,4.406996,901.047730,977.931646,-3.095750,False,below_offset,0.039432,0.196767,183.853025,308.853105
471,1.852316,1310.627516,831.666693,0.935669,True,normal,-0.025283,1.025645,177.105064,384.340913
472,1.891663,801.478699,1092.163898,0.976251,True,normal,-0.009926,1.328833,52.722763,207.182427
473,2.047460,916.636295,958.322393,0.953507,True,normal,-0.000242,1.042014,69.461242,249.693758
474,1.435076,628.325935,1478.246694,0.762908,True,normal,0.003123,1.347906,173.725221,283.287467
475,1.778145,1218.632098,806.112683,0.957571,True,normal,-0.034931,1.214438,134.893490,344.026287
476,1.851735,957.775738,805.218392,0.916694,True,normal,0.009365,1.137395,124.434184,317.805485
477,1.723755,619.659900,1258.771946,0.960930,True,normal,-0.004118,1.572807,59.517129,179.638172
478,1.245604,606.653810,1399.302843,0.905091,True,normal,-0.023984,1.968666,124.601639,211.932041
479,1.379047,1080.564891,816.736335,0.983974,True,normal,-0.060506,2.612439,102.385817,331.735688
480,1.882644,1091.853478,1109.540775,0.965569,True,normal,-0.020950,1.196189,96.103587,293.294635
481,1.168222,1018.534366,953.117776,0.987333,True,normal,-0.280514,3.032942,105.221184,302.577370
482,2.100231,1345.749196,937.364191,0.814716,True,normal,0.031735,0.802202,204.987137,477.853994
483,1.312330,697.965178,1368.539473,0.912310,True,normal,-0.028635,2.139393,138.019008,250.360059
484,0.925856,402.353998,1699.786766,0.949486,True,normal,-0.052183,0.306102,93.493422,110.937926
485,1.790791,1031.576736,885.175666,0.950141,True,normal,0.002908,1.300774,106.248617,304.951242
486,2.186202,1082.690680,753.612921,0.866492,True,normal,0.031167,0.745677,140.280004,347.802472
487,1.805158,731.940169,1340.108246,0.980662,True,normal,-0.005174,1.651932,40.904422,191.079928
488,2.015305,954.299410,887.815300,0.965468,True,normal,-0.000234,1.122358,62.804186,253.173103
489,1.640214,1223.880830,943.801154,0.916341,True,normal,0.007987,1.737000,162.787793,432.307210
490,1.616711,1062.211241,1053.812633,0.949117,True,normal,-0.002855,1.829035,123.152039,346.426336
491,1.257128,899.224071,1076.493580,0.933102,True,normal,-0.030142,2.709884,173.482923,331.385201
492,2.464591,555.382147,1441.095310,0.874825,True,normal,0.004384,0.598404,41.392335,146.016922
493,2.162056,1038.564397,1381.393656,0.913970,True,normal,0.003302,0.796007,105.068615,287.225270
494,1.651600,929.402368,946.863067,0.944247,True,normal,0.010125,1.827549,98.446662,301.292565
495,1.458490,880.275418,1421.143625,0.958086,True,normal,-0.062291,1.586158,132.974849,261.712604
496,2.918157,1032.727276,987.699179,0.771297,True,normal,0.024048,0.411281,97.432219,269.927604
497,1.761114,954.995622,1282.634293,0.967627,True,normal,-0.005974,1.440530,84.097047,261.852194
498,1.444022,820.820839,1139.805333,0.980499,True,normal,-0.080572,2.065573,81.414949,230.385629
499,1.690778,1132.206015,919.636707,0.981056,True,normal,-0.018840,1.784005,82.690423,322.328988
500,1.988903,832.414800,1008.043220,0.852272,True,normal,0.014318,0.929641,110.450830,287.692161
501,1.603957,865.602036,930.349819,0.961565,True,normal,0.003999,2.048356,83.252541,269.400304
502,4.280708,1858.350077,0.000000,0.701522,False,below_offset,-0.364263,-0.018033,162.628122,263.971716
503,2.631290,1225.024639,759.406760,0.863969,True,normal,0.039045,0.537948,107.721135,320.751276
504,1.185676,550.942784,1352.112552,0.953045,True,normal,-0.017136,1.758381,99.337874,163.706218
505,1.802411,740.182092,940.368057,0.897879,True,normal,-0.034708,0.921986,132.497312,229.027201
506,0.869659,590.416559,1036.838945,0.983608,True,normal,-0.450678,2.814719,95.248137,190.196221
507,1.371707,975.657511,963.613492,0.961724,True,normal,-0.136693,1.809108,146.528918,298.868151
508,0.941413,545.962196,1393.768390,0.982967,True,normal,-0.409887,1.470491,85.507306,183.604745
509,2.307204,725.145022,1322.468839,0.858888,True,normal,0.007910,0.619073,77.300868,214.235513
510,1.769867,1044.960048,900.359669,0.874996,True,normal,-0.002808,1.055227,193.019855,378.426267
511,1.729495,836.237404,1108.955313,0.950123,True,normal,0.001853,1.421060,87.987816,246.414588
512,1.746360,435.210073,1185.319273,0.920318,True,normal,0.002614,1.338695,48.114198,135.918050
513,1.103768,510.966063,1143.965098,0.917626,True,normal,-0.058156,1.596234,140.389845,184.714395
514,0.927951,612.308827,1166.530100,0.959372,True,normal,-0.431208,2.329075,131.425185,258.056314
515,0.875897,298.253101,1706.712173,0.969285,True,normal,-0.158538,0.205079,56.341643,85.726504
516,2.994241,1147.787945,992.925040,0.686969,True,normal,0.028681,0.364524,131.443935,310.359722
517,3.402166,732.200540,921.856658,0.364742,True,normal,0.020875,0.274160,92.715422,204.335435
518,1.882607,1216.328695,825.147515,0.932268,True,normal,-0.010517,1.009879,158.899541,356.277671
519,1.619825,853.114229,1195.360662,0.879772,True,normal,-0.015678,1.220280,182.464839,319.095361
520,1.832748,760.505328,919.993116,0.964826,True,normal,0.000677,1.470999,55.604077,216.760836
521,1.127348,536.899079,1642.004484,0.961706,True,normal,-0.044553,1.270860,95.399313,140.523472
522,1.359238,494.865536,1461.068410,0.956606,True,normal,-0.121660,1.379683,81.259621,139.449293
523,0.931877,767.820124,1118.081164,0.981713,True,normal,-0.225359,3.871334,115.746496,219.326696
524,1.896229,705.079557,1280.223296,0.913133,True,normal,-0.023708,0.907171,104.772331,201.948696
525,1.757845,799.870653,1445.594595,0.877230,True,normal,-0.002323,1.210034,133.044865,283.053176
526,0.808753,472.246543,1109.211314,0.955362,True,normal,-0.405278,0.669294,127.621162,208.531833
527,1.941245,1702.591393,585.892320,0.988569,True,normal,-0.019385,1.442747,67.899205,440.605522
528,0.987294,612.703107,1307.271472,0.950172,True,normal,-0.430862,1.906102,143.104580,304.542204
529,1.435342,984.619555,1152.502922,0.982154,True,normal,-0.015801,2.628440,87.371129,286.771669
530,1.208025,472.756736,1602.775046,0.977481,True,normal,-0.120588,1.440313,60.447539,107.825431
531,1.383237,952.564581,1293.093555,0.978420,True,normal,-0.082474,2.198887,102.611204,273.066728
532,1.563548,462.132516,1350.602027,0.951686,True,normal,-0.046545,1.214048,67.103732,125.694397
533,1.644414,744.115592,1265.832122,0.966742,True,normal,-0.035172,1.444495,80.836001,202.903743
534,1.588348,1320.271999,810.404077,0.915828,True,normal,0.020068,1.511376,218.915450,467.335590
535,2.005734,670.727761,1242.489338,0.938616,True,normal,-0.000324,0.961523,67.548071,182.939875
536,1.711918,1008.932838,868.821933,0.940410,True,normal,-0.046429,1.161902,146.298213,299.599439
537,1.180513,321.018376,1395.936378,0.811056,True,normal,-0.000108,0.437007,98.402471,119.634679
538,1.782916,778.149231,1423.668371,0.973314,True,normal,-0.003020,1.636630,53.223700,211.821828
539,0.986212,485.811701,1290.390943,0.917677,True,normal,-0.102326,1.213383,124.693235,163.735448
540,1.440796,892.964241,1271.941962,0.977705,True,normal,-0.047512,2.285299,94.068133,262.595348
541,1.388618,659.628404,1540.517768,0.943762,True,normal,-0.081156,1.427284,119.844031,198.884868
542,2.332313,1036.269917,972.882088,0.927054,True,normal,0.020605,0.767146,66.220913,275.887672
543,0.968291,744.767668,1196.800904,0.920146,True,normal,-0.343380,2.269417,207.443715,355.930943
544,1.530090,276.386869,1349.483842,0.890113,True,normal,0.000610,0.768676,47.991708,85.617003
545,3.032523,2137.427037,0.000000,0.539417,False,below_offset,-4.221019,-0.063884,96.378403,554.568543
546,1.807495,1292.371168,999.893432,0.930350,True,normal,-0.005438,1.113978,171.156267,386.842614
547,2.124742,1249.048775,725.505845,0.923681,True,normal,0.005397,0.820155,138.322762,349.487065
548,1.310783,297.263636,1495.511609,0.959875,True,normal,-0.004326,0.519603,45.313666,63.081963
549,1.761139,1121.063952,950.728631,0.969526,True,normal,-0.007117,1.412780,100.215916,313.933108
550,1.142642,535.462288,1128.925152,0.989455,True,normal,-0.241480,2.670033,51.277990,133.949676
551,2.406384,1167.737708,850.075492,0.884107,True,normal,0.028854,0.634520,113.265490,326.365091
552,1.771081,867.662319,1041.150671,0.948324,True,normal,-0.013042,1.234688,102.910707,249.764555
553,2.192806,1275.309518,941.616997,0.883307,True,normal,0.026827,0.750612,150.914346,391.776585
554,1.684264,723.852517,1052.959138,0.957245,True,normal,0.002038,1.770269,66.797404,218.670741
555,1.777094,1318.182182,885.542430,0.935756,True,normal,0.012490,1.346327,155.119644,425.633334
556,0.698439,397.977013,1425.030910,0.968973,False,below_offset,-0.174521,0.196347,93.823830,134.924673
557,2.491719,1177.481018,981.167843,0.921559,True,normal,0.020753,0.668701,72.010003,298.615189
558,0.675240,627.688196,1337.060436,0.922741,True,normal,-0.376992,0.341858,209.266370,343.387718
559,0.908291,637.048926,1283.730850,0.941122,True,normal,-0.271878,2.190846,142.640939,257.729801
560,1.562822,555.829503,1176.597250,0.935558,True,normal,-0.065784,1.188197,97.827039,167.660727
561,1.069638,957.278435,1129.166651,0.946422,True,normal,-0.008918,3.678882,204.056589,349.228555
562,0.841198,490.138076,1156.569348,0.972640,True,normal,-0.296426,0.794216,100.682743,161.994491
563,1.876076,989.664808,848.107705,0.983049,True,normal,-0.013910,1.417811,54.075260,256.744840
564,0.684376,394.342157,1309.484388,0.976079,False,below_offset,-0.469995,0.150391,81.404250,185.312927
565,0.931641,439.369761,1311.222105,0.984698,True,normal,-0.398378,0.938118,59.929775,134.791285
566,2.149158,1160.456134,854.183590,0.907756,True,normal,-0.006161,0.769459,139.287039,323.621253
567,1.360691,994.775794,1391.863485,0.697903,True,normal,0.011231,1.997156,298.253674,488.957999
568,0.953761,423.651063,1513.657128,0.972858,True,normal,-0.168252,0.497404,77.610428,113.116719
569,1.142138,591.020557,1484.193086,0.927674,True,normal,-0.058108,1.825928,123.168913,192.114915
570,1.379682,605.036357,1501.321670,0.965302,True,normal,-0.060957,1.609897,88.458410,168.519093
571,1.070765,763.915732,1048.007289,0.982468,True,normal,-0.088163,3.717670,104.721361,229.479543
572,1.888454,925.061208,1013.856423,0.953526,True,normal,-0.026418,1.089584,97.937793,252.154971
573,1.865320,979.319372,902.830475,0.887660,True,normal,0.015599,1.188123,122.421500,338.748765
574,2.771811,1333.747833,621.731739,0.843939,True,normal,0.052271,0.485852,127.678413,344.061864
575,2.411119,1011.477708,945.582325,0.913429,True,normal,0.017515,0.687791,70.669295,263.900711
576,1.166086,684.423705,1309.822683,0.719458,True,normal,0.006306,1.275865,229.314743,323.202778
577,2.382520,1474.030941,810.706696,0.951205,True,normal,0.030990,0.797730,76.412562,368.148324
578,1.240247,591.610641,1470.261844,0.956840,True,normal,-0.000133,1.638135,96.824497,172.551619
579,1.154225,491.353352,1312.997748,0.926316,True,normal,-0.121597,1.713103,113.646970,175.210176
580,2.982027,998.075850,1007.712709,0.689869,True,normal,0.022857,0.367656,111.611351,270.075501
581,1.121717,753.282006,1217.528980,0.934226,True,normal,-0.058560,2.788138,158.987991,269.078466
582,2.445595,1165.021408,847.091925,0.924390,True,normal,0.027999,0.697122,74.416599,301.019833
583,1.403128,870.283249,951.262985,0.955128,True,normal,-0.034779,1.855360,137.863279,276.645402
584,0.965506,385.332042,1172.832782,0.958869,True,normal,-0.249586,0.902189,75.484081,148.135625
585,1.827490,1321.414267,743.133732,0.972418,True,normal,-0.004992,1.377018,97.829424,363.732041
586,8.500417,1750.607565,0.000000,0.807092,False,below_offset,-0.183063,-0.003338,59.758963,98.283671
587,2.062881,840.918646,1080.632022,0.959382,True,normal,-0.006377,1.012193,67.100567,222.906497
588,2.527137,497.105980,1347.424964,0.892109,True,normal,-0.000441,0.589009,42.351005,123.758263
589,1.457118,824.509397,1147.036884,0.898946,True,normal,0.009365,2.205130,152.320336,315.598069
590,2.034443,792.357564,1172.456459,0.925976,True,normal,-0.004628,0.881494,93.502553,219.367078
591,1.710877,634.925148,1068.379598,0.948186,True,normal,-0.000738,1.394593,72.171768,184.607943
592,1.019261,322.734090,1315.504587,0.950438,True,normal,-0.117430,0.473893,69.458880,109.142672
593,1.019751,920.949762,1085.694436,0.988736,True,normal,-0.436892,3.916915,101.176403,284.138125
594,2.193261,716.268878,1028.010731,0.916615,True,normal,0.000653,0.777460,72.790363,194.746216
595,2.463713,825.934177,1113.625289,0.932452,True,normal,0.006328,0.698794,42.377451,204.040771
596,1.926634,959.232224,1119.459959,0.812388,True,normal,0.015261,0.997659,142.184910,353.336052
597,2.690087,696.077677,1397.632217,0.808836,True,normal,0.004364,0.464467,68.979427,186.542127
598,2.671888,956.972091,1335.131726,0.767733,True,normal,0.004517,0.454352,124.116638,270.180065
599,1.980287,381.027876,1566.235834,0.879614,True,normal,-0.009633,0.666571,64.117629,107.577590
600,1.178660,757.221382,1069.503361,0.958703,True,normal,-0.019686,3.252330,119.984782,248.373394
601,1.215783,1228.068568,894.381070,0.964007,True,normal,-0.102536,2.428524,210.309671,409.416881
602,2.205946,786.999497,1119.492877,0.875121,True,normal,0.010989,0.706908,85.754272,236.855027
603,1.216211,1287.750716,1047.382133,0.813823,True,normal,0.018173,3.302286,374.721406,599.888801
604,1.049864,487.648483,1273.874543,0.963290,True,normal,-0.110444,1.542733,96.931296,135.977866
605,1.464092,371.116622,1605.949106,0.929067,True,normal,-0.071433,0.882967,67.217768,99.622477
606,1.963859,977.567351,1266.447017,0.950275,True,normal,-0.019484,0.993497,104.928304,263.542277
607,1.234766,512.623719,1075.611172,0.855304,True,normal,-0.198889,1.071522,177.063173,271.281227
608,2.703803,1159.186141,688.667724,0.810720,True,normal,0.037463,0.471948,130.371999,315.265270
609,2.207196,1207.246434,961.448337,0.959679,True,normal,0.010823,0.933680,64.606107,310.806583
610,2.035644,551.260537,1151.243733,0.886288,True,normal,-0.011924,0.772208,83.063049,158.264501
611,1.321678,623.812876,1076.384743,0.931760,True,normal,-0.000223,1.953371,117.917012,207.911392
612,1.104912,625.454679,1299.010246,0.896677,True,normal,-0.074776,2.183191,157.756813,237.485765
613,2.775185,1549.248364,685.802504,0.798919,True,normal,0.056176,0.449689,179.277069,416.436084
614,1.916794,971.026204,1013.650221,0.958316,True,normal,0.008671,1.278577,68.157155,277.459817
615,1.188644,1021.480828,1041.240966,0.964774,True,normal,-0.016171,3.288245,167.691672,343.388653
616,0.891201,785.380994,1116.817163,0.966876,True,normal,-0.136410,3.214445,171.810561,249.474259
617,1.962312,1160.193813,1090.448280,0.919004,True,normal,0.006477,0.996135,138.877898,367.296305
618,1.359177,968.763165,1042.001434,0.950370,True,normal,-0.002635,2.393459,153.911823,326.291643
619,1.399323,566.221473,1361.606669,0.790086,True,normal,0.003758,1.265296,148.959108,243.995143
620,1.631865,675.478690,1408.496051,0.817798,True,normal,0.006923,1.460170,141.085340,280.894471
621,2.488629,848.819314,962.345009,0.830093,True,normal,0.002235,0.537877,107.685407,236.915217
622,1.023155,426.292413,1419.766250,0.962217,True,normal,-0.112931,0.699749,88.071988,131.869743
623,2.414240,1305.537977,1089.437073,0.797979,True,normal,0.003057,0.530611,204.556743,388.527916
624,1.329948,595.632150,1051.776441,0.958769,True,normal,-0.138680,1.695663,102.421395,181.447411
625,1.520724,389.013012,1129.980673,0.855230,True,normal,0.003603,1.183574,75.169175,145.461637
626,3.018913,1201.276943,747.651293,0.691076,True,normal,0.042355,0.365177,143.482629,322.727867
627,1.975169,723.450614,1071.170855,0.967822,True,normal,-0.003353,1.174233,48.875822,186.615380
628,5.120650,1799.143790,0.000000,0.652970,False,below_offset,-0.440014,-0.006039,146.599208,218.389875
629,1.053165,834.198220,1202.105454,0.967796,True,normal,-0.024326,3.338346,142.343543,259.471914
630,1.742821,1344.527870,888.257371,0.992752,True,normal,-0.033645,1.942862,52.008964,359.878707
631,2.208313,730.323453,1071.747302,0.909916,True,normal,0.007353,0.771667,64.385237,202.072446
632,1.239006,789.220657,1488.001719,0.993849,True,normal,-0.251416,2.719976,51.947496,199.228232
633,1.386477,666.668432,919.021629,0.885249,True,normal,-0.021557,1.985319,142.033194,259.666096
634,1.650575,877.525348,1074.027935,0.940372,True,normal,-0.021424,1.284371,129.205949,264.400467
635,1.683889,918.868626,1296.006690,0.929280,True,normal,0.004727,1.410757,116.164262,287.302607
636,1.744644,897.484438,1041.537296,0.984832,True,normal,-0.028707,1.643977,57.189844,238.681584
637,1.408881,661.614615,1254.864183,0.973485,True,normal,-0.097150,1.940555,77.934721,185.927215
638,1.905026,957.949943,1151.902573,0.938823,True,normal,-0.021541,1.003382,118.047540,268.428287
639,1.553334,816.967566,1560.804286,0.875320,True,normal,0.005481,1.421637,160.531295,305.038954
640,2.364266,1037.601760,789.461102,0.943591,True,normal,0.014298,0.766195,63.328790,263.764812
641,1.119536,567.449450,1335.644072,0.862086,True,normal,-0.000105,1.077560,162.182705,217.131567
642,1.468604,748.654594,1047.731757,0.958107,True,normal,-0.004619,2.329700,90.853756,238.516581
643,1.133811,525.886586,1393.597016,0.781894,True,normal,0.003699,0.774242,164.916442,223.445578
644,4.801207,2092.787467,0.000000,0.590909,False,below_offset,-0.554073,-0.023061,149.987738,315.318858
645,2.737650,1322.580071,778.638621,0.817646,True,normal,0.038089,0.471063,143.704783,356.554996
646,0.893989,614.431973,1219.692072,0.972868,True,normal,-0.503564,2.240344,112.496595,244.881968
647,1.371852,533.182132,1321.583908,0.815470,True,normal,-0.048241,1.353227,158.919357,227.437444
648,1.552049,893.645601,1068.195182,0.929742,True,normal,0.002458,2.013630,119.368134,307.828767
649,1.434912,917.629684,1080.393839,0.930008,True,normal,-0.028824,1.606414,167.179071,301.430102
650,2.322768,631.282624,1412.115272,0.810783,True,normal,-0.003806,0.561886,100.020467,183.086028
651,1.364673,591.823040,1485.047726,0.741508,True,normal,0.002174,1.228890,174.357652,267.359387
652,5.944953,2061.523509,0.000000,0.612531,False,below_offset,-1.233257,-0.008841,104.739182,236.007972
653,1.770630,1079.536394,1147.711885,0.940207,True,normal,-0.020091,1.161279,141.477235,314.940538
654,2.059857,521.653282,1555.568320,0.867197,True,normal,0.001492,0.837631,68.125267,168.814185
655,1.189725,838.020047,1226.624611,0.827365,True,normal,0.008943,1.784619,237.850234,363.388926
656,1.811962,1116.455254,818.712557,0.880350,True,normal,-0.033515,0.884555,215.339392,360.377935
657,1.784198,580.658794,1033.754106,0.863127,True,normal,0.007648,1.324949,82.193587,209.098475
658,2.547451,1330.263388,828.103727,0.849747,True,normal,0.037409,0.539843,141.361988,368.041180
659,1.985392,982.242344,868.466734,0.956648,True,normal,0.012677,1.153150,66.161431,272.645343
660,2.755027,1339.140452,784.521494,0.780808,True,normal,0.041905,0.434300,160.455055,369.178977
661,1.495044,1117.687834,1395.723965,0.988654,True,normal,-0.059028,2.218976,78.155183,303.669394
662,2.462151,1150.228967,834.920614,0.879388,True,normal,0.029845,0.603316,110.717670,318.893907
663,2.173990,351.585519,1434.447379,0.951556,True,normal,-0.000405,0.797861,23.981218,81.781550
664,4.742268,2089.570811,0.000000,0.426708,False,below_offset,-1.375820,-0.012216,194.626427,356.138476
665,1.663823,463.093568,1093.945466,0.980810,True,normal,-0.060373,1.492011,36.850688,114.749935
666,2.774585,1605.160065,608.029020,0.818313,True,normal,0.063510,0.462663,181.139581,425.951427
667,1.431479,416.865435,1392.249695,0.979892,True,normal,-0.128740,1.459780,43.347902,97.924395
668,1.660212,608.130672,1356.792879,0.935255,True,normal,-0.000448,1.266226,87.271788,179.630906
669,2.387419,725.697412,1080.036769,0.949897,True,normal,0.001924,0.782172,33.995909,176.408110
670,1.243689,607.099194,1058.085628,0.974714,True,normal,-0.031400,2.634966,80.493841,178.286848
671,8.545464,2007.592759,0.000000,0.289862,False,below_offset,-0.919784,-0.005362,115.708560,215.578120
672,2.255434,1249.601858,838.969071,0.894765,True,normal,0.027822,0.727404,127.222820,354.136080
673,1.268044,577.272177,1006.916074,0.968677,True,normal,-0.143615,2.070815,84.233952,168.998113
674,1.609917,455.086577,1412.698749,0.977002,True,normal,-0.007808,1.506548,35.901906,112.067885
675,2.220491,1185.562883,829.518631,0.945701,True,normal,0.004577,0.847049,90.524296,312.086474
676,1.052209,891.325046,1303.908049,0.987813,True,normal,-0.350808,3.499494,95.931949,248.538688
677,6.537425,1886.436515,0.000000,0.739670,False,below_offset,-0.196365,-0.003648,116.958024,157.811682
678,2.319264,1049.051995,955.345814,0.904809,True,normal,0.003711,0.687098,104.904900,284.094574
679,1.271298,803.745768,1258.087238,0.980048,True,normal,-0.113503,2.514777,95.320112,231.797296
680,1.928503,635.941301,1090.450996,0.952970,True,normal,-0.023199,1.022524,68.059731,168.610457
681,1.965310,1147.496512,865.495053,0.950407,True,normal,0.016534,1.195041,90.380760,338.028857
682,1.323529,600.540274,1308.533475,0.879101,True,normal,-0.144752,1.089037,176.982213,262.201984
683,0.945682,629.715974,1109.685008,0.987532,True,normal,-0.641008,3.288399,83.087970,267.571228
684,1.360540,717.547047,1492.999666,0.966228,True,normal,-0.002111,2.086818,95.230006,210.160094
685,2.918070,1206.710961,1025.567520,0.763089,True,normal,0.028328,0.407613,119.630867,317.053966
686,1.117466,919.054928,1085.013104,0.990048,True,normal,-0.262249,3.623675,90.615719,271.858413
687,0.972011,459.561018,1093.533185,0.943334,True,normal,-0.200926,1.808079,100.522031,169.332614
688,1.009505,466.123149,1330.669356,0.961224,True,normal,-0.445715,1.348395,90.837618,214.096899
689,1.444535,1014.933420,939.273126,0.954393,True,normal,-0.031613,1.776214,152.273819,319.176368
690,1.773093,913.568794,1230.618075,0.955378,True,normal,-0.017217,1.270820,107.843748,267.748422
