method,beta,n,n_total,n_valid,failure_rate,J1,P95_joint_error,CVaR95_joint_error,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.95_bias,x0.95_sd,x0.95_rmse,beta_abs_bias,beta_abs_sd,beta_abs_rmse,eta_abs_bias,eta_abs_sd,eta_abs_rmse,gamma_abs_bias,gamma_abs_sd,gamma_abs_rmse
Direct-P,4.75,10,1500,1500,0.0,0.3972652881924525,0.6292026736745258,0.6816218021856043,-0.26177862556905784,0.1184653804971195,0.2873199247358852,-0.11593162627281821,0.16350111042954724,0.20038695900652048,0.09148880387159483,0.16358384780341137,0.18738206080763622,-0.05188341017050038,0.10552576461728387,0.11755914025566341,-1.2434484714530247,0.5627105573613176,1.3647696424954547,-115.9316262728182,163.50111042954725,200.38695900652053,91.48880387159481,163.5838478034114,187.38206080763626
Direct-P,4.75,15,1500,1500,0.0,0.35692481990886293,0.5979012059279458,0.6520555961225974,-0.2149021312119989,0.11713110804736258,0.24473143649222337,-0.11508098087699345,0.14811790860156704,0.1875311202570943,0.10775924953999341,0.14399895114807224,0.17981637854919194,-0.019568323352962737,0.09015826194837256,0.09222804599613812,-1.0207851232569947,0.5563727632249722,1.162474323338061,-115.08098087699348,148.11790860156708,187.53112025709433,107.75924953999343,143.99895114807225,179.81637854919197
Direct-P,4.75,20,1500,1500,0.0,0.3279371060290602,0.5638754990678683,0.6197362667152527,-0.18616964721393933,0.11321912252819197,0.21787418740337047,-0.1112237393422441,0.137929161460611,0.1771510395268529,0.09990448561918103,0.13683080318733884,0.16938445373938976,-0.014750663103234276,0.0788911152576633,0.08023241815628705,-0.8843058242662118,0.5377908320089118,1.0349023901660097,-111.22373934224409,137.92916146061103,177.15103952685294,99.90448561918105,136.83080318733886,169.38445373938978
Direct-P,5.0,7,1500,1500,0.0,0.4420101430886417,0.6452870962540133,0.6870696568795847,-0.31834312588587416,0.10238905052692956,0.33439329307690535,-0.11288746511316161,0.17529291266518038,0.20844831479329373,0.10751301393290034,0.1690070598846438,0.20025831368075672,-0.05726121287861684,0.11026221701138895,0.12421150441725086,-1.5917156294293708,0.5119452526346479,1.671966465384527,-112.88746511316161,175.2929126651804,208.44831479329375,107.51301393290034,169.00705988464384,200.25831368075674
Direct-P,5.0,10,1500,1500,0.0,0.4095208662928118,0.6353519115193381,0.6760441172423105,-0.2814403578875851,0.10480561074465225,0.30030912120805764,-0.12193732302224287,0.16178504905163424,0.2025479282566789,0.09895435159529214,0.1634685270848998,0.19103954671058673,-0.054062804917156634,0.09706936646306268,0.1110809035783403,-1.4072017894379254,0.5240280537232612,1.501545606040288,-121.93732302224291,161.78504905163427,202.54792825667892,98.95435159529218,163.46852708489982,191.0395467105868
Direct-P,5.0,15,1500,1500,0.0,0.3710187186572177,0.5994319441373492,0.643986495842305,-0.23466342630467435,0.10382005191306422,0.2565898304470149,-0.12565730756825128,0.1463351188368606,0.192845663607707,0.1165990120364586,0.14507170453955762,0.18608357942848938,-0.023044413331673626,0.08594050139118545,0.08894881066461645,-1.173317131523372,0.519100259565321,1.2829491522350744,-125.6573075682513,146.3351188368606,192.845663607707,116.59901203645863,145.07170453955766,186.0835794284894
Direct-P,5.0,20,1500,1500,0.0,0.35072091848927944,0.5877649101490668,0.6335936206431003,-0.2075264964233011,0.1064341041270385,0.23321216326207087,-0.12645546815785713,0.1402243244252764,0.18878754729441496,0.11601973895210466,0.13974602331845576,0.18159435993209705,-0.013845324245998727,0.07693205722539286,0.07814274590851032,-1.0376324821165057,0.5321705206351925,1.1660608163103543,-126.45546815785715,140.2243244252764,188.78754729441502,116.0197389521047,139.7460233184558,181.59435993209706
Direct-P,5.25,7,1500,1500,0.0,0.45906592886857633,0.6600984745916638,0.6967448294334723,-0.3435347925230901,0.09315688233047381,0.3559333827131129,-0.11397723364875022,0.1746835970774934,0.2085301560256819,0.11207745023163905,0.16740805516403495,0.20141531259135742,-0.06437425699616306,0.10283964906250938,0.12129710516260724,-1.8035576607462231,0.4890736322349875,1.8686502592438428,-113.97723364875023,174.6835970774934,208.53015602568192,112.07745023163909,167.40805516403498,201.41531259135746
Direct-P,5.25,10,1500,1500,0.0,0.42657985055427405,0.6437461804032983,0.6820204071237093,-0.30313877552273993,0.09550115006948694,0.3178167814589265,-0.12984915718574933,0.16126362499934663,0.20700102189429093,0.10540357352888759,0.16438229924252262,0.19522663562310094,-0.05955078335218167,0.09274726296828223,0.11019353829864119,-1.5914785714943849,0.5013810378648065,1.6685381026593642,-129.84915718574933,161.26362499934666,207.00102189429094,105.4035735288876,164.38229924252263,195.22663562310098
Direct-P,5.25,15,1500,1500,0.0,0.3921393779703884,0.609257539254661,0.6516444293300593,-0.2568535591553942,0.095442281898982,0.27400165547935823,-0.1350496158252865,0.14872224449010638,0.20085307865052754,0.1291652328711818,0.14725903972263496,0.19584285880822713,-0.023313864767250177,0.08610230389210011,0.08917511211892494,-1.3484811855658194,0.5010719799696555,1.438508691266631,-135.04961582528654,148.7222444901064,200.85307865052758,129.16523287118181,147.25903972263498,195.84285880822713
Direct-P,5.25,20,1500,1500,0.0,0.36564025190098665,0.5962558215015421,0.6362268584953377,-0.22874200222947744,0.09555025238768981,0.24788438383276035,-0.13657233571993185,0.1378084287601113,0.19398583748812753,0.1263607543631885,0.1366053489207795,0.18605273692181867,-0.01699937414115326,0.07050813287375111,0.07250559466688915,-1.200895511704757,0.5016388250353715,1.3013930151219921,-136.57233571993186,137.80842876011133,193.98583748812754,126.36075436318852,136.60534892077953,186.0527369218187
Direct-P,5.5,7,1500,1500,0.0,0.4742013786396986,0.6644980561130979,0.7024165907502894,-0.36210870147173563,0.08555932920847038,0.3720728829547694,-0.12177846676302027,0.17283217216571461,0.21137890322715328,0.11766499447194904,0.16709649840667634,0.20432248173904655,-0.07009624721695504,0.09380319001643937,0.11707542998222357,-1.991597858094546,0.4705763106465871,2.046400856251232,-121.77846676302026,172.83217216571464,211.3789032271533,117.66499447194906,167.09649840667637,204.32248173904654
Direct-P,5.5,10,1500,1500,0.0,0.44347551752703607,0.650171593617399,0.6877668645637031,-0.32543724146732933,0.08870162494893268,0.3373012467863114,-0.13465470127476886,0.16119144639181512,0.20999345031934383,0.10980778937423905,0.1635886444950592,0.19698008626571775,-0.06638392655898769,0.08497854865151375,0.10781171179647481,-1.7899048280703111,0.48785893721912965,1.855156857324713,-134.65470127476888,161.19144639181513,209.99345031934385,109.80778937423905,163.5886444950592,196.9800862657178
Direct-P,5.5,15,1500,1500,0.0,0.40727813871194346,0.6213591799036314,0.6576100179332588,-0.2766912357820092,0.08551529958942025,0.2895963245245603,-0.14281342073893197,0.14650338436058472,0.20455954131867737,0.13709714473629106,0.14623089175791693,0.20041168915515617,-0.02640696314943216,0.07910486803888656,0.08337107490087209,-1.5218017968010509,0.47033414774181137,1.592779784885082,-142.81342073893197,146.5033843605847,204.55954131867742,137.09714473629106,146.23089175791696,200.4116891551562
Direct-P,5.5,20,1500,1500,0.0,0.3849658885858748,0.6127151034483149,0.6403160005283429,-0.2514810700686454,0.08571215923440965,0.2656772574522239,-0.1446601472373876,0.13833664973974305,0.20012703175945906,0.1339040464833878,0.14016527843496981,0.1938130578844609,-0.021230712006434595,0.06963948246634147,0.07278164291542152,-1.3831458853775493,0.4714168757892531,1.461224915987232,-144.6601472373876,138.33664973974308,200.12703175945907,133.90404648338782,140.16527843496985,193.81305788446093
Direct-P,5.75,7,1500,1500,0.0,0.48977308370149125,0.6795945088510458,0.7123762547007404,-0.3799382513354159,0.07996863233283145,0.3882573806942492,-0.12932570223702294,0.1724713119665593,0.21552647124718663,0.12273586834586522,0.16624244655137793,0.20659675710582773,-0.07569547479749471,0.08984536794368705,0.117458986823745,-2.1846449451786416,0.4598196359137809,2.2324799389919328,-129.32570223702297,172.47131196655934,215.52647124718666,122.73586834586524,166.24244655137795,206.59675710582778
Direct-P,5.75,10,1500,1500,0.0,0.45866699758172663,0.6656245939032392,0.7036775747094204,-0.3447381401512252,0.08351654324464797,0.35470374717755276,-0.13955953066129054,0.16096999473784165,0.21300452478330875,0.11524878974281251,0.1610116096822228,0.19796398367045245,-0.07225787544238053,0.081138094427803,0.10862873470638454,-1.9822443058695454,0.4802201236567258,2.0395465462709286,-139.55953066129055,160.96999473784166,213.0045247833088,115.24878974281252,161.01160968222283,197.96398367045248
Direct-P,5.75,15,1500,1500,0.0,0.4261248823123372,0.6381716468841176,0.6645467445779638,-0.2991773864239458,0.07960579458027096,0.3095803067970121,-0.1495784149977853,0.14680481356706715,0.2095494875938698,0.14414200518285245,0.14515023005967018,0.20452740945486433,-0.03205174714873009,0.07606099291966605,0.08251504280704822,-1.7202699719376884,0.457733318836558,1.7800867640828197,-149.57841499778533,146.80481356706716,209.5494875938698,144.14200518285247,145.1502300596702,204.52740945486437
Direct-P,5.75,20,1500,1500,0.0,0.40903193139165944,0.6292015844147255,0.654135586161318,-0.27446858689564047,0.08214193473533148,0.28648875097682014,-0.15723730808014408,0.1401083454348239,0.2105726302580666,0.14419686898802647,0.14181380136698368,0.2022139556211002,-0.02605058096229285,0.06943769327366255,0.0741418344805556,-1.5781943746499327,0.47231612472815593,1.647310318116716,-157.2373080801441,140.1083454348239,210.57263025806662,144.1968689880265,141.8138013669837,202.2139556211002
MDM-0.1,4.5,7,1500,1495,0.0033333333333332993,0.8591136922939541,1.3651230040554454,1.4402661037389124,-0.48962652076762936,0.1994407296830619,0.5286625843305034,-0.40429267085851917,0.2730572410822541,0.4878144601544974,0.38449086381621234,0.25763870664837685,0.4627812957760268,0.052407194053124155,0.17035499464857076,0.17817947768386078,-2.203319343454332,0.8974832835737785,2.378981629487265,-404.29267085851916,273.0572410822541,487.8144601544974,384.4908638162124,257.63870664837685,462.78129577602675
MDM-0.1,4.5,10,1500,1499,0.0006666666666667043,0.7697781106670726,1.2496955182308649,1.3303645383742977,-0.4275779006631378,0.20529369372087078,0.4742786586731169,-0.3534129354002612,0.25617208502582284,0.43644136083121404,0.3402518937884785,0.24498887000310313,0.4192264995535752,0.04339389857724476,0.14387833558500202,0.15023380454335483,-1.9241005529841202,0.9238216217439185,2.134253964029026,-353.4129354002612,256.17208502582287,436.441360831214,340.2518937884785,244.98887000310313,419.22649955357525
MDM-0.1,4.5,15,1500,1499,0.0006666666666667043,0.6731832534492367,1.1090180628695903,1.204294830749768,-0.37320332758108504,0.19498975784649222,0.4210419992542556,-0.29880673030880434,0.23207249416290857,0.3782950906066611,0.28520899709526504,0.22361167017910133,0.36237134826077405,0.02529446350629569,0.11878554762610705,0.1214100624442834,-1.6794149741148827,0.8774539103092149,1.8946889966441505,-298.80673030880433,232.07249416290855,378.2950906066611,285.20899709526503,223.61167017910134,362.3713482607741
MDM-0.1,4.5,20,1500,1500,0.0,0.5933480727524492,1.003011633426269,1.0744686205107687,-0.3212264172807899,0.18984837408681213,0.3731015787052672,-0.2576650002532944,0.21065088133511572,0.3327693850605647,0.2500015607756899,0.19911638541175325,0.31956483500707106,0.024648569123791805,0.09868297633365396,0.10168278889782742,-1.4455188777635546,0.8543176833906546,1.6789571041737026,-257.66500025329447,210.6508813351157,332.76938506056473,250.00156077568997,199.11638541175324,319.5648350070711
MDM-0.1,4.75,7,1500,1497,0.0020000000000000018,0.8833976423039708,1.3508812347363877,1.4326351691218333,-0.5064015379414536,0.19134038174407117,0.54132171855096,-0.4260176405949322,0.2663647871046664,0.502388131810789,0.40798909798054545,0.2544972664995997,0.48081253826840065,0.054579272243308566,0.162838961773105,0.17169074325294492,-2.4054073052219045,0.9088668132843382,2.5712781631170603,-426.01764059493223,266.3647871046664,502.38813181078905,407.9890979805454,254.49726649959965,480.81253826840066
MDM-0.1,4.75,10,1500,1500,0.0,0.8006074412103228,1.2560264803687848,1.333770122871648,-0.45682874687336483,0.19311365933142932,0.4959440769549029,-0.382083493157799,0.2468567367203601,0.45484658810297224,0.36393974189278044,0.23603248485338188,0.43373532107239654,0.039257159993589405,0.13936431880074104,0.14474318529722563,-2.169936547648483,0.9172898818242893,2.3557343655357887,-382.08349315779907,246.8567367203601,454.8465881029722,363.9397418927805,236.0324848533819,433.7353210723966
MDM-0.1,4.75,15,1500,1499,0.0006666666666667043,0.7100966229645763,1.1487150752839979,1.2252947767174804,-0.39962236167125553,0.1923178365103637,0.4434630856170446,-0.3316786428630143,0.2240549906998244,0.4002222777034013,0.3176768762288783,0.21228802677647277,0.3820402332514965,0.02933748377315141,0.10899769677234951,0.11284174865774961,-1.8982062179384642,0.9135097234242274,2.106449656680962,-331.6786428630143,224.05499069982437,400.22227770340135,317.67687622887837,212.28802677647278,382.04023325149655
MDM-0.1,4.75,20,1500,1500,0.0,0.6384143068667949,1.0697142509673991,1.14891669745184,-0.36073448809305014,0.18187811605734897,0.40396406634863585,-0.2892840712428169,0.2097203165229059,0.3572653961644089,0.27732690824549516,0.19965885592747426,0.3416830358896576,0.01844426682026365,0.09551111485981088,0.09724444692762611,-1.713488818441988,0.8639210512724075,1.9188293151560203,-289.28407124281694,209.72031652290588,357.2653961644089,277.3269082454952,199.6588559274743,341.6830358896576
