method,beta_group,beta,n,n_total,n_valid,failure_rate,J1,P95_joint_error,CVaR95_joint_error,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x0.95_bias,x0.95_sd,x0.95_rmse,beta_abs_bias,beta_abs_sd,beta_abs_rmse,eta_abs_bias,eta_abs_sd,eta_abs_rmse,gamma_abs_bias,gamma_abs_sd,gamma_abs_rmse
Adaptive-MDM,far_ood,5.5,15,1500,1499,0.0006666666666667043,0.6727180457720219,1.1757278513329683,1.2780428012258684,-0.36685839147576593,0.1870718160601271,0.41177372138091095,-0.31539453482885693,0.21452777849989854,0.38139897539834205,0.30625488803398554,0.2056292018662767,0.36884579079513136,0.024343795954424773,0.09605108949426415,0.09905694094920486,-2.0177211531167125,1.0288949883306993,2.2647554675950103,-315.39453482885693,214.52777849989855,381.39897539834203,306.25488803398554,205.62920186627667,368.8457907951314
Adaptive-MDM,far_ood,5.5,20,1500,1499,0.0006666666666667043,0.6093714447636046,1.0609406255838172,1.1716007733112128,-0.34198284612051943,0.16629324733791798,0.38024631914438745,-0.28751909584857827,0.18131896335111988,0.33988507560022874,0.2800814924550208,0.176821631814137,0.3311958243421961,0.016018240201663068,0.08281228233934015,0.08432012309858522,-1.880905653662857,0.9146128603585488,2.091354755294131,-287.5190958485783,181.3189633511199,339.88507560022873,280.0814924550208,176.82163181413696,331.1958243421961
Adaptive-MDM,far_ood,5.75,7,1500,1500,0.0,0.8732381181778168,1.3907912415026147,1.4682458269299243,-0.48297288182770715,0.21915699222627177,0.5303400531399315,-0.4284752433367189,0.25927423001346733,0.5007687541011029,0.41050261059880694,0.24908605592719907,0.48011966632319747,0.03721187139538149,0.13280224402925386,0.13787458709979553,-2.777094070509316,1.2601527053010626,3.0494553055546065,-428.475243336719,259.27423001346733,500.76875410110284,410.50261059880694,249.08605592719908,480.11966632319746
Adaptive-MDM,far_ood,5.75,10,1500,1498,0.0013333333333332975,0.7668703393010563,1.2648311154623817,1.358752500949127,-0.42913918659316874,0.19918055332735965,0.4730822871198494,-0.36962177981779554,0.227004595878754,0.4337245055810032,0.3558786129823728,0.21625861468989963,0.41639663237514724,0.02177060463264955,0.11058541940186069,0.11267178248720942,-2.46755032291072,1.145288181632318,2.720223150939134,-369.6217798177956,227.00459587875397,433.72450558100314,355.8786129823728,216.25861468989962,416.3966323751473
Adaptive-MDM,far_ood,5.75,15,1500,1499,0.0006666666666667043,0.6838754290664565,1.186677638928259,1.2884231313471879,-0.38180624079774456,0.18100497777965263,0.42251266377964486,-0.3240070289716482,0.20808640566872677,0.3850345713765024,0.3158071211037733,0.19934875280388084,0.37342676929600016,0.0191486746676082,0.09167660685632228,0.09362513114284532,-2.1953858845870315,1.0407786222330027,2.4294478167329583,-324.0070289716482,208.08640566872677,385.03457137650236,315.8071211037733,199.3487528038808,373.42676929600015
Adaptive-MDM,far_ood,5.75,20,1500,1498,0.0013333333333332975,0.636433786335069,1.0847280546952485,1.1892088660645446,-0.3570845939789768,0.1692487114073258,0.3951397364515065,-0.3057922701736136,0.18224740785054888,0.35595063963699636,0.2969459326884468,0.17615611383156982,0.34523491776312115,0.015507575692926675,0.08164750040189213,0.08308037724202275,-2.053236415379117,0.9731800905921233,2.2720534845961624,-305.7922701736137,182.24740785054885,355.9506396369964,296.9459326884468,176.1561138315698,345.23491776312113
Adaptive-MDM,in_domain_unseen,1.75,7,1500,1500,0.0,0.6072065732015285,1.0474707782260677,1.2692066581254713,-0.091161787473183,0.4066687311842706,0.41662894216202534,-0.10094333465073531,0.3431952527541179,0.35762272905353465,0.08964551463357721,0.24337070214301834,0.25928002382828674,0.12128511343227147,0.356765203823889,0.3767049709334972,-0.15953312807807027,0.7116702795724735,0.7291006487835445,-100.9433346507353,343.19525275411786,357.62272905353467,89.64551463357724,243.37070214301838,259.28002382828674
Adaptive-MDM,in_domain_unseen,1.75,10,1500,1500,0.0,0.4928251848177142,0.8816010558907359,1.0217710159330622,-0.03543720755799885,0.340791013674633,0.3425155252017417,-0.06848958145856851,0.2809450160855736,0.28908183056645204,0.05401857026292252,0.19773601959460524,0.20491821056884701,0.08723069459854856,0.29499552967662396,0.30752811530164914,-0.062015113226498,0.5963842739306078,0.5994021691030481,-68.48958145856852,280.9450160855736,289.0818305664521,54.01857026292254,197.73601959460524,204.91821056884706
Adaptive-MDM,in_domain_unseen,1.75,15,1500,1500,0.0,0.42261495548594247,0.770954015735147,0.8906406227834501,0.012614526197872199,0.3027567164086258,0.3029185498592697,-0.02528130268035368,0.24311484244082754,0.24434518137769917,0.016570385914920886,0.16395892499565054,0.1647397495719889,0.05459055242637047,0.22450353191942923,0.23097264564146613,0.02207542084627635,0.5298242537150952,0.5301074622537221,-25.281302680353683,243.11484244082754,244.3451813776992,16.570385914920884,163.95892499565056,164.7397495719889
Adaptive-MDM,in_domain_unseen,1.75,20,1500,1499,0.0006666666666667043,0.3795028935844557,0.6951707884938636,0.8610435437279845,0.006958352969653576,0.27189521151373053,0.2718935585317983,-0.022302284695096396,0.21568505633982735,0.21676346873773636,0.014082072421318289,0.14574088312140712,0.14637124055018655,0.04191255428641976,0.19132992100138485,0.1958044428438779,0.012177117696893764,0.4758166201490285,0.4758137274306471,-22.3022846950964,215.68505633982736,216.76346873773636,14.08207242131829,145.74088312140717,146.37124055018657
Adaptive-MDM,in_domain_unseen,2.25,7,1500,1500,0.0,0.611834856375292,1.0862656649154023,1.2400430914159606,-0.17014898291508115,0.36436742085940826,0.4020270944756309,-0.16784729654554806,0.31347613023976245,0.3554918953575814,0.14450672626549585,0.2559357222265666,0.2938394444562043,0.10493005131473816,0.3013318990436825,0.31898384772262606,-0.38283521155893263,0.8198266969336686,0.9045609625701696,-167.8472965455481,313.4761302397625,355.4918953575814,144.50672626549587,255.9357222265666,293.8394444562043
Adaptive-MDM,in_domain_unseen,2.25,10,1500,1500,0.0,0.5033120173700119,0.9279408931915504,1.052123956178441,-0.1235121338440592,0.3099430641255338,0.3335504565592806,-0.12315413775411198,0.2659399593112226,0.29299121869055145,0.10089888001788995,0.2146470524161344,0.23711437225185658,0.06914387065921748,0.24430685552660336,0.2538245928732354,-0.27790230114913317,0.6973718942824512,0.7504885272583814,-123.15413775411197,265.9399593112226,292.9912186905515,100.89888001788998,214.64705241613441,237.1143722518566
Adaptive-MDM,in_domain_unseen,2.25,15,1500,1500,0.0,0.42140793906991464,0.7600335238431631,0.8634049750950296,-0.07733338015598985,0.27090085417736054,0.2816359345535386,-0.06775659891796147,0.23641022390334143,0.24585257940545083,0.06044002014508194,0.18491122036480348,0.19447971791164825,0.0435911690425449,0.19132418557128777,0.19616505985272353,-0.17400010535097715,0.6095269218990613,0.6336808527454618,-67.75659891796148,236.41022390334146,245.85257940545085,60.440020145081924,184.91122036480348,194.4797179116483
Adaptive-MDM,in_domain_unseen,2.25,20,1500,1500,0.0,0.3946181495803261,0.7266229685561504,0.8199968850426935,-0.04430315599955273,0.26679948409942095,0.2703650859561827,-0.056943257852008655,0.2177839505717463,0.22503502803345843,0.04300991515632911,0.1736539415752363,0.17884473834051462,0.037936779417817645,0.16756242791799697,0.1717487943796702,-0.09968210099899363,0.6002988392236971,0.6083214434014111,-56.94325785200866,217.78395057174637,225.03502803345847,43.00991515632912,173.65394157523633,178.84473834051462
Adaptive-MDM,in_domain_unseen,2.75,7,1500,1500,0.0,0.6416899272655398,1.1411469887301855,1.2490927291388,-0.22452653115654822,0.3407024633791888,0.4079374293934527,-0.21246662092774143,0.3091401478381525,0.37502797796943604,0.18848666111179743,0.26310826938342985,0.32358466001043956,0.08757149999387404,0.2487673028788499,0.26365257785984214,-0.6174479606805077,0.9369317742927693,1.1218279308319947,-212.46662092774145,309.14014783815253,375.02797796943605,188.48666111179745,263.1082693834299,323.58466001043956
Adaptive-MDM,in_domain_unseen,2.75,10,1500,1500,0.0,0.5332431841842646,0.9628427807715824,1.073889587893019,-0.1818581956374303,0.28529012752872673,0.3382434033078578,-0.16530862543561775,0.26013079625085456,0.3081393528596192,0.15170587324239138,0.22805664661092198,0.27384271547175854,0.06954463284157854,0.2156555359063087,0.22652320245542723,-0.5001100380029334,0.7845478507039986,0.930169359096609,-165.30862543561778,260.1307962508546,308.13935285961924,151.70587324239136,228.05664661092197,273.8427154717586
Adaptive-MDM,in_domain_unseen,2.75,15,1500,1500,0.0,0.4575903725697091,0.8329453033323436,0.942446146567756,-0.13096776791333503,0.2690679167538867,0.2991685729304804,-0.12010595758608528,0.2310403501371601,0.2603257536438613,0.10541674454691947,0.20256426351163595,0.22829282956102812,0.04307802914667104,0.17152543932007439,0.17679671644259498,-0.36016136176167135,0.7399367710731884,0.8227135755588211,-120.10595758608531,231.04035013716012,260.32575364386133,105.4167445469195,202.56426351163597,228.29282956102813
Adaptive-MDM,in_domain_unseen,2.75,20,1500,1498,0.0013333333333332975,0.41346990334935324,0.7552257082860647,0.9002676447959279,-0.11090011084747711,0.23792104220228905,0.26242612086018774,-0.10130994599307908,0.21188204741377825,0.23479296812221478,0.09079561384478506,0.18816179516711046,0.20886615307460002,0.03840094695607609,0.149103752507625,0.15392115080414306,-0.304975304830562,0.6542828660562949,0.7216718323655162,-101.30994599307908,211.88204741377825,234.7929681222148,90.79561384478505,188.16179516711048,208.86615307460002
Adaptive-MDM,in_domain_unseen,3.25,7,1500,1500,0.0,0.6734817401875656,1.1957047950218838,1.299549314922836,-0.2851610065771328,0.30222368159525725,0.4154456169222758,-0.2567426662974587,0.29766804027182076,0.3930190683100864,0.2361897851157639,0.2660454432668174,0.35569453986646005,0.0765764407193264,0.22232041693015678,0.23506885830620622,-0.9267732713756816,0.9822269651845861,1.3501982549973963,-256.74266629745864,297.66804027182076,393.0190683100864,236.18978511576393,266.0454432668174,355.6945398664601
Adaptive-MDM,in_domain_unseen,3.25,10,1500,1499,0.0006666666666667043,0.566382785281514,1.0741629444202978,1.1737519639182372,-0.24133872965316305,0.26080584309468263,0.3552727030229915,-0.20742889983515825,0.2544373164219995,0.3282101594777354,0.18536273812151144,0.2257344269138194,0.29202976359973737,0.042437417343459495,0.17645852391238895,0.18143255715787163,-0.78435087137278,0.8476189900577185,1.1546362848247225,-207.42889983515826,254.43731642199953,328.21015947773543,185.36273812151148,225.73442691381945,292.02976359973735
Adaptive-MDM,in_domain_unseen,3.25,15,1500,1499,0.0006666666666667043,0.48713830439228334,0.9284117362727012,1.0406213664026307,-0.17632810573915567,0.2543361728846896,0.30941127379221905,-0.1490461121608991,0.2332581050732529,0.2767449909914539,0.13644171576196656,0.21159148851690107,0.2517090236682972,0.033336525799056695,0.15101918890251956,0.15460564250936193,-0.5730663436522561,0.8265925618752414,1.005586639824712,-149.04611216089913,233.25810507325292,276.74499099145396,136.44171576196658,211.5914885169011,251.70902366829722
Adaptive-MDM,in_domain_unseen,3.25,20,1500,1500,0.0,0.42919326980919237,0.8041792125602026,0.927382968185777,-0.15674094615960918,0.22367116824021632,0.27306256275308904,-0.1329588919225901,0.20714226559055401,0.24608409102677611,0.11948753995861619,0.1866340513495158,0.22155432700750138,0.025212632734282227,0.12641240168080475,0.1288608503434504,-0.5094080750187299,0.7269312967807031,0.8874533289475395,-132.95889192259014,207.14226559055402,246.08409102677612,119.48753995861621,186.63405134951583,221.5543270075014
Adaptive-MDM,in_domain_unseen,3.75,7,1500,1499,0.0006666666666667043,0.720078557875964,1.2612733407440655,1.3620823044825767,-0.33469016107593325,0.2889612389252794,0.44210903480395847,-0.2907111844407514,0.2956461157781694,0.4145615859875451,0.2719178746871764,0.27543988983941664,0.3869830121068769,0.06386681707039565,0.19407438547741165,0.20425158691826864,-1.2550881040347495,1.0836046459697979,1.657908880514844,-290.7111844407514,295.64611577816936,414.5615859875451,271.91787468717644,275.43988983941665,386.9830121068769
Adaptive-MDM,in_domain_unseen,3.75,10,1500,1499,0.0006666666666667043,0.6125235025665381,1.1325823541992146,1.2267908424326697,-0.2899596988199803,0.24256129217251185,0.37798592202148157,-0.2439032853153713,0.2531741654745499,0.35148714159415106,0.2298606671545059,0.2333188301656036,0.32747104729969195,0.04401318451349858,0.1564358017247362,0.16245920969626387,-1.087348870574926,0.9096048456469193,1.417447207580556,-243.90328531537128,253.1741654745499,351.48714159415107,229.8606671545059,233.3188301656036,327.471047299692
Adaptive-MDM,in_domain_unseen,3.75,15,1500,1500,0.0,0.5255152884432092,0.9981628479962618,1.0873868822240906,-0.23284201730793339,0.23079503503116927,0.3277899362705785,-0.1970107743047777,0.22791132598006872,0.3012012427826638,0.18434480412203008,0.20986720428791542,0.279281018713156,0.03002434159465265,0.13157077171122136,0.13491029789542724,-0.8731575649047503,0.8654813813668849,1.2292122610146696,-197.0107743047777,227.91132598006874,301.2012427826638,184.34480412203013,209.8672042879154,279.281018713156
Adaptive-MDM,in_domain_unseen,3.75,20,1500,1499,0.0006666666666667043,0.4716975157871461,0.9095884419280423,1.0430691526574474,-0.2081496350622383,0.2082928183792114,0.2944201513777335,-0.16977416470541498,0.20642302955540648,0.26721771685939394,0.1600236828985346,0.19285798121783054,0.2505533223329871,0.023525591290041694,0.11606632622671158,0.11838859155330855,-0.7805611314833938,0.7810980689220428,1.1040755676665006,-169.774164705415,206.4230295554065,267.21771685939393,160.02368289853462,192.85798121783054,250.55332233298714
Adaptive-MDM,in_domain_unseen,4.25,7,1500,1500,0.0,0.755702168710431,1.3112086410774633,1.3878037790635853,-0.38339354977503504,0.2568384497450366,0.4614245614944632,-0.3326347027953249,0.27747887748704103,0.43311550800015786,0.3167835399203451,0.2651021315808381,0.41301827873964175,0.05849826260600424,0.17871747777076813,0.18799119739345652,-1.629422586543899,1.0915634114164057,1.9610543863514687,-332.6347027953249,277.478877487041,433.11550800015783,316.7835399203451,265.1021315808381,413.01827873964174
Adaptive-MDM,in_domain_unseen,4.25,10,1500,1500,0.0,0.6480677501960942,1.1647298954974752,1.2593334957877547,-0.32950264912746374,0.23168023309247063,0.40275543741522285,-0.27722608686656286,0.2459577635066462,0.3705525529812457,0.2618670020265429,0.2278836673597099,0.34708885311369597,0.03449075514472334,0.14145068229799337,0.1455491973503784,-1.4003862587917209,0.9846409906430001,1.711710609014697,-277.22608686656287,245.9577635066462,370.5525529812457,261.8670020265429,227.88366735970993,347.08885311369596
Adaptive-MDM,in_domain_unseen,4.25,15,1500,1499,0.0006666666666667043,0.5651415022808978,1.0516720313502355,1.1682483552187604,-0.2755240804071907,0.21292365325716625,0.3481662771093799,-0.23065862581692198,0.22577533441871103,0.3227133366071133,0.21964039779984965,0.21033416533519111,0.30406060602558393,0.027051415644899574,0.11808504771893846,0.12110555449418778,-1.1709773417305605,0.9049255263429568,1.4797066777148649,-230.65862581692198,225.77533441871103,322.7133366071133,219.64039779984972,210.33416533519113,304.0606060255839
Adaptive-MDM,in_domain_unseen,4.25,20,1500,1499,0.0006666666666667043,0.5081198636163533,0.9496330517897014,1.062670071131967,-0.2491176726500125,0.19209083326257512,0.3145375770568715,-0.20611413155210884,0.20190185594791968,0.2884791158671483,0.19734658490693066,0.1884157062806118,0.27280482065673245,0.022764048927656013,0.10183131387385569,0.10431155602044587,-1.0587501087625533,0.8163860413659443,1.336784702491704,-206.11413155210883,201.90185594791967,288.4791158671483,197.34658490693064,188.41570628061183,272.8048206567325
Adaptive-MDM,in_domain_unseen,4.75,7,1500,1500,0.0,0.7819831839684028,1.3364288138932918,1.415657002922894,-0.41155087711040655,0.24395993617311817,0.47838362981429294,-0.3580613738042738,0.26872700696182167,0.4476315548287628,0.34295664225624567,0.25435539408467084,0.4269341797708948,0.046707382266934494,0.1581744103281356,0.16487584483936546,-1.9548666662744314,1.1588096968223114,2.272322241617892,-358.0613738042738,268.72700696182164,447.63155482876283,342.95664225624574,254.35539408467085,426.93417977089484
Adaptive-MDM,in_domain_unseen,4.75,10,1500,1499,0.0006666666666667043,0.7078027479767482,1.2305039947169398,1.326326835504343,-0.37463766407811144,0.22078214501824295,0.434816762236998,-0.32427079183880686,0.24120219108310598,0.4040930980405915,0.3084649887786717,0.22817690740751465,0.383641261363091,0.03434509140142269,0.1348076212377482,0.13907032957585597,-1.7795289043710294,1.048715188836654,2.0653796206257407,-324.2707918388069,241.202191083106,404.09309804059154,308.4649887786717,228.17690740751465,383.641261363091
Adaptive-MDM,in_domain_unseen,4.75,15,1500,1498,0.0013333333333332975,0.6167395634612142,1.1266543388827421,1.2174972389299543,-0.3194302573430543,0.20625165040396515,0.3801934177601665,-0.2739201795226194,0.21732844036701726,0.349617485167709,0.2619858821131139,0.20474900134463872,0.3324616828477489,0.025439343606324872,0.10608240838503703,0.10905560617042269,-1.517293722379508,0.9796953394188345,1.805918734360791,-273.92017952261943,217.32844036701727,349.617485167709,261.9858821131139,204.7490013446387,332.46168284774893
Adaptive-MDM,in_domain_unseen,4.75,20,1500,1499,0.0006666666666667043,0.5560814600063599,1.0257967178686658,1.1333316346047788,-0.2961480613733934,0.18100159328353913,0.3470495575631868,-0.24391341134873457,0.1961834533879534,0.31297927067179004,0.23343360130856772,0.18650453445554713,0.2987507034774591,0.016280400771099053,0.09374523615532551,0.09511760122654558,-1.4067032915236186,0.8597575680968108,1.6484853984251373,-243.91341134873457,196.1834533879534,312.97927067179006,233.43360130856777,186.50453445554714,298.7507034774591
Adaptive-MDM,near_ood,1.25,7,1500,1500,0.0,0.6475692923004772,1.1762660531163887,1.4962042869944083,0.02667167023621829,0.4600784466049272,0.46069777537872425,-0.019038025576203314,0.4007570868884074,0.40107557676909456,0.0414880974195305,0.2110695805385045,0.21503936804914017,0.16815843830000826,0.49886270316829945,0.526284474075386,0.03333958779527286,0.5750980582561589,0.5758722192234053,-19.038025576203317,400.7570868884074,401.0755767690946,41.48809741953051,211.06958053850454,215.03936804914017
Adaptive-MDM,near_ood,1.25,10,1500,1500,0.0,0.5291169977133915,0.9180343363950556,1.196189289202416,0.06333533573820341,0.3764389317401352,0.38160603144670724,-0.0022266077576577506,0.3271877325949023,0.3270862306300782,0.006685631319406824,0.16531713140129362,0.16539719394516678,0.09300925570336602,0.354151925799069,0.3660473910155878,0.07916916967275428,0.4705486646751689,0.4770075393083841,-2.2266077576577543,327.1877325949023,327.0862306300782,6.685631319406822,165.31713140129366,165.39719394516678
Adaptive-MDM,near_ood,1.25,15,1500,1500,0.0,0.45735769981403307,0.8383643158180211,1.1082699743324433,0.07528458479747466,0.32751703485807343,0.33595187932937337,0.016050476455243847,0.2815191081359413,0.2818825831818378,-0.006859152949775758,0.12968721675600045,0.12982530436313122,0.05600242499799746,0.2575992883235706,0.2635325913207634,0.09410573099684334,0.4093962935725918,0.41993984916171667,16.050476455243846,281.5191081359413,281.8825831818378,-6.859152949775758,129.6872167560005,129.82530436313124
Adaptive-MDM,near_ood,1.25,20,1500,1500,0.0,0.3803894686042243,0.7053987053803631,0.8947396979840494,0.0644770841471061,0.2728040726285255,0.28023158586211216,0.007001946668950286,0.23599581798731714,0.23602102451671422,-0.005829322295111508,0.10214429370108695,0.10227649825981723,0.04508261808789707,0.1907411613296596,0.195934627580977,0.08059635518388263,0.3410050907856569,0.35028948232764023,7.001946668950283,235.99581798731717,236.02102451671425,-5.8293222951115045,102.14429370108698,102.27649825981727
Adaptive-MDM,near_ood,5.25,7,1500,1500,0.0,0.815803670754269,1.3558328226717407,1.432724714803576,-0.44415617360192894,0.22928940698680703,0.4998132547431733,-0.3758766523692879,0.2723488468111725,0.46412035388766537,0.36370695902686295,0.26091621166216206,0.4475652317890249,0.03696417778233623,0.14641221121425965,0.15095891827926133,-2.3318199114101272,1.2037693866807366,2.62401958740166,-375.87665236928785,272.3488468111725,464.1203538876653,363.70695902686305,260.916211662162,447.5652317890249
Adaptive-MDM,near_ood,5.25,10,1500,1499,0.0006666666666667043,0.7491609601184316,1.2595734386645743,1.344360538325284,-0.4083748348826481,0.20751445513261724,0.4580431503000702,-0.35396073581319965,0.23973416810791462,0.42746032952140617,0.33894729363722986,0.22903917962408107,0.4090344945181257,0.031558609159919655,0.12215104950609215,0.12612244375615983,-2.1439678831339024,1.0894508894462405,2.404726539075369,-353.96073581319973,239.7341681079146,427.46032952140615,338.94729363722985,229.03917962408107,409.03449451812565
Adaptive-MDM,near_ood,5.25,15,1500,1500,0.0,0.6462381576385743,1.1476746183201008,1.2366320035961031,-0.3450762635307214,0.1943921781963816,0.39603125430151137,-0.300690028920547,0.2107355541840472,0.36714351549990915,0.2908179766938554,0.20357105126008956,0.35494878649016165,0.025287208785386678,0.10177082220121317,0.10483242968105022,-1.8116503835362874,1.0205589355310034,2.079164085082935,-300.69002892054704,210.73555418404717,367.1435154999092,290.81797669385537,203.57105126008958,354.9487864901617
Adaptive-MDM,near_ood,5.25,20,1500,1499,0.0006666666666667043,0.6049157773249487,1.1064695576285037,1.2142426868042466,-0.32812878839148907,0.1826019417468504,0.37548598787752546,-0.2779562150804976,0.19500917412301821,0.3395038529911316,0.2701851553914811,0.1875008649414409,0.3288360369483605,0.01893133394392496,0.08428398616749841,0.08635650936447642,-1.7226761390553176,0.9586601941709646,1.9713014363570087,-277.9562150804976,195.0091741230182,339.5038529911316,270.1851553914811,187.5008649414409,328.8360369483605
Adaptive-MDM,seen_grid,1.5,7,1500,1500,0.0,0.613772074146722,1.058967259650607,1.3326881915424664,-0.02109179101339592,0.43431223761901655,0.43467945888968124,-0.058713047332415384,0.3572576415894486,0.3619325292364089,0.0632763137403484,0.2297957429487406,0.23827457124560963,0.15279373525661144,0.4196619370036244,0.4464802975970926,-0.031637686520093876,0.6514683564285249,0.6520191883345219,-58.71304733241539,357.2576415894486,361.9325292364089,63.27631374034841,229.79574294874064,238.27457124560965
Adaptive-MDM,seen_grid,1.5,10,1500,1500,0.0,0.5009220235587781,0.8620312524482099,1.0462667353240294,0.01519054561864908,0.35547825605300565,0.35568427011746556,-0.03371046187941897,0.297280859713351,0.2990875917168719,0.03249194526410566,0.1841876118764837,0.18697108374887456,0.09557468501534697,0.3242396521932255,0.3379286683637988,0.022785818427973618,0.5332173840795086,0.5335264051761983,-33.71046187941898,297.28085971335105,299.0875917168719,32.49194526410567,184.18761187648371,186.97108374887458
