beta_group,comparator,J1_direct,J1_comparator,J1_change_percent,beta_rmse_change_percent,eta_rmse_change_percent,gamma_rmse_change_percent,x0.95_rmse_change_percent,direct_failure_rate,comparator_failure_rate
seen_grid,Adaptive-MDM,0.3658085632203575,0.569588774177714,-35.77672527895999,-29.278381282961927,-39.615909991064136,-41.825852605017914,-14.919103934313883,2.0833333333358794e-05,0.0002083333333333659
seen_grid,MDM-0.1,0.3658085632203575,0.6285296615275883,-41.79931583001339,-35.199693463501745,-45.45208649965009,-47.81546357655428,-15.784565812132252,2.0833333333358794e-05,0.0004999999999999449
in_domain_unseen,Adaptive-MDM,0.35321859137140404,0.5647566369374007,-37.456495724094374,-32.22638977522242,-40.60101787772787,-41.80412488280162,-16.488673299748744,0.0,0.0003333333333332966
in_domain_unseen,MDM-0.1,0.35321859137140404,0.620244543058819,-43.051721240551466,-37.44674507330962,-46.21606682978922,-47.60301760313649,-17.777579542661464,0.0,0.0005952380952380931
near_ood,Adaptive-MDM,0.48725511454509224,0.6188202108074704,-21.2606333737395,-6.497995876035253,-31.03725825055686,-39.51648179430818,-2.289545072095225,0.0,0.0001666666666666483
near_ood,MDM-0.1,0.48725511454509224,0.6972066789420778,-30.113246292413645,-17.11265572208084,-37.93051495037968,-46.79445389359169,-1.7530198871724336,0.0,0.0011666666666666492
far_ood,Adaptive-MDM,0.758694269407975,0.6840452887625424,10.91287110250766,31.7733215750433,2.629604325166032,-33.720984799094104,15.765715182303309,0.0028333333333333544,0.0004166666666666208
far_ood,MDM-0.1,0.758694269407975,0.7584749584205922,0.028914730136838828,18.10197052868962,-5.257307300932515,-42.063751776063896,16.068057039992706,0.0028333333333333544,0.0007500000000000284
