window_id,beta_center,beta_lower,beta_upper,beta_levels,delta,mean_loss,J1,excess_J1_pct
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.14,0.5146443599410565,0.7173871757573148,10.357135489030211
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.16,0.5372836780054752,0.7329963697082511,12.758329697582326
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.18,0.5583572932039316,0.7472330916146123,14.94839372637038
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.2,0.577989330287257,0.7602560951990172,16.951748985015925
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.22,0.5965728108937167,0.7723812600611933,18.816987877960223
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.24,0.6135596061505448,0.7833004571366883,20.496710281444418
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.26,0.6299128712173907,0.7936705054475633,22.091956008081404
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.28,0.6451668576175351,0.8032227945081832,23.56140415786241
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.3,0.6592711094795564,0.8119551154340715,24.90471493357378
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.32,0.6725398275982214,0.8200852562985275,26.155391119660475
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.34,0.6849224243186737,0.8276004013524122,27.3114612432388
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.36,0.6963897793800293,0.834499718022738,28.37279722790442
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.38,0.707274853223766,0.8409963455472123,29.37218671822157
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.4,0.7174891052401362,0.8470472863070492,30.303015302611147
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.42,0.7270803314442206,0.8526900559079017,31.171054083367554
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.44,0.7361870145269515,0.8580134116241723,31.98995677341998
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.46,0.7447978796893469,0.8630167319868989,32.7596277709278
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.48,0.7528427022990652,0.867665086481567,33.474693643449996
9,4.0,3.5,4.5,3.50;3.75;4.00;4.25;4.50,0.5,0.7603328273742466,0.8719706574043914,34.13702841851223
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.0,0.9853343754502559,0.9926401036882683,50.01331998066447
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.02,0.4937402272969237,0.7026665121499129,6.190890268468752
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.04,0.4378486238336712,0.6617013101344679,0.0
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.06,0.44904068875442443,0.6701049833827715,1.2700100664143843
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.08,0.4761435035700776,0.6900315236060434,4.281420187277307
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.1,0.5044008017640346,0.7102118006369893,7.331176432560382
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.12,0.5322099473026477,0.729527208061939,10.25022874953776
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.14,0.5589610648206619,0.7476369873278488,12.987079801295454
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.16,0.5839799557855619,0.7641858123424969,15.488030722986279
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.18,0.6068238023925366,0.7789889616628317,17.725165377793985
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.2,0.6280547451380648,0.7924990505597245,19.766885514957867
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.22,0.6480621751984383,0.8050230898542218,21.659588325528432
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.24,0.6661201433983102,0.81616183652405,23.342937972752907
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.26,0.6833922190388272,0.8266754012542209,24.931806631337604
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.28,0.699317175367684,0.8362518612043168,26.37905477841318
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.3,0.7140634387860315,0.8450227445377027,27.70455968509131
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.32,0.7280243924330047,0.8532434543745441,28.946919298248307
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.34,0.7409033711544014,0.8607574403712125,30.082474855051046
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.36,0.7526999968824403,0.8675828472730661,31.11396849082253
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.38,0.7638751724750791,0.8739995265874456,32.08369292934232
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.4,0.7743686141430266,0.8799821669460277,32.987822975173174
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.42,0.7842033862212947,0.8855525880608642,33.82965614514295
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.44,0.793407742578744,0.8907343838534268,34.61275808452244
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.46,0.8021733923294996,0.8956413301816188,35.35432323681069
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.48,0.8103573567282397,0.9001985096234273,36.04302966250636
10,4.25,3.75,4.75,3.75;4.00;4.25;4.50;4.75,0.5,0.8179166026460624,0.9043874184474607,36.67608097431081
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.0,0.9908048642035338,0.995391814414572,47.32933491719227
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.02,0.49773349321007054,0.7055022985150867,4.422382138946923
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.04,0.45646730206402725,0.6756236393614623,0.0
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.06,0.47687679946707695,0.6905626687470711,2.2111466377535027
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.08,0.5108717730024099,0.7147529454310838,5.7915833298259
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.1,0.5439238517874977,0.7375119333187076,9.160172964897505
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.12,0.5753613350694573,0.7585257642753194,12.270459481288821
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.14,0.6046087281101863,0.7775658995288993,15.088616535647503
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.16,0.6318004698731078,0.7948587735397451,17.648159009204136
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.18,0.6563724688807903,0.8101681732089889,19.914124670753953
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.2,0.6788635920039424,0.8239317884412171,21.951296615364434
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.22,0.6999195498137061,0.8366119469704614,23.82810461770557
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.24,0.7188712592835326,0.847862759698486,25.493353148479002
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.26,0.7366853634559466,0.8583037710833773,27.038741849614322
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.28,0.753168401793312,0.8678527535206142,28.452100098337183
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.3,0.7685326845779242,0.8766599594928037,29.75566697478831
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.32,0.7829200978600931,0.8848277221358365,30.964588949565886
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.34,0.796106204090809,0.8922478378179513,32.06285065176557
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.36,0.8082309123600707,0.8990166363088453,33.064709985357176
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.38,0.8196044804667069,0.9053200983446169,33.99769421926129
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.4,0.830282162939049,0.9111982017865536,34.86772053265259
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.42,0.8402506070542042,0.9166518461521823,35.67492206437859
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.44,0.849553315411978,0.921712165164363,36.42390696031317
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.46,0.8583263775288899,0.926459053347146,37.126500520726346
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.48,0.8664677125681657,0.9308424746261666,37.77529683625544
11,4.5,4.0,5.0,4.00;4.25;4.50;4.75;5.00,0.5,0.8740180632434418,0.9348893320834514,38.37427786970618
