n,fold,seed,route,reliability,mse
10,1,2026,Q,0.95,0.027841921482055294
10,1,2026,Q,0.99,0.13597185776254567
10,1,2026,QP,0.9,0.019343419806339298
10,1,2026,QP,0.95,0.02755717822401411
10,1,2026,QP,0.99,0.04772050623814455
10,1,2026,QCP,0.9,0.019213863250542137
10,1,2026,QCP,0.95,0.02740421074583427
10,1,2026,QCP,0.99,0.04810748564325769
10,1,3407,P,0.9,0.021196757501373172
10,1,3407,P,0.95,0.03116965353965172
10,1,3407,P,0.99,0.05850753438136198
10,1,3407,Q,0.9,0.036855656476382045
10,1,3407,Q,0.95,0.0279213178611491
10,1,3407,Q,0.99,0.13308704321808618
10,1,3407,QP,0.9,0.01942822384639103
10,1,3407,QP,0.95,0.027642006084822722
10,1,3407,QP,0.99,0.04835442821937783
10,1,3407,QCP,0.9,0.019078493959965404
10,1,3407,QCP,0.95,0.02712323149556788
10,1,3407,QCP,0.99,0.047701222502458056
10,1,17,P,0.9,0.020896108971184765
10,1,17,P,0.95,0.030623070520560163
10,1,17,P,0.99,0.056673755323999694
10,1,17,Q,0.9,0.03624178211615154
10,1,17,Q,0.95,0.027968940957495806
10,1,17,Q,0.99,0.13460119570727933
10,1,17,QP,0.9,0.01922061034083554
10,1,17,QP,0.95,0.027542266241380814
10,1,17,QP,0.99,0.04880123919359019
10,1,17,QCP,0.9,0.019179846330917533
10,1,17,QCP,0.95,0.027248852484348222
10,1,17,QCP,0.99,0.047513826188521534
10,1,73,P,0.9,0.021208214457028005
10,1,73,P,0.95,0.03120292091989063
10,1,73,P,0.99,0.05827394925190113
10,1,73,Q,0.9,0.03576794956724636
10,1,73,Q,0.95,0.027775942938909674
10,1,73,Q,0.99,0.13625433323489353
10,1,73,QP,0.9,0.019229620641905705
10,1,73,QP,0.95,0.027389424266274352
10,1,73,QP,0.99,0.04806841161511272
10,1,73,QCP,0.9,0.019166224576200794
10,1,73,QCP,0.95,0.02716482943750112
10,1,73,QCP,0.99,0.047120804029349525
10,1,314,P,0.9,0.020857794257873853
10,1,314,P,0.95,0.030739576203799444
10,1,314,P,0.99,0.05789993734768362
10,1,314,Q,0.9,0.03549319399325367
10,1,314,Q,0.95,0.028038430941076074
10,1,314,Q,0.99,0.13877442860540745
10,1,314,QP,0.9,0.0190435135614663
10,1,314,QP,0.95,0.02720044279804621
10,1,314,QP,0.99,0.047714314869376155
10,1,314,QCP,0.9,0.019119515504899882
10,1,314,QCP,0.95,0.02718799694584238
10,1,314,QCP,0.99,0.047361581690524054
10,1,2718,P,0.9,0.02090210800309797
10,1,2718,P,0.95,0.03066082527363657
10,1,2718,P,0.99,0.05681300851882216
10,1,2718,Q,0.9,0.03649565910408284
10,1,2718,Q,0.95,0.02786357261634932
10,1,2718,Q,0.99,0.13261406916861077
10,1,2718,QP,0.9,0.019044430273861115
10,1,2718,QP,0.95,0.026973079101633074
10,1,2718,QP,0.99,0.046614527747285854
10,1,2718,QCP,0.9,0.0191619751436978
10,1,2718,QCP,0.95,0.0272943682360435
10,1,2718,QCP,0.99,0.0482625536233113
10,1,4099,P,0.9,0.02080348445087134
10,1,4099,P,0.95,0.03038650121935006
10,1,4099,P,0.99,0.05644283178666565
10,1,4099,Q,0.9,0.03637121219926391
10,1,4099,Q,0.95,0.028307350120878882
10,1,4099,Q,0.99,0.1370209836330844
10,1,4099,QP,0.9,0.01923068867131753
10,1,4099,QP,0.95,0.02744023469440662
10,1,4099,QP,0.99,0.04783115951039242
10,1,4099,QCP,0.9,0.019180731478096194
10,1,4099,QCP,0.95,0.027441633404298126
10,1,4099,QCP,0.99,0.04891090156163866
10,1,8128,P,0.9,0.0210386482739773
10,1,8128,P,0.95,0.03095783071247145
10,1,8128,P,0.99,0.05772342788719245
10,1,8128,Q,0.9,0.03556078976535007
10,1,8128,Q,0.95,0.02803043845966029
10,1,8128,Q,0.99,0.13755169812958007
10,1,8128,QP,0.9,0.019366993346701476
10,1,8128,QP,0.95,0.027592823359865654
10,1,8128,QP,0.99,0.047842252947605156
10,1,8128,QCP,0.9,0.019201168674177666
10,1,8128,QCP,0.95,0.02732047980026731
10,1,8128,QCP,0.99,0.04776611459739503
10,1,12011,P,0.9,0.021270397640961208
10,1,12011,P,0.95,0.031211166131348556
10,1,12011,P,0.99,0.05854127029518966
10,1,12011,Q,0.9,0.03630610851276213
10,1,12011,Q,0.95,0.027940571826132955
10,1,12011,Q,0.99,0.1339731794886103
10,1,12011,QP,0.9,0.019482510755917466
10,1,12011,QP,0.95,0.02771454729456432
10,1,12011,QP,0.99,0.04836118454598999
10,1,12011,QCP,0.9,0.019147261487610468
10,1,12011,QCP,0.95,0.027377031805634798
10,1,12011,QCP,0.99,0.047885573229913624
10,2,42,P,0.9,0.021302860659677597
10,2,42,P,0.95,0.030288565595891274
10,2,42,P,0.99,0.05231422797921315
10,2,42,Q,0.9,0.03597387346392978
10,2,42,Q,0.95,0.02875569745009975
10,2,42,Q,0.99,0.13583899697269822
10,2,42,QP,0.9,0.020295301429740897
10,2,42,QP,0.95,0.028215808916131926
10,2,42,QP,0.99,0.046664985585709445
10,2,42,QCP,0.9,0.02025175268131288
10,2,42,QCP,0.95,0.028169574521432105
10,2,42,QCP,0.99,0.04677427314923436
10,2,2026,P,0.9,0.02139503520583529
10,2,2026,P,0.95,0.030444998001003032
10,2,2026,P,0.99,0.05272186816875473
10,2,2026,Q,0.9,0.03668944732400222
10,2,2026,Q,0.95,0.028733420244199295
10,2,2026,Q,0.99,0.1336573335969536
10,2,2026,QP,0.9,0.020274658566698342
10,2,2026,QP,0.95,0.028284634046989925
10,2,2026,QP,0.99,0.04699994289182727
10,2,2026,QCP,0.9,0.020194420652611955
10,2,2026,QCP,0.95,0.02817221261495797
10,2,2026,QCP,0.99,0.04646494470072664
10,2,3407,P,0.9,0.021022360652564735
10,2,3407,P,0.95,0.030101975098788612
10,2,3407,P,0.99,0.052726845535951625
10,2,3407,Q,0.9,0.036414430025064566
10,2,3407,Q,0.95,0.02834565457571382
10,2,3407,Q,0.99,0.13106411992764988
10,2,3407,QP,0.9,0.020020054700601562
10,2,3407,QP,0.95,0.028017380835457507
10,2,3407,QP,0.99,0.04640845097621276
10,2,3407,QCP,0.9,0.020566297885522684
10,2,3407,QCP,0.95,0.028726344588671123
10,2,3407,QCP,0.99,0.048714127506878736
10,2,17,P,0.9,0.021314433816153132
10,2,17,P,0.95,0.03019832698355388
10,2,17,P,0.99,0.051641963635186555
10,2,17,Q,0.9,0.036449452555963255
10,2,17,Q,0.95,0.028505167245715182
10,2,17,Q,0.99,0.13359396594686926
10,2,17,QP,0.9,0.02013736864096719
10,2,17,QP,0.95,0.028187979766973032
10,2,17,QP,0.99,0.046744169296414666
10,2,17,QCP,0.9,0.020247311933714117
10,2,17,QCP,0.95,0.028353151263433053
10,2,17,QCP,0.99,0.047210571283610434
10,2,73,P,0.9,0.02137698619143857
10,2,73,P,0.95,0.030230709533091798
10,2,73,P,0.99,0.05173302801366131
10,2,73,Q,0.9,0.03681292905259197
10,2,73,Q,0.95,0.028522436878433588
10,2,73,Q,0.99,0.13148064486399902
10,2,73,QP,0.9,0.02044693357787935
10,2,73,QP,0.95,0.028511914865695924
10,2,73,QP,0.99,0.047617883979199915
10,2,73,QCP,0.9,0.020154032567967536
10,2,73,QCP,0.95,0.028149908178704327
10,2,73,QCP,0.99,0.04670981284308506
10,2,314,P,0.9,0.020921515751981302
10,2,314,P,0.95,0.029768003255357424
10,2,314,P,0.99,0.05133655096737849
10,2,314,Q,0.9,0.03495456879321281
10,2,314,Q,0.95,0.028700059619443205
10,2,314,Q,0.99,0.1401996109567522
10,2,314,QP,0.9,0.02008229564860695
10,2,314,QP,0.95,0.02808526879252542
10,2,314,QP,0.99,0.04689017332277175
10,2,314,QCP,0.9,0.02048855194958343
10,2,314,QCP,0.95,0.028422016670676353
10,2,314,QCP,0.99,0.046683970003172925
10,2,2718,P,0.9,0.020880086968375674
10,2,2718,P,0.95,0.029799086635048606
10,2,2718,P,0.99,0.05193948442116461
10,2,2718,Q,0.9,0.037843343570298685
10,2,2718,Q,0.95,0.02841911786194115
10,2,2718,Q,0.99,0.12763566214721428
10,2,2718,QP,0.9,0.020166544421730045
10,2,2718,QP,0.95,0.02821699485044336
10,2,2718,QP,0.99,0.04697145594036581
10,2,2718,QCP,0.9,0.020314112653088946
10,2,2718,QCP,0.95,0.028315998680722702
10,2,2718,QCP,0.99,0.04702147304953389
10,2,4099,P,0.9,0.021202660912204754
10,2,4099,P,0.95,0.03027658683723406
10,2,4099,P,0.99,0.05270827585028179
10,2,4099,Q,0.9,0.03604313886073438
10,2,4099,Q,0.95,0.02858704631633901
10,2,4099,Q,0.99,0.1347908952434441
10,2,4099,QP,0.9,0.02030683353650784
10,2,4099,QP,0.95,0.02842198602989119
10,2,4099,QP,0.99,0.04731356467066772
10,2,4099,QCP,0.9,0.02049861303613348
10,2,4099,QCP,0.95,0.028621727070802058
10,2,4099,QCP,0.99,0.048112665961254235
10,2,8128,P,0.9,0.021648239014624666
10,2,8128,P,0.95,0.030936513879114336
10,2,8128,P,0.99,0.05430086564040642
10,2,8128,Q,0.9,0.0377331708961319
10,2,8128,Q,0.95,0.028672717005018597
10,2,8128,Q,0.99,0.12731969834649126
10,2,8128,QP,0.9,0.02012789183595176
10,2,8128,QP,0.95,0.02822653407727999
10,2,8128,QP,0.99,0.04707441290107648
10,2,8128,QCP,0.9,0.02035749761007486
10,2,8128,QCP,0.95,0.02850261632062948
10,2,8128,QCP,0.99,0.04798014759316818
10,2,12011,P,0.9,0.021134224271415595
10,2,12011,P,0.95,0.030045387182589665
10,2,12011,P,0.99,0.05209619942815231
10,2,12011,Q,0.9,0.035864279060633296
10,2,12011,Q,0.95,0.028765491184375578
10,2,12011,Q,0.99,0.13726085468085997
10,2,12011,QP,0.9,0.02016795649241033
10,2,12011,QP,0.95,0.028271258936597547
10,2,12011,QP,0.99,0.047339752142186366
10,2,12011,QCP,0.9,0.02042702785986452
10,2,12011,QCP,0.95,0.02859835844251073
10,2,12011,QCP,0.99,0.04762240426387696
10,3,42,P,0.9,0.020256705789065996
10,3,42,P,0.95,0.029074958563623205
10,3,42,P,0.99,0.04973456800181824
10,3,42,Q,0.9,0.03795387255006568
10,3,42,Q,0.95,0.030033712540890954
10,3,42,Q,0.99,0.1380910765679776
10,3,42,QP,0.9,0.02005844742089639
10,3,42,QP,0.95,0.02815361098277132
10,3,42,QP,0.99,0.046130508080540894
10,3,42,QCP,0.9,0.02001207075797203
10,3,42,QCP,0.95,0.027946147095928284
10,3,42,QCP,0.99,0.04547634915367491
10,3,2026,P,0.9,0.019931453588504063
10,3,2026,P,0.95,0.0285255206248687
10,3,2026,P,0.99,0.04870745506445591
10,3,2026,Q,0.9,0.037317795948158844
10,3,2026,Q,0.95,0.02948651267523043
10,3,2026,Q,0.99,0.13668343410703987
10,3,2026,QP,0.9,0.02007500664964248
10,3,2026,QP,0.95,0.028544521450351336
10,3,2026,QP,0.99,0.047204965731561126
10,3,2026,QCP,0.9,0.019753126727055537
10,3,2026,QCP,0.95,0.027845606494700033
10,3,2026,QCP,0.99,0.04587049447704985
10,3,3407,P,0.9,0.02020913103021248
10,3,3407,P,0.95,0.028932416824621682
10,3,3407,P,0.99,0.04912290088316573
10,3,3407,Q,0.9,0.037705284844213954
10,3,3407,Q,0.95,0.02976974371379813
10,3,3407,Q,0.99,0.13664715425562102
10,3,3407,QP,0.9,0.020473796630538076
10,3,3407,QP,0.95,0.028649495747992557
10,3,3407,QP,0.99,0.04679114163804669
10,3,3407,QCP,0.9,0.019986659152205235
10,3,3407,QCP,0.95,0.028273435289876615
10,3,3407,QCP,0.99,0.046929726410385134
10,3,17,P,0.9,0.019970758835707276
10,3,17,P,0.95,0.02853222244394835
10,3,17,P,0.99,0.04823989122407026
10,3,17,Q,0.9,0.037402691740490775
10,3,17,Q,0.95,0.029555647844120708
10,3,17,Q,0.99,0.13571620942556906
10,3,17,QP,0.9,0.019581708407215577
10,3,17,QP,0.95,0.027718947435845003
10,3,17,QP,0.99,0.04555807410787823
10,3,17,QCP,0.9,0.019784230968797292
10,3,17,QCP,0.95,0.027757410975537102
10,3,17,QCP,0.99,0.04526736660445915
10,3,73,P,0.9,0.020093844486091552
10,3,73,P,0.95,0.0287593102112012
10,3,73,P,0.99,0.04932226865454528
10,3,73,Q,0.9,0.03889298757163105
10,3,73,Q,0.95,0.02979024391202877
10,3,73,Q,0.99,0.13274198946298188
10,3,73,QP,0.9,0.020010057114420415
10,3,73,QP,0.95,0.02799699084649065
10,3,73,QP,0.99,0.0456890952652412
10,3,73,QCP,0.9,0.019763999795567554
10,3,73,QCP,0.95,0.027822959553398086
10,3,73,QCP,0.99,0.045993644507510825
10,3,314,P,0.9,0.02008190652387839
10,3,314,P,0.95,0.028855266140105945
10,3,314,P,0.99,0.04969632963072819
10,3,314,Q,0.9,0.03688759706953994
10,3,314,Q,0.95,0.029796995772923225
10,3,314,Q,0.99,0.14008914709208659
10,3,314,QP,0.9,0.01987449311568497
10,3,314,QP,0.95,0.028054590916280785
10,3,314,QP,0.99,0.04633543144873974
10,3,314,QCP,0.9,0.019840045277092162
10,3,314,QCP,0.95,0.02793320356047215
10,3,314,QCP,0.99,0.046230626687207246
10,3,2718,P,0.9,0.020259572543987366
10,3,2718,P,0.95,0.028902322237318583
10,3,2718,P,0.99,0.04898180430925751
10,3,2718,Q,0.9,0.03684989502617071
10,3,2718,Q,0.95,0.02942069962396461
10,3,2718,Q,0.99,0.13717525233608277
10,3,2718,QP,0.9,0.019792281109465504
10,3,2718,QP,0.95,0.027934669987948753
10,3,2718,QP,0.99,0.0455323792146353
10,3,2718,QCP,0.9,0.019898289818003068
10,3,2718,QCP,0.95,0.028043568366227352
10,3,2718,QCP,0.99,0.046115927229045985
10,3,4099,P,0.9,0.019900697906748466
10,3,4099,P,0.95,0.028511159738630467
10,3,4099,P,0.99,0.048639116062136896
10,3,4099,Q,0.9,0.03701353339950057
10,3,4099,Q,0.95,0.02989678947571581
10,3,4099,Q,0.99,0.1391382190871808
10,3,4099,QP,0.9,0.01995051383522135
10,3,4099,QP,0.95,0.0280087464267735
10,3,4099,QP,0.99,0.04600494447316321
10,3,4099,QCP,0.9,0.01984830374096601
10,3,4099,QCP,0.95,0.027727865049635293
10,3,4099,QCP,0.99,0.04569917214319202
10,3,8128,P,0.9,0.020105550274646996
10,3,8128,P,0.95,0.02873327219791489
10,3,8128,P,0.99,0.048910795973101315
10,3,8128,Q,0.9,0.03550729852720268
10,3,8128,Q,0.95,0.029639785377362594
10,3,8128,Q,0.99,0.14385279243818347
10,3,8128,QP,0.9,0.019855778703964187
10,3,8128,QP,0.95,0.027836438859621334
10,3,8128,QP,0.99,0.04496059937928435
10,3,8128,QCP,0.9,0.019886962777361586
10,3,8128,QCP,0.95,0.02787777323869691
10,3,8128,QCP,0.99,0.04557881829159877
10,3,12011,P,0.9,0.02033963896264808
10,3,12011,P,0.95,0.029050442406559355
10,3,12011,P,0.99,0.049541732909109765
10,3,12011,Q,0.9,0.03745157571633979
10,3,12011,Q,0.95,0.029364875673656855
10,3,12011,Q,0.99,0.13484979587206086
10,3,12011,QP,0.9,0.01982201839574307
10,3,12011,QP,0.95,0.02793938430934017
10,3,12011,QP,0.99,0.04554442672971917
10,3,12011,QCP,0.9,0.019823473933953385
10,3,12011,QCP,0.95,0.02790159147983708
10,3,12011,QCP,0.99,0.04626005437325354
10,4,42,P,0.9,0.02016080767571326
10,4,42,P,0.95,0.02938433521709311
10,4,42,P,0.99,0.05409424415680135
10,4,42,Q,0.9,0.03869236397846885
10,4,42,Q,0.95,0.028018151152073695
10,4,42,Q,0.99,0.12462985437420296
10,4,42,QP,0.9,0.019301919580767043
10,4,42,QP,0.95,0.026845297837704098
10,4,42,QP,0.99,0.04528674603174524
10,4,42,QCP,0.9,0.019994608143439802
10,4,42,QCP,0.95,0.027715491538551403
10,4,42,QCP,0.99,0.04666004104842186
10,4,2026,P,0.9,0.01986005087468765
10,4,2026,P,0.95,0.029008883480494692
10,4,2026,P,0.99,0.05397893183397844
10,4,2026,Q,0.9,0.03857508823610524
10,4,2026,Q,0.95,0.02787828336199766
10,4,2026,Q,0.99,0.12355682051291118
10,4,2026,QP,0.9,0.019787323164443833
10,4,2026,QP,0.95,0.02761810024710967
10,4,2026,QP,0.99,0.04683058007749458
10,4,2026,QCP,0.9,0.0198677742960431
10,4,2026,QCP,0.95,0.027520620561305654
10,4,2026,QCP,0.99,0.046229757895830725
10,4,3407,P,0.9,0.01971441966495106
10,4,3407,P,0.95,0.0287146491052755
10,4,3407,P,0.99,0.053054071990141345
10,4,3407,Q,0.9,0.03874744072144344
10,4,3407,Q,0.95,0.02808239680857832
10,4,3407,Q,0.99,0.12487811610066082
10,4,3407,QP,0.9,0.019644197279817314
10,4,3407,QP,0.95,0.0275002329769177
10,4,3407,QP,0.99,0.04682159337823735
10,4,3407,QCP,0.9,0.01947373226150866
10,4,3407,QCP,0.95,0.02724889135972154
10,4,3407,QCP,0.99,0.045997435343970314
10,4,17,P,0.9,0.019712236866259485
10,4,17,P,0.95,0.028630140090237698
10,4,17,P,0.99,0.0524251529000164
10,4,17,Q,0.9,0.039362746936493824
10,4,17,Q,0.95,0.028296525826165535
10,4,17,Q,0.99,0.12297026053194349
10,4,17,QP,0.9,0.01969722190819605
10,4,17,QP,0.95,0.027635195133460074
10,4,17,QP,0.99,0.0471358424498399
10,4,17,QCP,0.9,0.019648057043151642
10,4,17,QCP,0.95,0.02731206509609521
10,4,17,QCP,0.99,0.04673536628101588
10,4,73,P,0.9,0.01994964383687108
10,4,73,P,0.95,0.028952265773154413
10,4,73,P,0.99,0.05311223814235889
10,4,73,Q,0.9,0.04116729950201296
10,4,73,Q,0.95,0.02822759018936723
10,4,73,Q,0.99,0.11654073765455934
10,4,73,QP,0.9,0.019544259976038755
10,4,73,QP,0.95,0.027361795338362097
10,4,73,QP,0.99,0.046599884065076605
10,4,73,QCP,0.9,0.019571232742584054
10,4,73,QCP,0.95,0.02726014332467216
10,4,73,QCP,0.99,0.04569904514737324
10,4,314,P,0.9,0.019755108383884525
10,4,314,P,0.95,0.028568992252563496
10,4,314,P,0.99,0.05169394307105497
10,4,314,Q,0.9,0.03922603215106014
10,4,314,Q,0.95,0.028228498854588176
10,4,314,Q,0.99,0.12416302151564698
10,4,314,QP,0.9,0.019616843504145078
10,4,314,QP,0.95,0.027399995435079438
10,4,314,QP,0.99,0.046335257504652186
10,4,314,QCP,0.9,0.019688212425273712
10,4,314,QCP,0.95,0.02739215215710398
10,4,314,QCP,0.99,0.04629548650277788
10,4,2718,P,0.9,0.020188156569177777
10,4,2718,P,0.95,0.02924852633714341
10,4,2718,P,0.99,0.05303517681479752
10,4,2718,Q,0.9,0.03862384897186669
10,4,2718,Q,0.95,0.027966300492509567
10,4,2718,Q,0.99,0.1246173512217965
10,4,2718,QP,0.9,0.019553186013579936
10,4,2718,QP,0.95,0.027540800547353642
10,4,2718,QP,0.99,0.0477480093678068
10,4,2718,QCP,0.9,0.019871768361348227
10,4,2718,QCP,0.95,0.027619846327790232
10,4,2718,QCP,0.99,0.04662839642209585
10,4,4099,P,0.9,0.020095007608110175
10,4,4099,P,0.95,0.029198367094837537
10,4,4099,P,0.99,0.05362583264230354
10,4,4099,Q,0.9,0.037954129709551115
10,4,4099,Q,0.95,0.027741002040463272
10,4,4099,Q,0.99,0.12617406762259709
10,4,4099,QP,0.9,0.01957539093912498
10,4,4099,QP,0.95,0.02735576574538694
10,4,4099,QP,0.99,0.046337113637738334
10,4,4099,QCP,0.9,0.01931811305993315
10,4,4099,QCP,0.95,0.026990102410716203
10,4,4099,QCP,0.99,0.04614539863598932
10,4,8128,P,0.9,0.019662663172950293
10,4,8128,P,0.95,0.028537160985178403
10,4,8128,P,0.99,0.05211265047210842
10,4,8128,Q,0.9,0.03894630513257576
10,4,8128,Q,0.95,0.028318404239379084
10,4,8128,Q,0.99,0.12329341691538934
10,4,8128,QP,0.9,0.01936142598646246
10,4,8128,QP,0.95,0.0271497119000436
10,4,8128,QP,0.99,0.04590958174964958
10,4,8128,QCP,0.9,0.019636218755345915
10,4,8128,QCP,0.95,0.027451606417880962
10,4,8128,QCP,0.99,0.04630968046277575
10,4,12011,P,0.9,0.020306304142539835
10,4,12011,P,0.95,0.029341985250238303
10,4,12011,P,0.99,0.0533767392358195
10,4,12011,Q,0.9,0.03887186623429483
10,4,12011,Q,0.95,0.02807291739063818
10,4,12011,Q,0.99,0.12396864074362292
10,4,12011,QP,0.9,0.01918650332463628
10,4,12011,QP,0.95,0.026885866248444103
10,4,12011,QP,0.99,0.04580954457731159
10,4,12011,QCP,0.9,0.01961590168451457
10,4,12011,QCP,0.95,0.02746511034965971
10,4,12011,QCP,0.99,0.04615010681010078
10,5,42,P,0.9,0.022174961054361772
10,5,42,P,0.95,0.03290592439328512
10,5,42,P,0.99,0.06147249724923579
10,5,42,Q,0.9,0.03506364518302377
10,5,42,Q,0.95,0.02881912219757999
10,5,42,Q,0.99,0.14305384272700872
10,5,42,QP,0.9,0.019988893160214835
10,5,42,QP,0.95,0.028471743653930418
10,5,42,QP,0.99,0.04860290556239221
10,5,42,QCP,0.9,0.020075355739625253
10,5,42,QCP,0.95,0.028508493287456613
10,5,42,QCP,0.99,0.04836160606492947
10,5,2026,P,0.9,0.021937971320573256
10,5,2026,P,0.95,0.03233449231279683
10,5,2026,P,0.99,0.059761574878990524
10,5,2026,Q,0.9,0.03624040330814861
10,5,2026,Q,0.95,0.028532475247738324
10,5,2026,Q,0.99,0.13841706686344388
10,5,2026,QP,0.9,0.01995229474656937
10,5,2026,QP,0.95,0.028348721104429923
10,5,2026,QP,0.99,0.04880255513801534
10,5,2026,QCP,0.9,0.019933109847280996
10,5,2026,QCP,0.95,0.028202932383100895
10,5,2026,QCP,0.99,0.04795670026834353
10,5,3407,P,0.9,0.02190038030418231
10,5,3407,P,0.95,0.03221396172361117
10,5,3407,P,0.99,0.05878155380038214
10,5,3407,Q,0.9,0.035788010574774994
10,5,3407,Q,0.95,0.02864740807437796
10,5,3407,Q,0.99,0.13942622231661772
10,5,3407,QP,0.9,0.019830022003514084
10,5,3407,QP,0.95,0.028371473015636913
10,5,3407,QP,0.99,0.04905083513361639
10,5,3407,QCP,0.9,0.019707673320118236
10,5,3407,QCP,0.95,0.02824069150178507
10,5,3407,QCP,0.99,0.049260877984217806
10,5,17,P,0.9,0.02142604100947033
10,5,17,P,0.95,0.031160878472895136
10,5,17,P,0.99,0.055974485795776116
10,5,17,Q,0.9,0.035772938459340764
10,5,17,Q,0.95,0.02874295165134446
10,5,17,Q,0.99,0.13893646744030175
10,5,17,QP,0.9,0.01998279058880254
10,5,17,QP,0.95,0.02847005795952138
10,5,17,QP,0.99,0.04910889091041111
10,5,17,QCP,0.9,0.0199813854817748
10,5,17,QCP,0.95,0.028443809587490834
10,5,17,QCP,0.99,0.048526154161106845
10,5,73,P,0.9,0.022205926843715074
10,5,73,P,0.95,0.032744702625680126
10,5,73,P,0.99,0.06002485887942685
10,5,73,Q,0.9,0.03588097387146919
10,5,73,Q,0.95,0.028615779076210667
10,5,73,Q,0.99,0.13816623382284235
10,5,73,QP,0.9,0.019829770750707056
10,5,73,QP,0.95,0.028283061697023205
10,5,73,QP,0.99,0.04845919494012643
10,5,73,QCP,0.9,0.019805490699611194
10,5,73,QCP,0.95,0.02815810794667646
10,5,73,QCP,0.99,0.04828490362889267
10,5,314,P,0.9,0.021051318860004636
10,5,314,P,0.95,0.03079221391887882
10,5,314,P,0.99,0.05558077408366519
10,5,314,Q,0.9,0.03482618311258328
10,5,314,Q,0.95,0.028792569313306902
10,5,314,Q,0.99,0.14401777962630632
10,5,314,QP,0.9,0.019833515439568145
10,5,314,QP,0.95,0.02822313183030584
10,5,314,QP,0.99,0.04824473446843739
10,5,314,QCP,0.9,0.01983327218435541
10,5,314,QCP,0.95,0.028200905126053152
10,5,314,QCP,0.99,0.04830332248919436
10,5,2718,P,0.9,0.021551948086978096
10,5,2718,P,0.95,0.03169828096117534
10,5,2718,P,0.99,0.05815524666326666
10,5,2718,Q,0.9,0.03721240749766527
10,5,2718,Q,0.95,0.028818487503206935
10,5,2718,Q,0.99,0.13397517710427653
10,5,2718,QP,0.9,0.019932210102524762
10,5,2718,QP,0.95,0.028327955037711714
10,5,2718,QP,0.99,0.04892887758643308
10,5,2718,QCP,0.9,0.019956963266645342
10,5,2718,QCP,0.95,0.02824223099262254
10,5,2718,QCP,0.99,0.048465115005947274
10,5,4099,P,0.9,0.022415675016078794
10,5,4099,P,0.95,0.033002392980037605
10,5,4099,P,0.99,0.061042948942094576
10,5,4099,Q,0.9,0.03723806326609638
10,5,4099,Q,0.95,0.02849903065531217
10,5,4099,Q,0.99,0.13180668993880365
10,5,4099,QP,0.9,0.019741681347642714
10,5,4099,QP,0.95,0.028133576351970023
10,5,4099,QP,0.99,0.048493330352892314
10,5,4099,QCP,0.9,0.01985606057084173
10,5,4099,QCP,0.95,0.028260033315206722
10,5,4099,QCP,0.99,0.04844417791713911
10,5,8128,P,0.9,0.02169290017765998
10,5,8128,P,0.95,0.03180354173827441
10,5,8128,P,0.99,0.057792985306619554
10,5,8128,Q,0.9,0.03567452006221892
10,5,8128,Q,0.95,0.028708196930552994
10,5,8128,Q,0.99,0.13997159802288345
10,5,8128,QP,0.9,0.019853745055050408
10,5,8128,QP,0.95,0.028265892925605662
10,5,8128,QP,0.99,0.04817644615058465
10,5,8128,QCP,0.9,0.01982453696460795
10,5,8128,QCP,0.95,0.028027628621507306
10,5,8128,QCP,0.99,0.04762506601118085
10,5,12011,P,0.9,0.021668639014977776
10,5,12011,P,0.95,0.03182984507321296
10,5,12011,P,0.99,0.05798278295013841
10,5,12011,Q,0.9,0.03668961830240829
10,5,12011,Q,0.95,0.028773197501838266
10,5,12011,Q,0.99,0.1359607664106452
10,5,12011,QP,0.9,0.01991364894393141
10,5,12011,QP,0.95,0.028337908301478573
10,5,12011,QP,0.99,0.04860912091655521
10,5,12011,QCP,0.9,0.020166002489426984
10,5,12011,QCP,0.95,0.028436273712675538
10,5,12011,QCP,0.99,0.04837953487852707
15,1,42,P,0.9,0.014877182483487834
15,1,42,P,0.95,0.022186798001994468
15,1,42,P,0.99,0.043031415168011684
15,1,42,Q,0.9,0.028847277326553893
15,1,42,Q,0.95,0.020183921489096174
15,1,42,Q,0.99,0.1241169863889986
15,1,42,QP,0.9,0.013790944067734305
15,1,42,QP,0.95,0.02009433732687284
15,1,42,QP,0.99,0.03719431011299192
15,1,42,QCP,0.9,0.013706606610731626
15,1,42,QCP,0.95,0.019885656027340434
15,1,42,QCP,0.99,0.03597377215718998
15,1,2026,P,0.9,0.014749134377951698
15,1,2026,P,0.95,0.021951499881137603
15,1,2026,P,0.99,0.0417389906764679
15,1,2026,Q,0.9,0.028152757686511917
15,1,2026,Q,0.95,0.020743424747532067
15,1,2026,Q,0.99,0.1277936067727841
15,1,2026,QP,0.9,0.013413443095588838
15,1,2026,QP,0.95,0.019507318744908884
15,1,2026,QP,0.99,0.03601715106839387
15,1,2026,QCP,0.9,0.013359595149982398
15,1,2026,QCP,0.95,0.019363613704728257
15,1,2026,QCP,0.99,0.0350519741799028
15,1,3407,P,0.9,0.01488966296053093
15,1,3407,P,0.95,0.022258932511989554
15,1,3407,P,0.99,0.043040396761779294
15,1,3407,Q,0.9,0.027507473006275103
15,1,3407,Q,0.95,0.020453288835389896
15,1,3407,Q,0.99,0.13044923634375663
15,1,3407,QP,0.9,0.013447235056249198
15,1,3407,QP,0.95,0.019417837129109605
15,1,3407,QP,0.99,0.03497556038990223
15,1,3407,QCP,0.9,0.013696906618002854
