beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,1000,1000,3,1,4.236001,2866.069882,9e-06,2.736001,1866.069882,-999.999991,0.826467
1.5,1000,1000,3,2,2.577874,2826.353628,2.4e-05,1.077874,1826.353628,-999.999976,0.820453
1.5,1000,1000,3,3,3.672254,1780.088284,3e-06,2.172254,780.088284,-999.999997,0.799552
1.5,1000,1000,3,4,4.299997,2508.026687,0.000155,2.799997,1508.026687,-999.999845,0.979764
1.5,1000,1000,3,5,5.0,365.120859,954.732667,3.5,-634.879141,-45.267333,0.962189
1.5,1000,1000,3,6,5.0,1395.571783,724.595856,3.5,395.571783,-275.404144,0.786145
1.5,1000,1000,3,7,5.0,2602.162731,158.891855,3.5,1602.162731,-841.108145,0.906809
1.5,1000,1000,3,8,3.545127,1778.588127,2e-06,2.045127,778.588127,-999.999998,0.975531
1.5,1000,1000,3,9,2.605373,2283.858074,9e-06,1.105373,1283.858074,-999.999991,0.871727
1.5,1000,1000,3,10,2.307843,1957.466045,1.4e-05,0.807843,957.466045,-999.999986,0.659886
1.5,1000,1000,3,11,2.009507,1941.710832,0.000143,0.509507,941.710832,-999.999857,0.786609
1.5,1000,1000,3,12,2.505744,2423.994954,1.8e-05,1.005744,1423.994954,-999.999982,0.96123
1.5,1000,1000,3,13,2.103743,2117.848717,6.6e-05,0.603743,1117.848717,-999.999934,0.793659
1.5,1000,1000,3,14,5.0,1395.536949,440.019208,3.5,395.536949,-559.980792,0.95188
1.5,1000,1000,3,15,2.518387,1749.871242,2e-06,1.018387,749.871242,-999.999998,0.731225
1.5,1000,1000,3,16,1.9,1126.864646,982.456619,0.4,126.864646,-17.543381,0.804838
1.5,1000,1000,3,17,3.870887,1851.669214,3.1e-05,2.370887,851.669214,-999.999969,0.978934
1.5,1000,1000,3,18,5.0,427.096671,1139.935325,3.5,-572.903329,139.935325,0.874482
1.5,1000,1000,3,19,2.305015,2175.877877,6e-05,0.805015,1175.877877,-999.99994,0.91227
1.5,1000,1000,3,20,5.0,387.553096,944.226074,3.5,-612.446904,-55.773926,0.983241
1.5,1000,1000,3,21,1.9,584.825665,1004.190651,0.4,-415.174335,4.190651,0.777559
1.5,1000,1000,3,22,5.0,560.100765,1063.61354,3.5,-439.899235,63.61354,0.696069
1.5,1000,1000,3,23,5.0,836.778318,1068.329349,3.5,-163.221682,68.329349,0.761084
1.5,1000,1000,3,24,3.100001,1980.025591,8.2e-05,1.600001,980.025591,-999.999918,0.978261
1.5,1000,1000,3,25,1.9,472.55562,1967.25149,0.4,-527.44438,967.25149,0.772958
1.5,1000,1000,3,26,2.3,980.42756,608.019475,0.8,-19.57244,-391.980525,0.737785
1.5,1000,1000,3,27,2.8,2417.91909,42.090423,1.3,1417.91909,-957.909577,0.778716
1.5,1000,1000,3,28,3.557551,2310.062582,3e-06,2.057551,1310.062582,-999.999997,0.934261
1.5,1000,1000,3,29,2.442153,2258.282221,9.4e-05,0.942153,1258.282221,-999.999906,0.974049
1.5,1000,1000,3,30,5.0,1305.503394,581.347801,3.5,305.503394,-418.652199,0.986153
1.5,1000,1000,3,31,2.3,1796.493124,2.6e-05,0.8,796.493124,-999.999974,0.745317
1.5,1000,1000,3,32,1.9,800.75427,1151.853986,0.4,-199.24573,151.853986,0.847771
1.5,1000,1000,3,33,1.9,579.673593,1235.285872,0.4,-420.326407,235.285872,0.719319
1.5,1000,1000,3,34,5.0,1717.310923,4.628452,3.5,717.310923,-995.371548,0.834994
1.5,1000,1000,3,35,5.0,1696.834886,498.062163,3.5,696.834886,-501.937837,0.963384
1.5,1000,1000,3,36,4.4,1432.678283,2e-05,2.9,432.678283,-999.99998,0.691647
1.5,1000,1000,3,37,3.6,2575.574155,9.3e-05,2.1,1575.574155,-999.999907,0.979287
1.5,1000,1000,3,38,4.276194,1554.426122,8e-06,2.776194,554.426122,-999.999992,0.793992
1.5,1000,1000,3,39,2.599999,2645.156965,0.0001,1.099999,1645.156965,-999.9999,0.6381
1.5,1000,1000,3,40,2.289762,1971.118432,2.9e-05,0.789762,971.118432,-999.999971,0.72054
1.5,1000,1000,3,41,5.0,415.992385,1013.766743,3.5,-584.007615,13.766743,0.985977
1.5,1000,1000,3,42,1.9,927.55972,971.028036,0.4,-72.44028,-28.971964,0.879343
1.5,1000,1000,3,43,2.863773,2077.144117,1e-06,1.363773,1077.144117,-999.999999,0.976865
1.5,1000,1000,3,44,3.40837,3047.176545,5.9e-05,1.90837,2047.176545,-999.999941,0.890594
1.5,1000,1000,3,45,2.51875,2248.092484,0.0,1.01875,1248.092484,-1000.0,0.895104
1.5,1000,1000,3,46,2.481713,2230.943677,0.000106,0.981713,1230.943677,-999.999894,0.704036
1.5,1000,1000,3,47,4.339055,1529.638842,0.000124,2.839055,529.638842,-999.999876,0.921203
