beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,200,1000,20,1,3.851806,312.045812,902.801017,1.851806,112.045812,-97.198983,0.91819
2.0,200,1000,20,2,2.342726,211.077386,1013.13692,0.342726,11.077386,13.13692,0.971501
2.0,200,1000,20,3,2.40502,161.915494,1011.502098,0.40502,-38.084506,11.502098,0.970508
2.0,200,1000,20,4,1.506221,177.514161,1055.624651,-0.493779,-22.485839,55.624651,0.9778
2.0,200,1000,20,5,1.663249,206.36499,1005.021974,-0.336751,6.36499,5.021974,0.963332
2.0,200,1000,20,6,2.33239,240.313636,978.25576,0.33239,40.313636,-21.74424,0.9567
2.0,200,1000,20,7,5.0,594.607369,593.341551,3.0,394.607369,-406.658449,0.781512
2.0,200,1000,20,8,2.0,263.304819,966.533356,0.0,63.304819,-33.466644,0.960195
2.0,200,1000,20,9,3.666964,193.642372,957.098539,1.666964,-6.357628,-42.901461,0.960719
2.0,200,1000,20,10,2.31641,204.153162,1007.401866,0.31641,4.153162,7.401866,0.925422
2.0,200,1000,20,11,2.284226,197.74502,1001.186285,0.284226,-2.25498,1.186285,0.976489
2.0,200,1000,20,12,1.843743,171.028111,1022.881738,-0.156257,-28.971889,22.881738,0.906366
2.0,200,1000,20,13,2.444534,197.254116,975.114527,0.444534,-2.745884,-24.885473,0.919605
2.0,200,1000,20,14,1.644847,197.191214,1006.416388,-0.355153,-2.808786,6.416388,0.954953
2.0,200,1000,20,15,2.1,207.790123,997.406024,0.1,7.790123,-2.593976,0.952894
2.0,200,1000,20,16,1.774518,202.894274,1008.304632,-0.225482,2.894274,8.304632,0.95896
2.0,200,1000,20,17,2.044313,178.122415,985.989547,0.044313,-21.877585,-14.010453,0.962684
2.0,200,1000,20,18,1.857236,207.405337,992.096719,-0.142764,7.405337,-7.903281,0.942858
2.0,200,1000,20,19,1.501011,224.475935,986.720531,-0.498989,24.475935,-13.279469,0.939886
2.0,200,1000,20,20,5.0,686.615907,573.628078,3.0,486.615907,-426.371922,0.780158
2.0,200,1000,20,21,2.505887,233.577197,969.008865,0.505887,33.577197,-30.991135,0.96922
2.0,200,1000,20,22,2.27913,224.714307,989.116652,0.27913,24.714307,-10.883348,0.938845
2.0,200,1000,20,23,1.884189,219.506697,992.473778,-0.115811,19.506697,-7.526222,0.953834
2.0,200,1000,20,24,2.00172,160.746419,1009.665348,0.00172,-39.253581,9.665348,0.893321
2.0,200,1000,20,25,2.444432,252.019834,974.237888,0.444432,52.019834,-25.762112,0.96608
2.0,200,1000,20,26,2.1,176.058599,1020.87883,0.1,-23.941401,20.87883,0.953504
2.0,200,1000,20,27,2.902699,293.402772,949.847289,0.902699,93.402772,-50.152711,0.963687
2.0,200,1000,20,28,2.023132,243.341197,985.317371,0.023132,43.341197,-14.682629,0.938607
2.0,200,1000,20,29,1.603707,123.707808,1042.880825,-0.396293,-76.292192,42.880825,0.944952
2.0,200,1000,20,30,2.13858,243.55187,971.293909,0.13858,43.55187,-28.706091,0.970251
2.0,200,1000,20,31,5.0,664.328605,569.611397,3.0,464.328605,-430.388603,0.827752
2.0,200,1000,20,32,2.393662,194.197028,975.85913,0.393662,-5.802972,-24.14087,0.926202
2.0,200,1000,20,33,1.905126,187.375478,997.920167,-0.094874,-12.624522,-2.079833,0.970789
2.0,200,1000,20,34,2.2,188.982445,985.891239,0.2,-11.017555,-14.108761,0.942669
2.0,200,1000,20,35,2.351746,184.336841,999.833157,0.351746,-15.663159,-0.166843,0.908462
