beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,1000,1000,5,1,2.645262,1931.590133,9.2e-05,1.145262,931.590133,-999.999908,0.61615
1.5,1000,1000,5,2,1.47209,743.885825,965.542512,-0.02791,-256.114175,-34.457488,0.92475
1.5,1000,1000,5,3,2.729859,2519.736482,5.7e-05,1.229859,1519.736482,-999.999943,0.938662
1.5,1000,1000,5,4,2.969781,2322.669235,6.6e-05,1.469781,1322.669235,-999.999934,0.949477
1.5,1000,1000,5,5,2.416469,881.06286,892.151179,0.916469,-118.93714,-107.848821,0.838253
1.5,1000,1000,5,6,3.145266,2027.191873,4.5e-05,1.645266,1027.191873,-999.999955,0.857424
1.5,1000,1000,5,7,3.421831,1914.389859,4.8e-05,1.921831,914.389859,-999.999952,0.885793
1.5,1000,1000,5,8,3.413463,2653.845349,5.5e-05,1.913463,1653.845349,-999.999945,0.726948
1.5,1000,1000,5,9,2.1,956.687866,799.516305,0.6,-43.312134,-200.483695,0.954078
1.5,1000,1000,5,10,2.74599,2104.813353,1.8e-05,1.24599,1104.813353,-999.999982,0.940855
1.5,1000,1000,5,11,1.600526,1751.232547,1035.574831,0.100526,751.232547,35.574831,0.904171
1.5,1000,1000,5,12,2.753836,2288.131258,1.3e-05,1.253836,1288.131258,-999.999987,0.945242
1.5,1000,1000,5,13,1.937296,1327.879299,901.703524,0.437296,327.879299,-98.296476,0.892447
1.5,1000,1000,5,14,4.9,1535.51911,226.464003,3.4,535.51911,-773.535997,0.837952
1.5,1000,1000,5,15,4.9,1569.484394,299.663339,3.4,569.484394,-700.336661,0.712947
1.5,1000,1000,5,16,4.583709,2062.938734,5.2e-05,3.083709,1062.938734,-999.999948,0.925054
1.5,1000,1000,5,17,2.1,1251.751812,731.322935,0.6,251.751812,-268.677065,0.894439
1.5,1000,1000,5,18,2.3,1758.070561,514.038296,0.8,758.070561,-485.961704,0.941362
