beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
7,1000,1000,7,1,5.0,689.454322,1186.509907,-2.0,-310.545678,186.509907,0.73264
7,1000,1000,7,2,3.565264,538.399103,1512.173187,-3.434736,-461.600897,512.173187,0.798706
7,1000,1000,7,3,5.0,462.043978,1531.589875,-2.0,-537.956022,531.589875,0.693214
7,1000,1000,7,4,5.0,680.098685,1320.961737,-2.0,-319.901315,320.961737,0.811207
7,1000,1000,7,5,5.655597,645.007746,1235.900338,-1.344403,-354.992254,235.900338,0.023577
7,1000,1000,7,6,2.1,478.703477,1505.669236,-4.9,-521.296523,505.669236,0.826977
7,1000,1000,7,7,4.8,749.28953,1254.899816,-2.2,-250.71047,254.899816,0.734609
7,1000,1000,7,8,1.887367,197.860738,1852.217294,-5.112633,-802.139262,852.217294,0.923937
7,1000,1000,7,9,2.1,263.095306,1737.60382,-4.9,-736.904694,737.60382,0.969654
7,1000,1000,7,10,5.0,688.690409,1367.118167,-2.0,-311.309591,367.118167,0.868239
7,1000,1000,7,11,1.810658,320.936,1628.85562,-5.189342,-679.064,628.85562,0.861357
7,1000,1000,7,12,5.250939,884.66245,1084.497594,-1.749061,-115.33755,84.497594,0.530185
7,1000,1000,7,13,2.824617,411.480442,1538.713536,-4.175383,-588.519558,538.713536,0.889384
7,1000,1000,7,14,1.619644,304.680459,1604.075305,-5.380356,-695.319541,604.075305,0.961877
7,1000,1000,7,15,1.749778,226.943334,1720.443268,-5.250222,-773.056666,720.443268,0.932962
7,1000,1000,7,16,5.0,487.88829,1495.12315,-2.0,-512.11171,495.12315,0.774442
7,1000,1000,7,17,5.0,519.939077,1421.557265,-2.0,-480.060923,421.557265,0.916938
7,1000,1000,7,18,2.907977,110.220279,1900.50783,-4.092023,-889.779721,900.50783,0.892743
7,1000,1000,7,19,3.660834,766.340884,1153.92449,-3.339166,-233.659116,153.92449,0.768324
7,1000,1000,7,20,1.946246,337.997631,1621.86486,-5.053754,-662.002369,621.86486,0.821596
7,1000,1000,7,21,1.543377,351.371404,1631.77773,-5.456623,-648.628596,631.77773,0.912486
7,1000,1000,7,22,5.221779,735.102255,1241.015384,-1.778221,-264.897745,241.015384,0.551733
7,1000,1000,7,23,1.929936,466.017703,1512.688272,-5.070064,-533.982297,512.688272,0.920132
7,1000,1000,7,24,1.645384,226.566272,1682.451759,-5.354616,-773.433728,682.451759,0.92115
7,1000,1000,7,25,2.1,259.458576,1863.488619,-4.9,-740.541424,863.488619,0.945977
7,1000,1000,7,26,1.633973,216.748333,1715.083374,-5.366027,-783.251667,715.083374,0.869073
7,1000,1000,7,27,2.1,372.721469,1591.378578,-4.9,-627.278531,591.378578,0.933792
7,1000,1000,7,28,5.215396,562.1615,1395.555048,-1.784604,-437.8385,395.555048,0.54179
7,1000,1000,7,29,4.8,497.683674,1558.318246,-2.2,-502.316326,558.318246,0.58456
7,1000,1000,7,30,2.1,512.981595,1449.516276,-4.9,-487.018405,449.516276,0.718164
7,1000,1000,7,31,2.221912,355.70947,1572.365486,-4.778088,-644.29053,572.365486,0.917514
7,1000,1000,7,32,2.1,325.295382,1599.707537,-4.9,-674.704618,599.707537,0.940104
7,1000,1000,7,33,2.0021,454.140363,1475.330422,-4.9979,-545.859637,475.330422,0.937127
7,1000,1000,7,34,3.524732,718.246158,1206.087936,-3.475268,-281.753842,206.087936,0.701332
7,1000,1000,7,35,5.0,564.954371,1416.76725,-2.0,-435.045629,416.76725,0.876324
7,1000,1000,7,36,5.180716,829.575044,1167.924398,-1.819284,-170.424956,167.924398,0.581904
7,1000,1000,7,37,2.976783,532.975826,1378.459591,-4.023217,-467.024174,378.459591,0.85159
7,1000,1000,7,38,2.204903,551.716091,1505.85929,-4.795097,-448.283909,505.85929,0.913971
7,1000,1000,7,39,4.445576,598.788075,1437.566926,-2.554424,-401.211925,437.566926,0.774197
7,1000,1000,7,40,2.1,294.22443,1739.489969,-4.9,-705.77557,739.489969,0.925868
7,1000,1000,7,41,4.889634,1033.599149,1051.227437,-2.110366,33.599149,51.227437,0.791127
7,1000,1000,7,42,2.1,335.712391,1639.960721,-4.9,-664.287609,639.960721,0.94563
7,1000,1000,7,43,2.143386,164.827879,1828.455909,-4.856614,-835.172121,828.455909,0.796701
7,1000,1000,7,44,4.353862,739.126228,1300.05832,-2.646138,-260.873772,300.05832,0.812796
7,1000,1000,7,45,5.0,733.330565,1271.597033,-2.0,-266.669435,271.597033,0.780391
7,1000,1000,7,46,2.1,279.191279,1630.422565,-4.9,-720.808721,630.422565,0.962937
7,1000,1000,7,47,2.1,292.787091,1715.1835,-4.9,-707.212909,715.1835,0.91625
7,1000,1000,7,48,5.0,799.085344,1271.985155,-2.0,-200.914656,271.985155,0.86147
7,1000,1000,7,49,3.453591,612.598183,1450.521389,-3.546409,-387.401817,450.521389,0.817594
7,1000,1000,7,50,2.415717,193.102379,1796.26229,-4.584283,-806.897621,796.26229,0.904622
7,1000,1000,7,51,1.952616,337.039642,1578.368055,-5.047384,-662.960358,578.368055,0.888129
7,1000,1000,7,52,1.799613,134.714358,1908.190922,-5.200387,-865.285642,908.190922,0.896338
7,1000,1000,7,53,2.407286,401.935349,1678.898943,-4.592714,-598.064651,678.898943,0.877235
7,1000,1000,7,54,2.999231,213.320266,1669.863006,-4.000769,-786.679734,669.863006,0.883569
7,1000,1000,7,55,3.854395,516.613072,1526.243159,-3.145605,-483.386928,526.243159,0.767075
7,1000,1000,7,56,4.572859,418.251377,1578.103327,-2.427141,-581.748623,578.103327,0.633956
7,1000,1000,7,57,2.191749,441.499423,1612.24244,-4.808251,-558.500577,612.24244,0.831596
