beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
3,200,1000,10,1,1.653952,145.457726,1048.84162,-1.346048,-54.542274,48.84162,0.952593
3,200,1000,10,2,5.297242,256.583844,971.546211,2.297242,56.583844,-28.453789,0.582971
3,200,1000,10,3,3.650543,218.624201,992.909255,0.650543,18.624201,-7.090745,0.896848
3,200,1000,10,4,1.509676,107.110532,1090.708228,-1.490324,-92.889468,90.708228,0.926351
3,200,1000,10,5,2.789927,205.974168,989.640642,-0.210073,5.974168,-10.359358,0.824703
3,200,1000,10,6,4.412329,235.242369,947.051908,1.412329,35.242369,-52.948092,0.856814
3,200,1000,10,7,2.108329,138.655475,1069.091444,-0.891671,-61.344525,69.091444,0.898681
3,200,1000,10,8,1.638104,132.872087,1064.457166,-1.361896,-67.127913,64.457166,0.930031
3,200,1000,10,9,1.797555,96.70664,1058.419716,-1.202445,-103.29336,58.419716,0.953463
3,200,1000,10,10,5.0,341.24342,862.610134,2.0,141.24342,-137.389866,0.87354
3,200,1000,10,11,2.133905,199.207975,1041.719002,-0.866095,-0.792025,41.719002,0.929327
3,200,1000,10,12,5.159974,223.063915,981.343337,2.159974,23.063915,-18.656663,0.756515
3,200,1000,10,13,3.867876,242.086292,960.691096,0.867876,42.086292,-39.308904,0.881395
3,200,1000,10,14,2.600891,108.220791,1093.276681,-0.399109,-91.779209,93.276681,0.939812
3,200,1000,10,15,5.0,280.712713,913.594332,2.0,80.712713,-86.405668,0.879051
3,200,1000,10,16,4.198829,209.529463,1019.852173,1.198829,9.529463,19.852173,0.862207
3,200,1000,10,17,1.988777,85.558084,1104.561173,-1.011223,-114.441916,104.561173,0.950573
3,200,1000,10,18,2.381117,133.847388,1095.2468,-0.618883,-66.152612,95.2468,0.946023
3,200,1000,10,19,4.9,467.201974,748.37131,1.9,267.201974,-251.62869,0.882738
3,200,1000,10,20,5.223639,215.932793,984.081576,2.223639,15.932793,-15.918424,0.725983
3,200,1000,10,21,2.1,155.027566,1064.689736,-0.9,-44.972434,64.689736,0.965874
3,200,1000,10,22,4.398257,295.041138,889.902332,1.398257,95.041138,-110.097668,0.882916
3,200,1000,10,23,3.419082,189.26449,974.448419,0.419082,-10.73551,-25.551581,0.882602
3,200,1000,10,24,2.0,159.356881,1039.010576,-1.0,-40.643119,39.010576,0.913252
3,200,1000,10,25,5.0,281.890005,883.469589,2.0,81.890005,-116.530411,0.875787
3,200,1000,10,26,1.9737,134.790161,1057.831703,-1.0263,-65.209839,57.831703,0.943746
3,200,1000,10,27,2.113513,147.313533,1037.017153,-0.886487,-52.686467,37.017153,0.910963
3,200,1000,10,28,5.0,335.153209,845.596902,2.0,135.153209,-154.403098,0.87152
3,200,1000,10,29,4.120735,204.441175,964.976716,1.120735,4.441175,-35.023284,0.908865
3,200,1000,10,30,5.0,464.243029,705.382854,2.0,264.243029,-294.617146,0.796071
3,200,1000,10,31,2.967172,207.352473,978.292402,-0.032828,7.352473,-21.707598,0.90211
