beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
7,1000,1000,30,1,4.185563,589.998489,1403.982327,-2.814437,-410.001511,403.982327,0.977826
7,1000,1000,30,2,3.808244,555.784283,1453.084743,-3.191756,-444.215717,453.084743,0.956083
7,1000,1000,30,3,3.436474,518.586455,1457.996602,-3.563526,-481.413545,457.996602,0.963351
7,1000,1000,30,4,5.481908,675.766157,1298.819906,-1.518092,-324.233843,298.819906,0.720821
7,1000,1000,30,5,5.170781,847.398604,1119.322394,-1.829219,-152.601396,119.322394,0.921228
7,1000,1000,30,6,4.392228,725.722065,1285.486977,-2.607772,-274.277935,285.486977,0.932637
7,1000,1000,30,7,2.042065,419.343303,1579.378809,-4.957935,-580.656697,579.378809,0.977891
7,1000,1000,30,8,1.866242,265.758673,1743.872491,-5.133758,-734.241327,743.872491,0.985555
7,1000,1000,30,9,5.07099,1122.665597,884.10567,-1.92901,122.665597,-115.89433,0.943155
7,1000,1000,30,10,5.603425,762.389917,1255.592104,-1.396575,-237.610083,255.592104,0.645905
7,1000,1000,30,11,2.631375,477.30081,1520.590207,-4.368625,-522.69919,520.590207,0.976289
7,1000,1000,30,12,3.647079,542.231622,1422.583926,-3.352921,-457.768378,422.583926,0.964225
7,1000,1000,30,13,4.936247,597.090833,1403.612904,-2.063753,-402.909167,403.612904,0.963725
7,1000,1000,30,14,2.844974,487.909977,1515.27842,-4.155026,-512.090023,515.27842,0.97922
7,1000,1000,30,15,5.63308,764.848895,1196.140125,-1.36692,-235.151105,196.140125,0.607638
7,1000,1000,30,16,5.173229,951.384498,1031.143684,-1.826771,-48.615502,31.143684,0.927975
7,1000,1000,30,17,4.12153,621.727965,1387.730344,-2.87847,-378.272035,387.730344,0.954925
7,1000,1000,30,18,2.912963,394.98101,1609.832644,-4.087037,-605.01899,609.832644,0.950822
7,1000,1000,30,19,3.728556,417.877445,1575.831884,-3.271444,-582.122555,575.831884,0.965817
7,1000,1000,30,20,5.316644,911.051954,1109.70435,-1.683356,-88.948046,109.70435,0.868165
7,1000,1000,30,21,2.778338,342.058519,1611.449774,-4.221662,-657.941481,611.449774,0.966514
7,1000,1000,30,22,5.423074,913.971491,1106.284217,-1.576926,-86.028509,106.284217,0.746704
7,1000,1000,30,23,3.218114,493.543551,1553.814935,-3.781886,-506.456449,553.814935,0.9735
7,1000,1000,30,24,3.934954,493.479364,1508.564959,-3.065046,-506.520636,508.564959,0.932838
7,1000,1000,30,25,5.171655,697.339443,1314.686337,-1.828345,-302.660557,314.686337,0.882411
