beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,1000,1000,30,1,3.039238,2063.60988,8e-06,1.539238,1063.60988,-999.999992,0.826398
1.5,1000,1000,30,2,3.036661,2140.158478,1.1e-05,1.536661,1140.158478,-999.999989,0.852307
1.5,1000,1000,30,3,1.710356,1050.310348,1012.254999,0.210356,50.310348,12.254999,0.979881
1.5,1000,1000,30,4,3.695062,2152.137269,4.6e-05,2.195062,1152.137269,-999.999954,0.861767
1.5,1000,1000,30,5,3.352067,1950.483911,0.000278,1.852067,950.483911,-999.999722,0.830665
1.5,1000,1000,30,6,3.182276,2292.431254,5.2e-05,1.682276,1292.431254,-999.999948,0.89014
1.5,1000,1000,30,7,1.859297,1070.391972,960.748252,0.359297,70.391972,-39.251748,0.979093
1.5,1000,1000,30,8,3.54013,2013.708574,0.000203,2.04013,1013.708574,-999.999797,0.884987
1.5,1000,1000,30,9,2.065497,1193.129376,848.252844,0.565497,193.129376,-151.747156,0.939486
1.5,1000,1000,30,10,2.769,2283.688701,5.1e-05,1.269,1283.688701,-999.999949,0.824804
1.5,1000,1000,30,11,2.707822,2506.382874,4.9e-05,1.207822,1506.382874,-999.999951,0.921916
1.5,1000,1000,30,12,1.720401,950.806544,983.84164,0.220401,-49.193456,-16.15836,0.979484
1.5,1000,1000,30,13,3.252607,2097.960594,3e-06,1.752607,1097.960594,-999.999997,0.829659
1.5,1000,1000,30,14,1.961649,1226.189229,877.358299,0.461649,226.189229,-122.641701,0.956314
1.5,1000,1000,30,15,2.916484,2231.976064,8.7e-05,1.416484,1231.976064,-999.999913,0.844701
1.5,1000,1000,30,16,1.574062,1304.194612,959.8322,0.074062,304.194612,-40.1678,0.976036
1.5,1000,1000,30,17,3.52203,2197.19283,4.1e-05,2.02203,1197.19283,-999.999959,0.871788
1.5,1000,1000,30,18,1.657219,882.309685,1108.798678,0.157219,-117.690315,108.798678,0.970511
1.5,1000,1000,30,19,3.242502,2119.594379,5.4e-05,1.742502,1119.594379,-999.999946,0.85445
1.5,1000,1000,30,20,1.660101,1297.822421,962.85471,0.160101,297.822421,-37.14529,0.973778
1.5,1000,1000,30,21,3.20432,2187.285596,9e-06,1.70432,1187.285596,-999.999991,0.871044
1.5,1000,1000,30,22,1.505185,863.935484,1062.164331,0.005185,-136.064516,62.164331,0.948313
1.5,1000,1000,30,23,2.632602,2266.698191,4.2e-05,1.132602,1266.698191,-999.999958,0.833929
1.5,1000,1000,30,24,3.481605,2182.384476,1.4e-05,1.981605,1182.384476,-999.999986,0.883467
1.5,1000,1000,30,25,1.569812,977.075207,1120.258167,0.069812,-22.924793,120.258167,0.961918
1.5,1000,1000,30,26,1.759427,1027.400355,997.10904,0.259427,27.400355,-2.89096,0.975265
1.5,1000,1000,30,27,1.444182,975.23251,1179.132851,-0.055818,-24.76749,179.132851,0.973001
1.5,1000,1000,30,28,1.818352,1062.270052,902.760942,0.318352,62.270052,-97.239058,0.96623
1.5,1000,1000,30,29,1.655258,936.709088,915.690989,0.155258,-63.290912,-84.309011,0.979717
1.5,1000,1000,30,30,2.1,1241.39217,737.713641,0.6,241.39217,-262.286359,0.970877
1.5,1000,1000,30,31,3.375701,1952.319346,7e-06,1.875701,952.319346,-999.999993,0.833017
1.5,1000,1000,30,32,3.296224,2013.899731,0.000131,1.796224,1013.899731,-999.999869,0.859013
1.5,1000,1000,30,33,1.722187,996.414574,977.512089,0.222187,-3.585426,-22.487911,0.976641
1.5,1000,1000,30,34,3.586379,2238.010268,8.9e-05,2.086379,1238.010268,-999.999911,0.93306
1.5,1000,1000,30,35,2.979303,1615.386397,540.112025,1.479303,615.386397,-459.887975,0.957033
1.5,1000,1000,30,36,3.451949,2029.443609,9.8e-05,1.951949,1029.443609,-999.999902,0.891921
1.5,1000,1000,30,37,3.368468,2153.185987,7e-06,1.868468,1153.185987,-999.999993,0.90389
1.5,1000,1000,30,38,1.477351,931.913376,966.34057,-0.022649,-68.086624,-33.65943,0.975898
1.5,1000,1000,30,39,3.519285,1946.654264,2e-05,2.019285,946.654264,-999.99998,0.852072
1.5,1000,1000,30,40,3.584687,1957.926203,5.3e-05,2.084687,957.926203,-999.999947,0.887337
1.5,1000,1000,30,41,3.240113,2184.836302,4e-06,1.740113,1184.836302,-999.999996,0.894768
1.5,1000,1000,30,42,3.539318,2106.599145,0.00014,2.039318,1106.599145,-999.99986,0.889676
1.5,1000,1000,30,43,3.968312,2187.803669,6.7e-05,2.468312,1187.803669,-999.999933,0.881039
1.5,1000,1000,30,44,1.8002,1155.433644,929.038375,0.3002,155.433644,-70.961625,0.944047
1.5,1000,1000,30,45,3.310862,2027.139661,7e-06,1.810862,1027.139661,-999.999993,0.782896
1.5,1000,1000,30,46,3.044541,2057.86136,4e-06,1.544541,1057.86136,-999.999996,0.857496
1.5,1000,1000,30,47,3.407032,1924.059809,0.000109,1.907032,924.059809,-999.999891,0.865037
1.5,1000,1000,30,48,1.571925,894.778356,1038.676037,0.071925,-105.221644,38.676037,0.970106
1.5,1000,1000,30,49,2.951024,2159.266755,3.3e-05,1.451024,1159.266755,-999.999967,0.795974
