beta_true,eta_true,gamma,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,1000,1000,7,1,2.167128,2539.46922,0.000163,0.667128,1539.46922,-999.999837,0.843203
1.5,1000,1000,7,2,2.1,1225.970839,732.425665,0.6,225.970839,-267.574335,0.974199
1.5,1000,1000,7,3,3.333248,2259.585521,2.8e-05,1.833248,1259.585521,-999.999972,0.94036
1.5,1000,1000,7,4,4.382577,2468.870697,3e-06,2.882577,1468.870697,-999.999997,0.698599
1.5,1000,1000,7,5,4.530804,2089.471695,22.497031,3.030804,1089.471695,-977.502969,0.769829
1.5,1000,1000,7,6,1.972353,1324.791038,909.504854,0.472353,324.791038,-90.495146,0.882961
1.5,1000,1000,7,7,2.94435,2036.37613,4.8e-05,1.44435,1036.37613,-999.999952,0.79748
1.5,1000,1000,7,8,3.3,2038.688598,340.299157,1.8,1038.688598,-659.700843,0.874696
1.5,1000,1000,7,9,2.640864,1985.051636,6.9e-05,1.140864,985.051636,-999.999931,0.85832
1.5,1000,1000,7,10,2.1,671.844597,1233.414184,0.6,-328.155403,233.414184,0.920485
1.5,1000,1000,7,11,2.646972,2836.864212,7.2e-05,1.146972,1836.864212,-999.999928,0.935286
1.5,1000,1000,7,12,2.349866,1170.083826,1067.207511,0.849866,170.083826,67.207511,0.883991
1.5,1000,1000,7,13,1.756353,2011.187651,628.750582,0.256353,1011.187651,-371.249418,0.907394
1.5,1000,1000,7,14,3.725723,2092.984403,0.000109,2.225723,1092.984403,-999.999891,0.89768
1.5,1000,1000,7,15,3.727757,1889.089618,5.5e-05,2.227757,889.089618,-999.999945,0.794431
1.5,1000,1000,7,16,1.741553,776.25843,975.355339,0.241553,-223.74157,-24.644661,0.93371
1.5,1000,1000,7,17,3.496946,1934.983379,0.000167,1.996946,934.983379,-999.999833,0.876513
1.5,1000,1000,7,18,5.0,2009.211897,8.117409,3.5,1009.211897,-991.882591,0.804116
1.5,1000,1000,7,19,2.326462,1324.452781,674.852211,0.826462,324.452781,-325.147789,0.877507
1.5,1000,1000,7,20,3.172116,2014.825025,7.1e-05,1.672116,1014.825025,-999.999929,0.898822
