delta,mse,mse_beta,mse_eta,mse_gamma,est_beta,est_eta,est_gamma,failure
0.001,1.0318346052832699,0.6262419149434483,0.2653500872027845,0.1402426031370371,3.582708962435543,1515.121429570528,625.510209569023,
0.003,0.984633271709331,0.5997851565353779,0.2531138904322952,0.13173422474165788,3.548915951929449,1503.1042540391556,637.0479029656146,
0.005,0.9402957237061271,0.5748934770407577,0.2416015732307516,0.12380067343461781,3.5164346039849628,1491.5298294414608,648.1468013011423,
0.007,0.9018738916752667,0.5532909835602546,0.2316087143548313,0.11697419376018066,3.4876706403774387,1481.2574304411635,657.9850971665406,
0.009000000000000001,0.8648014172012854,0.532414670022648,0.2219528999422043,0.11043384723643325,3.4593350129735776,1471.1187747715053,667.6841152812083,
0.011,0.8323528552723656,0.514116296686609,0.21348822560676692,0.10474833297898964,3.434038070187272,1462.0478607317286,676.3515286935691,
0.013000000000000001,0.8005480187742839,0.4961563892933664,0.20517856264885,0.09921306683206754,3.408767389306505,1452.9664034438426,685.0189421059299,
0.015,0.7727637236877302,0.4804456434090986,0.197908392873469,0.09440968740516249,3.386283727682178,1444.868961463338,692.7384055805827,
0.017,0.7457737036621227,0.46516405259791366,0.1908357000291534,0.08977395103505557,3.3640587268851934,1436.8474562466324,700.3769851378977,
0.019000000000000003,0.7206151170177644,0.45090091614183936,0.18423311181595142,0.08548108905997355,3.342983121475232,1429.2238481444751,707.6285084691506,
0.021,0.697657585569706,0.43786937523308855,0.17819936238729905,0.08158884794931848,3.3234339805718887,1422.1366631640742,714.3623835183495,
0.023,0.6750902819823704,0.4250433546188381,0.17225963037851252,0.07778729698501989,3.3039069822941176,1415.0417212504215,721.0962585675483,
0.025,0.6544723827042425,0.41331120987079034,0.16682487546053396,0.07433629737291808,3.2857856895622852,1408.4420099114855,727.3531636476996,
0.027000000000000003,0.6352174005776456,0.40234135304375707,0.1617424117676641,0.07113363576622442,3.268607666765036,1402.172117093744,733.291102948881,
0.029,0.6162675808148549,0.39153292065379997,0.1567331677552352,0.06800149240581979,3.251451829922031,1395.8954000177764,739.2290422500623,
0.031,0.598477200555226,0.38137390399386684,0.1520235871832321,0.0650797093781271,3.235109556264329,1389.9020225431411,744.8927492639084,
0.033,0.5822727001708222,0.37211003285902805,0.1477277970172051,0.062434870294589065,3.220016447199017,1384.353739434398,750.130293363543,
0.035,0.5663058138280556,0.3629717432454548,0.1434891756351585,0.05984489494744224,3.204942726017224,1378.799651049415,755.3678374631777,
0.037000000000000005,0.5505769262229157,0.35395938303686236,0.1393077598493666,0.057309783336686716,3.1898897142792055,1373.239547542013,760.6053815628122,
0.039,0.536452379607095,0.34585713111284544,0.1355476279622888,0.055047620531960724,3.176192384115533,1368.1679344569388,765.3777066603416,
0.041,0.5229640564871775,0.33811174524747084,0.13195183195349405,0.05290047928621257,3.162947540085056,1363.2517473509165,769.998958075811,
0.043000000000000003,0.5096613936202885,0.3304646338646525,0.12840070978588158,0.05079604996975437,3.1497210685460235,1358.3304477516272,774.6202094912803,
0.045,0.496544866929471,0.32291626077411895,0.1248942735727659,0.04873433258258612,3.13651442713961,1353.4038392162229,779.2414609067497,
0.047,0.4845694991431325,0.31601758027752436,0.1216880869597886,0.04686383190581956,3.124308819279693,1348.8381959587978,783.519442199029,
0.049,0.47329927486379686,0.3095182180032236,0.11866669326830352,0.045114363592269696,3.112687230093387,1344.4803234849612,787.5985791189953,
0.051000000000000004,0.4621743957240084,0.30309599634020745,0.1156802253890574,0.04339817399474354,3.101083096483108,1340.1179580514051,791.6777160389615,
0.053000000000000005,0.4511933242917644,0.296749173244877,0.11272888793364638,0.04171526311324106,3.0894937783115184,1335.7512292362403,795.7568529589278,
0.055,0.44035955423808165,0.2904815487990965,0.10981237449122294,0.04006563094776222,3.0779268041923746,1331.3795022194688,799.835989878894,
0.057,0.43086771505715116,0.2849845026317152,0.10725359666950893,0.03862961575592707,3.067678795577987,1327.4959490887009,803.4558172930904,
0.059000000000000004,0.42153518996083145,0.27957428329647216,0.10473443901977014,0.03722646764458915,3.0574956894408074,1323.6270060111951,807.0583828081947,
0.061,0.41231641076604,0.2742244591442306,0.10224267513197685,0.03584927648983251,3.047328905634196,1319.754085403106,810.6609483232988,
0.063,0.40321160712846404,0.268935244182517,0.09977832065428993,0.03449804229165707,3.0371793368217803,1315.8770657301507,814.2635138384031,
0.065,0.39422088872636674,0.26370671885242225,0.09734140482388158,0.0331727650500629,3.0270476500190675,1311.9958410361933,817.8660793535073,
0.067,0.3860380450577473,0.2589430114036344,0.09512038274616465,0.03197465090794825,3.01772886645439,1308.4159249230893,821.1854287035079,
0.069,0.3782800010566771,0.2544220491853171,0.09301185730902199,0.030846094562337983,3.0088053314397523,1304.97845384391,824.3694372771698,
0.07100000000000001,0.3706112875942104,0.24994863581156365,0.09092483774472472,0.02973781403792202,2.9998972663460255,1301.5374566197784,827.5534458508317,
0.07300000000000001,0.363031973745992,0.2455228156231737,0.08885934878811795,0.028649809334700328,2.9910051778334434,1298.092852628368,830.7374544244938,
0.075,0.3555421292612445,0.24114463268242087,0.08681541612615068,0.027582080452672977,2.982129589580562,1294.6445589624059,833.9214629981557,
0.077,0.348141824570288,0.2368141307358897,0.08479306644255843,0.02653462739183993,2.9732710428978963,1291.192490360858,837.1054715718176,
0.079,0.34141322958922726,0.23287253616267162,0.0829517392402041,0.025588954186351563,2.9651373708704303,1288.0134358675027,840.0345218919045,
0.081,0.33501386328792526,0.2291199963038176,0.08119818983366552,0.02469567715044212,2.9573296115838423,1284.9529607385498,842.8514169633015,
0.083,0.32868473689363953,0.2254048706138479,0.07946159636957247,0.023818269910219188,2.949536456622594,1281.8893335505486,845.6683120346985,
0.085,0.3224259010059519,0.22172718832882737,0.0777419802114418,0.022956732465682753,2.9417583306322856,1278.8224887118,848.4852071060956,
0.08700000000000001,0.31623740667116107,0.21808697837369595,0.07603936348063221,0.022111064816832865,2.9339956710257193,1275.7523589756436,851.3021021774925,
0.089,0.3101193053923576,0.21448426934097112,0.07435376908771697,0.021281266963669505,2.926248928400937,1272.6788753968979,854.1189972488895,
0.091,0.304071649133186,0.21091908946105703,0.07268522076593631,0.02046733890619266,2.918518566956721,1269.6019672886982,856.9358923202865,
0.093,0.29872723332277495,0.2077650938294678,0.07120868305023702,0.01975345644307011,2.9116251287222568,1266.8495513397709,859.4530098398756,
0.095,0.293484334618559,0.20466781267216047,0.06975830547319747,0.019058216473201058,2.904804537283408,1264.1179764294689,861.9485006484861,
0.097,0.28829683868085343,0.20160004591446337,0.06832136131430634,0.018375431452083712,2.8979978750853777,1261.3835521112726,864.4439914570966,
0.099,0.2831647828802654,0.19856181207786738,0.06689786942267997,0.017705101379718088,2.8912055028507564,1258.646224450851,866.939482265707,
0.101,0.27808820488681313,0.19555312936814806,0.0654878492625609,0.01704722625610418,2.8844277909883838,1255.9059383104677,869.4349730743176,
0.10300000000000001,0.27306714267988347,0.19257401566284282,0.06409132093579858,0.016401806081242025,2.877665119878517,1253.162637321937,871.9304638829279,
0.10500000000000001,0.26810159242445064,0.18962444209063983,0.06270830947867923,0.015768840855131555,2.8709177735943614,1250.4162723919499,874.4259546915384,
0.107,0.2633563590119936,0.18680245156603228,0.06138483807284475,0.015169069373116552,2.8644129836276924,1247.759637699212,876.8372240767668,
0.109,0.2590435290555266,0.18423476457968224,0.060180351974917924,0.014628412500926424,2.8584515468672236,1245.316839974181,879.0520256435585,
0.111,0.254774550649711,0.18169042543635458,0.05898655889265963,0.0140975663206968,2.8525031974986477,1242.8714863722369,881.2668272103504,
0.113,0.2505494518036281,0.17916944574830235,0.057803475222898054,0.0135765308324277,2.8465682388285125,1240.4235330056067,883.4816287771422,
0.115,0.24636826069408757,0.1766718368018226,0.05663111785614583,0.013065306036119126,2.840646981322892,1237.972935133695,885.696430343934,
0.117,0.2422310056648409,0.1741976095397517,0.05546950419331814,0.01256389193177108,2.8347397427695693,1235.5196471492732,887.9112319107259,
0.11900000000000001,0.23813898668074435,0.17174817335203701,0.054318524809323775,0.012072288519383564,2.8288502237486264,1233.063349348034,890.1260334775177,
0.121,0.23408968073877232,0.16932073089443161,0.05317845404538412,0.011590495798956572,2.8229720065577726,1230.6045403832807,892.3408350443095,
0.123,0.2300843969882304,0.16691670078911253,0.05204918242862776,0.011118513770490107,2.8171088074157873,1228.1428991413666,894.5556366111014,
0.125,0.22642749042917915,0.16471909420441086,0.05101671333259314,0.010691682892175154,2.8117120036180587,1225.868796721887,896.5994057455415,
0.127,0.22293722744253552,0.1626191656341058,0.050029997268238126,0.010288064540191592,2.8065213342103377,1223.673863623442,898.569903183564,
0.129,0.21948187563611982,0.16053778950779224,0.04905187421981302,0.009892211908514553,2.8013433459080876,1221.476577135852,900.5404006215863,
0.131,0.21606145589212417,0.15847497169915464,0.04808235919582551,0.009504124997143999,2.7961783008827976,1219.2769007347229,902.5108980596087,
0.133,0.21267598924439393,0.1564307178257417,0.04712146761257228,0.009123803806079975,2.7910264668789324,1217.0747972763588,904.4813954976311,
0.135,0.2093254968861156,0.15440503324514457,0.0461692153056486,0.008751248335322431,2.7858881173427794,1214.870228988682,906.4518929356535,
0.137,0.20601000018784954,0.15239792306217723,0.04522561854080089,0.008386458584871418,2.7807635315822,1212.6631574598687,908.4223903736759,
0.139,0.20272952070829953,0.1504093921277032,0.04429069402586944,0.008029434554726886,2.7756529949086852,1210.4535436286817,910.3928878116983,
0.14100000000000001,0.1994845478027897,0.1484399581492648,0.04336441340863603,0.007680176244888883,2.7705581305761813,1208.2412384918896,912.3633852497206,
0.14300000000000002,0.19628541749873754,0.14649526181018652,0.04245024364168101,0.007339912046870009,2.765493989029794,1206.0345690452964,914.3267133414971,
0.14500000000000002,0.19344939821509063,0.14476916665087894,0.041638600065599336,0.007041631498612354,2.7609708710611174,1204.055384799322,916.0855703790322,
0.147,0.1906416033836622,0.14305816882941827,0.040833896447732256,0.006749538106511693,2.756460623772099,1202.0739875583502,917.8444274165672,
0.149,0.18786113001564192,0.141361263256173,0.040036234888900936,0.006463631870568004,2.75196080551096,1200.090566716427,919.6032844541022,
0.151,0.18510905814430387,0.13967961862982065,0.03924552672370197,0.006183912790781268,2.7474747316928396,1198.1048377089817,921.3621414916373,
0.153,0.18238500658399434,0.13801280122664675,0.03846182449019604,0.005910380867151526,2.743001483784916,1196.1168643696815,923.1209985291723,
0.155,0.17968931669408356,0.13636116874180493,0.037685111852599894,0.005643036099678739,2.7385422634942564,1194.1265356735134,924.8798555667074,
0.157,0.17702073286303896,0.13472332977108883,0.036915524603587185,0.005381878488362942,2.734093535650843,1192.1341318027257,926.6387126042424,
0.159,0.17438107838439793,0.13310126383899976,0.036152906512194063,0.0051269080332040995,2.7296609180681113,1190.1391766895872,928.3975696417775,
0.161,0.17176919751154904,0.13149368836301195,0.03539738441433485,0.004878124734202249,2.7252411691651597,1188.1419262533868,930.1564266793125,
0.163,0.16918511976151487,0.12990061833809877,0.034648972832058735,0.00463552859135737,2.7208345672568672,1186.1423456176985,931.9152837168475,
0.165,0.16668373137332132,0.12835644821650144,0.03392322035893725,0.004404062797882627,2.7165373632030683,1184.1825734398813,933.6368867677033,
0.167,0.16441612538963774,0.12695429710683725,0.03326455307707615,0.004197275205724314,2.712612930297612,1182.3857260782108,935.2136186708633,
0.169,0.16217157123834466,0.12556453462245423,0.03261157683533556,0.003995459780554883,2.7087017274494376,1180.5867570873777,936.7903505740233,
0.171,0.15994869823087624,0.12418564953516058,0.03196443217334132,0.003798616522374338,2.7047996865355732,1178.7859954620085,938.3670824771832,
0.17300000000000001,0.15774891963364635,0.12281917162843865,0.03132300257402503,0.0036067454311826774,2.700911325713713,1176.9830573078254,939.9438143803432,
0.17500000000000002,0.1555717631959702,0.1214645705903112,0.030687346098679076,0.003419846506979902,2.697035352303773,1175.1780411429443,941.5205462835031,
0.177,0.15341723671453716,0.12012184024051227,0.030057476724258857,0.0032379197497660246,2.6931719562720704,1173.370922372406,943.097278186663,
0.179,0.15128642079378463,0.11879214386759662,0.029433311766646982,0.003060965159541018,2.6893247242558376,1171.5613935786457,944.6740100898229,
0.181,0.149177129627228,0.11747308237185819,0.028815064519064924,0.002888982736304897,2.685486928750237,1169.750005947172,946.2507419929829,
0.183,0.14709097118681155,0.11616639351273482,0.028202605194019098,0.0027219724800576607,2.6816638277413136,1167.9363129106362,947.8274738961428,
0.185,0.14502742448681608,0.11487149335812441,0.027595996737892366,0.002559934390799309,2.6778539469771476,1166.1204284183386,949.4042057993028,
0.187,0.1429866234445951,0.11358851151597932,0.026995243460085944,0.0024028684685298415,2.6740578951869916,1164.3022929240062,950.9809377024627,
