seed,pooled_J1,J1_n7,J1_n10,J1_n15,J1_n20,n_samples,endpoint_rate,failure_rate
42,0.5845531935428129,0.701337127247328,0.6070629116585652,0.5293829329592756,0.47556735574356884,48000,0.38454166666666667,0.0
2026,0.5849135438096444,0.7046301230888252,0.6040584564840132,0.528459939735167,0.47732093795360514,48000,0.3863958333333333,0.0
3407,0.5855203298807452,0.7000233768643649,0.6111120313913262,0.5274425299180926,0.4792180728858278,48000,0.41120833333333334,0.0
