beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,200,5,1,18.576145,1161.419043,0.000021,16.576145,961.419043,-999.999979,0.878354
2.0,200,5,2,13.963935,1175.571611,0.000379,11.963935,975.571611,-999.999621,0.610013
2.0,200,5,3,0.000000,0.000000,0.000000,-2.000000,-200.000000,-1000.000000,0.000000
2.0,200,5,4,13.873109,1235.991335,0.000069,11.873109,1035.991335,-999.999931,0.894828
2.0,200,5,5,14.832786,1256.472737,0.000063,12.832786,1056.472737,-999.999937,0.803016
2.0,200,5,6,21.009990,1200.475654,0.000032,19.009990,1000.475654,-999.999968,0.783928
2.0,200,5,7,35.234282,1208.176474,0.000106,33.234282,1008.176474,-999.999894,0.878391
2.0,200,5,8,25.433164,1161.525478,0.000298,23.433164,961.525478,-999.999702,0.616044
2.0,200,5,9,15.414490,1238.437908,0.000145,13.414490,1038.437908,-999.999855,0.849788
2.0,200,5,10,13.782019,1215.524016,0.000039,11.782019,1015.524016,-999.999961,0.559087
2.0,200,5,11,17.192330,1190.580223,0.000027,15.192330,990.580223,-999.999973,0.906333
2.0,200,5,12,0.000000,0.000000,0.000000,-2.000000,-200.000000,-1000.000000,0.000000
2.0,200,5,13,18.171558,1293.178481,0.000074,16.171558,1093.178481,-999.999926,0.733070
2.0,200,5,14,21.361783,1250.882687,0.000015,19.361783,1050.882687,-999.999985,0.587319
2.0,200,5,15,17.933438,1177.671302,0.000102,15.933438,977.671302,-999.999898,0.790368
2.0,200,5,16,16.584451,1138.273347,0.000055,14.584451,938.273347,-999.999945,0.853947
2.0,200,5,17,0.000000,0.000000,0.000000,-2.000000,-200.000000,-1000.000000,0.000000
2.0,200,5,18,0.000000,0.000000,0.000000,-2.000000,-200.000000,-1000.000000,0.000000
2.0,200,5,19,12.859610,1213.629553,0.000040,10.859610,1013.629553,-999.999960,0.813749
2.0,200,5,20,0.000000,0.000000,0.000000,-2.000000,-200.000000,-1000.000000,0.000000
2.0,200,5,21,17.119304,1129.860441,0.000297,15.119304,929.860441,-999.999703,0.808782
2.0,200,5,22,20.851112,1219.689063,0.000082,18.851112,1019.689063,-999.999918,0.453308
2.0,200,5,23,19.448896,1254.032623,0.000234,17.448896,1054.032623,-999.999766,0.802153
2.0,200,5,24,37.153321,1157.016329,0.000197,35.153321,957.016329,-999.999803,0.900730
2.0,200,5,25,16.970355,1279.834913,0.000026,14.970355,1079.834913,-999.999974,0.771799
2.0,200,5,26,18.862799,1210.877156,0.000033,16.862799,1010.877156,-999.999967,0.908605
2.0,200,5,27,12.768711,1216.064846,0.000093,10.768711,1016.064846,-999.999907,0.809991
2.0,200,5,28,21.360504,1168.397337,0.000124,19.360504,968.397337,-999.999876,0.830870
2.0,200,5,29,31.108763,1304.835783,0.000057,29.108763,1104.835783,-999.999943,0.828165
2.0,200,5,30,15.123720,1225.256334,0.000258,13.123720,1025.256334,-999.999742,0.825021
2.0,200,5,31,24.997959,1177.276699,0.000355,22.997959,977.276699,-999.999645,0.710481
2.0,200,5,32,15.258919,1225.776855,0.000043,13.258919,1025.776855,-999.999957,0.807303
2.0,200,5,33,12.941626,1267.376682,0.000072,10.941626,1067.376682,-999.999928,0.883072
2.0,200,5,34,30.560917,1196.671542,0.000230,28.560917,996.671542,-999.999770,0.887504
2.0,200,5,35,9.666548,1238.558930,0.000154,7.666548,1038.558930,-999.999846,0.780460
2.0,200,5,36,27.021282,1288.320403,0.000643,25.021282,1088.320403,-999.999357,0.395691
2.0,200,5,37,15.812035,1316.644984,0.000000,13.812035,1116.644984,-1000.000000,0.460016
2.0,200,5,38,24.951403,1158.732760,0.000064,22.951403,958.732760,-999.999936,0.861451
2.0,200,5,39,21.413824,1209.563220,0.000262,19.413824,1009.563220,-999.999738,0.721235
2.0,200,5,40,13.224289,1232.561519,0.000189,11.224289,1032.561519,-999.999811,0.818894
2.0,200,5,41,26.154246,1146.979355,0.000168,24.154246,946.979355,-999.999832,0.933302
2.0,200,5,42,0.000000,0.000000,0.000000,-2.000000,-200.000000,-1000.000000,0.000000
2.0,200,5,43,29.820724,1201.789944,0.000041,27.820724,1001.789944,-999.999959,0.781005
2.0,200,5,44,21.095966,1191.486199,0.000048,19.095966,991.486199,-999.999952,0.700559
2.0,200,5,45,14.381125,1236.246163,0.000046,12.381125,1036.246163,-999.999954,0.766693
2.0,200,5,46,2.000471,172.797166,1036.205110,0.000471,-27.202834,36.205110,0.687968
2.0,200,5,47,12.715181,1245.976269,0.000038,10.715181,1045.976269,-999.999962,0.840286
2.0,200,5,48,24.228728,1179.649441,0.000696,22.228728,979.649441,-999.999304,0.832013
2.0,200,5,49,46.363968,1206.919662,0.000048,44.363968,1006.919662,-999.999952,-0.464396
2.0,200,5,50,16.132485,1204.227558,0.000113,14.132485,1004.227558,-999.999887,0.859383
