beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
1.5,200,10,1,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,2,1.359095,234.196392,1001.964704,-0.140905,34.196392,1.964704,0.765053
1.5,200,10,3,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,4,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,5,25.121770,1177.162186,0.000079,23.621770,977.162186,-999.999921,0.826817
1.5,200,10,6,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,7,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,8,13.146237,1172.960335,0.000556,11.646237,972.960335,-999.999444,0.732718
1.5,200,10,9,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,10,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,11,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,12,1.587124,276.487760,1009.972654,0.087124,76.487760,9.972654,0.818799
1.5,200,10,13,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,14,28.934640,1157.033909,0.000035,27.434640,957.033909,-999.999965,0.912363
1.5,200,10,15,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,16,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,17,7.757603,1296.205197,0.000282,6.257603,1096.205197,-999.999718,0.821278
1.5,200,10,18,13.864430,1182.726185,0.000058,12.364430,982.726185,-999.999942,0.906796
1.5,200,10,19,0.000000,0.000000,0.000000,-1.500000,-200.000000,-1000.000000,0.000000
1.5,200,10,20,12.216770,1269.572006,0.000064,10.716770,1069.572006,-999.999936,0.918720
