beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
7,1000,5,1,24.592460,1942.938170,0.000191,17.592460,942.938170,-999.999809,0.704348
7,1000,5,2,15.423134,1997.865589,0.000145,8.423134,997.865589,-999.999855,0.878979
7,1000,5,3,18.050784,1985.552153,0.000138,11.050784,985.552153,-999.999862,0.817998
7,1000,5,4,27.641973,2058.653973,0.000620,20.641973,1058.653973,-999.999380,-0.136718
7,1000,5,5,21.974495,2016.824064,0.000041,14.974495,1016.824064,-999.999959,0.823260
7,1000,5,6,17.301305,2010.328237,0.000044,10.301305,1010.328237,-999.999956,0.792501
7,1000,5,7,41.742219,2023.178039,0.000155,34.742219,1023.178039,-999.999845,0.234052
7,1000,5,8,17.758478,2030.016016,0.000175,10.758478,1030.016016,-999.999825,0.845625
7,1000,5,9,62.136385,2098.486352,0.000041,55.136385,1098.486352,-999.999959,0.924953
7,1000,5,10,21.912242,2053.859483,0.000135,14.912242,1053.859483,-999.999865,0.823913
7,1000,5,11,11.094618,1978.766893,0.000444,4.094618,978.766893,-999.999556,0.057378
7,1000,5,12,14.732337,2059.517680,0.000349,7.732337,1059.517680,-999.999651,0.790005
7,1000,5,13,29.087904,1911.083177,0.000679,22.087904,911.083177,-999.999321,-0.120765
7,1000,5,14,14.717678,2001.259205,0.000072,7.717678,1001.259205,-999.999928,0.915782
7,1000,5,15,26.225924,1968.995520,0.000035,19.225924,968.995520,-999.999965,0.860722
7,1000,5,16,11.790894,2019.684055,0.000066,4.790894,1019.684055,-999.999934,0.881011
7,1000,5,17,44.400088,2035.085134,0.000112,37.400088,1035.085134,-999.999888,0.781042
7,1000,5,18,0.000000,0.000000,0.000000,-7.000000,-1000.000000,-1000.000000,0.000000
7,1000,5,19,16.017012,2077.207852,0.000850,9.017012,1077.207852,-999.999150,0.159524
7,1000,5,20,28.031631,2016.102159,0.000033,21.031631,1016.102159,-999.999967,0.828892
7,1000,5,21,10.753823,1994.622825,0.000159,3.753823,994.622825,-999.999841,0.743900
7,1000,5,22,8.441876,1964.169766,0.000328,1.441876,964.169766,-999.999672,0.362802
7,1000,5,23,34.181393,1883.710320,0.000040,27.181393,883.710320,-999.999960,0.854707
7,1000,5,24,22.676583,2070.666126,0.000263,15.676583,1070.666126,-999.999737,-0.238936
7,1000,5,25,24.377536,2048.522814,0.000169,17.377536,1048.522814,-999.999831,0.768629
7,1000,5,26,14.355496,2044.788101,0.000274,7.355496,1044.788101,-999.999726,0.771947
7,1000,5,27,20.726470,1827.882821,0.000149,13.726470,827.882821,-999.999851,0.484213
7,1000,5,28,14.825307,2094.319777,0.000146,7.825307,1094.319777,-999.999854,0.920827
7,1000,5,29,10.748749,2021.257208,0.000438,3.748749,1021.257208,-999.999562,0.738119
7,1000,5,30,17.055454,1903.985293,0.000288,10.055454,903.985293,-999.999712,0.907580
7,1000,5,31,17.198560,1889.665668,0.000263,10.198560,889.665668,-999.999737,0.862152
7,1000,5,32,27.347894,2013.403689,0.000079,20.347894,1013.403689,-999.999921,0.868760
7,1000,5,33,21.923021,2006.800473,0.000205,14.923021,1006.800473,-999.999795,0.814768
