repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time,error,raw_status,sample_content_hash
0,1.6686287823417756,1.2227995383514927,0.992086438124111,0.9492607395235578,True,0.008399999991524965,,,69900784608eca50
1,1.358325760079736,0.966854408102382,1.5270522152337105,0.9758337847542694,True,0.00519900000654161,,,3933cc2e8c066f01
2,2.0616401680200056,1.2226387723169005,0.9343285266449511,0.9815772306246696,True,0.005395599990151823,,,cae9e224e1835404
3,1.0919310252563916,0.6732425269015396,1.3873826338766313,0.9610028439144696,True,0.004343600012362003,,,58dc450b0a13b5d5
4,4.900598761924503,1.8148196732102628,0.32530294165539636,0.969923876834229,True,0.004240199981722981,,,ee2cea89d6770dad
5,2.450704327529827,1.7373800226402363,0.6082453421120589,0.9615601587133749,True,0.007140800007618964,,,8bb2e0cc7aa1f079
6,2.1878094156361,1.344142435039431,0.8583409278390167,0.9493940937182718,True,0.0058043000171892345,,,4b338c39a1812ea9
7,0.8547090267900821,0.31508109020118197,1.7323749458490556,0.9184789020119863,True,0.004119700053706765,,,7f636780bd3a303f
8,2.2448538954733555,0.8193724313995816,0.9660382419086199,0.9657241879595262,True,0.003968300006818026,,,737d2a826f21b5d6
9,2.602132598027144,0.560995252453963,1.0780521229780575,0.9226852144948149,True,0.0037311000050976872,,,6236c2ba8feee340
10,2.046172366330073,0.8562533820653967,1.0986181400548012,0.9350326795113237,True,0.003680800029542297,,,ef4836d0d996d490
11,3.5580201451627884,1.7732588900974224,0.3823136807087164,0.9417762985363693,True,0.006969099980778992,,,3ca84ad4961e48ea
12,4.550004863079054,2.4560282741210018,0.0,0.8888783112834182,True,0.005700299981981516,,,e991874f8c536528
13,1.1036120132253606,0.7152199624175549,1.4152482110219096,0.9644116899910872,True,0.004861800000071526,,,727f7b9ac23a9e38
14,1.4857184328586952,1.0835485933148319,0.9758906957559006,0.9391941836412437,True,0.0054088999750092626,,,f3c957c0660974e8
15,3.0360454835787176,1.3051948114880356,0.6016001696774907,0.9113318672334595,True,0.005240200029220432,,,c67075ce434018c5
16,1.1120382008419838,0.5163544261536055,1.405415383714138,0.968080947893851,True,0.0037336000241339207,,,ba36b02a449df2a3
17,1.2949954733498694,0.21548195922270275,1.548860725871275,0.8270712093879533,True,0.0036119999713264406,,,2995dde9e47dd81f
18,4.780712311398623,2.1972056558979314,0.0,0.9763090534122438,True,0.005516299977898598,,,8eb2598b45976ad0
19,0.9608483050957504,0.4875934591932304,1.2721657522658618,0.9045233597860558,True,0.0065994999604299664,,,f415cc066b22282e
20,3.8270520496322447,1.0797568839183171,0.7215217443160767,0.9733143269745127,True,0.01267799997003749,,,46a5392cb77fc6f4
21,1.9163047535634241,1.0196063043781818,1.1866450853563841,0.9539977376088988,True,0.0051574999815784395,,,b8eb9b152af83375
22,1.1026910643310415,0.43796441699370603,1.382771317709092,0.9511019420061526,True,0.005357799993362278,,,eb13f50108ed931f
23,1.883535253532904,0.9312794571853856,0.9371966442594704,0.9626447945623029,True,0.0070383999845944345,,,73eb00cf8fe821f4
24,1.1277152029145914,0.8524724038315001,1.228782081600282,0.9678593776371681,True,0.005814400035887957,,,1ad89092445209f1
25,1.3105073889240613,0.7405079750300274,1.2574111578635006,0.9864195119021265,True,0.006823199975769967,,,e885309328b50d64
26,1.3396791311389877,0.6177173974270139,1.2096060344270845,0.9693251713707652,True,0.006734299997333437,,,5646c00025b2cb5a
27,4.9473251144440535,2.23119272029289,0.0,0.9397751472452462,True,0.008105300017632544,,,3cc00dab27d12b3d
28,1.6671642185002717,0.6989117094797878,1.096705484517905,0.9586070045249747,True,0.005847599997650832,,,0266adf7f272089f
29,1.5093175898579754,0.8887368118025274,1.2173579517153585,0.8692807790885857,True,0.004778700007591397,,,a7ae9f2f752140bc
30,1.0980165200821155,0.6755947740055965,1.1137469159567268,0.9331658796800135,True,0.006033700017724186,,,80906f4692a40645
31,3.657765181957018,1.790979011247173,0.2351594896500944,0.982672998390267,True,0.007188900024630129,,,698271d2d124986b
32,1.5198434856591567,0.6746663421307891,1.2640949071806458,0.9640785088178917,True,0.0066485999850556254,,,92211866cac1faba
