beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,1000,9,1,5.815378,2236.615324,0.000000,3.815378,1236.615324,-1000.000000,0.786635
2.0,1000,9,2,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,3,1.550468,524.053932,1201.176539,-0.449532,-475.946068,201.176539,0.768177
2.0,1000,9,4,1.576479,1033.300559,1149.211909,-0.423521,33.300559,149.211909,0.786219
2.0,1000,9,5,7.861587,2251.548960,0.000056,5.861587,1251.548960,-999.999944,0.865068
2.0,1000,9,6,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,7,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,8,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,9,5.347758,2148.049691,0.000000,3.347758,1148.049691,-1000.000000,0.808297
2.0,1000,9,10,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,11,5.137514,2191.077543,0.000052,3.137514,1191.077543,-999.999948,0.878208
2.0,1000,9,12,2.819678,763.818271,899.961946,0.819678,-236.181729,-100.038054,0.768040
2.0,1000,9,13,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,14,2.055859,758.193179,1033.907729,0.055859,-241.806821,33.907729,0.865379
2.0,1000,9,15,1.356983,515.304859,1164.229668,-0.643017,-484.695141,164.229668,0.697897
2.0,1000,9,16,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,17,2.117060,882.937157,1026.633005,0.117060,-117.062843,26.633005,0.790768
2.0,1000,9,18,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,19,1.857177,1052.133429,1037.542924,-0.142823,52.133429,37.542924,0.844229
2.0,1000,9,20,1.274371,577.341463,1097.447128,-0.725629,-422.658537,97.447128,0.701927
2.0,1000,9,21,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,22,5.397453,1843.266651,0.000025,3.397453,843.266651,-999.999975,0.912346
2.0,1000,9,23,2.240748,1418.267490,812.779647,0.240748,418.267490,-187.220353,0.819496
2.0,1000,9,24,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,25,9.151085,2038.046133,0.000014,7.151085,1038.046133,-999.999986,0.942582
2.0,1000,9,26,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,27,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,28,5.423475,2231.245462,0.000000,3.423475,1231.245462,-1000.000000,0.883752
2.0,1000,9,29,1.529768,795.497056,1476.053430,-0.470232,-204.502944,476.053430,0.784007
2.0,1000,9,30,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,31,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,32,1.856553,802.028153,1080.645852,-0.143447,-197.971847,80.645852,0.824233
2.0,1000,9,33,1.473984,466.794792,1483.553197,-0.526016,-533.205208,483.553197,0.740808
2.0,1000,9,34,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,35,1.902838,717.678279,1208.772781,-0.097162,-282.321721,208.772781,0.793390
2.0,1000,9,36,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,37,1.470931,617.273800,1262.082846,-0.529069,-382.726200,262.082846,0.790427
2.0,1000,9,38,1.369483,684.668048,1129.788654,-0.630517,-315.331952,129.788654,0.691946
2.0,1000,9,39,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,40,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,41,1.710905,622.892513,1561.836537,-0.289095,-377.107487,561.836537,0.822097
2.0,1000,9,42,10.851526,2343.684645,0.000000,8.851526,1343.684645,-1000.000000,0.785271
2.0,1000,9,43,1.719477,557.298882,1197.520746,-0.280523,-442.701118,197.520746,0.825467
2.0,1000,9,44,6.454587,1935.688169,0.000000,4.454587,935.688169,-1000.000000,0.746718
2.0,1000,9,45,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,46,1.847724,725.686738,1003.831454,-0.152276,-274.313262,3.831454,0.832897
2.0,1000,9,47,9.048605,2046.613850,0.000000,7.048605,1046.613850,-1000.000000,0.949424
2.0,1000,9,48,6.690788,2076.488180,0.000049,4.690788,1076.488180,-999.999951,0.865726
2.0,1000,9,49,6.613226,2136.021250,0.000031,4.613226,1136.021250,-999.999969,0.953158
2.0,1000,9,50,3.017437,1797.279594,738.877490,1.017437,797.279594,-261.122510,0.772270
2.0,1000,9,51,7.055669,1967.854465,0.000268,5.055669,967.854465,-999.999732,0.855711
2.0,1000,9,52,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,53,2.606867,1084.805111,830.846995,0.606867,84.805111,-169.153005,0.876787
2.0,1000,9,54,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,55,5.159147,2000.149875,0.000072,3.159147,1000.149875,-999.999928,0.872843
2.0,1000,9,56,2.390379,1135.522485,1230.804840,0.390379,135.522485,230.804840,0.860309
2.0,1000,9,57,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,58,3.208704,667.869349,1025.578369,1.208704,-332.130651,25.578369,0.870633
2.0,1000,9,59,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,60,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,61,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,62,8.829874,1923.790071,0.000042,6.829874,923.790071,-999.999958,0.955307
2.0,1000,9,63,3.000694,1013.340264,956.883956,1.000694,13.340264,-43.116044,0.846115
2.0,1000,9,64,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,65,1.585242,792.217871,1318.615121,-0.414758,-207.782129,318.615121,0.808696
2.0,1000,9,66,1.309902,501.499793,1500.890984,-0.690098,-498.500207,500.890984,0.724005
2.0,1000,9,67,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,9,68,3.040223,1091.703583,785.720298,1.040223,91.703583,-214.279702,0.793521
2.0,1000,9,69,2.266282,731.245367,1099.183216,0.266282,-268.754633,99.183216,0.886475
2.0,1000,9,70,4.539879,2210.948297,0.000000,2.539879,1210.948297,-1000.000000,0.874967
