beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,1000,8,1,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,2,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,3,2.873443,934.000288,1148.607484,0.873443,-65.999712,148.607484,0.885828
2.0,1000,8,4,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,5,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,6,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,7,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,8,2.127009,1062.386216,1017.858464,0.127009,62.386216,17.858464,0.713586
2.0,1000,8,9,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,10,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,11,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,12,7.232095,1918.144532,0.000237,5.232095,918.144532,-999.999763,0.901314
2.0,1000,8,13,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,14,4.618953,1997.390950,0.000000,2.618953,997.390950,-1000.000000,0.831349
2.0,1000,8,15,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,16,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,17,5.163201,2000.795428,0.000030,3.163201,1000.795428,-999.999970,0.909570
2.0,1000,8,18,2.233103,480.467266,1607.169438,0.233103,-519.532734,607.169438,0.788297
2.0,1000,8,19,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,20,8.436466,1835.042451,0.000095,6.436466,835.042451,-999.999905,0.825182
2.0,1000,8,21,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,22,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,23,2.365365,528.552811,1275.388316,0.365365,-471.447189,275.388316,0.837683
2.0,1000,8,24,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,25,5.120257,2206.631176,0.000000,3.120257,1206.631176,-1000.000000,0.876801
2.0,1000,8,26,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,27,10.405099,1914.651421,0.000000,8.405099,914.651421,-1000.000000,0.801937
2.0,1000,8,28,8.032805,2003.755877,0.000042,6.032805,1003.755877,-999.999958,0.925613
2.0,1000,8,29,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,30,2.254240,1020.749229,924.881959,0.254240,20.749229,-75.118041,0.864869
2.0,1000,8,31,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,32,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,33,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,34,10.501046,1792.047298,0.000147,8.501046,792.047298,-999.999853,0.910093
2.0,1000,8,35,4.888662,2395.905707,0.000038,2.888662,1395.905707,-999.999962,0.906255
2.0,1000,8,36,8.679685,2125.588038,0.000000,6.679685,1125.588038,-1000.000000,0.524032
2.0,1000,8,37,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,38,1.553460,806.453323,1038.916070,-0.446540,-193.546677,38.916070,0.709786
2.0,1000,8,39,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,40,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,41,1.628951,717.001865,1154.184949,-0.371049,-282.998135,154.184949,0.786998
2.0,1000,8,42,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,43,1.330935,873.820871,1070.933290,-0.669065,-126.179129,70.933290,0.700855
2.0,1000,8,44,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,45,1.494368,625.367221,1133.194566,-0.505632,-374.632779,133.194566,0.756224
2.0,1000,8,46,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,47,7.274252,2035.968188,0.000284,5.274252,1035.968188,-999.999716,0.667731
2.0,1000,8,48,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,49,5.899373,1952.500780,0.000055,3.899373,952.500780,-999.999945,0.829040
2.0,1000,8,50,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,51,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,52,3.849133,1145.939518,837.695936,1.849133,145.939518,-162.304064,0.874440
2.0,1000,8,53,1.866524,412.315457,1278.181354,-0.133476,-587.684543,278.181354,0.835216
2.0,1000,8,54,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,55,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,56,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,57,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,58,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,59,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,60,4.930546,2122.323860,0.000094,2.930546,1122.323860,-999.999906,0.901876
2.0,1000,8,61,2.635474,1284.711351,961.255959,0.635474,284.711351,-38.744041,0.835771
2.0,1000,8,62,6.068533,2260.590479,0.000210,4.068533,1260.590479,-999.999790,0.945535
2.0,1000,8,63,6.152838,2110.452495,0.000060,4.152838,1110.452495,-999.999940,0.889058
2.0,1000,8,64,1.281816,835.153813,1104.799632,-0.718184,-164.846187,104.799632,0.520542
2.0,1000,8,65,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,66,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,67,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,68,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,69,4.988472,2096.444387,0.000000,2.988472,1096.444387,-1000.000000,0.822014
2.0,1000,8,70,1.452087,608.373228,1141.614109,-0.547913,-391.626772,141.614109,0.704639
2.0,1000,8,71,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,72,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,73,2.865798,1380.658395,594.985803,0.865798,380.658395,-405.014197,0.885216
2.0,1000,8,74,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,75,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,76,1.420298,466.316338,1458.921986,-0.579702,-533.683662,458.921986,0.745783
2.0,1000,8,77,1.488279,786.292859,1156.912725,-0.511721,-213.707141,156.912725,0.696362
2.0,1000,8,78,1.880827,840.239759,1130.427094,-0.119173,-159.760241,130.427094,0.812185
2.0,1000,8,79,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,80,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,81,3.253997,1519.833938,741.670059,1.253997,519.833938,-258.329941,0.869864
2.0,1000,8,82,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,83,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,84,4.743427,2093.016588,0.000087,2.743427,1093.016588,-999.999913,0.897619
2.0,1000,8,85,10.292646,1774.991100,0.000036,8.292646,774.991100,-999.999964,0.871513
2.0,1000,8,86,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,87,6.244828,2294.974902,0.000000,4.244828,1294.974902,-1000.000000,0.871956
2.0,1000,8,88,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,89,5.295837,2060.964462,0.000251,3.295837,1060.964462,-999.999749,0.832854
2.0,1000,8,90,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,91,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,92,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,93,2.128519,1183.022904,844.392556,0.128519,183.022904,-155.607444,0.787094
2.0,1000,8,94,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,95,6.249653,2094.900234,0.000019,4.249653,1094.900234,-999.999981,0.845863
2.0,1000,8,96,1.676759,1075.808739,1080.436850,-0.323241,75.808739,80.436850,0.804116
2.0,1000,8,97,7.022288,1758.995415,0.000081,5.022288,758.995415,-999.999919,0.857677
2.0,1000,8,98,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,99,2.081118,909.845393,1146.759763,0.081118,-90.154607,146.759763,0.801028
2.0,1000,8,100,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,101,1.919599,665.870637,1236.835954,-0.080401,-334.129363,236.835954,0.803501
2.0,1000,8,102,5.141162,2180.240650,0.000000,3.141162,1180.240650,-1000.000000,0.756006
2.0,1000,8,103,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,104,2.891193,1167.035044,780.622710,0.891193,167.035044,-219.377290,0.856433
2.0,1000,8,105,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,106,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,107,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,108,1.488065,672.376630,1092.290707,-0.511935,-327.623370,92.290707,0.695622
2.0,1000,8,109,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,110,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,111,4.053704,1050.201390,881.524023,2.053704,50.201390,-118.475977,0.825557
2.0,1000,8,112,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,113,6.842814,2436.555455,0.000280,4.842814,1436.555455,-999.999720,0.807713
2.0,1000,8,114,1.688903,1141.987901,958.745160,-0.311097,141.987901,-41.254840,0.792106
2.0,1000,8,115,1.846882,728.699839,1174.106808,-0.153118,-271.300161,174.106808,0.802707
2.0,1000,8,116,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,117,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,118,5.560255,2132.684705,0.000028,3.560255,1132.684705,-999.999972,0.896002
2.0,1000,8,119,2.087409,814.022414,1059.099752,0.087409,-185.977586,59.099752,0.850163
2.0,1000,8,120,7.912888,2430.790851,0.000000,5.912888,1430.790851,-1000.000000,0.765982
2.0,1000,8,121,2.708783,833.826281,837.254196,0.708783,-166.173719,-162.745804,0.831677
2.0,1000,8,122,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,123,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,124,4.455702,1145.644631,987.238761,2.455702,145.644631,-12.761239,0.878940
2.0,1000,8,125,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,126,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,127,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,128,5.409328,2222.760456,0.000000,3.409328,1222.760456,-1000.000000,0.677660
2.0,1000,8,129,9.744212,2217.064142,0.000035,7.744212,1217.064142,-999.999965,0.880764
2.0,1000,8,130,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,131,2.576646,831.402175,968.880373,0.576646,-168.597825,-31.119627,0.834623
2.0,1000,8,132,8.804436,1925.085938,0.000000,6.804436,925.085938,-1000.000000,0.732785
2.0,1000,8,133,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,134,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,135,1.598347,467.929869,1448.834826,-0.401653,-532.070131,448.834826,0.665488
2.0,1000,8,136,2.897321,966.884986,1122.683456,0.897321,-33.115014,122.683456,0.746189
2.0,1000,8,137,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,138,7.337927,2191.809770,0.000000,5.337927,1191.809770,-1000.000000,0.837780
2.0,1000,8,139,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,140,9.038871,1958.166913,0.000205,7.038871,958.166913,-999.999795,0.963757
2.0,1000,8,141,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,142,1.511946,1070.338445,1115.820751,-0.488054,70.338445,115.820751,0.759543
2.0,1000,8,143,12.600939,2085.280308,0.000000,10.600939,1085.280308,-1000.000000,0.543989
2.0,1000,8,144,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,8,145,2.858240,1372.228063,582.900943,0.858240,372.228063,-417.099057,0.831386
2.0,1000,8,146,2.017444,1322.493266,1115.356007,0.017444,322.493266,115.356007,0.825806
