beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,1000,15,1,2.604915,958.008776,1067.641001,0.604915,-41.991224,67.641001,0.919352
2.0,1000,15,2,1.390331,456.117397,1154.359763,-0.609669,-543.882603,154.359763,0.858562
2.0,1000,15,3,1.427362,643.907199,1342.870786,-0.572638,-356.092801,342.870786,0.886173
2.0,1000,15,4,3.412153,1263.669675,845.142754,1.412153,263.669675,-154.857246,0.908743
2.0,1000,15,5,8.450610,1912.627086,0.000000,6.450610,912.627086,-1000.000000,0.874876
2.0,1000,15,6,1.521002,859.563110,1083.999821,-0.478998,-140.436890,83.999821,0.882953
2.0,1000,15,7,1.195654,705.149631,1114.003529,-0.804346,-294.850369,114.003529,0.755155
2.0,1000,15,8,1.458311,545.529956,1309.403795,-0.541689,-454.470044,309.403795,0.815462
2.0,1000,15,9,1.863111,829.133453,1182.113266,-0.136889,-170.866547,182.113266,0.903885
2.0,1000,15,10,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,11,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,12,5.982905,2081.337105,0.000073,3.982905,1081.337105,-999.999927,0.947732
2.0,1000,15,13,1.566677,715.299799,1086.308956,-0.433323,-284.700201,86.308956,0.874248
2.0,1000,15,14,6.236901,1998.975298,0.000115,4.236901,998.975298,-999.999885,0.937413
2.0,1000,15,15,2.214697,923.671279,912.399775,0.214697,-76.328721,-87.600225,0.919375
2.0,1000,15,16,1.562447,898.296053,1006.401886,-0.437553,-101.703947,6.401886,0.880275
2.0,1000,15,17,1.524203,837.453875,1222.722171,-0.475797,-162.546125,222.722171,0.884295
2.0,1000,15,18,5.142502,2322.142463,0.000032,3.142502,1322.142463,-999.999968,0.938240
2.0,1000,15,19,6.030393,1916.154272,0.000110,4.030393,916.154272,-999.999890,0.956811
2.0,1000,15,20,2.538978,1086.010781,916.269774,0.538978,86.010781,-83.730226,0.924568
2.0,1000,15,21,1.796926,945.428002,1143.928099,-0.203074,-54.571998,143.928099,0.897500
2.0,1000,15,22,2.409506,1064.570230,814.085933,0.409506,64.570230,-185.914067,0.894430
2.0,1000,15,23,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,24,8.364775,2281.606969,0.000143,6.364775,1281.606969,-999.999857,0.912137
2.0,1000,15,25,1.241639,739.502465,1177.636091,-0.758361,-260.497535,177.636091,0.794553
2.0,1000,15,26,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,27,3.550816,1389.253996,807.161147,1.550816,389.253996,-192.838853,0.920818
2.0,1000,15,28,1.590554,809.394737,1109.914324,-0.409446,-190.605263,109.914324,0.847680
2.0,1000,15,29,2.337434,1022.944273,1039.523625,0.337434,22.944273,39.523625,0.909362
2.0,1000,15,30,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,31,1.743667,1110.007974,918.717024,-0.256333,110.007974,-81.282976,0.874566
2.0,1000,15,32,2.359558,1081.980648,866.753515,0.359558,81.980648,-133.246485,0.927964
2.0,1000,15,33,1.442679,1026.021813,1077.972923,-0.557321,26.021813,77.972923,0.869120
2.0,1000,15,34,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,35,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,36,6.166228,2164.524158,0.000024,4.166228,1164.524158,-999.999976,0.878833
2.0,1000,15,37,1.307154,854.701174,1218.033953,-0.692846,-145.298826,218.033953,0.843914
2.0,1000,15,38,1.209447,727.095311,1087.243547,-0.790553,-272.904689,87.243547,0.733067
2.0,1000,15,39,1.757160,818.501717,1039.658296,-0.242840,-181.498283,39.658296,0.879884
2.0,1000,15,40,1.742327,733.525455,1128.565789,-0.257673,-266.474545,128.565789,0.916399
2.0,1000,15,41,5.273374,1966.573504,0.000054,3.273374,966.573504,-999.999946,0.915859
2.0,1000,15,42,2.172734,1174.657361,888.294423,0.172734,174.657361,-111.705577,0.860213
2.0,1000,15,43,2.042031,786.170944,994.430338,0.042031,-213.829056,-5.569662,0.883969
2.0,1000,15,44,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,45,7.914177,1840.852875,0.000000,5.914177,840.852875,-1000.000000,0.884387
2.0,1000,15,46,6.128380,2124.942526,0.000000,4.128380,1124.942526,-1000.000000,0.899269
2.0,1000,15,47,1.980242,1192.790343,920.213255,-0.019758,192.790343,-79.786745,0.904059
2.0,1000,15,48,1.379986,533.152196,1246.190978,-0.620014,-466.847804,246.190978,0.861887
2.0,1000,15,49,1.735081,835.550983,1086.798063,-0.264919,-164.449017,86.798063,0.881535
2.0,1000,15,50,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,51,2.242413,1198.868556,831.066766,0.242413,198.868556,-168.933234,0.864787
2.0,1000,15,52,5.528327,2196.802548,0.000086,3.528327,1196.802548,-999.999914,0.952818
2.0,1000,15,53,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,54,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,55,2.765259,1149.728614,921.659842,0.765259,149.728614,-78.340158,0.900398
2.0,1000,15,56,1.510113,576.491192,1263.015466,-0.489887,-423.508808,263.015466,0.886750
2.0,1000,15,57,1.925832,937.573874,1230.693998,-0.074168,-62.426126,230.693998,0.889405
2.0,1000,15,58,1.440934,619.919049,1351.135732,-0.559066,-380.080951,351.135732,0.862372
2.0,1000,15,59,1.649963,928.900107,1064.138962,-0.350037,-71.099893,64.138962,0.862815
2.0,1000,15,60,1.158324,718.087373,1280.816118,-0.841676,-281.912627,280.816118,0.675243
2.0,1000,15,61,3.650289,1460.150409,624.677873,1.650289,460.150409,-375.322127,0.907014
2.0,1000,15,62,5.109360,1869.156360,0.000041,3.109360,869.156360,-999.999959,0.942945
2.0,1000,15,63,1.663270,992.174008,1081.577354,-0.336730,-7.825992,81.577354,0.908237
2.0,1000,15,64,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,65,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,66,1.206897,679.340234,1209.722840,-0.793103,-320.659766,209.722840,0.810091
2.0,1000,15,67,2.306007,905.343571,955.354222,0.306007,-94.656429,-44.645778,0.931653
2.0,1000,15,68,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,69,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,70,1.884182,969.803123,1051.864764,-0.115818,-30.196877,51.864764,0.801301
2.0,1000,15,71,1.453800,840.750993,1075.036207,-0.546200,-159.249007,75.036207,0.887033
2.0,1000,15,72,5.702268,1987.776084,0.000115,3.702268,987.776084,-999.999885,0.957177
2.0,1000,15,73,2.865370,1012.318409,966.354591,0.865370,12.318409,-33.645409,0.934622
2.0,1000,15,74,2.166605,992.416423,977.642319,0.166605,-7.583577,-22.357681,0.940227
2.0,1000,15,75,2.076619,1046.318032,912.495810,0.076619,46.318032,-87.504190,0.913113
2.0,1000,15,76,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,77,2.893859,1080.913488,970.063586,0.893859,80.913488,-29.936414,0.914257
2.0,1000,15,78,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,79,1.457154,683.978321,1168.935780,-0.542846,-316.021679,168.935780,0.823924
2.0,1000,15,80,2.110466,746.825780,1087.532793,0.110466,-253.174220,87.532793,0.924634
2.0,1000,15,81,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,15,82,1.245987,887.396720,1191.631310,-0.754013,-112.603280,191.631310,0.784240
