beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,1000,6,1,8.156181,1764.765033,0.000047,6.156181,764.765033,-999.999953,0.787508
2.0,1000,6,2,5.591310,2148.472380,0.000070,3.591310,1148.472380,-999.999930,0.858752
2.0,1000,6,3,3.629610,1391.515968,678.726797,1.629610,391.515968,-321.273203,0.818591
2.0,1000,6,4,1.747170,873.305197,1236.372647,-0.252830,-126.694803,236.372647,0.650617
2.0,1000,6,5,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,6,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,7,13.053663,1928.516499,0.000202,11.053663,928.516499,-999.999798,0.793239
2.0,1000,6,8,3.219368,774.302934,1191.718815,1.219368,-225.697066,191.718815,0.781773
2.0,1000,6,9,1.677882,599.248176,1352.997337,-0.322118,-400.751824,352.997337,0.669786
2.0,1000,6,10,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,11,6.471106,1836.715922,0.000000,4.471106,836.715922,-1000.000000,0.776866
2.0,1000,6,12,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,13,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,14,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,15,4.684842,2348.846314,0.000000,2.684842,1348.846314,-1000.000000,0.733025
2.0,1000,6,16,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,17,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,18,2.907748,1800.296045,520.559181,0.907748,800.296045,-479.440819,0.803705
2.0,1000,6,19,2.599058,1264.646407,1372.298854,0.599058,264.646407,372.298854,0.804965
2.0,1000,6,20,7.186544,2365.624418,0.000000,5.186544,1365.624418,-1000.000000,-0.097028
2.0,1000,6,21,6.284004,1979.558588,0.000235,4.284004,979.558588,-999.999765,0.808106
2.0,1000,6,22,5.002827,1271.686408,670.734445,3.002827,271.686408,-329.265555,0.679729
2.0,1000,6,23,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,24,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,25,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,6,26,1.601460,800.784182,971.704283,-0.398540,-199.215818,-28.295717,0.654403
