beta_true,eta_true,sample_size,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
2.0,1000,7,1,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,2,2.485492,1149.712996,877.375344,0.485492,149.712996,-122.624656,0.850368
2.0,1000,7,3,1.261105,505.129631,1187.655500,-0.738895,-494.870369,187.655500,0.570399
2.0,1000,7,4,5.997513,2074.487275,0.000000,3.997513,1074.487275,-1000.000000,0.744758
2.0,1000,7,5,6.345178,1991.358357,0.000082,4.345178,991.358357,-999.999918,0.957181
2.0,1000,7,6,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,7,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,8,1.521044,545.203462,1308.210020,-0.478956,-454.796538,308.210020,0.725677
2.0,1000,7,9,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,10,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,11,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,12,1.323114,560.301318,1497.619881,-0.676886,-439.698682,497.619881,0.614440
2.0,1000,7,13,7.926628,1935.389825,0.000045,5.926628,935.389825,-999.999955,0.885509
2.0,1000,7,14,6.486794,2053.092761,0.000000,4.486794,1053.092761,-1000.000000,0.439235
2.0,1000,7,15,4.469738,2091.804926,0.000000,2.469738,1091.804926,-1000.000000,0.822959
2.0,1000,7,16,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,17,7.875891,2077.354044,0.000000,5.875891,1077.354044,-1000.000000,0.734259
2.0,1000,7,18,1.854950,1032.309598,978.356126,-0.145050,32.309598,-21.643874,0.723353
2.0,1000,7,19,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,20,7.914169,2210.354254,0.000215,5.914169,1210.354254,-999.999785,0.829001
2.0,1000,7,21,8.966675,2142.313189,0.000195,6.966675,1142.313189,-999.999805,0.896747
2.0,1000,7,22,13.273668,1841.924294,0.000133,11.273668,841.924294,-999.999867,0.927286
2.0,1000,7,23,5.226651,2234.595766,0.000017,3.226651,1234.595766,-999.999983,0.959474
2.0,1000,7,24,3.289954,1487.600879,646.203151,1.289954,487.600879,-353.796849,0.836729
2.0,1000,7,25,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,26,9.816625,2116.569926,0.000052,7.816625,1116.569926,-999.999948,0.865458
2.0,1000,7,27,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,28,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,29,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,30,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,31,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,32,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,33,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,34,9.371482,1696.195423,0.000174,7.371482,696.195423,-999.999826,0.749440
2.0,1000,7,35,5.728452,1921.037726,0.000000,3.728452,921.037726,-1000.000000,0.793613
2.0,1000,7,36,7.474713,2127.301643,0.000157,5.474713,1127.301643,-999.999843,0.884042
2.0,1000,7,37,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,38,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,39,10.078045,1952.134166,0.000000,8.078045,952.134166,-1000.000000,0.508941
2.0,1000,7,40,6.641710,2014.244225,0.000190,4.641710,1014.244225,-999.999810,0.559544
2.0,1000,7,41,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,42,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,43,9.097259,1810.052004,0.000043,7.097259,810.052004,-999.999957,0.925039
2.0,1000,7,44,6.204573,2073.680383,0.000000,4.204573,1073.680383,-1000.000000,0.464344
2.0,1000,7,45,6.721624,1952.371724,0.000211,4.721624,952.371724,-999.999789,0.917910
2.0,1000,7,46,5.347460,1885.961451,0.000342,3.347460,885.961451,-999.999658,0.872302
2.0,1000,7,47,4.634176,2000.927552,0.000206,2.634176,1000.927552,-999.999794,0.842170
2.0,1000,7,48,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,49,1.415672,541.400108,1282.316849,-0.584328,-458.599892,282.316849,0.635471
2.0,1000,7,50,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,51,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,52,5.704298,2081.026572,0.000080,3.704298,1081.026572,-999.999920,0.888243
2.0,1000,7,53,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
2.0,1000,7,54,5.125171,2164.324700,0.000000,3.125171,1164.324700,-1000.000000,0.882389
2.0,1000,7,55,0.000000,0.000000,0.000000,-2.000000,-1000.000000,-1000.000000,0.000000
