sample_id,gamma,objective,beta,eta
Sample-1-1,814.9982414829659,5.922023780375023e-11,0.9997479954940828,1054.49589667424
Sample-1-1,821.6458617234468,3.4108544791746145e-11,0.999670885549037,1047.8374356340632
Sample-1-1,822.9753857715431,4.809635065976085e-11,0.9996510259136829,1046.5051145779676
Sample-1-1,825.6344338677354,5.051046928807035e-12,0.9996303806220184,1043.8430836066468
Sample-1-1,826.9639579158317,9.028186618437184e-12,0.9996316086827153,1042.5136592852764
Sample-1-1,828.2934819639279,2.020098663541893e-11,0.9996328429660234,1041.1842360833293
Sample-1-1,829.623006012024,1.0417197025781519e-11,0.999634047630523,1039.8548090426743
Sample-1-1,830.9525300601202,5.960900859285773e-11,0.9996352850270077,1038.525386784259
Sample-1-1,832.2820541082165,5.5252494962111653e-11,0.9996365098688732,1037.1959630568135
Sample-1-1,833.6115781563126,2.5416600492019284e-11,0.9996372976092325,1035.8664787386901
Sample-1-1,834.9411022044088,4.3149863167691975e-09,0.9996389446569167,1034.537114956444
Sample-1-1,836.270626252505,3.156722650665038e-09,0.9996438356895809,1033.2082037593505
Sample-1-1,837.6001503006012,3.3159281842413176e-09,0.9996450272524957,1031.8787771650984
Sample-1-1,849.5658667334669,4.642679827604815e-09,0.9996556087198588,1019.9139292402625
Sample-1-1,852.2249148296593,4.156209035000849e-09,0.9996579525470403,1017.2550757741349
Sample-1-1,860.2020591182364,4.509683184067241e-09,0.9996649284469072,1009.2785139534024
Sample-1-1,864.190631262525,9.698847145875843e-10,0.9996684085254557,1005.2902349115351
Sample-1-1,866.8496793587174,3.150845623230451e-09,0.9996707144656033,1002.6313821586704
Sample-1-1,868.1792034068136,2.1057029372115524e-09,0.9996718853010998,1001.3019584536218
Sample-1-1,869.5087274549098,2.105202782796056e-09,0.9996730254533217,999.9725307325236
Sample-1-1,870.838251503006,1.0235076753955987e-09,0.999674182976581,998.6431056357102
Sample-1-1,873.4972995991984,3.422085101780544e-09,0.9996764719481205,995.9842531153907
Sample-1-1,874.8268236472945,5.055966870106017e-09,0.9996776174633243,994.6548274661503
Sample-1-1,876.1563476953908,1.785165010308393e-09,0.9996787592678881,993.3254008482846
Sample-1-1,882.8039679358717,8.806108000355278e-09,0.9996844641875721,986.6782745192716
Sample-1-1,900.0877805611223,5.199483165362322e-09,0.9996991649304593,969.3957556722671
