oracle_delta,selected_delta,row_percent
0.22,0.12,8.183632734530939
0.24,0.12,6.708595387840671
0.26,0.12,7.466666666666668
0.28,0.12,3.8348082595870205
0.3,0.12,9.226190476190476
0.32,0.12,6.642066420664207
0.34,0.12,5.639097744360902
0.36,0.12,6.63265306122449
0.38,0.12,4.9504950495049505
0.4,0.12,6.282722513089005
0.42,0.12,9.644670050761421
0.44,0.12,7.865168539325842
0.46,0.12,8.441558441558442
0.48,0.12,5.095541401273886
0.5,0.12,5.132905591200734
0.0,0.14,1.8690744920993227
0.02,0.14,2.2992571630703926
0.04,0.14,5.900798175598632
0.06,0.14,7.952871870397643
0.08,0.14,8.074534161490684
0.1,0.14,9.987277353689567
0.12,0.14,8.239095315024231
0.14,0.14,8.108108108108109
0.16,0.14,8.513341804320202
0.18,0.14,8.006042296072508
0.2,0.14,7.345575959933222
0.22,0.14,7.584830339321358
0.24,0.14,4.821802935010482
0.26,0.14,8.266666666666666
0.28,0.14,7.669616519174041
0.3,0.14,7.440476190476191
0.32,0.14,8.487084870848708
0.34,0.14,4.887218045112782
0.36,0.14,4.591836734693878
0.38,0.14,7.920792079207921
0.4,0.14,4.712041884816754
0.42,0.14,8.629441624365482
0.44,0.14,6.179775280898876
0.46,0.14,5.844155844155844
0.48,0.14,7.006369426751593
0.5,0.14,4.399633363886343
0.0,0.16,1.3498871331828441
0.02,0.16,1.0081358330385568
0.04,0.16,2.82212086659065
0.06,0.16,3.829160530191458
0.08,0.16,4.156712852365026
0.1,0.16,4.134860050890586
0.12,0.16,3.634894991922456
0.14,0.16,5.605605605605605
0.16,0.16,5.209656925031767
0.18,0.16,4.984894259818732
0.2,0.16,6.176961602671119
0.22,0.16,6.58682634730539
0.24,0.16,6.289308176100629
0.26,0.16,4.0
0.28,0.16,5.3097345132743365
0.3,0.16,5.952380952380952
0.32,0.16,2.952029520295203
0.34,0.16,2.2556390977443606
0.36,0.16,4.591836734693878
0.38,0.16,3.4653465346534658
0.4,0.16,4.18848167539267
0.42,0.16,3.0456852791878175
0.44,0.16,9.550561797752808
0.46,0.16,5.194805194805195
0.48,0.16,6.369426751592357
0.5,0.16,4.949587534372136
0.0,0.18,1.2776523702031604
0.02,0.18,1.2734347364697558
0.04,0.18,2.5370581527936147
0.06,0.18,4.712812960235641
0.08,0.18,5.112279025322503
0.1,0.18,5.597964376590331
0.12,0.18,6.30048465266559
0.14,0.18,5.605605605605605
0.16,0.18,5.336721728081321
0.18,0.18,4.833836858006042
0.2,0.18,7.178631051752922
0.22,0.18,6.986027944111776
0.24,0.18,8.80503144654088
0.26,0.18,9.6
0.28,0.18,9.43952802359882
0.3,0.18,11.30952380952381
0.32,0.18,5.904059040590406
0.34,0.18,9.774436090225564
0.36,0.18,12.244897959183673
0.38,0.18,7.425742574257425
0.4,0.18,10.471204188481675
0.42,0.18,7.1065989847715745
0.44,0.18,7.303370786516854
0.46,0.18,13.636363636363635
0.48,0.18,5.7324840764331215
0.5,0.18,8.799266727772686
0.0,0.2,1.2325056433408577
0.02,0.2,0.7074637424831978
0.04,0.2,2.3660205245153936
0.06,0.2,4.786450662739323
0.08,0.2,4.730052556139513
0.1,0.2,4.071246819338422
0.12,0.2,4.846526655896607
0.14,0.2,3.6036036036036037
0.16,0.2,4.066073697585769
0.18,0.2,3.7764350453172204
0.2,0.2,2.8380634390651087
0.22,0.2,3.3932135728542914
0.24,0.2,4.1928721174004195
0.26,0.2,4.0
0.28,0.2,3.2448377581120944
0.3,0.2,3.273809523809524
0.32,0.2,6.273062730627306
0.34,0.2,3.007518796992481
0.36,0.2,4.081632653061225
0.38,0.2,6.435643564356436
0.4,0.2,3.1413612565445024
0.42,0.2,5.0761421319796955
0.44,0.2,5.056179775280898
0.46,0.2,5.194805194805195
0.48,0.2,3.821656050955414
0.5,0.2,3.84967919340055
0.0,0.22,1.074492099322799
0.02,0.22,0.8489564909798374
0.04,0.22,1.9669327251995439
0.06,0.22,3.055964653902798
0.08,0.22,4.108934543717153
0.1,0.22,4.134860050890586
0.12,0.22,4.20032310177706
0.14,0.22,4.2042042042042045
0.16,0.22,4.193138500635324
0.18,0.22,4.531722054380665
0.2,0.22,3.33889816360601
0.22,0.22,3.992015968063872
0.24,0.22,4.612159329140461
0.26,0.22,4.0
0.28,0.22,4.71976401179941
0.3,0.22,1.7857142857142856
0.32,0.22,2.952029520295203
0.34,0.22,2.631578947368421
0.36,0.22,3.061224489795918
0.38,0.22,0.9900990099009901
0.4,0.22,0.5235602094240838
0.42,0.22,2.030456852791878
0.44,0.22,3.932584269662921
0.46,0.22,0.6493506493506493
0.48,0.22,1.910828025477707
0.5,0.22,2.933088909257562
0.0,0.24,0.8893905191873589
0.02,0.24,0.7428369296073576
0.04,0.24,1.596351197263398
0.06,0.24,2.2091310751104567
0.08,0.24,4.3478260869565215
0.1,0.24,4.770992366412214
0.12,0.24,4.523424878836833
0.14,0.24,3.7037037037037033
0.16,0.24,3.303684879288437
0.18,0.24,2.719033232628399
0.2,0.24,3.1719532554257093
0.22,0.24,2.5948103792415167
0.24,0.24,2.515723270440252
0.26,0.24,1.866666666666667
0.28,0.24,1.1799410029498525
0.3,0.24,1.7857142857142856
0.32,0.24,2.214022140221402
0.34,0.24,3.007518796992481
0.36,0.24,3.571428571428571
0.38,0.24,2.4752475247524752
0.4,0.24,1.5706806282722512
0.42,0.24,2.5380710659898478
0.44,0.24,1.6853932584269662
0.46,0.24,2.5974025974025974
0.48,0.24,2.547770700636943
0.5,0.24,2.2914757103574703
0.0,0.26,1.09255079006772
0.02,0.26,1.1319419879731163
0.04,0.26,1.1972633979475484
0.06,0.26,2.0250368188512518
0.08,0.26,1.6722408026755853
0.1,0.26,2.035623409669211
0.12,0.26,1.8578352180936994
0.14,0.26,2.002002002002002
0.16,0.26,1.3977128335451081
0.18,0.26,3.0211480362537766
0.2,0.26,0.8347245409015025
0.22,0.26,1.1976047904191618
0.24,0.26,0.8385744234800839
0.26,0.26,0.8
0.28,0.26,1.7699115044247788
0.3,0.26,2.380952380952381
0.32,0.26,1.8450184501845017
0.34,0.26,1.1278195488721803
0.36,0.26,1.530612244897959
0.38,0.26,2.4752475247524752
0.4,0.26,2.6178010471204187
0.42,0.26,2.030456852791878
0.44,0.26,2.247191011235955
0.46,0.26,1.2987012987012987
0.48,0.26,5.095541401273886
0.5,0.26,2.5206232813932172
0.0,0.28,0.690744920993228
0.02,0.28,0.38910505836575876
0.04,0.28,0.8836944127708095
0.06,0.28,2.1354933726067746
0.08,0.28,2.10224558050645
0.1,0.28,2.3536895674300253
0.12,0.28,2.6655896607431337
0.14,0.28,3.003003003003003
0.16,0.28,2.6683608640406606
0.18,0.28,3.474320241691843
0.2,0.28,2.671118530884808
0.22,0.28,4.590818363273453
0.24,0.28,2.3060796645702304
0.26,0.28,1.6
0.28,0.28,3.2448377581120944
0.3,0.28,3.869047619047619
0.32,0.28,1.4760147601476015
0.34,0.28,5.639097744360902
0.36,0.28,3.571428571428571
0.38,0.28,3.9603960396039604
0.4,0.28,3.664921465968586
0.42,0.28,2.030456852791878
0.44,0.28,4.49438202247191
0.46,0.28,2.5974025974025974
0.48,0.28,3.821656050955414
0.5,0.28,3.2538955087076076
0.0,0.3,1.0158013544018059
0.02,0.3,0.5659709939865581
0.04,0.3,0.8551881413911061
0.06,0.3,0.9941089837997054
0.08,0.3,1.2422360248447204
0.1,0.3,1.1450381679389312
0.12,0.3,1.1308562197092082
0.14,0.3,0.9009009009009009
0.16,0.3,1.6518424396442184
0.18,0.3,1.2084592145015105
0.2,0.3,1.1686143572621035
0.22,0.3,0.998003992015968
0.24,0.3,0.628930817610063
0.26,0.3,0.8
0.28,0.3,0.8849557522123894
0.3,0.3,1.1904761904761905
0.32,0.3,1.107011070110701
0.34,0.3,0.7518796992481203
0.36,0.3,2.0408163265306123
0.38,0.3,1.4851485148514851
0.4,0.3,1.0471204188481675
0.42,0.3,0.5076142131979695
0.44,0.3,0.0
0.46,0.3,0.0
0.48,0.3,0.6369426751592357
0.5,0.3,1.466544454628781
0.0,0.32,0.6591422121896163
0.02,0.32,0.3537318712415989
0.04,0.32,0.3990877993158495
0.06,0.32,0.699558173784978
0.08,0.32,0.9555661729574774
0.1,0.32,1.5267175572519083
0.12,0.32,1.5347334410339257
0.14,0.32,0.7007007007007007
0.16,0.32,1.9059720457433291
0.18,0.32,1.2084592145015105
0.2,0.32,1.8363939899833055
0.22,0.32,2.9940119760479043
0.24,0.32,2.0964360587002098
0.26,0.32,1.3333333333333335
0.28,0.32,1.7699115044247788
0.3,0.32,1.488095238095238
0.32,0.32,1.8450184501845017
0.34,0.32,3.007518796992481
0.36,0.32,1.530612244897959
0.38,0.32,1.9801980198019802
0.4,0.32,1.5706806282722512
0.42,0.32,1.5228426395939088
0.44,0.32,1.1235955056179776
0.46,0.32,0.6493506493506493
0.48,0.32,0.6369426751592357
0.5,0.32,2.3373052245646195
0.0,0.34,1.2415349887133182
0.02,0.34,0.38910505836575876
0.04,0.34,1.0832383124287344
0.06,0.34,1.5095729013254786
0.08,0.34,1.815575728619207
0.1,0.34,2.1628498727735366
0.12,0.34,2.6655896607431337
0.14,0.34,3.203203203203203
0.16,0.34,2.1601016518424396
0.18,0.34,3.1722054380664653
0.2,0.34,2.337228714524207
0.22,0.34,2.9940119760479043
0.24,0.34,3.1446540880503147
0.26,0.34,2.4
0.28,0.34,2.0648967551622417
0.3,0.34,2.083333333333333
0.32,0.34,4.059040590405904
0.34,0.34,4.135338345864661
0.36,0.34,4.081632653061225
0.38,0.34,3.4653465346534658
0.4,0.34,3.1413612565445024
0.42,0.34,1.5228426395939088
0.44,0.34,3.3707865168539324
0.46,0.34,1.2987012987012987
0.48,0.34,4.45859872611465
0.5,0.34,4.353803849679194
0.0,0.36,0.4650112866817156
0.02,0.36,0.19455252918287938
0.04,0.36,0.31356898517673887
0.06,0.36,0.22091310751104565
0.08,0.36,0.716674629718108
0.1,0.36,0.8905852417302799
0.12,0.36,0.9693053311793215
0.14,0.36,0.8008008008008007
0.16,0.36,1.2706480304955527
0.18,0.36,1.6616314199395772
0.2,0.36,1.335559265442404
0.22,0.36,0.998003992015968
0.24,0.36,1.0482180293501049
0.26,0.36,0.5333333333333333
0.28,0.36,2.0648967551622417
0.3,0.36,2.083333333333333
0.32,0.36,2.5830258302583027
0.34,0.36,2.2556390977443606
0.36,0.36,1.0204081632653061
0.38,0.36,2.4752475247524752
0.4,0.36,4.712041884816754
0.42,0.36,2.030456852791878
0.44,0.36,0.5617977528089888
0.46,0.36,3.2467532467532463
0.48,0.36,2.547770700636943
0.5,0.36,1.833180568285976
0.0,0.38,1.5259593679458239
0.02,0.38,0.22992571630703926
0.04,0.38,0.42759407069555305
0.06,0.38,0.5522827687776142
0.08,0.38,0.6688963210702341
0.1,0.38,0.2544529262086514
0.12,0.38,0.7269789983844911
0.14,0.38,0.8008008008008007
0.16,0.38,0.5082592121982211
0.18,0.38,1.0574018126888218
0.2,0.38,1.1686143572621035
0.22,0.38,0.39920159680638717
0.24,0.38,1.4675052410901468
0.26,0.38,0.8
0.28,0.38,0.8849557522123894
0.3,0.38,1.1904761904761905
0.32,0.38,0.36900369003690037
0.34,0.38,0.37593984962406013
0.36,0.38,1.0204081632653061
0.38,0.38,2.9702970297029703
0.4,0.38,0.5235602094240838
0.42,0.38,0.5076142131979695
0.44,0.38,2.8089887640449436
0.46,0.38,0.6493506493506493
0.48,0.38,1.2738853503184715
0.5,0.38,1.466544454628781
0.0,0.4,0.43792325056433407
0.02,0.4,0.12380615493455961
0.04,0.4,0.19954389965792474
0.06,0.4,0.3681885125184094
0.08,0.4,0.716674629718108
0.1,0.4,0.44529262086513993
0.12,0.4,0.7269789983844911
0.14,0.4,1.2012012012012012
0.16,0.4,2.0330368487928845
0.18,0.4,1.0574018126888218
0.2,0.4,1.669449081803005
0.22,0.4,0.7984031936127743
0.24,0.4,2.3060796645702304
0.26,0.4,1.0666666666666667
0.28,0.4,1.7699115044247788
0.3,0.4,1.1904761904761905
0.32,0.4,1.4760147601476015
0.34,0.4,2.631578947368421
0.36,0.4,0.5102040816326531
0.38,0.4,1.4851485148514851
0.4,0.4,1.0471204188481675
0.42,0.4,0.5076142131979695
0.44,0.4,0.0
0.46,0.4,1.2987012987012987
0.48,0.4,1.2738853503184715
0.5,0.4,0.916590284142988
0.0,0.42,0.37020316027088035
0.02,0.42,0.05305978068623984
0.04,0.42,0.14253135689851767
0.06,0.42,0.22091310751104565
0.08,0.42,0.33444816053511706
0.1,0.42,0.38167938931297707
0.12,0.42,0.7269789983844911
0.14,0.42,0.5005005005005005
0.16,0.42,0.8894536213468869
0.18,0.42,0.906344410876133
0.2,0.42,1.1686143572621035
0.22,0.42,1.3972055888223553
0.24,0.42,1.257861635220126
0.26,0.42,1.0666666666666667
0.28,0.42,0.8849557522123894
0.3,0.42,1.488095238095238
0.32,0.42,1.4760147601476015
0.34,0.42,1.1278195488721803
0.36,0.42,1.530612244897959
0.38,0.42,3.4653465346534658
0.4,0.42,2.6178010471204187
0.42,0.42,2.030456852791878
0.44,0.42,0.0
0.46,0.42,1.2987012987012987
0.48,0.42,1.910828025477707
0.5,0.42,1.6040329972502292
0.0,0.44,0.5417607223476297
0.02,0.44,0.10611956137247967
0.04,0.44,0.31356898517673887
0.06,0.44,0.25773195876288657
0.08,0.44,0.6211180124223602
0.1,0.44,0.5089058524173028
0.12,0.44,0.7269789983844911
0.14,0.44,0.9009009009009009
0.16,0.44,1.0165184243964422
0.18,0.44,1.6616314199395772
0.2,0.44,2.003338898163606
0.22,0.44,1.1976047904191618
0.24,0.44,1.4675052410901468
0.26,0.44,1.866666666666667
0.28,0.44,1.4749262536873156
0.3,0.44,3.273809523809524
0.32,0.44,1.4760147601476015
0.34,0.44,2.631578947368421
0.36,0.44,2.5510204081632653
0.38,0.44,0.49504950495049505
0.4,0.44,2.094240837696335
0.42,0.44,2.030456852791878
0.44,0.44,1.6853932584269662
0.46,0.44,4.545454545454546
0.48,0.44,2.547770700636943
0.5,0.44,2.153987167736022
0.0,0.46,0.7674943566591422
0.02,0.46,0.2652989034311991
0.04,0.46,0.19954389965792474
0.06,0.46,0.4418262150220913
0.08,0.46,0.4777830864787387
0.1,0.46,0.7633587786259541
0.12,0.46,0.9693053311793215
0.14,0.46,1.6016016016016015
0.16,0.46,1.1435832274459974
0.18,0.46,1.6616314199395772
0.2,0.46,2.337228714524207
0.22,0.46,2.3952095808383236
0.24,0.46,2.3060796645702304
0.26,0.46,1.0666666666666667
0.28,0.46,2.359882005899705
0.3,0.46,1.7857142857142856
0.32,0.46,4.059040590405904
0.34,0.46,3.7593984962406015
0.36,0.46,2.0408163265306123
0.38,0.46,1.4851485148514851
0.4,0.46,3.1413612565445024
0.42,0.46,2.5380710659898478
0.44,0.46,1.6853932584269662
0.46,0.46,2.5974025974025974
0.48,0.46,0.6369426751592357
0.5,0.46,2.9789184234647115
0.0,0.48,0.3566591422121896
0.02,0.48,0.05305978068623984
0.04,0.48,0.08551881413911061
0.06,0.48,0.036818851251840944
0.08,0.48,0.23889154323936934
0.1,0.48,0.06361323155216285
0.12,0.48,0.16155088852988692
0.14,0.48,0.40040040040040037
0.16,0.48,0.3811944091486658
0.18,0.48,0.6042296072507553
0.2,0.48,0.333889816360601
0.22,0.48,0.19960079840319359
0.24,0.48,0.20964360587002098
0.26,0.48,0.26666666666666666
0.28,0.48,0.5899705014749262
0.3,0.48,0.0
0.32,0.48,0.36900369003690037
0.34,0.48,0.0
0.36,0.48,0.5102040816326531
0.38,0.48,0.0
0.4,0.48,0.0
0.42,0.48,0.5076142131979695
0.44,0.48,0.0
0.46,0.48,0.0
0.48,0.48,0.6369426751592357
0.5,0.48,0.7791017415215399
0.0,0.5,0.2934537246049661
0.02,0.5,0.08843296781039972
0.04,0.5,0.11402508551881414
0.06,0.5,0.14727540500736377
0.08,0.5,0.23889154323936934
0.1,0.5,0.2544529262086514
0.12,0.5,0.16155088852988692
0.14,0.5,0.20020020020020018
0.16,0.5,0.12706480304955528
0.18,0.5,0.3021148036253776
0.2,0.5,0.333889816360601
0.22,0.5,0.998003992015968
0.24,0.5,0.20964360587002098
0.26,0.5,0.26666666666666666
0.28,0.5,1.4749262536873156
0.3,0.5,0.8928571428571428
0.32,0.5,0.7380073800738007
0.34,0.5,0.37593984962406013
0.36,0.5,0.5102040816326531
0.38,0.5,0.9900990099009901
0.4,0.5,1.5706806282722512
0.42,0.5,1.5228426395939088
0.44,0.5,1.6853932584269662
0.46,0.5,1.2987012987012987
0.48,0.5,1.910828025477707
0.5,0.5,1.008249312557287
