fit_id,rule_id,module,route,n,loss,architecture,optimizer,training_size,seed,fit_kind,test_state
G3-fit-0495,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420103,output_form,sealed
G3-fit-0496,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420104,output_form,sealed
G3-fit-0497,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420105,output_form,sealed
G3-fit-0498,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420106,output_form,sealed
G3-fit-0499,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420107,output_form,sealed
G3-fit-0500,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420108,output_form,sealed
G3-fit-0501,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420109,output_form,sealed
G3-fit-0502,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420110,output_form,sealed
G3-fit-0503,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420101,output_form,sealed
G3-fit-0504,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420102,output_form,sealed
G3-fit-0505,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420103,output_form,sealed
G3-fit-0506,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420104,output_form,sealed
G3-fit-0507,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420105,output_form,sealed
G3-fit-0508,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420106,output_form,sealed
G3-fit-0509,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420107,output_form,sealed
G3-fit-0510,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420108,output_form,sealed
G3-fit-0511,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420109,output_form,sealed
G3-fit-0512,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420110,output_form,sealed
G3-fit-0513,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420101,output_form,sealed
G3-fit-0514,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420102,output_form,sealed
G3-fit-0515,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420103,output_form,sealed
G3-fit-0516,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420104,output_form,sealed
G3-fit-0517,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420105,output_form,sealed
G3-fit-0518,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420106,output_form,sealed
G3-fit-0519,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420107,output_form,sealed
G3-fit-0520,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420108,output_form,sealed
G3-fit-0521,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420109,output_form,sealed
G3-fit-0522,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420110,output_form,sealed
G3-fit-0523,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420101,output_form,sealed
G3-fit-0524,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420102,output_form,sealed
G3-fit-0525,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420103,output_form,sealed
G3-fit-0526,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420104,output_form,sealed
G3-fit-0527,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420105,output_form,sealed
G3-fit-0528,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420106,output_form,sealed
G3-fit-0529,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420107,output_form,sealed
G3-fit-0530,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420108,output_form,sealed
G3-fit-0531,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420109,output_form,sealed
G3-fit-0532,A-E3_joint_independent,A-E3,selected:F2_or_V:independent_capacity_matched,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420110,output_form,sealed
G3-fit-0533,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d01,stage1,100000,420001,search_stage1,sealed
G3-fit-0534,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d01,stage1,100000,420002,search_stage1,sealed
G3-fit-0535,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d01,stage1,100000,420003,search_stage1,sealed
G3-fit-0536,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d02,stage1,100000,420001,search_stage1,sealed
G3-fit-0537,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d02,stage1,100000,420002,search_stage1,sealed
G3-fit-0538,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d02,stage1,100000,420003,search_stage1,sealed
G3-fit-0539,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d03,stage1,100000,420001,search_stage1,sealed
G3-fit-0540,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d03,stage1,100000,420002,search_stage1,sealed
G3-fit-0541,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d03,stage1,100000,420003,search_stage1,sealed
G3-fit-0542,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d04,stage1,100000,420001,search_stage1,sealed
G3-fit-0543,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d04,stage1,100000,420002,search_stage1,sealed
G3-fit-0544,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d04,stage1,100000,420003,search_stage1,sealed
G3-fit-0545,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d05,stage1,100000,420001,search_stage1,sealed
G3-fit-0546,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d05,stage1,100000,420002,search_stage1,sealed
G3-fit-0547,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d05,stage1,100000,420003,search_stage1,sealed
G3-fit-0548,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d06,stage1,100000,420001,search_stage1,sealed
G3-fit-0549,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d06,stage1,100000,420002,search_stage1,sealed
G3-fit-0550,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d06,stage1,100000,420003,search_stage1,sealed
G3-fit-0551,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d07,stage1,100000,420001,search_stage1,sealed
G3-fit-0552,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d07,stage1,100000,420002,search_stage1,sealed
G3-fit-0553,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d07,stage1,100000,420003,search_stage1,sealed
G3-fit-0554,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d08,stage1,100000,420001,search_stage1,sealed
G3-fit-0555,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d08,stage1,100000,420002,search_stage1,sealed
G3-fit-0556,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d08,stage1,100000,420003,search_stage1,sealed
G3-fit-0557,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d09,stage1,100000,420001,search_stage1,sealed
G3-fit-0558,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d09,stage1,100000,420002,search_stage1,sealed
G3-fit-0559,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d09,stage1,100000,420003,search_stage1,sealed
G3-fit-0560,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d10,stage1,100000,420001,search_stage1,sealed
G3-fit-0561,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d10,stage1,100000,420002,search_stage1,sealed
G3-fit-0562,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d10,stage1,100000,420003,search_stage1,sealed
G3-fit-0563,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d11,stage1,100000,420001,search_stage1,sealed
G3-fit-0564,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d11,stage1,100000,420002,search_stage1,sealed
G3-fit-0565,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d11,stage1,100000,420003,search_stage1,sealed
G3-fit-0566,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d12,stage1,100000,420001,search_stage1,sealed
G3-fit-0567,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d12,stage1,100000,420002,search_stage1,sealed
G3-fit-0568,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,d12,stage1,100000,420003,search_stage1,sealed
G3-fit-0569,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_1,o1,100000,420001,search_stage2,sealed
G3-fit-0570,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_1,o1,100000,420002,search_stage2,sealed
G3-fit-0571,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_1,o1,100000,420003,search_stage2,sealed
G3-fit-0572,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_1,o2,100000,420001,search_stage2,sealed
G3-fit-0573,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_1,o2,100000,420002,search_stage2,sealed
G3-fit-0574,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_1,o2,100000,420003,search_stage2,sealed
G3-fit-0575,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_1,o3,100000,420001,search_stage2,sealed
G3-fit-0576,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_1,o3,100000,420002,search_stage2,sealed
G3-fit-0577,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_1,o3,100000,420003,search_stage2,sealed
G3-fit-0578,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_2,o1,100000,420001,search_stage2,sealed
G3-fit-0579,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_2,o1,100000,420002,search_stage2,sealed
G3-fit-0580,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_2,o1,100000,420003,search_stage2,sealed
G3-fit-0581,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_2,o2,100000,420001,search_stage2,sealed
G3-fit-0582,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_2,o2,100000,420002,search_stage2,sealed
G3-fit-0583,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_2,o2,100000,420003,search_stage2,sealed
G3-fit-0584,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_2,o3,100000,420001,search_stage2,sealed
G3-fit-0585,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_2,o3,100000,420002,search_stage2,sealed
G3-fit-0586,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_2,o3,100000,420003,search_stage2,sealed
G3-fit-0587,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_3,o1,100000,420001,search_stage2,sealed
G3-fit-0588,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_3,o1,100000,420002,search_stage2,sealed
G3-fit-0589,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_3,o1,100000,420003,search_stage2,sealed
G3-fit-0590,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_3,o2,100000,420001,search_stage2,sealed
G3-fit-0591,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_3,o2,100000,420002,search_stage2,sealed
G3-fit-0592,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_3,o2,100000,420003,search_stage2,sealed
G3-fit-0593,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_3,o3,100000,420001,search_stage2,sealed
G3-fit-0594,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_3,o3,100000,420002,search_stage2,sealed
G3-fit-0595,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_3,o3,100000,420003,search_stage2,sealed
G3-fit-0596,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_4,o1,100000,420001,search_stage2,sealed
G3-fit-0597,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_4,o1,100000,420002,search_stage2,sealed
G3-fit-0598,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_4,o1,100000,420003,search_stage2,sealed
G3-fit-0599,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_4,o2,100000,420001,search_stage2,sealed
G3-fit-0600,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_4,o2,100000,420002,search_stage2,sealed
G3-fit-0601,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_4,o2,100000,420003,search_stage2,sealed
G3-fit-0602,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_4,o3,100000,420001,search_stage2,sealed
G3-fit-0603,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_4,o3,100000,420002,search_stage2,sealed
G3-fit-0604,A-E3_fixed_shared,A-E3,S,shared,transformed_train_z_huber,selected_top_4,o3,100000,420003,search_stage2,sealed
G3-fit-0605,A-E3_fixed_shared,A-E3,S,shared,selected:A-E3_loss,selected:S_architecture,selected:S_optimizer,100000,420101,shared_winner_retrain,sealed
G3-fit-0606,A-E3_fixed_shared,A-E3,S,shared,selected:A-E3_loss,selected:S_architecture,selected:S_optimizer,100000,420102,shared_winner_retrain,sealed
G3-fit-0607,A-E3_fixed_shared,A-E3,S,shared,selected:A-E3_loss,selected:S_architecture,selected:S_optimizer,100000,420103,shared_winner_retrain,sealed
G3-fit-0608,A-E3_fixed_shared,A-E3,S,shared,selected:A-E3_loss,selected:S_architecture,selected:S_optimizer,100000,420104,shared_winner_retrain,sealed
G3-fit-0609,A-E3_fixed_shared,A-E3,S,shared,selected:A-E3_loss,selected:S_architecture,selected:S_optimizer,100000,420105,shared_winner_retrain,sealed
G3-fit-0610,A-E3_fixed_shared,A-E3,S,shared,selected:A-E3_loss,selected:S_architecture,selected:S_optimizer,100000,420106,shared_winner_retrain,sealed
G3-fit-0611,A-E3_fixed_shared,A-E3,S,shared,selected:A-E3_loss,selected:S_architecture,selected:S_optimizer,100000,420107,shared_winner_retrain,sealed
G3-fit-0612,A-E3_fixed_shared,A-E3,S,shared,selected:A-E3_loss,selected:S_architecture,selected:S_optimizer,100000,420108,shared_winner_retrain,sealed
G3-fit-0613,A-E3_fixed_shared,A-E3,S,shared,selected:A-E3_loss,selected:S_architecture,selected:S_optimizer,100000,420109,shared_winner_retrain,sealed
G3-fit-0614,A-E3_fixed_shared,A-E3,S,shared,selected:A-E3_loss,selected:S_architecture,selected:S_optimizer,100000,420110,shared_winner_retrain,sealed
G3-fit-0615,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420001,size_screen,sealed
G3-fit-0616,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420002,size_screen,sealed
G3-fit-0617,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420003,size_screen,sealed
G3-fit-0618,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420001,size_screen,sealed
G3-fit-0619,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420002,size_screen,sealed
G3-fit-0620,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420003,size_screen,sealed
G3-fit-0621,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420001,size_screen,sealed
G3-fit-0622,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420002,size_screen,sealed
G3-fit-0623,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420003,size_screen,sealed
G3-fit-0624,A-E2_training_size,A-E2,selected:A-E3_baseline,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420001,size_screen,sealed
G3-fit-0625,A-E2_training_size,A-E2,selected:A-E3_baseline,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420002,size_screen,sealed
G3-fit-0626,A-E2_training_size,A-E2,selected:A-E3_baseline,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420003,size_screen,sealed
G3-fit-0627,A-E2_training_size,A-E2,selected:A-E3_baseline,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420001,size_screen,sealed
G3-fit-0628,A-E2_training_size,A-E2,selected:A-E3_baseline,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420002,size_screen,sealed
G3-fit-0629,A-E2_training_size,A-E2,selected:A-E3_baseline,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,7000,420003,size_screen,sealed
G3-fit-0630,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420001,size_screen,sealed
G3-fit-0631,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420002,size_screen,sealed
G3-fit-0632,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420003,size_screen,sealed
G3-fit-0633,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420001,size_screen,sealed
G3-fit-0634,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420002,size_screen,sealed
G3-fit-0635,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420003,size_screen,sealed
G3-fit-0636,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420001,size_screen,sealed
G3-fit-0637,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420002,size_screen,sealed
G3-fit-0638,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420003,size_screen,sealed
G3-fit-0639,A-E2_training_size,A-E2,selected:A-E3_baseline,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420001,size_screen,sealed
G3-fit-0640,A-E2_training_size,A-E2,selected:A-E3_baseline,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420002,size_screen,sealed
G3-fit-0641,A-E2_training_size,A-E2,selected:A-E3_baseline,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420003,size_screen,sealed
G3-fit-0642,A-E2_training_size,A-E2,selected:A-E3_baseline,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420001,size_screen,sealed
G3-fit-0643,A-E2_training_size,A-E2,selected:A-E3_baseline,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420002,size_screen,sealed
G3-fit-0644,A-E2_training_size,A-E2,selected:A-E3_baseline,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,25000,420003,size_screen,sealed
G3-fit-0645,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420001,size_screen,sealed
G3-fit-0646,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420002,size_screen,sealed
G3-fit-0647,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420003,size_screen,sealed
G3-fit-0648,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420001,size_screen,sealed
G3-fit-0649,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420002,size_screen,sealed
G3-fit-0650,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420003,size_screen,sealed
G3-fit-0651,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420001,size_screen,sealed
G3-fit-0652,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420002,size_screen,sealed
G3-fit-0653,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420003,size_screen,sealed
G3-fit-0654,A-E2_training_size,A-E2,selected:A-E3_baseline,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420001,size_screen,sealed
G3-fit-0655,A-E2_training_size,A-E2,selected:A-E3_baseline,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420002,size_screen,sealed
G3-fit-0656,A-E2_training_size,A-E2,selected:A-E3_baseline,15,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420003,size_screen,sealed
G3-fit-0657,A-E2_training_size,A-E2,selected:A-E3_baseline,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420001,size_screen,sealed
G3-fit-0658,A-E2_training_size,A-E2,selected:A-E3_baseline,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420002,size_screen,sealed
G3-fit-0659,A-E2_training_size,A-E2,selected:A-E3_baseline,20,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,100000,420003,size_screen,sealed
G3-fit-0660,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,400000,420001,size_screen,sealed
G3-fit-0661,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,400000,420002,size_screen,sealed
G3-fit-0662,A-E2_training_size,A-E2,selected:A-E3_baseline,5,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,400000,420003,size_screen,sealed
G3-fit-0663,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,400000,420001,size_screen,sealed
G3-fit-0664,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,400000,420002,size_screen,sealed
G3-fit-0665,A-E2_training_size,A-E2,selected:A-E3_baseline,7,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,400000,420003,size_screen,sealed
G3-fit-0666,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,400000,420001,size_screen,sealed
G3-fit-0667,A-E2_training_size,A-E2,selected:A-E3_baseline,10,selected:A-E3_loss,selected:A-E3_architecture,selected:A-E3_optimizer,400000,420002,size_screen,sealed
