budget_policy,domain_id,domain_label,train_beta_min,train_beta_max,train_beta_width,n_train_per_n,beta,n_total,n_valid,failure_rate,J1,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x095_bias,x095_sd,x095_rmse
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,3.5,6000,6000,0.0,0.3736555930539883,-0.24441715976644673,0.10234469116686938,0.26497629716455195,-0.110419981315122,0.1597701637740159,0.1942030460329318,0.09804787703719318,0.1485985704419037,0.1780203389307574,-0.026668422081891276,0.13209237131065021,0.13474676704488625
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,3.75,6000,6000,0.0,0.3999164483473315,-0.27891266938645015,0.093287734496359,0.2940976506505459,-0.12035216688871296,0.15734236735151316,0.19808366549304318,0.10794094830096336,0.15018358722004418,0.18493944686143485,-0.0379451485423766,0.12262858789923625,0.12835536051512889
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,4.0,6000,6000,0.0,0.4253659761619786,-0.30899879629784455,0.08510734569397137,0.32050321245588387,-0.13021274058805396,0.15736926218364725,0.20424572205449978,0.11850407552064489,0.14986032366360189,0.19104342308524377,-0.0466619556519061,0.11677441111579853,0.12574310512384662
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,4.25,6000,6000,0.0,0.4527889262821392,-0.3382419151771676,0.07821121845147701,0.3471650448637761,-0.14100264847321645,0.15644765552372383,0.21060279315299862,0.13039609502443583,0.15212304957073458,0.2003514584539381,-0.05200954973016583,0.11026720700576402,0.12190907975958887
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,4.5,6000,6000,0.0,0.47647726783706373,-0.3648110478949894,0.07216018599179945,0.3718781053784572,-0.14822594654794402,0.15649696639865845,0.21554152694690054,0.13895946288660824,0.15156915322485895,0.20561885046610034,-0.06016132531612264,0.10422727903739949,0.1203366120723435
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,4.75,6000,6000,0.0,0.500722174098519,-0.38994985550397054,0.06711530117672056,0.39568245186723583,-0.15749521447497344,0.1565921230692349,0.2220850034131385,0.14708839578759964,0.15233258199682684,0.21174594252846157,-0.06801943308362186,0.09816688636493215,0.11942267260731126
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,5.0,6000,6000,0.0,0.5233292657152364,-0.4123648049967051,0.06225362927651606,0.41703669003938826,-0.165148243325119,0.1571269144654067,0.22794449919132442,0.1551312031849936,0.15470463316403743,0.21907812488574957,-0.0735404064234616,0.09376721389874822,0.11915962570236527
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,5.25,6000,6000,0.0,0.5443089522037073,-0.4342769923509721,0.05850844115440652,0.43819992381572886,-0.17035656130690627,0.15811952993649173,0.2324198286793956,0.16182232852077855,0.15508587314909072,0.22412961752884772,-0.07997880332271518,0.08932570230071549,0.11989312000945267
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,5.5,6000,6000,0.0,0.5636781758147295,-0.4547102848874661,0.054580868269428956,0.4579738178669408,-0.17571452354564096,0.1579796243822477,0.23628160298933068,0.1666712428110461,0.15616924714052446,0.2283945536281272,-0.0870661113267756,0.08442601254283602,0.1212727148902448
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,5.75,6000,6000,0.0,0.5824789806209809,-0.4741199181032983,0.05207926751266555,0.4769711676875763,-0.18131127634074148,0.158560246138019,0.24085460418763435,0.17167554534324525,0.1558874112307375,0.23188214183421935,-0.09438847905045873,0.08102832980333766,0.12439325119611148
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,0.75,6000,6000,0.0,1.929872985758959,1.283291143726681,0.46752673197873673,1.3657895059175595,1.0018621135944137,0.8034421571242142,1.2841882291744862,-0.3877402284011958,0.2440426195362449,0.4581368340762021,0.08682221893916585,0.7358504317572144,0.7408938585536257
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,1.0,6000,6000,0.0,1.2303935944882318,0.9396249946822115,0.25455725972318594,0.9734904874777036,0.5051509689121487,0.4458882311926835,0.673766042522603,-0.28385938704651703,0.17791321478677638,0.3349984896854373,0.10917916615375595,0.4890564597867246,0.5010553347462504
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,1.25,6000,6000,0.0,0.8423847523023228,0.654738473985256,0.1594812344188879,0.673878694131438,0.30761954149547904,0.31116608328761974,0.4375362571374879,-0.2035781041279196,0.15040387607353517,0.2531039316116439,0.1125759658338348,0.39085027953705226,0.4067085300811589
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,1.5,6000,6000,0.0,0.5861486246827686,0.44071660508858923,0.11251584860620813,0.4548503404626868,0.18654948980715932,0.24969765851045447,0.3116716883615472,-0.13776265034829674,0.14341205206490668,0.19885204719172908,0.10704435011740028,0.3179440168183212,0.3354549785832972
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,1.75,6000,6000,0.0,0.4031785689286061,0.2746405335205868,0.08910751098322882,0.2887321385090569,0.10489505983010114,0.2047480971218851,0.2300386269475503,-0.08881009055118373,0.13559045944484432,0.16207695933534585,0.080056463444834,0.2578086594655568,0.26993196306459444
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,2.0,6000,6000,0.0,0.28939560668839376,0.14654130481667266,0.07636056873114842,0.1652401847359612,0.048730778151096964,0.1813549946736844,0.18777337731057975,-0.04389287160007527,0.13879223199561258,0.1455563715278297,0.06636366665282899,0.22909705823719187,0.23849706658055064
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,2.25,6000,6000,0.0,0.23031264880571792,0.04139357111264239,0.06626376765854827,0.07812543004220457,0.004204489666653681,0.16819912481179813,0.16823765382105735,-0.01231991830242698,0.13596957791403383,0.13651529297999052,0.038421178688915175,0.19683182992938467,0.2005305440998541
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,2.5,6000,6000,0.0,0.22546178146326362,-0.04307564144184124,0.06132495562281217,0.07493753582864152,-0.03496497022086342,0.15765161383944107,0.16146961989850728,0.020419653976591894,0.13686161644584674,0.13836525024134894,0.021584191727220065,0.17515833811811485,0.17646871489751903
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,2.75,6000,6000,0.0,0.25766410880725643,-0.11456329856302053,0.05597403637524031,0.1275041957884203,-0.061546643232092316,0.155578689738256,0.16729818849097222,0.04849274827996864,0.14070018457463798,0.14881125344349816,0.009819688169403528,0.1639869461815179,0.164267047336336
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,3.0,6000,6000,0.0,0.2970070898608872,-0.1757082759116053,0.05180788786936679,0.18318572031258182,-0.08291797942358446,0.15305284479691333,0.17405935888819066,0.07035074833166967,0.13933251840679803,0.15607543972267293,-0.00609267778103311,0.1482675432089897,0.14838032623760553
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,3.25,6000,6000,0.0,0.3409070919918738,-0.22822241872970753,0.04833914334483072,0.23328470962471334,-0.10481778150258915,0.15224105125018422,0.18482489582107559,0.08791810244641435,0.1411005776085024,0.16623972903730816,-0.022360984845672827,0.13715401479026731,0.1389535973352079
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,3.5,6000,6000,0.0,0.3842330054960941,-0.2743574266641369,0.044626745532165835,0.2779626091008594,-0.1210898735542271,0.15243492948518073,0.1946671324849409,0.10875690337781797,0.14370760568419713,0.18021236912180805,-0.028974737664624942,0.12848887208225665,0.13170487502998077
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,3.75,6000,6000,0.0,0.42187495703349626,-0.31572094453439575,0.041279515061421475,0.31840764623618856,-0.13288533580149128,0.15216311306561225,0.20201056040068077,0.12028372277552721,0.14602110602960294,0.1891739508414079,-0.043153301797622966,0.1194787711284541,0.1270236395726291
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,4.0,6000,6000,0.0,0.4566706251369797,-0.3518697536488219,0.038270408641031914,0.35394449226736746,-0.1440165656065388,0.15376269429161243,0.21066512960278702,0.13214164352288266,0.14640258795322178,0.19720943036791164,-0.054797772664584264,0.1126893311449626,0.12529790406070718
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,4.25,6000,6000,0.0,0.4903749879862549,-0.3848662086121115,0.03578939881667566,0.3865264106357319,-0.15538573548067797,0.1541673183461427,0.2188797102898556,0.14448375988781456,0.14928091776162947,0.207741751092567,-0.06252111645614569,0.1064764526365487,0.1234675480837986
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,4.5,6000,6000,0.0,0.5185742515126083,-0.41434810958392615,0.033358246583711344,0.415688516883508,-0.1628787673053799,0.1546584991639155,0.22459910431847452,0.15353152001671105,0.1486919999491905,0.21372307690652018,-0.07260597003411622,0.09959994899520516,0.12324821851100247
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,4.75,6000,6000,0.0,0.5459880831816132,-0.44162965766232765,0.031266484807273565,0.44273489208212335,-0.1718915862660363,0.15517065177475017,0.23156129990291185,0.16178738039464655,0.14932088388010187,0.22015486979995802,-0.08230481697956238,0.09321414355624277,0.12434432560784565
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,5.0,6000,6000,0.0,0.5714231106401012,-0.46581962515069775,0.02946632623506787,0.46675051456489874,-0.17962371263217444,0.15601029356429646,0.2379071947262229,0.17028571797044859,0.1519049549302291,0.2281852213104755,-0.08910175329924472,0.08903710457990609,0.1259579579276644
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,5.25,6000,6000,0.0,0.5938396644592909,-0.4885812361921253,0.02797302874135244,0.48938122591792754,-0.18458559889394302,0.1571486070337438,0.24241165826798197,0.17692914865103468,0.15194760646385672,0.23321267276877697,-0.09693428166534364,0.08406126979951717,0.12830188746118795
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,5.5,6000,6000,0.0,0.6142038559094577,-0.5093903506909552,0.026297998470012005,0.5100686216936525,-0.18976435250987503,0.15690902793427755,0.2462252000173773,0.18185073098200696,0.15291742080251383,0.23759109548547033,-0.10499530340601318,0.07951540337358261,0.13170292072598605
fixed_total,narrow_2.0_3.0,"[2.0, 3.0]",2.0,3.0,1.0,12000,5.75,6000,6000,0.0,0.6335145083615662,-0.528848111119481,0.025394484298025325,0.5294573608775626,-0.19494197454882548,0.15758758102580725,0.2506632804386754,0.18685445835111666,0.15255407350210798,0.24121246890839912,-0.1130372457006708,0.07556313526044547,0.13596416695124908
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,0.75,6000,5934,0.01100000000000001,1.1564445777755326,0.7141651179194662,0.4895873823535755,0.865844805367559,0.49389193948767335,0.5350000707668593,0.7280838474034258,-0.17368450803452637,0.11215925311684381,0.2067459466477842,-0.08876600344757575,0.4311952254411684,0.4402015367183588
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,1.0,6000,5998,0.0003333333333332966,0.7625059573208456,0.5275932942891977,0.31955602830021795,0.6168093014736358,0.23186707350313263,0.339299362540462,0.4109345488693473,-0.13501327543367955,0.11476696809812775,0.17719437218757242,0.018763745993492766,0.36931670774436487,0.3697623138328969
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,1.25,6000,6000,0.0,0.5520784345135391,0.3563015026161632,0.260006061267643,0.4410698872859793,0.13141700198365155,0.25815686618505673,0.28966236979329446,-0.10034681747993167,0.1275809270515265,0.16230731317530467,0.0569308343922702,0.35249382360692144,0.3570326412757626
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,1.5,6000,5999,0.0001666666666666483,0.44509989618535356,0.23773517375855885,0.24360674218290265,0.34037092314529527,0.07522299369654009,0.227883658061554,0.23996000456148772,-0.07144902652721373,0.13844442256795103,0.15578390970508382,0.06345414796437501,0.298907218546342,0.3055438770289439
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,1.75,6000,6000,0.0,0.3908307682284428,0.152592812031453,0.24291633124730982,0.28685026677052494,0.04368219826893886,0.21007605985773192,0.21455239464010192,-0.05542642170148298,0.1461655099718524,0.15631021656280636,0.04262564642551517,0.24983186745028252,0.25342159550155996
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,2.0,6000,6000,0.0,0.3682532589659484,0.09335471546402747,0.24487509043111408,0.2620475507321083,0.02330986162986641,0.20180494023231896,0.20312999781516672,-0.03527332158324172,0.1563317432111271,0.1602490183494281,0.038083602598836704,0.229402335832768,0.23252316350668223
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,2.25,6000,6000,0.0,0.3500468470256557,0.04029686562472401,0.2351212370388156,0.23853012350607247,0.006296379225892697,0.19883951228214133,0.19892261437725473,-0.02384346891794765,0.1596925422702439,0.1614495858839491,0.018539760831018604,0.20176320432505362,0.2025964674406116
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,2.5,6000,6000,0.0,0.3443399563090679,0.004828339300053929,0.23185102672374977,0.23188197925558574,-0.010941645030755625,0.19417179331598378,0.19446367561742117,-0.00837511163775856,0.16407003405214696,0.16426999748220997,0.010665288019735245,0.18113845417646487,0.18143709495778312
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,2.75,6000,6000,0.0,0.33673012972592326,-0.028434318766674183,0.22048130421963502,0.2222890325526603,-0.02225880591413467,0.18902709702792792,0.19031747855699868,0.007618472268275085,0.1664349701072135,0.16659538897504267,0.007833046186432099,0.16980643337157816,0.1699728676077428
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,3.0,6000,6000,0.0,0.32977031842151816,-0.0595790289855917,0.2073694473241724,0.21574193232606584,-0.03219163961726602,0.1839369692776969,0.18671762511039985,0.0199653247470608,0.1641532420536801,0.16534935748643503,-1.3320605345395956e-05,0.15396547180827155,0.15395264139391698
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,3.25,6000,6000,0.0,0.3274150650871124,-0.08693127262984399,0.19584841463280625,0.2142597836933213,-0.04854962208766439,0.17806618072299824,0.18455174322669227,0.032055321540535434,0.16189764928935424,0.16502734321826273,-0.008489835225792134,0.14322000296927848,0.14345949913177405
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,3.5,6000,6000,0.0,0.32775232091450995,-0.11445964218937521,0.1814985804592954,0.2145629374093788,-0.05973859797556157,0.1724239534011674,0.1824657907425096,0.04836668418724865,0.1604852685184858,0.1676024014261658,-0.008509336855789583,0.1332353193664182,0.13349569480701978
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,3.75,6000,6000,0.0,0.33262450305653274,-0.1424567882501321,0.16883098216574063,0.2208915716081122,-0.07020146880722365,0.16725990031514384,0.18138207692717204,0.05816585707277841,0.1598984368853071,0.17013675615718385,-0.01623111523054397,0.12406304778422932,0.1251100461746974
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,4.0,6000,6000,0.0,0.3384674670927519,-0.1664565862596167,0.15504512742188362,0.22747039400300822,-0.08044366119319118,0.16430597485405635,0.18292932129653594,0.06841510599491542,0.15709167953763759,0.17133099410873678,-0.02158441364088703,0.11898556122742669,0.1209177038272857
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,4.25,6000,6000,0.0,0.3512063249750096,-0.1925410503074632,0.14348943368768466,0.24012047413173704,-0.09239003405693237,0.16093076595994096,0.18555407129348847,0.08118200573039445,0.15707107010537316,0.17679854985721133,-0.024035133621987656,0.11204132122309804,0.11458120744709406
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,4.5,6000,6000,0.0,0.3627223329133977,-0.21614632700329223,0.13289272177939326,0.25372577079667274,-0.1009030594358426,0.15831422825447344,0.18772491853466,0.09041089717202373,0.1542073668154035,0.1787458502705092,-0.029415061577712304,0.10516309446375592,0.10919102102313143
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,4.75,6000,6000,0.0,0.3787999217509573,-0.23974067578474936,0.12278086957293313,0.26934776968662355,-0.11197352026853066,0.15723730676615716,0.19302206942548084,0.10022584826302536,0.153760723630549,0.1835310338827682,-0.03422191514122797,0.1001554766046245,0.10583282627136019
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,5.0,6000,6000,0.0,0.3948861731158782,-0.2604933516655966,0.1127076091108537,0.2838268384877229,-0.12173439095423305,0.15656136525899575,0.19830944957122804,0.10977152915164734,0.15493543785165276,0.1898704234021822,-0.037053438834259086,0.0952626176883453,0.10220768642275337
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,5.25,6000,6000,0.0,0.4123645176250772,-0.28306728237268236,0.1045449610506508,0.301753067296409,-0.12886208560254386,0.15644590266991468,0.20267382255230873,0.11825175276107745,0.1547042833824882,0.1947123607411885,-0.04105956980718608,0.09127823793220315,0.10008104902180902
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,5.5,6000,6000,0.0,0.42883904317617716,-0.3039295622178539,0.09640316152486864,0.31884980698389576,-0.13597668399353,0.15550820894588732,0.20656338294155416,0.12461849377937396,0.15505977115271039,0.19892032165249596,-0.04602946222661485,0.08530523271340903,0.09692513239973169
fixed_total,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,5.75,6000,6000,0.0,0.4469738874787989,-0.32458059118391613,0.09092522144529228,0.33707355008790013,-0.14392523902000434,0.15591080421135461,0.2121758750038556,0.13158088307463545,0.15439857625019907,0.2028508712956345,-0.05151391958375234,0.08260201658660885,0.09734289842030085
