budget_policy,domain_id,domain_label,train_beta_min,train_beta_max,train_beta_width,n_train_per_n,beta,n_total,n_valid,failure_rate,J1,beta_bias,beta_sd,beta_rmse,eta_bias,eta_sd,eta_rmse,gamma_bias,gamma_sd,gamma_rmse,x095_bias,x095_sd,x095_rmse
fixed_density,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,4.75,6000,6000,0.0,0.3787999217509573,-0.23974067578474936,0.12278086957293313,0.26934776968662355,-0.11197352026853066,0.15723730676615716,0.19302206942548084,0.10022584826302536,0.153760723630549,0.1835310338827682,-0.03422191514122797,0.1001554766046245,0.10583282627136019
fixed_density,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,5.0,6000,6000,0.0,0.3948861731158782,-0.2604933516655966,0.1127076091108537,0.2838268384877229,-0.12173439095423305,0.15656136525899575,0.19830944957122804,0.10977152915164734,0.15493543785165276,0.1898704234021822,-0.037053438834259086,0.0952626176883453,0.10220768642275337
fixed_density,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,5.25,6000,6000,0.0,0.4123645176250772,-0.28306728237268236,0.1045449610506508,0.301753067296409,-0.12886208560254386,0.15644590266991468,0.20267382255230873,0.11825175276107745,0.1547042833824882,0.1947123607411885,-0.04105956980718608,0.09127823793220315,0.10008104902180902
fixed_density,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,5.5,6000,6000,0.0,0.42883904317617716,-0.3039295622178539,0.09640316152486864,0.31884980698389576,-0.13597668399353,0.15550820894588732,0.20656338294155416,0.12461849377937396,0.15505977115271039,0.19892032165249596,-0.04602946222661485,0.08530523271340903,0.09692513239973169
fixed_density,wide_1.5_5.0,"[1.5, 5.0]",1.5,5.0,3.5,12000,5.75,6000,6000,0.0,0.4469738874787989,-0.32458059118391613,0.09092522144529228,0.33707355008790013,-0.14392523902000434,0.15591080421135461,0.2121758750038556,0.13158088307463545,0.15439857625019907,0.2028508712956345,-0.05151391958375234,0.08260201658660885,0.09734289842030085
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,0.75,6000,5913,0.014499999999999957,1.2201615809669146,0.8471329788539054,0.37476064385780455,0.9263131608979032,0.5088444476426909,0.5571861421926628,0.7545373184322262,-0.17046404975365514,0.12235327000889362,0.20982321886750827,0.022050727461204903,0.41800505597881876,0.41855096650414064
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,1.0,6000,5991,0.0014999999999999458,0.762332417347332,0.567087763202599,0.2472874274385989,0.6186512715474676,0.22383132371665,0.341356854792266,0.4081733870123607,-0.12144451590516485,0.11802850335935589,0.16934335762834438,0.09763697224470626,0.3565439289447642,0.36964216821898865
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,1.25,6000,5996,0.0006666666666667043,0.5215365796272231,0.3574167724778617,0.1997033048630256,0.40941605719099483,0.11749999584670545,0.2560741450633274,0.28172554110056214,-0.08498669764402014,0.12723818100222709,0.15300193927540492,0.10192378613937206,0.3374865556501173,0.3525147343010492
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,1.5,6000,6000,0.0,0.39191772505497635,0.21565288167681002,0.18364850223159046,0.283244270230997,0.056749214647942345,0.221643721339302,0.22877549019892304,-0.054558371917505497,0.1343888231618615,0.14503089904506716,0.08405560875290222,0.2882750956218065,0.3002565997555924
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,1.75,6000,6000,0.0,0.3224186576335894,0.11418379651406671,0.175068743242551,0.20900214369574127,0.02090558036127816,0.19912086031872803,0.20019878151013618,-0.035386862610353606,0.13763455150837434,0.1420997628523258,0.05117782356882155,0.24026769923282992,0.24563818003721774
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,2.0,6000,6000,0.0,0.2937955692556063,0.03875143085138345,0.1695007986338604,0.17386030516027262,-0.004926507439753993,0.18715108274998776,0.18720032228093064,-0.010561357471301882,0.1446942199016966,0.14506712288357526,0.03898140646593685,0.22222041812965698,0.2255952879932185
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,2.25,6000,6000,0.0,0.28264187589993234,-0.027574674077361843,0.15595831314380207,0.15836446652124916,-0.027837022574510675,0.18167473425879607,0.18378005316765653,0.006707709854581704,0.1448810645403673,0.1450241973374315,0.016287770318723634,0.19575300251584424,0.19641319435378563
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,2.5,6000,6000,0.0,0.28787323867874415,-0.07921266440675746,0.14661586697991877,0.1666351582068315,-0.05079879984349032,0.17368275274311806,0.18094526534157415,0.02826086271302456,0.1468586216800021,0.14954108648542305,0.005050012045062653,0.17704294220756672,0.1771002031994021
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,2.75,6000,6000,0.0,0.30321179833986234,-0.12664832081161265,0.13441864064113362,0.18467581520343357,-0.06688338871824485,0.16922221127538914,0.18194716755852544,0.049399277351791414,0.14930134860333227,0.15724969363680966,-0.0005520400239045452,0.1671254568599164,0.16711244096646022
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,3.0,6000,6000,0.0,0.3217385538171523,-0.16990446384062713,0.12237163658466876,0.20937967539967792,-0.08008589890253258,0.16532424044425761,0.1836880516820595,0.06562748100243768,0.14707544712241918,0.161042069693379,-0.011818880809417006,0.15114803735297067,0.15159685853509505
fixed_total,medium_1.5_3.5,"[1.5, 3.5]",1.5,3.5,2.0,12000,3.25,6000,6000,0.0,0.34658170733469545,-0.2088518657792809,0.11249408183351434,0.2372170127414507,-0.09777318392255256,0.16193462197343883,0.18915085730108358,0.07971869964859443,0.14736848513864562,0.16753782231878275,-0.023883567197328037,0.14058722062170934,0.14258996197642887
