delta,mse,mse_beta,mse_eta,mse_gamma,est_beta,est_eta,est_gamma,failure
0.001,0.19583116474769893,0.15547334321688155,0.036992996213296034,0.0033648253175213427,6.971505409686222,1192.3356342784562,941.9928856301113,
0.003,0.07658135273327542,0.06676093606817442,0.007718003862569072,0.0021024128025319212,6.291906885849116,1087.852170505737,1045.8520752260126,
0.005,0.04251229065584776,0.02957146393740901,0.000463879340206894,0.01247694737823185,5.859817770481179,1021.5378583013004,1111.7002568404919,
0.007,0.038049383134116085,0.011900151368463018,0.0007097162459798928,0.025439515519673172,5.545439074701818,973.359499892459,1159.4976975372158,
0.009000000000000001,0.046683903577670396,0.0034902563372967085,0.00421326234760289,0.0389803848927708,5.295391957291355,935.0903524304523,1197.4345078570886,
0.011,0.06193018135482525,0.0003160123495549204,0.009307925287198239,0.0523062437180721,5.08888368094804,903.5224104405679,1228.705583049632,
0.013000000000000001,0.08058146771291791,0.00029674184174678214,0.015178398337787323,0.0651063275333838,4.913869018096451,876.7993573970195,1255.1594159214662,
0.015,0.10118493795550848,0.0022877856043669377,0.021474258467928352,0.07742289388321319,4.760845990815179,853.4590211990914,1278.2496970047105,
0.017,0.123290206296784,0.005706973838273259,0.028108059446589666,0.08947517301192107,4.622277421965761,832.3454162672858,1299.12400942071,
0.019000000000000003,0.1445329830303215,0.00979693591738338,0.03440691606037812,0.10032913105256,4.505102638990079,814.5089865778449,1316.7477404063998,
0.021,0.16679571713194088,0.01468211998058805,0.04095127273423762,0.11116232441711522,4.394151009314449,797.6357918646738,1333.4101444424198,
0.023,0.18821802375599822,0.01982235569834904,0.04720659977858739,0.12118906827906178,4.296040560501725,782.7292017352829,1348.1222030825695,
0.025,0.21017338633526245,0.025444857260772634,0.053583559582933815,0.131144969491556,4.202427789150527,768.5187705602594,1362.139433770414,
0.027000000000000003,0.23053165140369541,0.03092226466548101,0.05947118208524131,0.14013820465297308,4.120763617314988,756.1328597673698,1374.3503768569935,
0.029,0.2520404971404998,0.036941828356799655,0.06566901470718242,0.14942965407651773,4.038987144248324,743.7403373388968,1386.5613199435734,
0.031,0.27141593414555054,0.042541400069695035,0.07123475490228248,0.15763977917357302,3.9687216662111164,733.1016019113594,1397.0387628098458,
0.033,0.29081631095860094,0.04829536850256289,0.0767933881915164,0.16572755426452165,3.901189637578862,722.8838002001391,1407.0964925721194,
0.035,0.31100437563023564,0.05442293215864798,0.08256379826017536,0.1740176452114123,3.833563844882113,712.6608306196746,1417.1542223343931,
0.037000000000000005,0.3288234712358491,0.05993813968235738,0.08764654260648588,0.18123878894700582,3.775886650649159,703.9484122547459,1425.7214922305495,
0.039,0.3464202106713856,0.06547406349555529,0.09265694622239791,0.18828920095343243,3.720604991650787,695.603964837914,1433.9230357487747,
0.041,0.3645446934437872,0.07126135220561002,0.09780919764615569,0.1954741435920215,3.665258899583799,687.2553795088464,1442.1245792669997,
0.043000000000000003,0.38275089856936373,0.0771556582647559,0.10297652671449234,0.2026187135901155,3.611154631854612,679.1004413924937,1450.1318846628346,
0.045,0.3981423936972551,0.0821977636105439,0.10733894687076624,0.20860568321594497,3.566492382209429,672.3737695623773,1456.733711494942,
0.047,0.4138787393993575,0.08740501222454033,0.1117939060980004,0.2146798210768168,3.5217830654421833,665.6440428256132,1463.3355383270496,
0.049,0.4299610814618284,0.09277838263474047,0.11634157165435724,0.22084112717273066,3.4770227953549298,658.9111968205974,1469.9373651591568,
0.051000000000000004,0.44639047454823066,0.09831872574669598,0.12098214729784766,0.22708960150368704,3.4322091518102935,652.1751197831765,1476.5391919912643,
0.053000000000000005,0.4612357889171055,0.1033665902884622,0.12517117482564283,0.23269802380300045,3.392466250055211,646.2046144653059,1482.3878354633339,
0.055,0.47473478632773425,0.1079898864537755,0.12897681566126887,0.23776808421268986,3.356909265638569,640.8665767973289,1487.61468826594,
0.057,0.48845307442613856,0.11271917673555507,0.13284111308776386,0.24289278460281963,3.3213161648515,635.5262518537668,1492.8415410685463,
0.059000000000000004,0.5023910171796812,0.11755464981097094,0.1367642423953205,0.2480721249733897,3.2856878215230827,630.1835017264366,1498.0683938711527,
0.061,0.5165495158766016,0.12249712171237556,0.14074628883982634,0.25330610532439973,3.250020559318085,624.8383164023459,1503.2952466737588,
0.063,0.5309290474245087,0.12754689148355144,0.14478743028510707,0.25859472565585023,3.2143146169918997,619.4905647883261,1508.5220994763652,
0.065,0.5429842401305296,0.13180295512072626,0.14817307879713243,0.26300820621267085,3.1847661643694063,615.0674360395935,1512.8432569632469,
0.067,0.5544271086419738,0.135861440402963,0.15138480635723056,0.2671808618817802,3.1570306540601183,610.9179953310221,1516.8954071006824,
0.069,0.5660036678841494,0.13998495981177725,0.15463235068000997,0.27138635739236217,3.1292718007966975,606.7667986041744,1520.947557238118,
