n_model_sample_rows,n_unique_samples,default_J1,adaptive_J1,oracle_J1,relative_improvement_vs_default,fraction_of_default_oracle_J1_gap_recovered,improved_rate,harmed_rate,tie_rate,spearman_predicted_vs_actual_gain,median_predicted_gain,median_actual_gain,median_selection_regret,p95_selection_regret,p99_selection_regret,median_curve_rmse,median_relative_to_default_curve_rmse,median_valley_rmse_0.01,median_actual_valley_width_0.01,selected_delta_exact_oracle_rate,selected_delta_within_0.02_of_oracle_rate,median_selected_actual_rank,p90_selected_actual_rank,spearman_relative_curve_rmse_vs_regret,harmful_far_from_oracle_rate,harmful_default_near_oracle_rate,seed
48000,48000,0.6304091999323667,0.5845531935428128,0.4922971152637207,0.07274006533291955,0.33202023197007086,0.6229791666666666,0.30852083333333336,0.0685,0.3780984924625645,0.09433893532912703,0.020998120124894628,0.03628138603065855,0.3686744194626984,0.7039686320842956,0.25267122016500704,0.12310779073833525,0.2363810399493939,2.0,0.2306875,0.4717708333333333,3.0,20.0,0.5795214613581249,0.7013302721318118,0.37990411236410293,42
48000,48000,0.6304091999323667,0.5849135438096444,0.4922971152637207,0.0721684520587631,0.32941111729559314,0.6199583333333333,0.3168125,0.06322916666666667,0.3533745866709341,0.09397007665375547,0.01915464545618392,0.038172729033461555,0.3669780488260958,0.6750943100182054,0.2592365610999436,0.12975528160443572,0.24461586781125894,2.0,0.20591666666666666,0.46308333333333335,3.0,20.0,0.571599749712063,0.6977050042743473,0.366475965016111,2026
48000,48000,0.6304091999323667,0.5855203298807452,0.4922971152637207,0.07120592474925391,0.32501768515997265,0.6198958333333333,0.31316666666666665,0.0669375,0.37453811578951834,0.09922883182975983,0.021117218454469004,0.03469060706752458,0.3743365597992665,0.7290832028538913,0.25096832805529246,0.12000438573674102,0.22692134206449696,2.0,0.2453125,0.46922916666666664,3.0,20.0,0.5639428202812807,0.6778206492815327,0.374933475252794,3407
