beta_true,eta_true,sample_size,offset_value,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
5,5000,7,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,4,2.179742,2472.345505,3659.713738,-2.820258,-2527.654495,2659.713738,0.887704
5,5000,7,0,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,9,1.357421,1519.846901,4715.074089,-3.642579,-3480.153099,3715.074089,0.944165
5,5000,7,0,10,1.167616,1267.361899,4464.528176,-3.832384,-3732.638101,3464.528176,0.962979
5,5000,7,0,11,0.961765,2059.380510,3834.260797,-4.038235,-2940.619490,2834.260797,0.971071
5,5000,7,0,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,13,0.837056,581.271995,5579.335897,-4.162944,-4418.728005,4579.335897,0.974573
5,5000,7,0,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,16,1.107701,1586.596164,4191.975743,-3.892299,-3413.403836,3191.975743,0.967483
5,5000,7,0,17,3.155053,2680.930666,2770.934138,-1.844947,-2319.069334,1770.934138,0.965709
5,5000,7,0,18,1.270968,1122.942712,4906.087885,-3.729032,-3877.057288,3906.087885,0.992945
5,5000,7,0,19,1.989141,1348.879631,3705.890082,-3.010859,-3651.120369,2705.890082,0.992315
5,5000,7,0,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,22,3.162370,2822.006406,3202.948257,-1.837630,-2177.993594,2202.948257,0.935438
5,5000,7,0,23,2.854519,1916.673265,3801.129265,-2.145481,-3083.326735,2801.129265,0.940682
5,5000,7,0,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,27,3.469870,6171.374003,233.189597,-1.530130,1171.374003,-766.810403,0.986390
5,5000,7,0,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,29,2.588000,1869.610149,4274.038415,-2.412000,-3130.389851,3274.038415,0.966647
5,5000,7,0,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,33,3.685157,2131.335519,3771.330509,-1.314843,-2868.664481,2771.330509,0.921354
5,5000,7,0,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,35,1.090153,1319.561749,4858.719050,-3.909847,-3680.438251,3858.719050,0.983395
5,5000,7,0,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,37,5.089933,5150.717778,1420.642808,0.089933,150.717778,420.642808,0.991740
5,5000,7,0,38,7.906068,5203.535643,727.437204,2.906068,203.535643,-272.562796,0.903175
5,5000,7,0,39,1.728054,3156.314974,2483.119211,-3.271946,-1843.685026,1483.119211,0.968917
5,5000,7,0,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,5000,7,0,41,2.528024,2947.714650,2622.182842,-2.471976,-2052.285350,1622.182842,0.929701
5,5000,7,0,42,1.575744,1457.236196,4458.101146,-3.424256,-3542.763804,3458.101146,0.988942
