beta_true,eta_true,sample_size,offset_value,sim_id,est_beta,est_eta,est_gamma,bias_beta,bias_eta,bias_gamma,r_squared
7,1000,30,0.1,1,3.786395,600.969358,1391.968752,-3.213605,-399.030642,391.968752,0.963766
7,1000,30,0.1,2,3.898779,584.759031,1425.139392,-3.101221,-415.240969,425.139392,0.955177
7,1000,30,0.1,3,4.957531,835.587623,1160.899640,-2.042469,-164.412377,160.899640,0.838398
7,1000,30,0.1,4,4.447663,624.812574,1414.091416,-2.552337,-375.187426,414.091416,0.935667
7,1000,30,0.1,5,2.041170,312.907665,1625.926282,-4.958830,-687.092335,625.926282,0.962947
7,1000,30,0.1,6,3.657688,525.390765,1453.749401,-3.342312,-474.609235,453.749401,0.920851
7,1000,30,0.1,7,2.762710,419.143358,1557.098715,-4.237290,-580.856642,557.098715,0.986972
7,1000,30,0.1,8,2.590537,408.331790,1556.409166,-4.409463,-591.668210,556.409166,0.974946
7,1000,30,0.1,9,5.744457,723.814424,1275.587289,-1.255543,-276.185576,275.587289,0.543025
7,1000,30,0.1,10,3.075385,734.266297,1235.593200,-3.924615,-265.733703,235.593200,0.977519
7,1000,30,0.1,11,4.704601,872.441990,1112.179653,-2.295399,-127.558010,112.179653,0.865462
7,1000,30,0.1,12,2.936118,431.201885,1559.367527,-4.063882,-568.798115,559.367527,0.971695
7,1000,30,0.1,13,3.462316,637.126701,1331.446449,-3.537684,-362.873299,331.446449,0.979532
7,1000,30,0.1,14,3.031509,536.009831,1448.895791,-3.968491,-463.990169,448.895791,0.956866
7,1000,30,0.1,15,2.474244,412.159627,1512.077091,-4.525756,-587.840373,512.077091,0.982591
7,1000,30,0.1,16,3.090275,439.278816,1559.749770,-3.909725,-560.721184,559.749770,0.973183
7,1000,30,0.1,17,4.421777,647.895928,1377.016653,-2.578223,-352.104072,377.016653,0.895439
7,1000,30,0.1,18,3.632284,466.707324,1544.864917,-3.367716,-533.292676,544.864917,0.978093
7,1000,30,0.1,19,1.158418,195.727737,1730.324705,-5.841582,-804.272263,730.324705,0.953883
7,1000,30,0.1,20,3.448841,690.888306,1346.586144,-3.551159,-309.111694,346.586144,0.956268
7,1000,30,0.1,21,3.503160,750.043249,1286.526748,-3.496840,-249.956751,286.526748,0.959807
7,1000,30,0.1,22,4.717854,608.997709,1384.132151,-2.282146,-391.002291,384.132151,0.911513
7,1000,30,0.1,23,4.242757,601.182650,1386.506202,-2.757243,-398.817350,386.506202,0.942832
7,1000,30,0.1,24,3.379591,613.578981,1342.216944,-3.620409,-386.421019,342.216944,0.987968
7,1000,30,0.1,25,3.075134,561.540086,1447.706693,-3.924866,-438.459914,447.706693,0.968297
7,1000,30,0.1,26,3.169182,543.680225,1504.839898,-3.830818,-456.319775,504.839898,0.983081
7,1000,30,0.1,27,3.660388,589.670625,1399.274139,-3.339612,-410.329375,399.274139,0.980918
7,1000,30,0.1,28,2.284587,359.418826,1610.395002,-4.715413,-640.581174,610.395002,0.958715
