route,n,fold,seed,mean_magnitude,mean_absolute_error,compensation,rmsre
P,15,1,42,0.1578811833789074,0.09777959209444372,0.3387919880510585,0.14895233466446395
Q,15,1,42,1.5203099045190742,0.09892734906259257,0.9319382668473695,0.14207012877130848
QCP,15,1,42,0.156103981108358,0.09713666985337424,0.3456458894599646,0.14101650976868074
P,15,1,2026,0.15207520330290142,0.09716187587702348,0.3220144263412006,0.14816038566748402
Q,15,1,2026,1.5109308673131527,0.09849356450953667,0.9328927989083221,0.1440257780660534
QCP,15,1,2026,0.15317125895206452,0.09531666963812842,0.3503437426480741,0.13915320227981912
P,15,1,3407,0.15390033891170002,0.09594915242465127,0.35199203046562927,0.14919427774546032
Q,15,1,3407,1.5223055533682484,0.09822307326086473,0.9332178227412834,0.14301499514173294
QCP,15,1,3407,0.1614424739700955,0.09621545823748497,0.3653467624855563,0.14142520555160182
P,15,1,17,0.1506421042428944,0.09699436627630391,0.32069558421153344,0.14702129679788947
Q,15,1,17,1.5184064634867909,0.09987206774909761,0.9309751777009144,0.14248815209228818
QCP,15,1,17,0.15704268751498135,0.0963391984392493,0.3555188342733304,0.1418009158094818
P,15,1,73,0.15627801311666242,0.09582020990868034,0.3647828347962781,0.14965420412519642
Q,15,1,73,1.524628527782195,0.09897561249598376,0.9327598716966683,0.14265937436282355
QCP,15,1,73,0.16628638069927715,0.09694115090999485,0.392474573315314,0.14148592997464932
P,15,1,314,0.15391984386543522,0.09715214083825886,0.33256639282871264,0.148368313584437
Q,15,1,314,1.5040567571480237,0.09961325792501247,0.9308399853404434,0.14299825546495254
QCP,15,1,314,0.15779513435829876,0.09588661680825411,0.3502267555654546,0.14054760604335295
P,15,1,2718,0.1510748705200183,0.09664205943746146,0.3192450110520181,0.14609187976215543
Q,15,1,2718,1.5145110386080094,0.09878643345822316,0.9324399839522944,0.1430755969001517
QCP,15,1,2718,0.15885529188610234,0.0962864628275177,0.352860853709123,0.1409730993651124
P,15,1,4099,0.15541036834906155,0.09693128548057213,0.3543336317838587,0.15091991229185034
Q,15,1,4099,1.5168558245859178,0.09943539419766911,0.9313294308040007,0.14250130627758817
QCP,15,1,4099,0.16459998710844062,0.09706967093018079,0.3793995165456957,0.14127232863312905
P,15,1,8128,0.1546628383723637,0.09875797978326321,0.3264928224181249,0.14818344104955886
Q,15,1,8128,1.5151148888708033,0.09941923417657574,0.9310092476726639,0.14210261778658517
QCP,15,1,8128,0.159941777476885,0.09581899525773825,0.36821665629173134,0.14172484976574762
P,15,1,12011,0.1542897382003534,0.09777215752777446,0.32471950057845217,0.1477978853730784
Q,15,1,12011,1.5024577084632031,0.09874088207016375,0.9310934159453912,0.14189412086978634
QCP,15,1,12011,0.15318814894272448,0.09545616406813547,0.3406706343631911,0.1408539968220611
P,15,2,42,0.15145384227632525,0.09539024352811332,0.34414868374089624,0.1379423413290857
Q,15,2,42,1.5082567702764835,0.09918263459968846,0.9313394941193833,0.13715515330215258
QCP,15,2,42,0.15778783484822956,0.09808707055624633,0.35295538232441903,0.13447802899371764
P,15,2,2026,0.14883097847464985,0.09772749872554555,0.3071021938913752,0.13661207542138917
Q,15,2,2026,1.5005362862588194,0.09930306621563513,0.9307857888557833,0.1372322336385848
QCP,15,2,2026,0.15428714711072103,0.09744286056460082,0.34748886557704906,0.13448469450959655
P,15,2,3407,0.14957209064930577,0.09555752919357285,0.3343675196157014,0.13570485216727876
Q,15,2,3407,1.499590749271385,0.09996332865851446,0.9297224096678318,0.13703158736922755
QCP,15,2,3407,0.1537249687855896,0.09810052029773732,0.3259145822616147,0.1343841534046561
P,15,2,17,0.1483353054688112,0.09442249960603433,0.3293020462106693,0.13615947753262117
Q,15,2,17,1.5016697531676166,0.09886385819873625,0.9309360285806618,0.13731203634281372
QCP,15,2,17,0.15317091571499752,0.09680730996825512,0.33731180469833283,0.1344704475809023
P,15,2,73,0.14712197017024672,0.09543103704084697,0.3202706736098873,0.13496527615363407
Q,15,2,73,1.5018082549516165,0.09897432256173905,0.9304235803533096,0.13745702414611288
QCP,15,2,73,0.1567393365496077,0.09919980715637633,0.3290808892754572,0.1345623533082684
P,15,2,314,0.1491569684718993,0.09529001466127424,0.33931502392917534,0.13674816799321016
Q,15,2,314,1.515452307400588,0.0989638756162785,0.9317132213717116,0.13700624923183452
QCP,15,2,314,0.15419520209036763,0.09716625052799377,0.3393043025825614,0.13474422607032463
P,15,2,2718,0.1488984320069803,0.09617828715179604,0.32566833153639957,0.1357356187677168
Q,15,2,2718,1.5050301500785261,0.09901603760364174,0.9314764679639101,0.1370267547493868
QCP,15,2,2718,0.1518858414361267,0.09689633162002191,0.3313713518090419,0.1350955987862268
P,15,2,4099,0.14900227527085289,0.09643224728645093,0.32369790854978786,0.13640125574462827
Q,15,2,4099,1.5021335774866114,0.09921413313573003,0.930705462724652,0.13704424543387975
QCP,15,2,4099,0.15539175670996122,0.09691519586011833,0.34156053952710286,0.13479195124075288
P,15,2,8128,0.14842814315659414,0.09539088614604921,0.3304677952348528,0.13662859579570952
Q,15,2,8128,1.4976594626894837,0.09902019017880984,0.9302749971152756,0.13736107959225916
QCP,15,2,8128,0.1518114820764445,0.0966883916157928,0.32975872573297726,0.1343561530186999
P,15,2,12011,0.14778678534926062,0.09609021539572675,0.3182076025639168,0.13599204011778704
Q,15,2,12011,1.5074507074299102,0.09906413999645554,0.9312845624362789,0.13673065665889722
QCP,15,2,12011,0.15446215165224275,0.096009865925089,0.3509436128656166,0.13451827616918172
P,15,3,42,0.15259663557487238,0.09951092289639599,0.31806566610163667,0.1541400130609199
Q,15,3,42,1.4988969923342006,0.09952974189047122,0.9321267239449738,0.14963360325788871
QCP,15,3,42,0.16122257811252838,0.09905670190744643,0.36768879624077544,0.15116346763124297
P,15,3,2026,0.1563231462445331,0.10234966300464299,0.3238382568656751,0.15518826151142065
Q,15,3,2026,1.5093598247010096,0.10034840928846347,0.9322632694870716,0.15059597905160782
QCP,15,3,2026,0.15746880623107531,0.09916771876596028,0.3480538875468511,0.14965594147859945
P,15,3,3407,0.1533429617863401,0.10084670668182033,0.3081349622705722,0.1540273001491747
Q,15,3,3407,1.4996677364053117,0.09948038736711155,0.932479402382955,0.14897808091187814
QCP,15,3,3407,0.15710434314047533,0.09775559991974143,0.35251657204951836,0.14917631903887402
P,15,3,17,0.1532938555598144,0.09901577454221686,0.3313486612746612,0.15389729936379562
Q,15,3,17,1.5082482857383843,0.09910726581501421,0.9334225902050934,0.15012012463553165
QCP,15,3,17,0.1567069616164083,0.09842148516575215,0.3389178867570909,0.1492349459331235
P,15,3,73,0.15275574836254602,0.0994785377078635,0.3248163424582777,0.15439382179548952
Q,15,3,73,1.5016516482143936,0.0994413420306122,0.9324892320062353,0.15023916661383596
QCP,15,3,73,0.16130277579099067,0.09976673078900859,0.35730705834849685,0.14936690106110412
P,15,3,314,0.15487579628812798,0.10008657746434067,0.3344904530042921,0.15557752902430197
Q,15,3,314,1.508090077355509,0.09889770345158756,0.9336481437830377,0.15035625123706123
QCP,15,3,314,0.16127282179614938,0.09909472651431843,0.3601314196278479,0.14966167928835783
P,15,3,2718,0.1547917561062566,0.10080357124603795,0.32306256254799537,0.15429714937245714
Q,15,3,2718,1.5046953711665876,0.09949559179070745,0.9326006960849069,0.14967917780265882
QCP,15,3,2718,0.15858726827240482,0.09919294829516813,0.3455180888536115,0.14937250677983427
P,15,3,4099,0.15289619794571613,0.10037581197144185,0.31555670831202076,0.15438744107647212
Q,15,3,4099,1.5089877895446586,0.09924803069408561,0.9337871027032827,0.1514477422845299
QCP,15,3,4099,0.15725860134681555,0.09806527868129289,0.3493543712159703,0.14886674013227438
P,15,3,8128,0.15543450383521185,0.09875674117638968,0.34447960394070387,0.15766438679393577
Q,15,3,8128,1.5063144960460506,0.09942674047339811,0.9328905924192901,0.15027536293645052
QCP,15,3,8128,0.16251040475053743,0.09841037809440212,0.37709653719740904,0.1492369934018014
P,15,3,12011,0.15611038203769756,0.10051413083557001,0.33490924451782683,0.15506973250059156
Q,15,3,12011,1.502271636507778,0.09996983489257669,0.9317571387022152,0.14931943235886194
QCP,15,3,12011,0.15989060214971962,0.09807755158778864,0.36080372100256336,0.14876716745594284
P,15,4,42,0.15119650805415874,0.09578653102329686,0.3240393753616876,0.13442970939303142
Q,15,4,42,1.5106207606896283,0.09649270346896163,0.9332877310876965,0.1341681390190612
QCP,15,4,42,0.1572734802021558,0.09453034591813925,0.3586059221653941,0.13070993235590422
P,15,4,2026,0.14957622455828348,0.09356581284215451,0.3392225873235046,0.1343409736073374
Q,15,4,2026,1.5081275186841911,0.09799109049449145,0.9309142865786737,0.13375067173898025
QCP,15,4,2026,0.15137982440366546,0.09389959668391076,0.35063434369474916,0.1313130178466898
P,15,4,3407,0.14942454741451294,0.09562083132575959,0.326619056531463,0.1339348838479506
Q,15,4,3407,1.5218263050632748,0.09625792432494511,0.933680755198587,0.13355963512179492
QCP,15,4,3407,0.15316252183436418,0.09551742847561488,0.3428278812542102,0.13119204929150877
P,15,4,17,0.15191977800928483,0.0943774631334981,0.34823912258224365,0.13437075199206558
Q,15,4,17,1.517216389130043,0.09626373668995697,0.934011049391454,0.133485351759374
QCP,15,4,17,0.1545194361377208,0.09634765143286704,0.3489680026390359,0.13121214949203625
P,15,4,73,0.1535949427691978,0.09510085292455688,0.34364523331027014,0.13425602535258868
Q,15,4,73,1.5208880413430512,0.09743676639029664,0.9323802176730905,0.1340519630050864
QCP,15,4,73,0.1557711669621373,0.0937486480997749,0.37021967355117474,0.1308335288631286
P,15,4,314,0.14957002437908723,0.09385989728011866,0.3453449662190893,0.1345437317960563
Q,15,4,314,1.511153950388416,0.09760164388571865,0.9316727100467698,0.13319366849929595
QCP,15,4,314,0.15410286849455587,0.09495342634790008,0.3427000465762064,0.13099710504012524
P,15,4,2718,0.15113191070084292,0.09612006575554818,0.3261868668513556,0.13388808724116916
Q,15,4,2718,1.520759588750414,0.09712824252545976,0.9329229198124677,0.1337625270915241
QCP,15,4,2718,0.15101691735367695,0.09432793804014548,0.3359980477832887,0.13085645054458359
P,15,4,4099,0.1510491506848607,0.0956256870165413,0.333549524699298,0.13502684699882125
Q,15,4,4099,1.5113598484166284,0.0973262347014598,0.9319017634103158,0.13388816602324866
QCP,15,4,4099,0.1609263277079032,0.09631321109534127,0.3583193605669314,0.1315044874148679
P,15,4,8128,0.1484928944597859,0.09378240190763067,0.3370545969543374,0.13474532316765156
Q,15,4,8128,1.5189728965336446,0.0979749127988628,0.9315498386080763,0.134081304881821
QCP,15,4,8128,0.1511213666948995,0.09425167376185402,0.34308593332732124,0.1307265740463191
P,15,4,12011,0.14799478845591518,0.09439212312456678,0.323010011311581,0.13401655478337202
Q,15,4,12011,1.5128742397408264,0.09692102712864573,0.9324089194532057,0.13334177576479592
QCP,15,4,12011,0.15167932859368652,0.09431651518762002,0.3418066983708443,0.13080022494609497
P,15,5,42,0.1521871013475881,0.09595059416191233,0.32734337240828626,0.13881830696000974
Q,15,5,42,1.504096735907319,0.10035289347637057,0.9294904872553794,0.13882315121665617
QCP,15,5,42,0.16062317676796534,0.09639166760652498,0.3754713083129202,0.13572133454840454
P,15,5,2026,0.15234776910220407,0.09752697068781133,0.328218143670338,0.14058895434801502
Q,15,5,2026,1.5268485055178689,0.09791156294795575,0.9323092438079322,0.13691401363505404
QCP,15,5,2026,0.1540816534215845,0.09779302191787086,0.3295726753725217,0.13559523644594593
P,15,5,3407,0.15099931177382872,0.09574932373994578,0.3247879201241748,0.13792953922756448
Q,15,5,3407,1.5071955783074888,0.09790600510274014,0.9317174593388485,0.13692863692421148
QCP,15,5,3407,0.15467512755341434,0.096054777663533,0.3415550632578611,0.13444932858609576
P,15,5,17,0.15410273792677076,0.09393126329149615,0.356607328148282,0.13736419984042875
Q,15,5,17,1.5091711108700174,0.09873046388162883,0.9305147563064666,0.13806162003132877
QCP,15,5,17,0.1548896762959332,0.09731701439009482,0.33714718266663063,0.135052888651806
P,15,5,73,0.15202455783809085,0.09496979381596962,0.34797608866016155,0.13830867087953672
Q,15,5,73,1.5002946072083818,0.0990700094084238,0.9295401095121465,0.1368981049974162
QCP,15,5,73,0.15518829044049667,0.09745733186595637,0.3342826540707556,0.13560411959489985
P,15,5,314,0.15041123058324937,0.09635735306779074,0.3249931935349965,0.13848569959537355
Q,15,5,314,1.496197548869982,0.10013400560486217,0.9289622616759641,0.13853547261105797
QCP,15,5,314,0.1607865181048385,0.09884700491504704,0.34745236804263846,0.1366012423943164
P,15,5,2718,0.15119197796878378,0.09454339146023297,0.33581744013625653,0.13915019650133104
Q,15,5,2718,1.4991228074423326,0.09939552694382627,0.9298498287057461,0.13817064059615977
QCP,15,5,2718,0.1556569832428824,0.09590715724457893,0.35212399729126237,0.1347167224459936
P,15,5,4099,0.15261098990551958,0.09529989159991901,0.3399339728684734,0.1400750937318838
Q,15,5,4099,1.5121695790267313,0.09905270406579104,0.930989871074125,0.13766696610718032
QCP,15,5,4099,0.15880212001585473,0.09634973584998738,0.36071265468947766,0.13478902063041218
P,15,5,8128,0.15310883315533313,0.09829351986775109,0.32832352586000535,0.14070105945445824
Q,15,5,8128,1.5085757927882064,0.09862633563967962,0.9309658637083025,0.13807691067612782
QCP,15,5,8128,0.1558559555132304,0.09701195899573668,0.3433511115458512,0.13533007730156976
P,15,5,12011,0.15606409824014378,0.09669651587866793,0.3439293066502505,0.13984009076120027
Q,15,5,12011,1.5062421442178946,0.100173912439309,0.9290322496757346,0.13818606337787892
QCP,15,5,12011,0.1540962693043332,0.09662262821678966,0.33902932628098803,0.13487910368456535
P,20,1,42,0.1297542948059687,0.08210343472302109,0.3333253914357342,0.11856422366179821
Q,20,1,42,1.478946254158155,0.08439016525083633,0.9413788301225953,0.11796740522580083
QCP,20,1,42,0.13125817228652,0.08270091123297858,0.33226783379745134,0.1164145001328246
P,20,1,2026,0.13053631477956606,0.08300219494567634,0.3317553138693801,0.11981396861090159
Q,20,1,2026,1.4798139236516634,0.08547271148011631,0.9405765555711486,0.11827511146362144
QCP,20,1,2026,0.12951544591241893,0.08238992043260587,0.3252573534500031,0.11584230019382613
P,20,1,3407,0.13144556373864674,0.08369518080325712,0.3328348197223083,0.11976068371734536
Q,20,1,3407,1.4812025210940785,0.08507263626047724,0.9404593240462399,0.1179815605361996
QCP,20,1,3407,0.12930253629863256,0.08210268768976822,0.32801808869036214,0.11538662115303058
P,20,1,17,0.1326775080318441,0.08282035825390617,0.347386175883114,0.12080272087982735
Q,20,1,17,1.4759392944529157,0.08525419246502886,0.9403195754252727,0.11750474779325631
QCP,20,1,17,0.1314681002932354,0.08253036424470861,0.34393945337330906,0.11543484605112812
P,20,1,73,0.131379435436754,0.08139615516607943,0.35188799954510613,0.11977609696744328
Q,20,1,73,1.4765549923526062,0.08573111968586909,0.9398373110625771,0.11805723470319135
QCP,20,1,73,0.12844133073606745,0.08235137983459065,0.3189362475306247,0.11570654284815524
P,20,1,314,0.1291238635943207,0.0824867373059552,0.3261254867791578,0.1180565098892937
Q,20,1,314,1.4755592607507209,0.08504837884253857,0.9403857017900803,0.11769471176139663
QCP,20,1,314,0.12996332464549912,0.08198016736488184,0.3368559306526669,0.1156023474647875
P,20,1,2718,0.1296964410272333,0.082875376187626,0.32770053478672784,0.1191373345311797
Q,20,1,2718,1.4862218566561973,0.08529465326268865,0.9405122496496076,0.11779698861714949
QCP,20,1,2718,0.12850693181529688,0.08254945063387518,0.31845582427156105,0.1155765592715789
P,20,1,4099,0.13133557585299344,0.08389011848785549,0.3223901985036017,0.1195699881106925
Q,20,1,4099,1.4806186394065783,0.08522552419620726,0.940686135470326,0.11777563289748108
QCP,20,1,4099,0.12853510939148813,0.08220273317868987,0.3221763533296803,0.1156459743031615
P,20,1,8128,0.13006393272133707,0.08279981121114524,0.33598115044906296,0.12025554899779263
Q,20,1,8128,1.4830403695950127,0.08541731566359469,0.9406388105149608,0.11805985002623653
QCP,20,1,8128,0.1357403827848248,0.08185567181463682,0.3723908013638006,0.11583027980193854
P,20,1,12011,0.12952212145703174,0.0818641118582647,0.33479717979325424,0.11993007487174283
Q,20,1,12011,1.477469695591443,0.0849989843585985,0.9405490595907253,0.11775903761019543
QCP,20,1,12011,0.13057415275084605,0.08315561798079969,0.32178093194338764,0.11559030172461111
P,20,2,42,0.1284484363117517,0.08148606145078705,0.34076730294103375,0.11895990397433501
Q,20,2,42,1.4798904014709087,0.08436001734795905,0.9415354389550575,0.11875594023878928
QCP,20,2,42,0.1305548611663216,0.08050675984479651,0.3653662883923937,0.11666535538683816
P,20,2,2026,0.12910136442963707,0.08197722070789004,0.3330341937734431,0.11858641932823612
Q,20,2,2026,1.4839327149588328,0.0846810802683625,0.9413730960112173,0.11888765869874227
QCP,20,2,2026,0.1284210036629977,0.08061838641752059,0.3486353345710167,0.11635575333327851
P,20,2,3407,0.12934519871019182,0.08234672389546645,0.34065823036328896,0.11805466536098765
Q,20,2,3407,1.480137520816355,0.08437582945967649,0.9416270148311688,0.1189196426554646
QCP,20,2,3407,0.1325782208107681,0.08035399065301635,0.3688637398128253,0.11586506295234733
P,20,2,17,0.12763731649862164,0.0810254931099251,0.3347364743019443,0.1180313477845473
Q,20,2,17,1.482521050721142,0.08432208054199451,0.9414887595591411,0.11864917336119518
QCP,20,2,17,0.1275057785625545,0.07974420089709507,0.35588554512294013,0.11662690778067278
P,20,2,73,0.13165751092133784,0.08111183842959681,0.361658180217011,0.11998005344794616
Q,20,2,73,1.4811117277000134,0.0846051681865887,0.941343446788413,0.1188087262548437
QCP,20,2,73,0.12884302554754692,0.08088139332028957,0.3422162166237513,0.11628007928944586
P,20,2,314,0.12794535842748325,0.08134554012632894,0.3341135796573949,0.1175057883976849
Q,20,2,314,1.4778970934382993,0.08454155981510793,0.940977963771384,0.11855381734656004
QCP,20,2,314,0.12822606690633354,0.08054247541069554,0.3421005631675192,0.11671677778228313
P,20,2,2718,0.13267994779581108,0.08107176321055588,0.3652140634921782,0.1217591895481503
Q,20,2,2718,1.4778752150355359,0.08501195742115186,0.9405973972326287,0.11890129606910234
QCP,20,2,2718,0.1272697280423373,0.08099408026352328,0.33825881189542695,0.11601423395014178
P,20,2,4099,0.13188108940687535,0.0811272815435926,0.3604728372947988,0.12083434670130776
Q,20,2,4099,1.4841080090582917,0.08473994522157473,0.9410697346356343,0.11903763892999718
QCP,20,2,4099,0.12527930750024946,0.08061728721809913,0.32655702252641156,0.11652204529495547
P,20,2,8128,0.13017031635159948,0.08321840747010292,0.33901359796440556,0.11862353105523463
Q,20,2,8128,1.4841027979576673,0.08407808084047255,0.9422112933216163,0.11919548284245964
QCP,20,2,8128,0.12435864968863233,0.07949847421093456,0.3261235752598745,0.1161399385975316
P,20,2,12011,0.13317797581503849,0.08115117663786989,0.37484349941400613,0.12086734510548738
Q,20,2,12011,1.4809385480164978,0.0849846831425647,0.9407917104324087,0.11885111016528249
QCP,20,2,12011,0.12809913639519857,0.07928557659159939,0.3622019432438634,0.11705477595437239
P,20,3,42,0.13493309057681516,0.08408594286579232,0.3506377663333155,0.11998960830639693
Q,20,3,42,1.462657674742096,0.08637217010057574,0.9375376155190895,0.11819629046864533
QCP,20,3,42,0.13208253927397046,0.0848420640396268,0.3125021625560654,0.11662561539028847
P,20,3,2026,0.13599988927528475,0.08428487884441373,0.35443159739446267,0.12147019182994157
Q,20,3,2026,1.4643340617919043,0.08636860260277622,0.9376063068575229,0.11834736955002813
QCP,20,3,2026,0.13383924702447922,0.08500200757766069,0.33090693804163557,0.1176610617645686
P,20,3,3407,0.1324421751997109,0.0841210243739118,0.3271070214432475,0.11976156181814249
Q,20,3,3407,1.4630860067730738,0.08620348213009453,0.9379205880461031,0.11813366992029492
QCP,20,3,3407,0.13560252382803448,0.08330066598073552,0.35504813887880754,0.11547243702631971
P,20,3,17,0.13292549544073903,0.08265511130452206,0.3399174340801334,0.11973922456960005
Q,20,3,17,1.4588640789346405,0.08615216501582344,0.9383652934692295,0.11824188863889278
QCP,20,3,17,0.12991455155453274,0.08439002035949561,0.3076633030496353,0.1166101106497121
P,20,3,73,0.13203851708330078,0.08384712428467517,0.3203769267048097,0.11908985892164022
Q,20,3,73,1.480364701379865,0.08585486528999489,0.9392692610570503,0.11853417733903568
QCP,20,3,73,0.13042935380321655,0.08441820281348952,0.30458951037505533,0.11647949050375746
P,20,3,314,0.13199185966352117,0.08483518231995328,0.3168909757893696,0.11912409128700227
Q,20,3,314,1.4683743650411611,0.0864367606720873,0.937967569488128,0.11853594743538522
QCP,20,3,314,0.12910027152250095,0.08404160567979337,0.3103291870207634,0.11689903486694395
P,20,3,2718,0.13042138085599603,0.08214763876880453,0.3261526397286481,0.1183406974015321
Q,20,3,2718,1.4664548339782326,0.08544132698362261,0.9391815855779558,0.11820572684677269
QCP,20,3,2718,0.1335299590370772,0.08430858480314274,0.3333618402397491,0.11701704216868833
P,20,3,4099,0.13154299394225358,0.0830596792412179,0.33794204964972835,0.11889577463763806
Q,20,3,4099,1.4622298052724683,0.0852124174493294,0.9389528812118219,0.11773879292306046
QCP,20,3,4099,0.1364866040209885,0.08397517072454341,0.3605313359596764,0.11597510509122723
P,20,3,8128,0.13189556828962745,0.08241084266859727,0.3419643565487059,0.11888640013782446
Q,20,3,8128,1.4630752993314406,0.08628759625122964,0.9378244178512934,0.11842136263999767
QCP,20,3,8128,0.13020908578308085,0.08439526402267933,0.3153005980584555,0.11673507912767149
P,20,3,12011,0.13084627857195916,0.0829170342268895,0.32298747668432737,0.11911296130902484
Q,20,3,12011,1.4650778175314625,0.0864680404790728,0.9376205502405844,0.1182837187652665
QCP,20,3,12011,0.13296074568729996,0.08505750685381275,0.3217104577988556,0.11710952470750169
P,20,4,42,0.13236097742649264,0.08517647096666249,0.33185090263161665,0.1278574041710349
Q,20,4,42,1.4786679983716475,0.08744707118572155,0.9395713891558176,0.12534874507415183
QCP,20,4,42,0.13054272364427894,0.08478417982091875,0.3211727438117915,0.12435510319107206
P,20,4,2026,0.13284029110337878,0.08583238030358542,0.3295472984701113,0.12726132593105657
Q,20,4,2026,1.4766816340766593,0.08680884959087959,0.9405456389770545,0.12535621862198054
QCP,20,4,2026,0.12830812884430004,0.08498833500311216,0.29715755841214747,0.12378510836119916
P,20,4,3407,0.1327515966895653,0.0872420419878323,0.31586523757022916,0.1264310489708631
Q,20,4,3407,1.478509984641879,0.08718650728187806,0.9399222648813061,0.12556697791421323
QCP,20,4,3407,0.13181468434209284,0.08490279225739777,0.33353700956729637,0.12380817794542393
P,20,4,17,0.13116459002815556,0.0845450640812133,0.3377416831937927,0.12681515313966787
Q,20,4,17,1.4765650043774323,0.08670043121751853,0.9405376236847125,0.12523767662004653
QCP,20,4,17,0.1341836171297139,0.08450793765188548,0.34978078770657295,0.12377012333389707
P,20,4,73,0.13397341676352192,0.08486374915291767,0.34199180602166335,0.12720598290471316
Q,20,4,73,1.4795358644131524,0.08683200142057809,0.9403843572377704,0.12521024063689665
QCP,20,4,73,0.13134246922838239,0.08523296597398099,0.3231012060561787,0.1232524892455069
P,20,4,314,0.13336165377787898,0.08503831954503924,0.34070754765813394,0.12624078849665593
Q,20,4,314,1.4799390810356374,0.08711968077782688,0.9401379710537299,0.12545648508159438
QCP,20,4,314,0.13171645246917998,0.08353943579230554,0.34683083563981737,0.12430200153972812
P,20,4,2718,0.13156854912810612,0.0868463124481781,0.313156657269138,0.12688833694260399
Q,20,4,2718,1.472331010068433,0.08709961088485872,0.9398978674045774,0.12507056587507506
QCP,20,4,2718,0.13149392855707764,0.08464044625042595,0.3347232020283703,0.12377979135629924
P,20,4,4099,0.1322314275999849,0.08590988193571066,0.32761704307472356,0.1274638242975807
Q,20,4,4099,1.4763990279520884,0.08750439860910153,0.9393791783486677,0.12503243034552675
QCP,20,4,4099,0.13310366659730472,0.08533600343836388,0.3355624726675347,0.12493178543379048
P,20,4,8128,0.133460683286567,0.08769739987801838,0.31842305114053676,0.1264695323443464
Q,20,4,8128,1.4787854753047245,0.08751331670017674,0.9394822065586231,0.1252157083289558
QCP,20,4,8128,0.13113640740790497,0.08379664912571413,0.3414592640921287,0.12480163063399057
P,20,4,12011,0.13142009347021733,0.08647425483497555,0.3194791890940636,0.12734727489697867
Q,20,4,12011,1.4814164551725715,0.08753545170338385,0.9399436486726269,0.1253793957049773
QCP,20,4,12011,0.12778269269387124,0.0830617169792235,0.3303348189983733,0.12418584963146562
P,20,5,42,0.126458160946783,0.07946298268270816,0.33517330967915804,0.11417000339388511
Q,20,5,42,1.4718734629172074,0.08173273169312464,0.9425819607459558,0.11216505363785856
QCP,20,5,42,0.12670373440651778,0.07995196434020659,0.3339923198787378,0.11164360341850468
P,20,5,2026,0.13092221214055977,0.07949503976912647,0.3614879109747729,0.11459360843395354
Q,20,5,2026,1.4712080014657296,0.08221613201415569,0.9422060615442225,0.11249922478535028
QCP,20,5,2026,0.12703753232428056,0.07848601206936105,0.3577964079309581,0.11110963018579753
P,20,5,3407,0.1286407124783398,0.07982247701905311,0.3528668391803942,0.11489492418385279
Q,20,5,3407,1.4763667117372954,0.0819816683356728,0.9425131729373913,0.11261536080939223
QCP,20,5,3407,0.12900281005940845,0.0802356316895238,0.3520648224030216,0.11178578174174204
P,20,5,17,0.12797270449470985,0.08094991222153086,0.33144396351543276,0.11430024541986908
Q,20,5,17,1.4760167664739856,0.08162116477801473,0.942977381355804,0.11236580725824799
QCP,20,5,17,0.12719670081828133,0.08003985037090462,0.32803724633215675,0.1117948391507272
P,20,5,73,0.12777998162486973,0.07909972999623255,0.3503164682701733,0.1143023293193048
Q,20,5,73,1.473021110656684,0.0825205599121703,0.9417988881596062,0.112511500436822
QCP,20,5,73,0.12558649865417118,0.07937885427355205,0.3325239220968546,0.11140326070194197
P,20,5,314,0.12803686233403924,0.08024719814261926,0.3428367028847975,0.11409825596597933
Q,20,5,314,1.4814333112931453,0.08269603688301935,0.9415708611732022,0.1127037427317236
QCP,20,5,314,0.12434831311143618,0.07851064168389389,0.339504751809513,0.11133185040519904
P,20,5,2718,0.1299775527883178,0.08007414786840457,0.356773548832258,0.11439774197911401
Q,20,5,2718,1.4714674280521456,0.0820385936022734,0.9419491017111897,0.11221876614436455
QCP,20,5,2718,0.1256119786522511,0.078489964084128,0.33471012985218634,0.11204240124073382
P,20,5,4099,0.12612344736867115,0.08115850717514425,0.3194482366604561,0.11355239172743398
Q,20,5,4099,1.4740377137122647,0.08223475052835566,0.9418260432671199,0.1123228506408976
QCP,20,5,4099,0.1261557762035213,0.07921554749107003,0.3323778411470901,0.11113254198314464
P,20,5,8128,0.1290995909491193,0.07943445838271065,0.35697664412884583,0.11557671617691563
Q,20,5,8128,1.4720738516645009,0.0828477574780981,0.9410061175775616,0.11280348898516669
QCP,20,5,8128,0.12818090094806478,0.07904336443861375,0.355548026956474,0.11150338939675487
P,20,5,12011,0.12799003550967686,0.0808985933706579,0.3326637481052984,0.11478867381814178
Q,20,5,12011,1.4785563742171257,0.08219375285316123,0.9423611829086489,0.11305170763433015
QCP,20,5,12011,0.12394513008317766,0.07835930624493395,0.33448626597285935,0.11124190516894565
