analysis,scope,resampling_unit,interpretation,adaptive_R,default_R,R_difference,adaptive_J1,default_J1,delta_J1,relative_improvement,n_resampling_units,n_bootstrap,rng_seed,adaptive_J1_ci95_low,adaptive_J1_bootstrap_median,adaptive_J1_ci95_high,default_J1_ci95_low,default_J1_bootstrap_median,default_J1_ci95_high,delta_J1_ci95_low,delta_J1_bootstrap_median,delta_J1_ci95_high,relative_improvement_ci95_low,relative_improvement_bootstrap_median,relative_improvement_ci95_high,R_difference_ci95_low,R_difference_bootstrap_median,R_difference_ci95_high
conditional_monte_carlo_uncertainty,pooled,paired_repeat_block,95% percentile interval conditional on the frozen design and equal design-cell weights,0.34170243608110124,0.3974157593593665,-0.05571332327826528,0.5845531935428129,0.6304091999323665,-0.04585600638955367,0.07274006533291921,300,20000,20260824,0.5808344193728642,0.584422133386237,0.5889827281636064,0.6262875040825133,0.6303035742528997,0.635027205367961,-0.048276426381537514,-0.04580952243671976,-0.043688457578548924,0.06944832121510537,0.07268004389510907,0.07637552878911708,-0.05873322539252787,-0.05564891364147717,-0.053008823969720224
conditional_monte_carlo_uncertainty,n=7,paired_repeat_block,95% percentile interval conditional on the frozen design and equal design-cell weights,0.4918737660555348,0.5826401215924112,-0.0907663555368764,0.701337127247328,0.7633086673112072,-0.06197154006387917,0.08118804713979866,300,20000,20260831,0.6916793948788061,0.7007360869340588,0.7140243645879412,0.7522582728955158,0.7628445847472782,0.7765403516028805,-0.06911724622743566,-0.06176057997879547,-0.055785247090140724,0.07333548118721778,0.08095718907761734,0.08996355847983084,-0.10161447831430041,-0.09046043808722351,-0.08150421615188388
conditional_monte_carlo_uncertainty,n=10,paired_repeat_block,95% percentile interval conditional on the frozen design and equal design-cell weights,0.368525378711375,0.4318290499880059,-0.06330367127663095,0.6070629116585652,0.6571370100580288,-0.05007409839946364,0.07620039296682102,300,20000,20260834,0.6013803851028169,0.6070301785022527,0.6128447616758641,0.6515299321337643,0.6571208024572579,0.6628276212213229,-0.05262410728420168,-0.05009462197000303,-0.047540071470077494,0.07240107412403123,0.07624454040618311,0.08000219243570444,-0.06657320335087276,-0.06332662742905917,-0.060060281788155125
conditional_monte_carlo_uncertainty,n=15,paired_repeat_block,95% percentile interval conditional on the frozen design and equal design-cell weights,0.28024628970856497,0.3193231117289689,-0.03907682202040391,0.5293829329592756,0.5650868178686961,-0.03570388490942045,0.06318300795633958,300,20000,20260839,0.5243205389042304,0.5294067001288282,0.534489250072473,0.5601473226725029,0.5650984070279723,0.5701158366749689,-0.03782739716953368,-0.03568471444830584,-0.0335837067366546,0.059458702133851696,0.06313360930739981,0.06692396279860256,-0.04140856640047595,-0.03905812678852638,-0.03673440956031276
conditional_monte_carlo_uncertainty,n=20,paired_repeat_block,95% percentile interval conditional on the frozen design and equal design-cell weights,0.22616430984893016,0.2558707541280801,-0.029706444279149924,0.47556735574356884,0.505836687210487,-0.03026933146691818,0.05984012672912875,300,20000,20260844,0.47094758148686133,0.4755690389147427,0.4801815210523703,0.5014217354020606,0.5058324094403237,0.5102452127641419,-0.032596195915557645,-0.03027383041695808,-0.02787614838840573,0.05515139801141443,0.059845055243330725,0.06435088775055933,-0.031990927501671956,-0.02970796070426758,-0.02737067776999075
design_composition_sensitivity,pooled,paired_design_cell,95% resampling range for sensitivity to the composition of the 160 frozen cells; not a confidence interval for a continuous parameter population,0.3417024360811013,0.39741575935936657,-0.05571332327826528,0.5845531935428129,0.6304091999323667,-0.04585600638955378,0.07274006533291932,160,20000,20260924,0.5653958874196193,0.5844822557671001,0.6036835183703129,0.60791409502315,0.6302773884638184,0.6526396625998783,-0.05416950324816723,-0.04593020167423839,-0.03735601961902907,0.060366921560776186,0.07289384972902035,0.08460281292114567,-0.06675717298021977,-0.05579758313459343,-0.044637837520563196
