held_out_beta,improvement_pct
1.5,-1.1688445619338683
2.0,4.666937951036331
2.5,4.555529816387816
3.0,5.433877874856375
3.5,8.318170142377513
4.0,10.345315555138567
4.5,10.241925926706019
5.0,9.933922028996223
