n,raw_mean,raw_min,raw_max,default,l6,raw_improvement_pct,raw_improvement_min_pct,raw_improvement_max_pct,l6_improvement_pct
7,0.690140038894862,0.686794108083444,0.6931663078450845,0.7633086673112072,0.6083051432559384,9.585719584985897,9.189252326087516,10.024065296846363,20.306794707477426
10,0.5760944718696536,0.5739089955594948,0.5790495900266733,0.6571370100580289,0.5158568160471187,12.332669891963455,11.882973997227763,12.665245333113194,21.499351253771927
15,0.48554986410467,0.4817450753166671,0.489222293527367,0.5650868178686961,0.4318904276336264,14.075174158903724,13.425286512161572,14.74848464283135,23.570960430016484
20,0.43003400364509464,0.42657236042720853,0.432356288796073,0.505836687210487,0.3830836140224081,14.985604144969745,14.526506335401013,15.669944230497324,24.26733297361632
