beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
2.0,1.0,0.1,0.1,7,0,0.0,1.0654753041469185,1.013758667630221,0.3563953031690331,0.9772900555512364,True,97.05690015107393,success
2.0,1.0,0.1,0.1,7,0,0.1,1.0058133012657873,0.9899893506514001,0.37587442354424344,0.9783415338648181,True,97.2994000185281,success
2.0,1.0,0.1,0.1,7,0,0.2,0.9686267132489239,0.9758944341173013,0.38743607881650705,0.9786860898012524,True,102.376600028947,success
2.0,1.0,0.1,0.1,7,0,0.3,0.9414461471234198,0.9659605288979466,0.3955970702255863,0.9787398860805401,True,105.22069991566241,success
2.0,1.0,0.1,0.1,7,1,0.0,3.6225758842396316,1.577969612243383,0.0,0.8244064836670402,True,75.05650003440678,success
2.0,1.0,0.1,0.1,7,1,0.1,3.0925025929862455,1.3631755507503756,0.20425564047133205,0.7965902448056366,True,81.14879997447133,success
2.0,1.0,0.1,0.1,7,1,0.2,2.6434088402937883,1.15281886380791,0.39518970802607045,0.7063287021535827,True,83.60510016791523,success
2.0,1.0,0.1,0.1,7,1,0.3,2.4573299973885128,1.0217233171883602,0.504680170778469,0.5169465990575152,True,83.5748000536114,success
2.0,1.0,0.1,0.1,7,2,0.0,2.4412192985920202,1.1781909738614782,0.0,0.975294759871017,True,86.79650002159178,success
2.0,1.0,0.1,0.1,7,2,0.1,1.9681376350905901,1.0172104361649732,0.15331491867232946,0.9733702467344998,True,100.58029997162521,success
2.0,1.0,0.1,0.1,7,2,0.2,1.678137213615788,0.9221338109239616,0.24238068324399067,0.9696229592486741,True,100.28850007802248,success
2.0,1.0,0.1,0.1,7,2,0.3,1.5272333628733936,0.8739266452688398,0.2867870534699972,0.9658310748706603,True,97.20939979888499,success
2.0,1.0,0.1,0.1,7,3,0.0,2.719891531198981,1.2662477314739558,0.10182632737017844,0.987327291334271,True,95.28349991887808,success
2.0,1.0,0.1,0.1,7,3,0.1,1.9535319446618509,1.002611305860533,0.35338708021254506,0.9864957690487742,True,102.9401000123471,success
2.0,1.0,0.1,0.1,7,3,0.2,1.7188076807609987,0.9250062910448932,0.42583584932322155,0.9833192468001466,True,96.05320007540286,success
2.0,1.0,0.1,0.1,7,3,0.3,1.5803762076636538,0.8799338918580135,0.4672256989247256,0.9796784289947074,True,97.14370011352003,success
2.0,1.0,0.1,0.1,7,4,0.0,1.8984408050611006,0.8678358814039944,0.5008653441776201,0.9789799600206006,True,105.03970016725361,success
2.0,1.0,0.1,0.1,7,4,0.1,1.6951602023820762,0.804359652340959,0.5586490577234827,0.9791856767628613,True,99.92809989489615,success
2.0,1.0,0.1,0.1,7,4,0.2,1.5825930220307631,0.7694221133776319,0.5897837731659182,0.9778203391235387,True,95.44629999436438,success
2.0,1.0,0.1,0.1,7,4,0.3,1.5029630816697819,0.7445827485156702,0.6114698595150563,0.9757430420180775,True,94.78339995257556,success
