beta,eta,gamma,gamma_over_eta,n,repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
1.5,1.0,0.1,0.1,7,0,0,0,0,0,False,51.20620015077293,failure
1.5,1.0,0.1,0.1,7,1,2.0878756691693483,1.0927011040651577,0.0,0.800319163250356,True,2.4061999283730984,success
1.5,1.0,0.1,0.1,7,2,0,0,0,0,False,56.335399858653545,failure
1.5,1.0,0.1,0.1,7,3,0,0,0,0,False,54.346099961549044,failure
1.5,1.0,0.1,0.1,7,4,0,0,0,0,False,15.44310012832284,failure
1.5,1.0,0.1,0.1,7,5,1.953053842029758,0.9759300695623356,0.0,0.3739383280588443,True,3.0179000459611416,success
1.5,1.0,0.1,0.1,7,6,0,0,0,0,False,7.492800010368228,failure
1.5,1.0,0.1,0.1,7,7,0,0,0,0,False,50.05849990993738,failure
1.5,1.0,0.1,0.1,7,8,0,0,0,0,False,46.558599919080734,failure
1.5,1.0,0.1,0.1,7,9,0,0,0,0,False,60.33769994974136,failure
