beta,eta,gamma,gamma_over_eta,n,repeat_id,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
2.0,1.0,0.1,0.1,7,0,0,0,0,0,False,25.521700037643313,failure
2.0,1.0,0.1,0.1,7,1,2.6304219777075426,1.134922787013739,0.4145571990152366,0.6742225124517085,True,9.75640001706779,success
2.0,1.0,0.1,0.1,7,2,2.3932477765405658,0.9399619119395779,0.20177693109193978,0.8350617481647569,True,11.40410010702908,success
2.0,1.0,0.1,0.1,7,3,1.9353209795966944,0.802583842983235,0.5080929711696807,0.8148520210300343,True,12.537900125607848,success
2.0,1.0,0.1,0.1,7,4,0,0,0,0,False,134.85980010591447,failure
2.0,1.0,0.1,0.1,7,5,1.5511274939413526,0.6236385383997535,0.1442467451735081,0.7064953364145843,True,9.279000107198954,success
2.0,1.0,0.1,0.1,7,6,0,0,0,0,False,135.3174999821931,failure
2.0,1.0,0.1,0.1,7,7,2.746923177946675,1.0237767063665615,0.0,0.1812122543944975,True,9.894500020891428,success
2.0,1.0,0.1,0.1,7,8,0,0,0,0,False,22.23320002667606,failure
2.0,1.0,0.1,0.1,7,9,0,0,0,0,False,134.41850012168288,failure
