beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
1.5,1.0,0.1,0.1,7,0,0.0,1.5393843888184333,0.6201314433593552,0.15548393940276123,0.9841089610313347,True,37.28379984386265,success
1.5,1.0,0.1,0.1,7,0,0.1,1.4495525353941974,0.5966577216940181,0.1755949098149812,0.9847059688753551,True,48.4869999345392,success
1.5,1.0,0.1,0.1,7,0,0.2,1.3899805107821124,0.5810403734324526,0.18869549919167106,0.9844741205503715,True,38.05759991519153,success
1.5,1.0,0.1,0.1,7,0,0.3,1.344298031791985,0.5689465497163658,0.19863568293425582,0.9837882368789953,True,39.01410009711981,success
1.5,1.0,0.1,0.1,7,1,0.0,1.5273947959327265,1.1368877491090674,0.0,0.9684660588437957,True,35.54710000753403,success
1.5,1.0,0.1,0.1,7,1,0.1,1.5273947959327265,1.1368877491090674,0.0,0.9684660588437957,True,31.332399928942323,success
1.5,1.0,0.1,0.1,7,1,0.2,1.5273947959327265,1.1368877491090674,0.0,0.9684660588437957,True,34.38830003142357,success
1.5,1.0,0.1,0.1,7,1,0.3,1.5074420131959814,1.1287420458976773,0.007479532849863193,0.9677740574291188,True,36.36579983867705,success
1.5,1.0,0.1,0.1,7,2,0.0,1.2912356566965981,0.767552768150065,0.3086024393685687,0.96538941842966,True,40.877999970689416,success
1.5,1.0,0.1,0.1,7,2,0.1,1.1965668834392924,0.7374208316198619,0.3338420277538374,0.9672908802715439,True,40.32260016538203,success
1.5,1.0,0.1,0.1,7,2,0.2,1.1411467581335475,0.7202215199898886,0.3479927423518694,0.9678701130654044,True,42.784899938851595,success
1.5,1.0,0.1,0.1,7,2,0.3,1.1017503486916,0.708157491868543,0.35776439969553475,0.9679319070973706,True,42.078099912032485,success
1.5,1.0,0.1,0.1,7,3,0.0,1.7817128114330654,0.9973630679527934,0.4364160832764806,0.981607687376566,True,42.273599887266755,success
1.5,1.0,0.1,0.1,7,3,0.1,1.5501560466584754,0.9148932324821661,0.5113442886639327,0.9826412754679397,True,37.271799985319376,success
1.5,1.0,0.1,0.1,7,3,0.2,1.4407815350558315,0.876856028169933,0.5452299007217944,0.9819274452288582,True,36.57039999961853,success
1.5,1.0,0.1,0.1,7,3,0.3,1.367742218767098,0.8516702733895786,0.5672923850612727,0.9806641857410938,True,35.188499838113785,success
1.5,1.0,0.1,0.1,7,4,0.0,1.1076283288593736,1.171115623941685,0.25368851449417745,0.9597058028982595,True,41.555700125172734,success
1.5,1.0,0.1,0.1,7,4,0.1,1.0654577178236042,1.148081304022225,0.27127499063812616,0.961129881958302,True,44.127299915999174,success
1.5,1.0,0.1,0.1,7,4,0.2,1.0364139739778013,1.1320926194814394,0.2831609148906301,0.961799917295116,True,46.1584001313895,success
1.5,1.0,0.1,0.1,7,4,0.3,1.0141785936325796,1.1196759892987231,0.29215696777543,0.9620765139226003,True,44.5072001311928,success
1.5,1.0,0.1,0.1,7,5,0.0,1.643094842558826,0.990331570702786,0.0,0.6631781760411721,True,29.99690012075007,success
1.5,1.0,0.1,0.1,7,5,0.1,1.643094842558826,0.990331570702786,0.0,0.6631781760411721,True,29.111600015312433,success
1.5,1.0,0.1,0.1,7,5,0.2,1.643094842558826,0.990331570702786,0.0,0.6631781760411721,True,27.496600057929754,success
1.5,1.0,0.1,0.1,7,5,0.3,1.643094842558826,0.990331570702786,0.0,0.6631781760411721,True,29.715999960899353,success
1.5,1.0,0.1,0.1,7,6,0.0,1.705082269340616,0.6721190895750816,0.1011907792528122,0.8993013215184995,True,42.888900032266974,success
