beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
1.5,1.0,0.1,0.1,10,0,0.0,1.9841226483855487,1.5496497908131404,0.0,0.8680716715035348,True,31.772300135344267,success
1.5,1.0,0.1,0.1,10,0,0.1,1.9841226483855487,1.5496497908131404,0.0,0.8680716715035348,True,34.01910001412034,success
1.5,1.0,0.1,0.1,10,0,0.2,1.9841226483855487,1.5496497908131404,0.0,0.8680716715035348,True,31.11779992468655,success
1.5,1.0,0.1,0.1,10,0,0.3,1.9841226483855487,1.5496497908131404,0.0,0.8680716715035348,True,32.15659991838038,success
1.5,1.0,0.1,0.1,10,1,0.0,1.8033469215795943,0.747539629175566,0.16020099582503683,0.9695639941870012,True,40.899999905377626,success
1.5,1.0,0.1,0.1,10,1,0.1,1.5943825714197601,0.6935023933075857,0.2083815125867531,0.9717920185957716,True,37.42780000902712,success
1.5,1.0,0.1,0.1,10,1,0.2,1.48970742301633,0.6673168710307145,0.23130565526307867,0.9720519757784117,True,36.73320007510483,success
1.5,1.0,0.1,0.1,10,1,0.3,1.4194090686238077,0.6500075839398949,0.24622644785146847,0.9716266954323505,True,39.43450003862381,success
1.5,1.0,0.1,0.1,10,2,0.0,1.1035292979193467,0.46962203036126526,0.20801993647526026,0.9135589801329318,True,39.945799857378006,success
1.5,1.0,0.1,0.1,10,2,0.1,1.0598381397982397,0.4590074685871099,0.21482862066575764,0.9127304287667206,True,39.507800014689565,success
1.5,1.0,0.1,0.1,10,2,0.2,1.0286258493578868,0.45153639030767784,0.21947903971124202,0.9114836715122232,True,50.10370002128184,success
1.5,1.0,0.1,0.1,10,2,0.3,1.0043591192758687,0.445779459044182,0.22297090646894974,0.9100253297208357,True,97.10549982264638,success
1.5,1.0,0.1,0.1,10,3,0.0,1.9225613806408373,1.2897653556633784,0.0,0.986311907613861,True,86.95550006814301,success
1.5,1.0,0.1,0.1,10,3,0.1,1.8948550461935743,1.277838455442853,0.010953167335713622,0.9861929883314946,True,95.16689996235073,success
1.5,1.0,0.1,0.1,10,3,0.2,1.7577353127719777,1.2190343609440903,0.0644700037401865,0.9848129953982608,True,98.11849985271692,success
1.5,1.0,0.1,0.1,10,3,0.3,1.6637382007466963,1.1786506220196051,0.10056974830632459,0.9827211174859283,True,100.74280016124249,success
1.5,1.0,0.1,0.1,10,4,0.0,1.2205650578679172,1.3640471164070633,0.0,0.9563126095172978,True,85.95980005338788,success
1.5,1.0,0.1,0.1,10,4,0.1,1.2205650578679172,1.3640471164070633,0.0,0.9563126095172978,True,85.62920009717345,success
1.5,1.0,0.1,0.1,10,4,0.2,1.2205650578679172,1.3640471164070633,0.0,0.9563126095172978,True,86.14639984443784,success
1.5,1.0,0.1,0.1,10,4,0.3,1.2205650578679172,1.3640471164070633,0.0,0.9563126095172978,True,86.08229993842542,success
1.5,1.0,0.1,0.1,10,5,0.0,1.5306366863857954,0.963029793978267,0.0,0.9509663946535025,True,80.68320015445352,success
1.5,1.0,0.1,0.1,10,5,0.1,1.4132380562605102,0.9190430156004977,0.03671473549956094,0.9502235349289456,True,92.63889980502427,success
1.5,1.0,0.1,0.1,10,5,0.2,1.3181401586040855,0.8843630349656184,0.06495908719267618,0.9483463162692419,True,92.09350007586181,success
1.5,1.0,0.1,0.1,10,5,0.3,1.2575264068449243,0.8626608734286443,0.08221456037790996,0.946259380837827,True,94.41399993374944,success
1.5,1.0,0.1,0.1,10,6,0.0,1.4740667979266215,0.9440227040028539,0.0,0.9413671881544722,True,84.8948999773711,success
1.5,1.0,0.1,0.1,10,6,0.1,1.4740667979266215,0.9440227040028539,0.0,0.9413671881544722,True,92.46949991211295,success
1.5,1.0,0.1,0.1,10,6,0.2,1.4740667979266215,0.9440227040028539,0.0,0.9413671881544722,True,82.46740000322461,success
1.5,1.0,0.1,0.1,10,6,0.3,1.4740667979266215,0.9440227040028539,0.0,0.9413671881544722,True,80.98340011201799,success
1.5,1.0,0.1,0.1,10,7,0.0,1.9818992163012612,0.7893063516252226,0.0,0.9806106272498375,True,79.27460013888776,success
1.5,1.0,0.1,0.1,10,7,0.1,1.9818992163012612,0.7893063516252226,0.0,0.9806106272498375,True,79.00879997760057,success
1.5,1.0,0.1,0.1,10,7,0.2,1.8838819380135998,0.7628441539547912,0.024031037525968343,0.9786773494615986,True,96.53270011767745,success
1.5,1.0,0.1,0.1,10,7,0.3,1.781241747930748,0.7345755644367863,0.04918620749145209,0.9749487722657862,True,92.98849990591407,success
1.5,1.0,0.1,0.1,10,8,0.0,1.464212173857706,0.8529134434693507,0.15489019666873569,0.8904739112400982,True,95.31590016558766,success
1.5,1.0,0.1,0.1,10,8,0.1,1.2437991581978842,0.766596984043378,0.21871417337626448,0.8913709400127438,True,108.8735000230372,success
1.5,1.0,0.1,0.1,10,8,0.2,1.1501135619420286,0.7319099126863153,0.24262056689725467,0.8911891306254001,True,115.62749999575317,success
1.5,1.0,0.1,0.1,10,8,0.3,1.091194097796505,0.7108637146041162,0.2565099517032098,0.8908139410866283,True,111.54199996963143,success
1.5,1.0,0.1,0.1,10,9,0.0,0.7640385710345087,0.9006470934891444,0.17491031458423764,0.9593136605874028,True,117.6182001363486,success
1.5,1.0,0.1,0.1,10,9,0.1,0.7605553510308357,0.8990325030519379,0.17567408039821816,0.9597329653036593,True,112.36389982514083,success
1.5,1.0,0.1,0.1,10,9,0.2,0.7573566922952533,0.897517855209454,0.17637561626874304,0.9600979813291901,True,113.72989998199046,success
1.5,1.0,0.1,0.1,10,9,0.3,0.7543991616532346,0.8960869044466218,0.17702476853681992,0.9604167994154509,True,112.72229999303818,success
