beta,eta,gamma,gamma_over_eta,n,repeat_id,delta,beta_hat,eta_hat,gamma_hat,r_squared,converged,time_ms,status
1.5,1.0,0.1,0.1,20,0,0.0,1.7762773662647933,1.0108196988964184,0.03944292623002454,0.9591451284256477,True,102.16730018146336,success
1.5,1.0,0.1,0.1,20,0,0.1,1.6259917330768776,0.9621612836506304,0.08181841780222711,0.9587788553054132,True,106.91930004395545,success
1.5,1.0,0.1,0.1,20,0,0.2,1.545607487931787,0.936746286403187,0.10353267242697363,0.9570852174448052,True,98.80210016854107,success
1.5,1.0,0.1,0.1,20,0,0.3,1.490463106828133,0.9194214827510401,0.11807259855505135,0.954928998979287,True,102.68389992415905,success
1.5,1.0,0.1,0.1,20,1,0.0,1.6261332409491893,1.3212267759778995,0.0,0.9654465522711477,True,87.9383001010865,success
1.5,1.0,0.1,0.1,20,1,0.1,1.6261332409491893,1.3212267759778995,0.0,0.9654465522711477,True,90.5431997962296,success
1.5,1.0,0.1,0.1,20,1,0.2,1.6261332409491893,1.3212267759778995,0.0,0.9654465522711477,True,89.09140015020967,success
1.5,1.0,0.1,0.1,20,1,0.3,1.6185122324306023,1.3170204403390173,0.0033529557277374254,0.96511304559214,True,97.43310022167861,success
1.5,1.0,0.1,0.1,20,2,0.0,1.8390256062053998,1.158265891534286,0.0,0.9881874459096771,True,98.85789989493787,success
1.5,1.0,0.1,0.1,20,2,0.1,1.8390256062053998,1.158265891534286,0.0,0.9881874459096771,True,95.93650000169873,success
1.5,1.0,0.1,0.1,20,2,0.2,1.7707634185066854,1.1346785595887117,0.02156080660301823,0.9875312986750159,True,104.41080015152693,success
1.5,1.0,0.1,0.1,20,2,0.3,1.709860438563508,1.113668561096437,0.040576403700711014,0.9864381795844702,True,99.6822000015527,success
1.5,1.0,0.1,0.1,20,3,0.0,1.9477034238021174,1.0862740387099927,0.0,0.9388185519996436,True,85.43099998496473,success
1.5,1.0,0.1,0.1,20,3,0.1,1.9477034238021174,1.0862740387099927,0.0,0.9388185519996436,True,81.8276999052614,success
1.5,1.0,0.1,0.1,20,3,0.2,1.9477034238021174,1.0862740387099927,0.0,0.9388185519996436,True,88.41960015706718,success
1.5,1.0,0.1,0.1,20,3,0.3,1.9477034238021174,1.0862740387099927,0.0,0.9388185519996436,True,83.92369979992509,success
1.5,1.0,0.1,0.1,20,4,0.0,1.4277502271039617,1.130481950994404,0.050191428020193773,0.9714761050265835,True,99.76749983616173,success
1.5,1.0,0.1,0.1,20,4,0.1,1.3934735980191604,1.1170511271901695,0.06124671407585063,0.9719832793350787,True,99.10460002720356,success
1.5,1.0,0.1,0.1,20,4,0.2,1.367343750003304,1.106648977647122,0.06964171800983719,0.9720805946456681,True,101.01519990712404,success
1.5,1.0,0.1,0.1,20,4,0.3,1.346160117832746,1.0980204013253647,0.07645812396789221,0.9719024795843901,True,101.71959991566837,success
1.5,1.0,0.1,0.1,20,5,0.0,2.517033878079734,1.312379183008493,0.08917110905844593,0.9892113211795142,True,95.30379995703697,success
