beta,gamma_over_eta,n,repeat_id,cohort_delta,orig_best_delta,orig_best_loss,extended_best_delta,extended_best_loss,migrated,loss_improvement,rel_improvement
1.5,0.5,20,990,0.5,0.5,0.0080543062875153,0.82,0.0031198017029951,True,0.0049345045845202,0.6126542011655284
1.5,0.5,20,993,0.5,0.5,0.1895775771798369,0.94,0.0703667867842907,True,0.1192107903955461,0.6288232615319298
1.5,0.5,20,996,0.5,0.5,0.0299378523467235,1.0,0.0102090535016826,True,0.0197287988450408,0.6589917879396591
1.5,0.5,20,997,0.5,0.5,0.1594758644157966,1.0,0.0489444883001715,True,0.110531376115625,0.6930915629178841
1.5,1.0,7,0,0.5,0.5,0.0588377349451134,0.52,0.058277313531515,True,0.0005604214135983,0.0095248638330687
1.5,1.0,7,14,0.5,0.5,0.1449618293830316,0.5,0.1449618293830316,False,0.0,0.0
1.5,1.0,7,15,0.5,0.5,0.124141442927813,1.0,0.0417954640126832,True,0.0823459789151298,0.6633238423288919
1.5,1.0,7,17,0.5,0.5,0.3027401971393985,0.5,0.3027401971393985,False,0.0,0.0
1.5,1.0,7,18,0.5,0.5,0.0995412667608195,0.62,0.0746182427336931,True,0.0249230240271263,0.250378811101652
1.5,1.0,7,23,0.5,0.5,0.1147022188238098,0.66,0.1094210363491426,True,0.0052811824746671,0.0460425485123298
1.5,1.0,7,24,0.5,0.5,0.0788101240663906,0.74,0.0346886944715551,True,0.0441214295948354,0.5598446914975929
1.5,1.0,7,29,0.5,0.5,0.0834544846886816,1.0,0.0421622751684597,True,0.0412922095202218,0.4947871845864029
1.5,1.0,7,30,0.5,0.5,0.0644560304714708,0.6,0.0622127201722104,True,0.0022433102992604,0.0348037302770815
1.5,1.0,7,34,0.5,0.5,0.1167132844777874,0.56,0.11487163647932,True,0.0018416479984674,0.0157792491806532
1.5,1.0,7,41,0.5,0.5,0.0271634047464102,0.6,0.0226000740600315,True,0.0045633306863786,0.1679955340275137
1.5,1.0,7,45,0.5,0.5,0.1699411367472468,1.0,0.1057055406629147,True,0.064235596084332,0.3779873273406989
1.5,1.0,7,48,0.5,0.5,0.0021601557799442,0.52,0.0021022307939965,True,5.79249859476781e-05,0.0268151892032405
1.5,1.0,7,56,0.5,0.5,0.0168108874112821,0.62,0.0123056723668806,True,0.0045052150444014,0.2679938859966382
1.5,1.0,7,57,0.5,0.5,0.0583731948026238,0.98,0.0117150051917425,True,0.0466581896108812,0.799308480007745
1.5,1.0,7,66,0.5,0.5,0.1012150256598654,0.8,0.0870949874040788,True,0.0141200382557866,0.1395053566773495
1.5,1.0,7,68,0.5,0.5,0.1078078350740795,0.6,0.0647961845493347,True,0.0430116505247448,0.3989659053554839
1.5,1.0,7,70,0.5,0.5,0.0776204617289333,0.68,0.0642628545186291,True,0.0133576072103042,0.1720887368198322
1.5,1.0,7,81,0.5,0.5,0.0661911765212846,0.94,0.0270561845569567,True,0.0391349919643279,0.5912418243803778
1.5,1.0,7,98,0.5,0.5,0.0569727099463501,0.68,0.0509241280120568,True,0.0060485819342933,0.1061663020767163
1.5,1.0,7,101,0.5,0.5,0.2225062982683813,0.74,0.1620538248411914,True,0.0604524734271898,0.2716888191374864
1.5,1.0,7,102,0.5,0.5,0.7896313482782217,1.0,0.3824787682954663,True,0.4071525799827554,0.5156236272414273
1.5,1.0,7,106,0.5,0.5,0.0092410524925513,0.5,0.0092410524925513,False,0.0,0.0
1.5,1.0,7,107,0.5,0.5,0.4208205689565482,0.74,0.1455813469170701,True,0.2752392220394781,0.6540536331718565
1.5,1.0,7,117,0.5,0.5,0.0908917513023106,1.0,0.08077772670173,True,0.0101140246005805,0.1112754948129536
1.5,1.0,7,121,0.5,0.5,0.0345725686687207,0.84,0.0097942698709436,True,0.024778298797777,0.7167040156953978
1.5,1.0,7,125,0.5,0.5,0.1601696284623133,0.96,0.1579505575044325,True,0.0022190709578808,0.0138545052466232
1.5,1.0,7,130,0.5,0.5,0.0291341393622452,0.64,0.0164407823051361,True,0.0126933570571091,0.4356867007219157
1.5,1.0,7,141,0.5,0.5,0.1245105188928087,0.96,0.0727848980612302,True,0.0517256208315785,0.4154317345356918
1.5,1.0,7,142,0.5,0.5,0.0194023592748602,0.52,0.015949169178021,True,0.0034531900968391,0.1779778452671733
1.5,1.0,7,153,0.5,0.5,0.2004583332904099,1.0,0.0256420358930707,True,0.1748162973973392,0.8720829637153455
1.5,1.0,7,160,0.5,0.5,0.1536277549276226,0.5,0.1536277549276226,False,0.0,0.0
1.5,1.0,7,161,0.5,0.5,0.0101375922823434,0.7,0.0014171083196984,True,0.008720483962645,0.8602125356563612
1.5,1.0,7,164,0.5,0.5,0.0784131040998233,0.8,0.0166677506251707,True,0.0617453534746526,0.7874366686982319
1.5,1.0,7,167,0.5,0.5,0.1526169404629726,0.96,0.0447215693132889,True,0.1078953711496837,0.7069685109816554
1.5,1.0,7,169,0.5,0.5,0.0386742483416649,0.76,0.0159231729535019,True,0.0227510753881629,0.5882745331511082
1.5,1.0,7,182,0.5,0.5,0.2497910974105177,1.0,0.0930305234055994,True,0.1567605740049182,0.6275666972521883
1.5,1.0,7,204,0.5,0.5,0.0217749592244083,0.54,0.0212678306300454,True,0.0005071285943629,0.0232895312976968
1.5,1.0,7,208,0.5,0.5,0.099432667519019,1.0,0.0161115695215978,True,0.0833210979974211,0.8379650277559321
1.5,1.0,7,210,0.5,0.5,0.5555461780568445,0.92,0.0757791702434351,True,0.4797670078134093,0.8635951911171617
1.5,1.0,7,217,0.5,0.5,0.0234509332101826,0.52,0.023105296699345,True,0.0003456365108375,0.0147387102994899
1.5,1.0,7,226,0.5,0.5,0.4500335794759895,1.0,0.3592286181633629,True,0.0908049613126266,0.2017737463465685
1.5,1.0,7,227,0.5,0.5,0.0113708467588901,0.58,0.0094152471251862,True,0.0019555996337039,0.1719836416030263
1.5,1.0,7,236,0.5,0.5,0.1859309006284613,0.54,0.1548945557343078,True,0.0310363448941534,0.1669240819532855
1.5,1.0,7,244,0.5,0.5,0.3085549927540706,1.0,0.1567460561673022,True,0.1518089365867684,0.4919996115822556
1.5,1.0,7,247,0.5,0.5,0.0428806388067092,0.94,0.0083683810572732,True,0.0345122577494359,0.8048447670055725
1.5,1.0,7,249,0.5,0.5,0.0536386780650733,0.74,0.0467388018643914,True,0.0068998762006819,0.1286362089742614
1.5,1.0,7,254,0.5,0.5,0.1639539059853859,0.8,0.1595979104908854,True,0.0043559954945004,0.0265684154843417
1.5,1.0,7,265,0.5,0.5,0.025938477287553,0.64,0.0172825073169161,True,0.0086559699706369,0.33371156967609
1.5,1.0,7,288,0.5,0.5,0.0290228985855115,0.76,0.0044763041956497,True,0.0245465943898618,0.8457664666931531
1.5,1.0,7,290,0.5,0.5,0.1158904601275059,0.7,0.0623246665073068,True,0.053565793620199,0.4622105526310316
1.5,1.0,7,297,0.5,0.5,0.1480302666886533,1.0,0.0973798990265218,True,0.0506503676621315,0.3421622401631052
1.5,1.0,7,302,0.5,0.5,0.1559508685685822,1.0,0.1371072255742168,True,0.0188436429943654,0.1208306383114412
1.5,1.0,7,307,0.5,0.5,0.0609138135673116,0.56,0.0597409870900438,True,0.0011728264772678,0.0192538672032381
1.5,1.0,7,315,0.5,0.5,0.2710903552421417,0.76,0.122004872386113,True,0.1490854828560286,0.5499475727303667
1.5,1.0,7,329,0.5,0.5,0.0758894526844069,1.0,0.0605272585142568,True,0.01536219417015,0.2024285803461404
1.5,1.0,7,334,0.5,0.5,0.0530483420404016,0.74,0.0248942648984072,True,0.0281540771419943,0.5307249210644924
1.5,1.0,7,335,0.5,0.5,0.3536308325908326,1.0,0.1634180370634143,True,0.1902127955274183,0.5378852124794881
1.5,1.0,7,337,0.5,0.5,0.1324409544121706,0.5,0.1324409544121706,False,0.0,0.0
1.5,1.0,7,344,0.5,0.5,0.2149754840447288,1.0,0.193498883941907,True,0.0214766001028218,0.0999025549273948
1.5,1.0,7,352,0.5,0.5,0.3757032503103624,0.56,0.2948294248461489,True,0.0808738254642134,0.2152598504202582
1.5,1.0,7,355,0.5,0.5,0.6950705470832327,0.82,0.1558430715601982,True,0.5392274755230344,0.7757881236456182
1.5,1.0,7,356,0.5,0.5,0.0838722975466001,1.0,0.0103280447316971,True,0.0735442528149029,0.8768598806303259
1.5,1.0,7,363,0.5,0.5,0.0419677387543845,0.54,0.0414899883693452,True,0.0004777503850392,0.0113837533119265
1.5,1.0,7,365,0.5,0.5,0.2264455572864074,1.0,0.1507889399719625,True,0.0756566173144449,0.3341051077401122
1.5,1.0,7,368,0.5,0.5,0.0130608760406946,0.58,0.0114820609156457,True,0.0015788151250489,0.1208812578979927
1.5,1.0,7,370,0.5,0.5,0.1252418621547084,0.6,0.0872362090250164,True,0.038005653129692,0.3034580648660792
1.5,1.0,7,373,0.5,0.5,0.0103003976437209,0.54,0.006223319400619,True,0.0040770782431019,0.3958175581296389
1.5,1.0,7,380,0.5,0.5,0.0679923863247822,0.54,0.0674267902452968,True,0.0005655960794853,0.0083185207941325
1.5,1.0,7,386,0.5,0.5,0.0330751300703604,0.76,0.0202563415503758,True,0.0128187885199846,0.3875657780548499
1.5,1.0,7,388,0.5,0.5,0.0159268328812034,0.74,0.0009737225566899,True,0.0149531103245135,0.9388627629891756
1.5,1.0,7,391,0.5,0.5,0.3801541717603496,0.78,0.13320482933369,True,0.2469493424266596,0.6496031367566768
1.5,1.0,7,395,0.5,0.5,0.1807850702039459,0.5,0.1807850702039459,False,0.0,0.0
1.5,1.0,7,402,0.5,0.5,0.0276018593831595,0.58,0.0239231925627653,True,0.0036786668203942,0.1332760510561362
1.5,1.0,7,408,0.5,0.5,0.2400844354879809,0.72,0.1292460831195719,True,0.110838352368409,0.4616640480801088
1.5,1.0,7,410,0.5,0.5,0.0202383770214757,0.6,0.0175859290444879,True,0.0026524479769877,0.131060310526539
1.5,1.0,7,415,0.5,0.5,0.1925573187651972,0.62,0.1677268506059217,True,0.0248304681592754,0.1289510485423488
1.5,1.0,7,419,0.5,0.5,0.1603719660690728,0.5,0.1603719660690728,False,0.0,0.0
1.5,1.0,7,430,0.5,0.5,0.0840765312315503,0.9,0.0046311938370691,True,0.0794453373944811,0.944916925457894
1.5,1.0,7,434,0.5,0.5,0.5507471515075174,1.0,0.461408496005546,True,0.0893386555019714,0.1622135589034489
1.5,1.0,7,453,0.5,0.5,0.2066443220874773,0.98,0.0471122607098807,True,0.1595320613775966,0.7720127984453548
1.5,1.0,7,454,0.5,0.5,0.0488535899722085,0.62,0.04696074075168,True,0.0018928492205284,0.0387453454619248
1.5,1.0,7,463,0.5,0.5,0.0983097435227414,0.7,0.0931528728810767,True,0.0051568706416646,0.0524553361333078
1.5,1.0,7,475,0.5,0.5,0.0803517907037714,0.84,0.0056408790519132,True,0.0747109116518581,0.929797718227473
1.5,1.0,7,486,0.5,0.5,0.0441662176409252,0.54,0.0431334397979362,True,0.0010327778429889,0.0233838870103287
1.5,1.0,7,487,0.5,0.5,0.2942667235384568,1.0,0.2660964074248503,True,0.0281703161136065,0.0957305527953283
1.5,1.0,7,488,0.5,0.5,0.0209551105603904,0.64,0.0133740371482306,True,0.0075810734121597,0.3617768271998337
1.5,1.0,7,490,0.5,0.5,0.0444342343586588,0.58,0.0424279380107487,True,0.00200629634791,0.0451520404676235
1.5,1.0,7,495,0.5,0.5,0.1312052029246824,0.52,0.1222215238961679,True,0.0089836790285144,0.0684704480330061
1.5,1.0,7,501,0.5,0.5,0.0763583041051482,0.6,0.0676643016067272,True,0.0086940024984209,0.1138579831009474
1.5,1.0,7,503,0.5,0.5,0.0852552979709014,0.56,0.0818893880383612,True,0.0033659099325402,0.0394803609001405
1.5,1.0,7,504,0.5,0.5,0.1305772314607627,1.0,0.0415727609486477,True,0.089004470512115,0.6816232011999738
1.5,1.0,7,509,0.5,0.5,0.1208218823503066,0.66,0.0565673082773431,True,0.0642545740729635,0.5318123904630632
1.5,1.0,7,510,0.5,0.5,0.252611739856913,1.0,0.071376912119538,True,0.1812348277373749,0.717444200495321
1.5,1.0,7,511,0.5,0.5,0.060511613040918,0.62,0.0499750028701907,True,0.0105366101707273,0.1741254222326291
1.5,1.0,7,515,0.5,0.5,0.1374081058883421,0.72,0.0458187670890963,True,0.0915893387992457,0.6665497512473629
1.5,1.0,7,517,0.5,0.5,0.0231208184178018,0.54,0.0225333432192474,True,0.0005874751985543,0.0254089274842481
1.5,1.0,7,518,0.5,0.5,0.120877706739504,0.58,0.1207982017655855,True,7.950497391848166e-05,0.0006577306607066
1.5,1.0,7,536,0.5,0.5,0.1023526521576145,0.56,0.0726631973845315,True,0.029689454773083,0.2900702047990288
1.5,1.0,7,537,0.5,0.5,0.0164454753637982,0.62,0.0092847949959119,True,0.0071606803678863,0.4354194822272675
1.5,1.0,7,552,0.5,0.5,0.030843713879452,0.58,0.0293097750324381,True,0.0015339388470138,0.0497326247094966
1.5,1.0,7,574,0.5,0.5,0.1245867375736053,0.82,0.0519186173386107,True,0.0726681202349946,0.5832733214645947
1.5,1.0,7,588,0.5,0.5,0.0205647295133213,0.78,0.0123496797636098,True,0.0082150497497114,0.3994727839425238
1.5,1.0,7,593,0.5,0.5,0.1522845780581626,0.54,0.1344945083065905,True,0.0177900697515721,0.1168212170819915
1.5,1.0,7,594,0.5,0.5,0.4800947311593116,0.84,0.1740248257880985,True,0.3060699053712131,0.6375198174579608
1.5,1.0,7,597,0.5,0.5,0.3663494237868324,1.0,0.3494999113733511,True,0.0168495124134812,0.0459930091859117
1.5,1.0,7,601,0.5,0.5,0.0162253194143164,0.5,0.0162253194143164,False,0.0,0.0
1.5,1.0,7,602,0.5,0.5,0.9293516764422824,1.0,0.5412817071240801,True,0.3880699693182023,0.4175706346211164
1.5,1.0,7,607,0.5,0.5,0.0314453383263569,0.54,0.0312786600653064,True,0.0001666782610505,0.0053005714017344
1.5,1.0,7,608,0.5,0.5,0.0861737301340668,0.78,0.082537726835711,True,0.0036360032983557,0.042193871527889
1.5,1.0,7,609,0.5,0.5,0.0391203914973763,0.74,0.0314296644550263,True,0.00769072704235,0.1965912596469234
1.5,1.0,7,615,0.5,0.5,0.134005905229365,0.94,0.1108029618387684,True,0.0232029433905966,0.1731486634927198
1.5,1.0,7,617,0.5,0.5,0.2720480116146234,1.0,0.212258702934771,True,0.0597893086798524,0.2197748416722431
1.5,1.0,7,623,0.5,0.5,0.0069799725053147,0.6,0.0029501975908273,True,0.0040297749144873,0.5773339237968346
1.5,1.0,7,625,0.5,0.5,0.2276989211688516,0.9,0.0647525733307353,True,0.1629463478381162,0.7156219581615071
1.5,1.0,7,631,0.5,0.5,0.1420818953563116,0.54,0.1348766249811043,True,0.0072052703752072,0.0507120935931909
1.5,1.0,7,642,0.5,0.5,0.1534779455459901,0.66,0.1466036908370626,True,0.0068742547089275,0.0447898535810647
1.5,1.0,7,644,0.5,0.5,0.3804540325464444,0.9,0.3689648267119755,True,0.0114892058344688,0.030198670145693
1.5,1.0,7,645,0.5,0.5,0.119784064662919,0.62,0.1189195617346593,True,0.0008645029282596,0.0072171781003797
1.5,1.0,7,656,0.5,0.5,0.6578674061874087,0.56,0.5494477245779826,True,0.108419681609426,0.1648047624638516
1.5,1.0,7,659,0.5,0.5,0.1335791435888234,1.0,0.0794598815781849,True,0.0541192620106384,0.4051475444192519
1.5,1.0,7,665,0.5,0.5,0.0520673434707232,0.98,0.0359501710914617,True,0.0161171723792615,0.309544741577299
1.5,1.0,7,675,0.5,0.5,0.0033905087692213,0.54,0.0029729558463538,True,0.0004175529228674,0.1231534708472022
1.5,1.0,7,677,0.5,0.5,0.0501459334498197,0.96,0.0291388229425973,True,0.0210071105072223,0.4189195227214957
1.5,1.0,7,689,0.5,0.5,0.1792732021005353,0.5,0.1792732021005353,False,0.0,0.0
1.5,1.0,7,699,0.5,0.5,0.121778239562045,0.94,0.0301634603905281,True,0.0916147791715169,0.7523082900606385
1.5,1.0,7,701,0.5,0.5,0.222231734446594,1.0,0.1162899627704138,True,0.1059417716761802,0.4767175666427596
1.5,1.0,7,709,0.5,0.5,0.0918799992735361,0.56,0.0917517264600791,True,0.0001282728134569,0.0013960907103956
1.5,1.0,7,721,0.5,0.5,0.0441542611471335,0.7,0.0202830519732859,True,0.0238712091738475,0.540632060273922
1.5,1.0,7,724,0.5,0.5,0.0234208457913315,0.8,0.0002239906177435,True,0.0231968551735879,0.9904362711859664
1.5,1.0,7,726,0.5,0.5,0.0211846714514847,0.82,0.0023524687599196,True,0.018832202691565,0.8889542013758811
1.5,1.0,7,729,0.5,0.5,0.5601945173981174,0.86,0.1746367097654912,True,0.3855578076326261,0.6882570172649852
1.5,1.0,7,738,0.5,0.5,0.0081849896319148,0.58,0.0065316078018854,True,0.0016533818300293,0.2020017012095531
1.5,1.0,7,763,0.5,0.5,0.0126555379183965,0.6,0.0106791670505535,True,0.0019763708678429,0.1561664846320006
1.5,1.0,7,769,0.5,0.5,0.1722180373664883,1.0,0.1166306389264206,True,0.0555873984400677,0.3227733824522402
1.5,1.0,7,772,0.5,0.5,0.3298735171201649,1.0,0.3271864325586847,True,0.0026870845614802,0.0081458026244082
1.5,1.0,7,785,0.5,0.5,0.2576479611610864,0.52,0.2575596434924493,True,8.831766863715007e-05,0.0003427842713722
1.5,1.0,7,786,0.5,0.5,0.037750099214532,0.96,0.0030806996499422,True,0.0346693995645897,0.9183922767345644
1.5,1.0,7,788,0.5,0.5,0.0357386416566928,0.54,0.0348308283388543,True,0.0009078133178385,0.0254014499644115
1.5,1.0,7,793,0.5,0.5,0.0089886977448247,0.58,0.0074358966982977,True,0.0015528010465269,0.1727503906137004
1.5,1.0,7,799,0.5,0.5,0.1008104544275246,0.54,0.0978141274555841,True,0.0029963269719404,0.0297223833475983
1.5,1.0,7,807,0.5,0.5,0.1380030038558246,0.58,0.1365991163723814,True,0.0014038874834431,0.0101728762723876
1.5,1.0,7,815,0.5,0.5,0.0360724852359875,0.52,0.0357678343189731,True,0.0003046509170143,0.0084455205961372
1.5,1.0,7,817,0.5,0.5,0.0661076121237516,0.94,0.0444246982570245,True,0.021682913866727,0.3279942077795409
1.5,1.0,7,824,0.5,0.5,0.113797546793869,1.0,0.0175427771079953,True,0.0962547696858736,0.8458422206607666
1.5,1.0,7,829,0.5,0.5,0.0641283016075073,0.5,0.0641283016075073,False,0.0,0.0
1.5,1.0,7,834,0.5,0.5,0.1422713082696029,0.58,0.1403869744937207,True,0.0018843337758821,0.0132446506523394
1.5,1.0,7,837,0.5,0.5,0.0714947083359795,1.0,0.0350748442889361,True,0.0364198640470434,0.5094064287372609
1.5,1.0,7,839,0.5,0.5,0.019257555374358,0.62,0.0151112069126043,True,0.0041463484617537,0.2153102188284346
1.5,1.0,7,843,0.5,0.5,0.0065501225683148,0.5,0.0065501225683148,False,0.0,0.0
1.5,1.0,7,858,0.5,0.5,0.1344119576773433,0.74,0.0390357559679918,True,0.0953762017093515,0.7095812259375215
1.5,1.0,7,878,0.5,0.5,0.0494212121539028,0.96,0.0063823765351794,True,0.0430388356187233,0.8708575476598173
1.5,1.0,7,889,0.5,0.5,0.0404697238497205,0.76,0.0323730490836098,True,0.0080966747661106,0.2000674577414148
1.5,1.0,7,890,0.5,0.5,0.1974678092873034,0.52,0.1907219206573351,True,0.0067458886299682,0.0341619662177614
1.5,1.0,7,896,0.5,0.5,0.0459831157685681,0.82,0.026069329428741,True,0.0199137863398271,0.4330673554191658
1.5,1.0,7,900,0.5,0.5,0.3169372752434836,0.58,0.3167127669705483,True,0.0002245082729352,0.0007083681550641
1.5,1.0,7,902,0.5,0.5,0.1914747109365724,0.54,0.1908861122001404,True,0.000588598736432,0.0030740285939222
1.5,1.0,7,917,0.5,0.5,0.2606954014686981,0.54,0.229238158873912,True,0.031457242594786,0.1206666570164383
1.5,1.0,7,933,0.5,0.5,0.024771215416753,0.64,0.0201654284843864,True,0.0046057869323665,0.1859330216494592
1.5,1.0,7,934,0.5,0.5,0.0112953595980397,0.62,0.0063143938612286,True,0.004980965736811,0.4409745164443917
1.5,1.0,7,938,0.5,0.5,0.085059276478069,1.0,0.0186631963032576,True,0.0663960801748114,0.7805859974829484
1.5,1.0,7,945,0.5,0.5,0.113295309172454,1.0,0.0791168031808525,True,0.0341785059916014,0.3016762674576068
1.5,1.0,7,950,0.5,0.5,0.2133802803600661,0.96,0.027176789643235,True,0.186203490716831,0.8726368266206423
1.5,1.0,7,954,0.5,0.5,0.0811339601707356,1.0,0.0660222285871352,True,0.0151117315836003,0.1862565509165306
1.5,1.0,7,959,0.5,0.5,0.2421781001090966,1.0,0.1371025282802317,True,0.1050755718288649,0.4338772654568286
1.5,1.0,7,965,0.5,0.5,0.1067746431046533,0.64,0.0876184422914323,True,0.0191562008132209,0.1794077718849908
1.5,1.0,7,981,0.5,0.5,0.1617997882441158,1.0,0.0239527860007494,True,0.1378470022433664,0.851960337768733
1.5,1.0,7,989,0.5,0.5,0.0411855816181216,0.68,0.0382970771713915,True,0.00288850444673,0.0701338753331856
1.5,1.0,10,2,0.5,0.5,0.0680883306676432,1.0,0.0288361541758125,True,0.0392521764918307,0.576489041616114
1.5,1.0,10,4,0.5,0.5,0.1533605650169008,1.0,0.1457933334762899,True,0.0075672315406108,0.0493427468774448
1.5,1.0,10,6,0.5,0.5,0.054679927981804,0.82,0.0507770993058912,True,0.0039028286759127,0.0713758927629073
1.5,1.0,10,7,0.5,0.5,0.210838554160201,1.0,0.1894252613163397,True,0.0214132928438612,0.1015625103727038
1.5,1.0,10,9,0.5,0.5,0.0780669470572964,0.74,0.0347127377002499,True,0.0433542093570464,0.555346545385297
1.5,1.0,10,10,0.5,0.5,0.0153117459179137,0.58,0.0146758120395044,True,0.0006359338784092,0.0415324210458107
1.5,1.0,10,13,0.5,0.5,0.0115015386003178,0.66,0.0049771205304655,True,0.0065244180698523,0.5672648066122248
1.5,1.0,10,16,0.5,0.5,0.0165938201368664,0.5,0.0165938201368664,False,0.0,0.0
1.5,1.0,10,22,0.5,0.5,0.0032111155989352,0.52,0.0031641946707554,True,4.692092817985306e-05,0.0146120333367665
1.5,1.0,10,25,0.5,0.5,0.0436583041492797,0.86,0.0386732721387079,True,0.0049850320105718,0.1141829053535065
1.5,1.0,10,26,0.5,0.5,0.230862690078927,0.88,0.0638105107180852,True,0.1670521793608418,0.7235997263296646
1.5,1.0,10,27,0.5,0.5,0.1458666788840939,1.0,0.0794282837220847,True,0.0664383951620091,0.4554734204567811
1.5,1.0,10,35,0.5,0.5,0.0083552593364542,0.62,0.0047830970244277,True,0.0035721623120265,0.4275345824923816
1.5,1.0,10,37,0.5,0.5,0.1587519190775598,0.6,0.1389112520677085,True,0.0198406670098512,0.1249790687579525
1.5,1.0,10,38,0.5,0.5,0.0942998192701341,0.52,0.0938106470217964,True,0.0004891722483377,0.005187414484183
1.5,1.0,10,48,0.5,0.5,0.0481313327831384,0.96,0.0466243939598798,True,0.0015069388232585,0.0313088945624731
1.5,1.0,10,50,0.5,0.5,0.0013522450093107,0.52,0.0013431358110245,True,9.109198286165248e-06,0.0067363519358141
1.5,1.0,10,52,0.5,0.5,0.0039970585081672,0.58,0.0034235398719245,True,0.0005735186362427,0.1434851741776721
1.5,1.0,10,61,0.5,0.5,0.2049136086962276,0.92,0.0749107983898793,True,0.1300028103063483,0.6344274113051701
1.5,1.0,10,70,0.5,0.5,0.0342177704421868,0.78,0.011156705207765,True,0.0230610652344217,0.6739499662429775
1.5,1.0,10,77,0.5,0.5,0.1128523736712587,0.88,0.0269471885449788,True,0.0859051851262798,0.7612173526497849
1.5,1.0,10,79,0.5,0.5,0.2402119730555726,0.5,0.2402119730555726,False,0.0,0.0
1.5,1.0,10,81,0.5,0.5,0.021401393250282,0.68,0.0169166045934172,True,0.0044847886568648,0.209555920234572
1.5,1.0,10,88,0.5,0.5,0.0251656456181851,0.86,0.0005869340343899,True,0.0245787115837951,0.9766771715975424
1.5,1.0,10,89,0.5,0.5,0.0624304871076584,0.58,0.0542376845454517,True,0.0081928025622067,0.1312307967112064
1.5,1.0,10,91,0.5,0.5,0.1104465805518413,0.52,0.110402108743385,True,4.447180845629228e-05,0.0004026544618592
1.5,1.0,10,110,0.5,0.5,0.0901901700413188,0.64,0.0808047505526319,True,0.0093854194886869,0.104062554537675
1.5,1.0,10,116,0.5,0.5,0.4981674530199927,0.52,0.4854242567253127,True,0.0127431962946799,0.0255801462287993
1.5,1.0,10,117,0.5,0.5,0.1465799579564178,1.0,0.0733632560904185,True,0.0732167018659992,0.4995000877798627
1.5,1.0,10,119,0.5,0.5,0.1663566200245829,0.84,0.0513429998872767,True,0.1150136201373062,0.6913678585217128
1.5,1.0,10,130,0.5,0.5,0.0151760505598793,0.76,0.0123128912989298,True,0.0028631592609495,0.1886630022516406
1.5,1.0,10,134,0.5,0.5,0.0197578521480706,0.52,0.0197089065247219,True,4.894562334869373e-05,0.0024772745024045
1.5,1.0,10,135,0.5,0.5,0.0034137910698421,0.58,0.0025740679231525,True,0.0008397231466896,0.2459796541469173
1.5,1.0,10,136,0.5,0.5,0.056310482978565,0.78,0.0150135339802371,True,0.0412969489983278,0.7333794138126609
1.5,1.0,10,138,0.5,0.5,0.0129464136728338,0.66,0.0108513573589426,True,0.0020950563138912,0.161825225644333
1.5,1.0,10,141,0.5,0.5,0.1380583862698641,0.58,0.1330725601978521,True,0.004985826072012,0.0361138950463044
1.5,1.0,10,145,0.5,0.5,0.0469859025624356,0.66,0.0466413346311333,True,0.0003445679313022,0.007333432210745
1.5,1.0,10,147,0.5,0.5,0.1757453808231577,0.68,0.1166651306985747,True,0.0590802501245829,0.3361695758253355
1.5,1.0,10,148,0.5,0.5,0.0200481670170864,0.62,0.0169888895346927,True,0.0030592774823936,0.1525963685251795
1.5,1.0,10,149,0.5,0.5,0.1232229905473803,1.0,0.1116320222390171,True,0.0115909683083631,0.0940649813551333
1.5,1.0,10,150,0.5,0.5,0.0321300977073139,0.88,0.0020555858775839,True,0.0300745118297299,0.9360230430573492
1.5,1.0,10,152,0.5,0.5,0.3311112284062811,1.0,0.194955936051765,True,0.136155292354516,0.4112071131198558
1.5,1.0,10,157,0.5,0.5,0.2581294411980133,0.92,0.0958728900629422,True,0.162256551135071,0.6285859930661789
1.5,1.0,10,161,0.5,0.5,0.1503764298734499,0.5,0.1503764298734499,False,0.0,0.0
1.5,1.0,10,165,0.5,0.5,0.0192904323371332,0.54,0.018746401067846,True,0.0005440312692872,0.0282021294172853
1.5,1.0,10,182,0.5,0.5,0.4870979239011106,1.0,0.1408372487154472,True,0.3462606751856634,0.7108646089322285
1.5,1.0,10,186,0.5,0.5,0.1684612315416141,1.0,0.0935655289533428,True,0.0748957025882712,0.4445871723890974
1.5,1.0,10,187,0.5,0.5,0.0115613384665652,0.7,0.0084291950042083,True,0.0031321434623569,0.2709152985543063
1.5,1.0,10,191,0.5,0.5,0.0801168745242506,1.0,0.0053444331862965,True,0.0747724413379541,0.9332920409335383
1.5,1.0,10,194,0.5,0.5,0.0779325719456834,0.62,0.0645460834601749,True,0.0133864884855085,0.1717701360457922
1.5,1.0,10,200,0.5,0.5,0.055634251176233,0.66,0.0456725232086185,True,0.0099617279676144,0.1790574647272348
1.5,1.0,10,202,0.5,0.5,0.0239741876704874,0.82,0.0115022461931831,True,0.0124719414773042,0.5202237359915797
1.5,1.0,10,209,0.5,0.5,0.4300054781065908,0.88,0.1238807783809549,True,0.3061246997256358,0.7119088367747559
1.5,1.0,10,213,0.5,0.5,0.5410248375404307,0.5,0.5410248375404307,False,0.0,0.0
1.5,1.0,10,217,0.5,0.5,0.4675614663208955,1.0,0.2826129077186138,True,0.1849485586022816,0.3955598823350174
1.5,1.0,10,222,0.5,0.5,0.0924254627966858,0.52,0.0921250159397534,True,0.0003004468569323,0.0032506935625877
